CIA - The World Factbook --  Sanitation facility access   

This entry provides information about access to improved or unimproved sanitation facilities available to segments of the population of a country. improved sanitation - use of any of the following facilities: flush or pour-flush to a piped sewer system, septic tank or pit latrine; ventilated improved pit (VIP) latrine; pit latrine with slab; or a composting toilet. unimproved sanitation - use of any of the following facilities: flush or pour-flush not piped to a sewer system, septic tank or pit latrine; pit latrine without a slab or open pit; bucket; hanging toilet or hanging latrine; shared facilities of any type; no facilities; or bush or field.

| Rank | country | (% of population) | Date of Information |
| 645 | Namibia | 40.00 | NA |
| 646 | Paraguay | 40.00 | NA |
| 647 | Botswana | 40.00 | NA |
| 648 | Lesotho | 40.00 | NA |
| 649 | Afghanistan | 40.00 | NA |
| 650 | Korea, North | 40.00 | NA |
| 651 | Swaziland | 39.00 | NA |
| 652 | World | 39.00 | NA |
| 653 | Botswana | 39.00 | NA |
| 654 | Azerbaijan | 39.00 | NA |
| 655 | Oman | 39.00 | NA |
| 656 | Uganda | 38.00 | NA |
| 657 | Senegal | 38.00 | NA |
| 658 | Cape Verde | 38.00 | NA |
| 659 | Laos | 38.00 | NA |
| 660 | Honduras | 38.00 | NA |
| 661 | Mozambique | 38.00 | NA |
| 662 | Zimbabwe | 37.00 | NA |
| 663 | Nicaragua | 37.00 | NA |
| 664 | Brazil | 37.00 | NA |
| 665 | Djibouti | 37.00 | NA |
| 666 | Afghanistan | 37.00 | NA |
| 667 | Nicaragua | 37.00 | NA |
| 668 | Tunisia | 36.00 | NA |
| 669 | Mali | 36.00 | NA |
| 670 | Nigeria | 36.00 | NA |
| 671 | Comoros | 36.00 | NA |
| 672 | Cote d'Ivoire | 36.00 | NA |
| 673 | Mongolia | 36.00 | NA |
| 674 | Indonesia | 36.00 | NA |
| 675 | Peru | 36.00 | NA |
| 676 | South Africa | 35.00 | NA |
| 677 | Gambia, The | 35.00 | NA |
| 678 | Bhutan | 35.00 | NA |
| 679 | Cape Verde | 35.00 | NA |
| 680 | Cameroon | 35.00 | NA |
| 681 | Sudan | 34.00 | NA |
| 682 | Niger | 34.00 | NA |
| 683 | Vanuatu | 34.00 | NA |
| 684 | Bolivia | 34.00 | NA |
| 685 | Iraq | 34.00 | NA |
| 686 | Guinea | 34.00 | NA |
| 687 | Central African Republic | 34.00 | NA |
| 688 | Suriname | 34.00 | NA |
| 689 | Burkina Faso | 33.00 | NA |
| 690 | Vietnam | 33.00 | NA |
| 691 | Namibia | 33.00 | NA |
| 692 | Yemen | 33.00 | NA |
| 693 | Cambodia | 33.00 | NA |
| 694 | Gambia, The | 33.00 | NA |
| 695 | Gabon | 33.00 | NA |
| 696 | Gabon | 33.00 | NA |
| 697 | Indonesia | 33.00 | NA |
| 698 | Kiribati | 33.00 | NA |
| 699 | Tanzania | 32.00 | NA |
| 700 | Mali | 32.00 | NA |
| 701 | Mexico | 32.00 | NA |
| 702 | Gambia, The | 32.00 | NA |
| 703 | Peru | 32.00 | NA |
| 704 | Kenya | 32.00 | NA |
| 705 | Mongolia | 32.00 | NA |
| 706 | Nigeria | 32.00 | NA |
| 707 | Philippines | 31.00 | NA |
| 708 | Senegal | 31.00 | NA |
| 709 | Morocco | 31.00 | NA |
| 710 | Nepal | 31.00 | NA |
| 711 | Solomon Islands | 31.00 | NA |
| 712 | Kenya | 31.00 | NA |
| 713 | India | 31.00 | NA |
| 714 | Congo, Republic of the | 31.00 | NA |
| 715 | Panama | 31.00 | NA |
| 716 | Sao Tome and Principe | 30.00 | NA |
| 717 | Russia | 30.00 | NA |
| 718 | Paraguay | 30.00 | NA |
| 719 | Gabon | 30.00 | NA |
| 720 | Congo, Republic of the | 30.00 | NA |
| 721 | Comoros | 30.00 | NA |
| 722 | Afghanistan | 30.00 | NA |
| 723 | Pakistan | 29.00 | NA |
| 724 | Papua New Guinea | 29.00 | NA |
| 725 | Latvia | 29.00 | NA |
| 726 | Congo, Republic of the | 29.00 | NA |
| 727 | Ethiopia | 29.00 | NA |
| 728 | Honduras | 29.00 | NA |
| 729 | Cambodia | 29.00 | NA |
| 730 | Lesotho | 29.00 | NA |
| 731 | Romania | 28.00 | NA |
| 732 | Central African Republic | 28.00 | NA |
| 733 | Pakistan | 28.00 | NA |
| 734 | Nigeria | 28.00 | NA |
| 735 | Marshall Islands | 27.00 | NA |
| 736 | Nepal | 27.00 | NA |
| 737 | Guatemala | 27.00 | NA |
| 738 | Kenya | 27.00 | NA |
| 739 | Iraq | 27.00 | NA |
| 740 | Sao Tome and Principe | 26.00 | NA |
| 741 | Mauritania | 26.00 | NA |
| 742 | Moldova | 26.00 | NA |
| 743 | Botswana | 26.00 | NA |
| 744 | Colombia | 26.00 | NA |
| 745 | Dominican Republic | 26.00 | NA |
| 746 | Micronesia, Federated States of | 26.00 | NA |
| 747 | Turkey | 25.00 | NA |
| 748 | Vietnam | 25.00 | NA |
| 749 | Bolivia | 25.00 | NA |
| 750 | Liberia | 25.00 | NA |
| 751 | Lesotho | 25.00 | NA |
| 752 | Panama | 25.00 | NA |
| 753 | Timor-Leste | 24.00 | NA |
| 754 | Tanzania | 24.00 | NA |
| 755 | World | 24.00 | NA |
| 756 | Philippines | 24.00 | NA |
| 757 | Benin | 24.00 | NA |
| 758 | Togo | 24.00 | NA |
| 759 | Iraq | 24.00 | NA |
| 760 | Haiti | 24.00 | NA |
| 761 | Sierra Leone | 24.00 | NA |
| 762 | South Africa | 23.00 | NA |
| 763 | Somalia | 23.00 | NA |
| 764 | Cote d'Ivoire | 23.00 | NA |
| 765 | Argentina | 23.00 | NA |
| 766 | Congo, Democratic Republic of the | 23.00 | NA |
| 767 | Congo, Democratic Republic of the | 23.00 | NA |
| 768 | Congo, Democratic Republic of the | 23.00 | NA |
| 769 | Chad | 23.00 | NA |
| 770 | Iran | 22.00 | NA |
| 771 | Latvia | 22.00 | NA |
| 772 | Kiribati | 22.00 | NA |
| 773 | Tanzania | 21.00 | NA |
| 774 | Guinea-Bissau | 21.00 | NA |
| 775 | Burma | 21.00 | NA |
| 776 | India | 21.00 | NA |
| 777 | Moldova | 21.00 | NA |
| 778 | Palau | 20.00 | NA |
| 779 | Philippines | 20.00 | NA |
| 780 | Poland | 20.00 | NA |
| 781 | Brazil | 20.00 | NA |
| 782 | Honduras | 20.00 | NA |
| 783 | Dominica | 20.00 | NA |
| 784 | Armenia | 20.00 | NA |
| 785 | Guyana | 20.00 | NA |
| 786 | Sao Tome and Principe | 19.00 | NA |
| 787 | Tuvalu | 19.00 | NA |
| 788 | Peru | 19.00 | NA |
| 789 | Guatemala | 19.00 | NA |
| 790 | Burma | 19.00 | NA |
| 791 | Guyana | 19.00 | NA |
| 792 | Colombia | 19.00 | NA |
| 793 | Cuba | 19.00 | NA |
| 794 | Dominica | 19.00 | NA |
| 795 | Guinea | 19.00 | NA |
| 796 | Sudan | 18.00 | NA |
| 797 | Macedonia | 18.00 | NA |
| 798 | Jamaica | 18.00 | NA |
| 799 | Solomon Islands | 18.00 | NA |
| 800 | Ghana | 18.00 | NA |
| 801 | Cambodia | 18.00 | NA |
| 802 | Angola | 18.00 | NA |
| 803 | Latvia | 18.00 | NA |
| 804 | Namibia | 17.00 | NA |
| 805 | Marshall Islands | 17.00 | NA |
| 806 | Morocco | 17.00 | NA |
| 807 | Mozambique | 17.00 | NA |
| 808 | Iran | 17.00 | NA |
| 809 | Dominican Republic | 17.00 | NA |
| 810 | Liberia | 17.00 | NA |
| 811 | El Salvador | 17.00 | NA |
| 812 | Haiti | 17.00 | NA |
| 813 | Chile | 17.00 | NA |
| 814 | Jamaica | 17.00 | NA |
| 815 | Tuvalu | 16.00 | NA |
| 816 | South Africa | 16.00 | NA |
| 817 | Suriname | 16.00 | NA |
| 818 | Ecuador | 16.00 | NA |
| 819 | Micronesia, Federated States of | 16.00 | NA |
| 820 | Dominica | 16.00 | NA |
| 821 | Jamaica | 16.00 | NA |
| 822 | Tunisia | 15.00 | NA |
| 823 | Mexico | 15.00 | NA |
| 824 | Guyana | 15.00 | NA |
| 825 | Moldova | 15.00 | NA |
| 826 | Madagascar | 15.00 | NA |
| 827 | Iran | 14.00 | NA |
| 828 | Laos | 14.00 | NA |
| 829 | Montenegro | 14.00 | NA |
| 830 | Burma | 14.00 | NA |
| 831 | Angola | 14.00 | NA |
| 832 | Belize | 14.00 | NA |
| 833 | Eritrea | 14.00 | NA |
| 834 | Russia | 13.00 | NA |
| 835 | Sierra Leone | 13.00 | NA |
| 836 | Oman | 13.00 | NA |
| 837 | Lebanon | 13.00 | NA |
| 838 | Bhutan | 13.00 | NA |
| 839 | Ghana | 13.00 | NA |
| 840 | Dominican Republic | 13.00 | NA |
| 841 | Brazil | 13.00 | NA |
| 842 | El Salvador | 13.00 | NA |
| 843 | Tuvalu | 12.00 | NA |
| 844 | Serbia | 12.00 | NA |
| 845 | Romania | 12.00 | NA |
| 846 | Benin | 12.00 | NA |
| 847 | Ethiopia | 12.00 | NA |
| 848 | Sri Lanka | 12.00 | NA |
| 849 | Algeria | 12.00 | NA |
| 850 | Togo | 12.00 | NA |
| 851 | Burkina Faso | 11.00 | NA |
| 852 | Venezuela | 11.00 | NA |
| 853 | Saint Lucia | 11.00 | NA |
| 854 | Saint Lucia | 11.00 | NA |
| 855 | Saint Lucia | 11.00 | NA |
| 856 | Guinea | 11.00 | NA |
| 857 | Cote d'Ivoire | 11.00 | NA |
| 858 | Madagascar | 11.00 | NA |
| 859 | El Salvador | 11.00 | NA |
| 860 | Guatemala | 11.00 | NA |
| 861 | Macedonia | 11.00 | NA |
| 862 | Turkey | 10.00 | NA |
| 863 | Ukraine | 10.00 | NA |
| 864 | Mauritius | 10.00 | NA |
| 865 | Mexico | 10.00 | NA |
| 866 | Suriname | 10.00 | NA |
| 867 | Paraguay | 10.00 | NA |
| 868 | Belize | 10.00 | NA |
| 869 | Madagascar | 10.00 | NA |
| 870 | Haiti | 10.00 | NA |
| 871 | Djibouti | 10.00 | NA |
| 872 | Armenia | 10.00 | NA |
| 873 | Argentina | 10.00 | NA |
| 874 | Poland | 10.00 | NA |
| 875 | Guinea-Bissau | 9.00 | NA |
| 876 | Mauritius | 9.00 | NA |
| 877 | Mauritania | 9.00 | NA |
| 878 | Niger | 9.00 | NA |
| 879 | Belarus | 9.00 | NA |
| 880 | Sri Lanka | 9.00 | NA |
| 881 | Cuba | 9.00 | NA |
| 882 | Argentina | 9.00 | NA |
| 883 | Bolivia | 9.00 | NA |
| 884 | Chad | 9.00 | NA |
| 885 | Serbia | 8.00 | NA |
| 886 | Trinidad and Tobago | 8.00 | NA |
| 887 | Trinidad and Tobago | 8.00 | NA |
| 888 | Trinidad and Tobago | 8.00 | NA |
| 889 | Montenegro | 8.00 | NA |
| 890 | Macedonia | 8.00 | NA |
| 891 | Bosnia and Herzegovina | 8.00 | NA |
| 892 | Ethiopia | 8.00 | NA |
| 893 | Sri Lanka | 8.00 | NA |
| 894 | Northern Mariana Islands | 8.00 | NA |
| 895 | Northern Mariana Islands | 8.00 | NA |
| 896 | Ecuador | 8.00 | NA |
| 897 | Egypt | 8.00 | NA |
| 898 | Palau | 8.00 | NA |
| 899 | Venezuela | 7.00 | NA |
| 900 | Russia | 7.00 | NA |
| 901 | Tokelau | 7.00 | NA |
| 902 | Tokelau | 7.00 | NA |
| 903 | Mauritius | 7.00 | NA |
| 904 | Belarus | 7.00 | NA |
| 905 | Kyrgyzstan | 7.00 | NA |
| 906 | Georgia | 7.00 | NA |
| 907 | Ghana | 7.00 | NA |
| 908 | Northern Mariana Islands | 7.00 | NA |
| 909 | Belize | 7.00 | NA |
| 910 | Kyrgyzstan | 7.00 | NA |
| 911 | Burkina Faso | 6.00 | NA |
| 912 | Vietnam | 6.00 | NA |
| 913 | Yemen | 6.00 | NA |
| 914 | Sierra Leone | 6.00 | NA |
| 915 | Somalia | 6.00 | NA |
| 916 | Tajikistan | 6.00 | NA |
| 917 | Antigua and Barbuda | 6.00 | NA |
| 918 | Turks and Caicos Islands | 6.00 | NA |
| 919 | Kyrgyzstan | 6.00 | NA |
| 920 | Estonia | 6.00 | NA |
| 921 | Cuba | 6.00 | NA |
| 922 | Egypt | 6.00 | NA |
| 923 | Tajikistan | 6.00 | NA |
| 924 | Ukraine | 5.00 | NA |
| 925 | Syria | 5.00 | NA |
| 926 | Thailand | 5.00 | NA |
| 927 | Tajikistan | 5.00 | NA |
| 928 | Malaysia | 5.00 | NA |
| 929 | Estonia | 5.00 | NA |
| 930 | Bosnia and Herzegovina | 5.00 | NA |
| 931 | Costa Rica | 5.00 | NA |
| 932 | Costa Rica | 5.00 | NA |
| 933 | Antigua and Barbuda | 5.00 | NA |
| 934 | United Arab Emirates | 5.00 | NA |
| 935 | Algeria | 5.00 | NA |
| 936 | Armenia | 5.00 | NA |
| 937 | Georgia | 5.00 | NA |
| 938 | Tunisia | 4.00 | NA |
| 939 | Benin | 4.00 | NA |
| 940 | Wallis and Futuna | 4.00 | NA |
| 941 | Serbia | 4.00 | NA |
| 942 | Saint Kitts and Nevis | 4.00 | NA |
| 943 | Saint Kitts and Nevis | 4.00 | NA |
| 944 | Saint Kitts and Nevis | 4.00 | NA |
| 945 | Syria | 4.00 | NA |
| 946 | Syria | 4.00 | NA |
| 947 | Thailand | 4.00 | NA |
| 948 | Thailand | 4.00 | NA |
| 949 | Turks and Caicos Islands | 4.00 | NA |
| 950 | Tonga | 4.00 | NA |
| 951 | Tonga | 4.00 | NA |
| 952 | Maldives | 4.00 | NA |
| 953 | Malaysia | 4.00 | NA |
| 954 | Malaysia | 4.00 | NA |
| 955 | Mozambique | 4.00 | NA |
| 956 | Niger | 4.00 | NA |
| 957 | Poland | 4.00 | NA |
| 958 | Liberia | 4.00 | NA |
| 959 | Libya | 4.00 | NA |
| 960 | Montserrat | 4.00 | NA |
| 961 | Montserrat | 4.00 | NA |
| 962 | Montserrat | 4.00 | NA |
| 963 | Montenegro | 4.00 | NA |
| 964 | Eritrea | 4.00 | NA |
| 965 | Georgia | 4.00 | NA |
| 966 | Grenada | 4.00 | NA |
| 967 | Chad | 4.00 | NA |
| 968 | Chile | 4.00 | NA |
| 969 | Cayman Islands | 4.00 | NA |
| 970 | Cayman Islands | 4.00 | NA |
| 971 | Costa Rica | 4.00 | NA |
| 972 | Ecuador | 4.00 | NA |
| 973 | Estonia | 4.00 | NA |
| 974 | Wallis and Futuna | 4.00 | NA |
| 975 | Turkey | 3.00 | NA |
| 976 | Belarus | 3.00 | NA |
| 977 | Ukraine | 3.00 | NA |
| 978 | Togo | 3.00 | NA |
| 979 | Oman | 3.00 | NA |
| 980 | Jordan | 3.00 | NA |
| 981 | Kazakhstan | 3.00 | NA |
| 982 | Kazakhstan | 3.00 | NA |
| 983 | Libya | 3.00 | NA |
| 984 | Libya | 3.00 | NA |
| 985 | Czech Republic | 3.00 | NA |
| 986 | French Polynesia | 3.00 | NA |
| 987 | Grenada | 3.00 | NA |
| 988 | Grenada | 3.00 | NA |
| 989 | Greece | 3.00 | NA |
| 990 | Egypt | 3.00 | NA |
| 991 | United Arab Emirates | 3.00 | NA |
| 992 | Turkmenistan | 3.00 | NA |
| 993 | Turkmenistan | 2.00 | NA |
| 994 | Solomon Islands | 2.00 | NA |
| 995 | Tonga | 2.00 | NA |
| 996 | Maldives | 2.00 | NA |
| 997 | Jordan | 2.00 | NA |
| 998 | Jordan | 2.00 | NA |
| 999 | Kazakhstan | 2.00 | NA |
| 1000 | Lebanon | 2.00 | NA |
| 1001 | Czech Republic | 2.00 | NA |
| 1002 | French Polynesia | 2.00 | NA |
| 1003 | Guam | 2.00 | NA |
| 1004 | Greece | 2.00 | NA |
| 1005 | Croatia | 2.00 | NA |
| 1006 | Chile | 2.00 | NA |
| 1007 | Ireland | 2.00 | NA |
| 1008 | Antigua and Barbuda | 2.00 | NA |
| 1009 | United Arab Emirates | 2.00 | NA |
| 1010 | Algeria | 2.00 | NA |
| 1011 | Albania | 2.00 | NA |
| 1012 | Albania | 2.00 | NA |
| 1013 | Albania | 2.00 | NA |
| 1014 | Turks and Caicos Islands | 2.00 | NA |
| 1015 | Turkmenistan | 1.00 | NA |
| 1016 | Canada | 1.00 | NA |
| 1017 | Uruguay | 1.00 | NA |
| 1018 | Slovakia | 1.00 | NA |
| 1019 | Czech Republic | 1.00 | NA |
| 1020 | French Polynesia | 1.00 | NA |
| 1021 | Guam | 1.00 | NA |
| 1022 | Guam | 1.00 | NA |
| 1023 | Greece | 1.00 | NA |
| 1024 | Croatia | 1.00 | NA |
| 1025 | Croatia | 1.00 | NA |
| 1026 | Ireland | 1.00 | NA |
| 1027 | Anguilla | 1.00 | NA |
| 1028 | Anguilla | 1.00 | NA |
| 1029 | Bosnia and Herzegovina | 1.00 | NA |
| 1030 | United States | 1.00 | NA |
| 1031 | Canada | 0.00 | NA |
| 1032 | Canada | 0.00 | NA |
| 1033 | Ireland | 0.00 | NA |
| 1034 | Lebanon | 0.00 | NA |
| 1035 | Slovakia | 0.00 | NA |
| 1036 | Uruguay | 0.00 | NA |
| 1037 | Maldives | 0.00 | NA |
| 1038 | United States | 0.00 | NA |
| 1039 | United States | 0.00 | NA |
| 1040 | Uruguay | 0.00 | NA |
| 1041 | Slovakia | 0.00 | NA |
