CIA - The World Factbook -- Field Listing - International organization participation

| Country | International organization participation |
| **Ethiopia** | ACP, AfDB, ECA, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, IGAD, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, NAM, OAU, OPCW, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNU, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Falkland Islands (Islas Malvinas)** | ICFTU |
| **Faroe Islands** | IMO (associate), NC, NIB |
| **Fiji** | ACP, AsDB, C, CP, ESCAP, FAO, G-77, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, ISO (subscriber), ITU, OPCW, PCA, Sparteca, SPC, SPF, UN, UNCTAD, UNESCO, UNIDO, UNIFIL, UNIKOM, UNMIBH, UNMIK, UNMISET, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Finland** | AfDB, AsDB, Australia Group, BIS, CBSS, CE, CERN, EAPC, EBRD, ECE, EIB, EMU, ESA, EU, FAO, G- 9, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM (guest), NC, NEA, NIB, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, PFP, UN, UNCTAD, UNESCO, UNFICYP, UNHCR, UNIDO, UNIKOM, UNMEE, UNMIBH, UNMIK, UNMOGIP, UNMOP, UNTSO, UPU, WCO, WEU (observer), WFTU, WHO, WIPO, WMO, WTrO, ZC |
| **France** | ACCT, AfDB, AsDB, Australia Group, BDEAC, BIS, BSEC (observer), CDB (non-regional), CE, CERN, EAPC, EBRD, ECA (associate), ECE, ECLAC, EIB, EMU, ESA, ESCAP, EU, FAO, G- 5, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, InOC, Interpol, IOC, IOM, ISO, ITU, MINURSO, MIPONUH, MONUC, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, SPC, UN, UN Security Council, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNIKOM, UNITAR, UNMEE, UNMIBH, UNMIK, UNMOVIC, UNOMIG, UNRWA, UNTSO, UNU, UPU, WADB (nonregional), WCL, WCO, WEU, WFTU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **French Guiana** | FZ, WCL, WFTU |
| **French Polynesia** | ESCAP (associate), FZ, ICFTU, SPC, WMO |
| **Gabon** | ACCT, ACP, AfDB, BDEAC, CEEAC, CEMAC, ECA, FAO, FZ, G-24, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ITU, NAM, OAU, OIC, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Gambia, The** | ACP, AfDB, C, ECA, ECOWAS, FAO, G-77, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ITU, NAM, OAU, OIC, OPCW, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNMEE, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Georgia** | BSEC, CE, CIS, EAPC, EBRD, ECE, FAO, GUUAM, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ITU, OAS (observer), OPCW, OSCE, PFP, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Germany** | AfDB, AsDB, Australia Group, BDEAC, BIS, BSEC (observer), CBSS, CDB, CE, CERN, EAPC, EBRD, ECE, EIB, EMU, ESA, EU, FAO, G- 5, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MONUC, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, UN, UN Security Council (temporary), UNAMSIL, UNCTAD, UNESCO, UNHCR, UNIDO, UNIKOM, UNMIBH, UNMIK, UNMOVIC, UNOMIG, UPU, WADB (nonregional), WCO, WEU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Ghana** | ABEDA, ACP, AfDB, C, ECA, ECOWAS, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, MINURSO, MONUC, NAM, OAS (observer), OAU, OPCW, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNIFIL, UNIKOM, UNITAR, UNMEE, UNMIBH, UNMIK, UNMOP, UNMOT, UNU, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Gibraltar** | Interpol (subbureau) |
| **Greece** | Australia Group, BIS, BSEC, CE, CERN, EAPC, EBRD, ECE, EIB, EMU, EU, FAO, G- 6, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MINURSO, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIKOM, UNMEE, UNMIBH, UNMIK, UNOMIG, UPU, WCO, WEU, WFTU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Greenland** | NC, NIB |
| **Grenada** | ACP, C, Caricom, CDB, ECLAC, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO (subscriber), ITU, LAES, NAM, OAS, OECS, OPANAL, OPCW (signatory), UN, UNCTAD, UNESCO, UNIDO, UPU, WHO, WIPO, WTrO |
| **Guadeloupe** | FZ, WCL, WFTU |
| **Guam** | ESCAP (associate), Interpol (subbureau), IOC, SPC |
| **Guatemala** | BCIE, CACM, ECLAC, FAO, G-24, G-77, IADB, IAEA, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, LAES, LAIA (observer), NAM, OAS, OPANAL, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UNU, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Guernsey** | none |
| **Guinea** | ACCT, ACP, AfDB, ECA, ECOWAS, FAO, G-77, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, MINURSO, MONUC, NAM, OAU, OIC, OPCW, UN, UN Security Council (temporary), UNAMSIL, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Guinea-Bissau** | ACCT, ACP, AfDB, ECA, ECOWAS, FAO, FZ, G-77, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ITU, NAM, OAU, OIC, OPCW (signatory), UN, UNCTAD, UNESCO, UNIDO, UPU, WADB (regional), WAEMU, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Guyana** | ACP, C, Caricom, CDB, ECLAC, FAO, G-77, IADB, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO (subscriber), ITU, LAES, NAM, OAS, OIC, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTrO |
| **Haiti** | ACCT, ACP, Caricom, ECLAC, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ITU, LAES, OAS, OPANAL, OPCW (signatory), PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Holy See (Vatican City)** | CE (observer), IAEA, ICFTU, IOM (observer), ITU, NAM (guest), OAS (observer), OPCW, OSCE, UN (observer), UNCTAD, UNHCR, UPU, WHO (observer), WIPO, WToO (observer), WTrO (observer) |
| **Honduras** | BCIE, CACM, ECLAC, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (subscriber), ITU, LAES, LAIA (observer), MINURSO, NAM, OAS, OPANAL, OPCW (signatory), PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Hong Kong** | APEC, AsDB, BIS, ESCAP (associate), ICC, ICFTU, IHO, IMO (associate), Interpol (subbureau), IOC, ISO (correspondent), WCL, WCO, WMO, WToO (associate), WTrO |
| **Hungary** | ABEDA, Australia Group, BIS, CE, CEI, CERN, EAPC, EBRD, ECE, EU (applicant), FAO, G- 9, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MINURSO, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, PFP, UN, UNCTAD, UNESCO, UNFICYP, UNHCR, UNIDO, UNIKOM, UNMIBH, UNMIK, UNOMIG, UNU, UPU, WCL, WCO, WEU (associate), WFTU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Iceland** | Australia Group, BIS, CBSS, CE, EAPC, EBRD, ECE, EFTA, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA (observer), IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, NATO, NC, NEA, NIB, OECD, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNMIBH, UNMIK, UNU, UPU, WCO, WEU (associate), WHO, WIPO, WMO, WTrO |
| **India** | AfDB, ARF (dialogue partner), AsDB, ASEAN (dialogue partner), BIS, C, CP, ESCAP, FAO, G- 6, G-15, G-19, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IEA (observer), IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, MIPONUH, MONUC, NAM, OAS (observer), OPCW, PCA, SAARC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNIKOM, UNMEE, UNMIBH, UNMIK, UNMOVIC, UNU, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Indonesia** | APEC, ARF, AsDB, ASEAN, CP, ESCAP, FAO, G-15, G-19, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, MONUC, NAM, OIC, OPCW, OPEC, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNIKOM, UNMIBH, UNMOP, UNMOT, UNOMIG, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Iran** | CP, ECO, ESCAP, FAO, G-15, G-19, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM, OIC, OPCW, OPEC, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO |
| **Iraq** | ABEDA, ACC, AFESD, AL, AMF, CAEU, EAPC, ESCWA, FAO, G-19, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, NAM, OAPEC, OIC, OPEC, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO |
| **Ireland** | Australia Group, BIS, CE, EAPC, EBRD, ECE, EIB, EMU, ESA, EU, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MINURSO, MONUC, NAM (guest), NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, PFP, UN, UNCTAD, UNESCO, UNFICYP, UNHCR, UNIDO, UNIFIL, UNIKOM, UNMEE, UNMIBH, UNMIK, UNMISET, UNMOP, UNTSO, UPU, WCO, WEU (observer), WHO, WIPO, WMO, WTrO, ZC |
| **Israel** | BSEC (observer), CE (observer), CERN (observer), EBRD, ECE, FAO, IADB, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, IDA, IFAD, IFC, IFRCS (associate), ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, OAS (observer), OPCW (signatory), OSCE (partner), PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Italy** | AfDB, AsDB, Australia Group, BIS, BSEC (observer), CDB, CE, CEI, CERN, EAPC, EBRD, ECE, ECLAC, EIB, EMU, ESA, EU, FAO, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, LAIA (observer), MINURSO, MONUC, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNIKOM, UNMEE, UNMIBH, UNMIK, UNMOGIP, UNTSO, UPU, WCL, WCO, WEU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Jamaica** | ACP, C, Caricom, CDB, ECLAC, FAO, G-15, G-19, G-77, IADB, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, LAES, NAM, OAS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Japan** | ABEDA, AfDB, APEC, ARF (dialogue partner), AsDB, ASEAN (dialogue partner), Australia Group, BIS, CE (observer), CERN (observer), CP, EBRD, ESCAP, FAO, G-5, G-7, G-8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM (guest), NEA, NSG, OAS (observer), OECD, OPCW, OSCE (partner), PCA, UN, UNCTAD, UNDOF, UNESCO, UNHCR, UNIDO, UNITAR, UNMISET, UNMOVIC, UNRWA, UNU, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Jordan** | ABEDA, ACC, AFESD, AL, AMF, CAEU, ESCWA, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MONUC, NAM, OIC, OPCW, OSCE (partner), PCA, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNMEE, UNMIBH, UNMIK, UNMISET, UNMOP, UNMOT, UNOMIG, UNRWA, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Kazakhstan** | AsDB, CIS, EAPC, EBRD, ECE, ECO, ESCAP, FAO, IAEA, IBRD, ICAO, IDA, IDB, IFAD, IFC, IFRCS (associate), ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NAM (observer), NSG, OAS (observer), OIC, OPCW, OSCE, PFP, SCO, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Kenya** | ACP, AfDB, C, EADB, ECA, FAO, G-15, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IGAD, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MINURSO, MONUC, NAM, OAU, OPCW, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNIKOM, UNMEE, UNMIBH, UNMIK, UNMISET, UNMOP, UNU, UPU, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Kiribati** | ACP, AsDB, C, ESCAP, FAO, IBRD, ICAO, ICFTU, ICRM, IDA, IFC, IFRCS, ILO, IMF, ITU, OPCW, Sparteca, SPC, SPF, UN, UNESCO, UPU, WHO, WTrO (applicant) |
| **Korea, North** | ARF (dialogue partner), ESCAP, FAO, G-77, ICAO, ICRM, IFAD, IFRCS, IHO, IMO, IOC, ISO, ITU, NAM, UN, UNCTAD, UNESCO, UNIDO, UPU, WFTU, WHO, WIPO, WMO, WToO |
| **Korea, South** | AfDB, APEC, ARF (dialogue partner), AsDB, ASEAN (dialogue partner), Australia Group, BIS, CP, EBRD, ESCAP, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IEA (observer), IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MINURSO, NAM (guest), NEA, NSG, OAS (observer), OECD, OPCW, OSCE (partner), PCA, UN, UNCTAD, UNESCO, UNFICYP, UNHCR, UNIDO, UNMISET, UNMOGIP, UNOMIG, UNU, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Kuwait** | ABEDA, AfDB, AFESD, AL, AMF, BDEAC, CAEU, ESCWA, FAO, G-77, GCC, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, NAM, OAPEC, OIC, OPCW, OPEC, UN, UNCTAD, UNESCO, UNIDO, UNITAR, UPU, WCO, WFTU, WHO, WIPO, WMO, WTrO |
| **Kyrgyzstan** | AsDB, CIS, EAPC, EBRD, ECE, ECO, ESCAP, FAO, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, ISO (correspondent), ITU, NAM (observer), OIC, OPCW (signatory), OSCE, PCA, PFP, SCO, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNMIK, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Laos** | ACCT, ARF, AsDB, ASEAN, CP, ESCAP, FAO, G-77, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, ITU, NAM, OPCW, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Latvia** | BIS, CBSS, CE, EAPC, EBRD, ECE, EU (applicant), FAO, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, NSG, OAS (observer), OPCW, OSCE, PCA, PFP, UN, UNCTAD, UNESCO, UPU, WCO, WEU (associate partner), WHO, WIPO, WMO, WTrO |
| **Lebanon** | ABEDA, ACCT, AFESD, AL, AMF, ESCWA, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO (correspondent), ITU, NAM, OAS (observer), OIC, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNRWA, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Lesotho** | ACP, AfDB, C, ECA, FAO, G-77, IBRD, ICAO, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, ITU, NAM, OAU, OPCW, SACU, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Liberia** | ACP, AfDB, ECA, ECOWAS, FAO, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ITU, NAM, OAU, OPCW (signatory), UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO |
| **Libya** | ABEDA, AfDB, AFESD, AL, AMF, AMU, CAEU, ECA, FAO, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, NAM, OAPEC, OAU, OIC, OPEC, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO |
| **Liechtenstein** | CE, EBRD, ECE, EFTA, IAEA, ICCt, ICRM, IFRCS, Interpol, IOC, ITU, OPCW, OSCE, PCA, UN, UNCTAD, UPU, WIPO, WTrO |
| **Lithuania** | ACCT (observer), BIS, CBSS, CE, EAPC, EBRD, ECE, EU (applicant), FAO, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, OPCW, OSCE, PFP, UN, UNCTAD, UNESCO, UNIDO, UNMIBH, UNMIK, UPU, WCL, WCO, WEU (associate partner), WHO, WIPO, WMO, WTrO |
| **Luxembourg** | ACCT, Australia Group, Benelux, CE, EAPC, EBRD, ECE, EIB, EMU, EU, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, NATO, NEA, NSG, OECD, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WEU, WHO, WIPO, WMO, WTrO, ZC |
| **Macau** | ESCAP (associate), IHO, IMO (associate), Interpol (sub-bureau), ISO (correspondent), UNESCO (associate), WCO, WMO, WToO (associate), WTrO |
| **Macedonia, The Former Yugoslav Republic of** | ACCT, BIS, CE, CEI, EAPC, EBRD, ECE, FAO, IAEA, IBRD, ICAO, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, OPCW, OSCE, PCA, PFP, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Madagascar** | ACCT, ACP, AfDB, ECA, FAO, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, InOC, Interpol, IOC, IOM, ISO (correspondent), ITU, NAM, OAU, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Malawi** | ACP, AfDB, C, ECA, FAO, G-77, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO (correspondent), ITU, MONUC, NAM, OAU, OPCW, SADC, UN, UNCTAD, UNESCO, UNIDO, UNMIK, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Malaysia** | APEC, ARF, AsDB, ASEAN, BIS, C, CP, ESCAP, FAO, G-15, G-77, IAEA, IBRD, ICAO, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, MINURSO, MONUC, NAM, OIC, OPCW, PCA, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNIKOM, UNMEE, UNMIBH, UNMIK, UNMISET, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Maldives** | AsDB, C, CP, ESCAP, FAO, G-77, IBRD, ICAO, IDA, IDB, IFAD, IFC, IMF, IMO, Interpol, IOC, ITU, NAM, OIC, OPCW, SAARC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WMO, WToO, WTrO |
| **Mali** | ACCT, ACP, AfDB, ECA, ECOWAS, FAO, FZ, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, ISO (subscriber), ITU, MIPONUH, MONUC, NAM, OAU, OIC, OPCW, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UPU, WADB (regional), WAEMU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Malta** | C, CE, EBRD, ECE, EU (applicant), FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IFAD, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, NAM, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Man, Isle of** | none |
| **Marshall Islands** | ACP, AsDB, ESCAP, FAO, G-77, IAEA, IBRD, ICAO, ICCt, IDA, IFC, IMF, IMO, Interpol, ITU, OPCW (signatory), Sparteca, SPC, SPF, UN, UNCTAD, UNESCO, WHO |
| **Martinique** | FZ, WCL, WFTU |
| **Mauritania** | ABEDA, ACCT, ACP, AfDB, AFESD, AL, AMF, AMU, CAEU, ECA, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO (pending member), ILO, IMF, IMO, Interpol, IOC, IOM (observer), ITU, NAM, OAU, OIC, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Mauritius** | ACCT, ACP, AfDB, C, ECA, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, InOC, Interpol, IOC, ISO, ITU, NAM, OAU, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Mayotte** | FZ |
| **Mexico** | APEC, BCIE, BIS, Caricom (observer), CDB, CE (observer), EBRD, ECLAC, FAO, G-3, G-6, G-15, G-19, G-24, IADB, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IEA (observer), IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, LAES, LAIA, NAM (observer), NEA, OAS, OECD, OPANAL, OPCW, PCA, RG, UN, UN Security Council (temporary), UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNMOVIC, UNU, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
