CIA - The World Factbook -- Field Listing - International organization participation

| Country | International organization participation |
| **Equatorial Guinea** | ACCT, ACP, AfDB, AU, BDEAC, CEMAC, FAO, FZ, G-77, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ITU, MIGA, NAM, OAS (observer), OIF, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WHO, WIPO, WToO, WTO (observer) |
| **Eritrea** | ACP, AfDB, AU, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, IDA, IFAD, IFC, IFRCS (observer), IGAD, ILO, IMF, IMO, Interpol, IOC, ISO (correspondent), ITU, MIGA, NAM, OPCW, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO |
| **Estonia** | Australia Group, BA, BIS, CBSS, CE, EAPC, EBRD, EIB, EU (new member), FAO, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, NATO, NIB, NSG, OAS (observer), OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNTSO, UPU, WCO, WEU (associate partner), WHO, WIPO, WMO, WTO |
| **Ethiopia** | ACP, AfDB, AU, COMESA, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IGAD, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO, ITU, MIGA, NAM, ONUB, OPCW, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIL, UNOCI, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **European Union** | *European Union:* ASEAN (dialogue member), ARF (dialogue member), IDA, OAS (observer), UN (observer), WTO |
| | *European Commission:* Australian Group, CBSS, CERN, FAO, EBRD, G-10, NSG (observer), OECD, UNRWA, ZC (observer) |
| | *European Central Bank:* BIS |
| | *European Investment Bank:* EBRD, WADB (nonregional member) |
| **Falkland Islands (Islas Malvinas)** | ICFTU, UPU |
| **Faroe Islands** | Arctic Council, IMO (associate), NC, NIB, UPU |
| **Fiji** | ACP, AsDB, C, CP, FAO, G-77, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITU, MIGA, OPCW, PCA, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UNIDO, UNMIS, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Finland** | AfDB, Arctic Council, AsDB, Australia Group, BIS, CBSS, CE, CERN, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, G- 9, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM (guest), NC, NEA, NIB, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, PFP, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNMEE, UNMIL, UNMIS, UNMOGIP, UNTSO, UPU, WCO, WEU (observer), WFTU, WHO, WIPO, WMO, WTO, ZC |
| **France** | ABEDA, ACCT, AfDB, Arctic Council (observer), AsDB, Australia Group, BDEAC, BIS, BSEC (observer), CBSS (observer), CE, CERN, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, FZ, G- 5, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, InOC, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MINURSO, MINUSTAH, MONUC, NATO, NEA, NSG, OAS (observer), OECD, OIF, OPCW, OSCE, Paris Club, PCA, PIF (partner), SECI (observer), SPC, UN, UN Security Council, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNITAR, UNMEE, UNMIL, UNMOVIC, UNOCI, UNOMIG, UNRWA, UNTSO, UPU, WADB (nonregional), WCL, WCO, WEU, WFTU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **French Guiana** | UPU, WCL, WFTU |
| **French Polynesia** | FZ, ICFTU, PIF (observer), SPC, UPU, WMO |
| **Gabon** | ACCT, ACP, AfDB, AU, BDEAC, CEMAC, FAO, FZ, G-24, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ITU, MIGA, NAM, OIC, OIF, OPCW, UN, UNCTAD, UNESCO, UNIDO, UNMIS, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Gambia, The** | ACP, AfDB, AU, C, ECOWAS, FAO, G-77, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ITU, MIGA, NAM, OIC, ONUB, OPCW, UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNOCI, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Georgia** | ACCT (observer), BSEC, CE, CIS, EAPC, EBRD, FAO, GUAM, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, OAS (observer), OIF (observer), OPCW, OSCE, PFP, SECI (observer), UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Germany** | AfDB, Arctic Council (observer), AsDB, Australia Group, BIS, BSEC (observer), CBSS, CDB, CE, CERN, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, G- 5, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, SECI (observer), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIL, UNMIS, UNMOVIC, UNOMIG, UNRWA, UPU, WADB (nonregional), WCO, WEU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Ghana** | ACP, AfDB, AU, C, ECOWAS, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MINURSO, MONUC, NAM, OAS (observer), OIF, ONUB, OPCW, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNITAR, UNMEE, UNMIL, UNOCI, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Gibraltar** | Interpol (subbureau), UPU |
| **Greece** | Australia Group, BIS, BSEC, CE, CERN, EAPC, EBRD, EIB, EMU, EU, FAO, G- 6, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MINURSO, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OIF, OPCW, OSCE, PCA, SECI, UN, UN Security Council (temporary), UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIS, UNOMIG, UPU, WCO, WEU, WFTU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Greenland** | Arctic Council, NC, NIB, UPU |
| **Grenada** | ACP, C, Caricom, CDB, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO (subscriber), ITU, LAES, MIGA, NAM, OAS, OECS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WHO, WIPO, WTO |
| **Guadeloupe** | UPU, WCL, WFTU |
| **Guam** | IOC, SPC, UPU |
| **Guatemala** | BCIE, CACM, FAO, G-24, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, LAES, LAIA (observer), MIGA, MINUSTAH, MONUC, NAM, OAS, ONUB, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UNMEE, UNMIS, UNOCI, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Guernsey** | UPU |
| **Guinea** | ACCT, ACP, AfDB, AU, ECOWAS, FAO, G-77, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, MINURSO, MONUC, NAM, OIC, OIF, OPCW, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIS, UNOCI, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Guinea-Bissau** | ACCT, ACP, AfDB, AU, ECOWAS, FAO, FZ, G-77, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, MIGA, NAM, OIC, OIF, OPCW (signatory), UN, UNCTAD, UNESCO, UNIDO, UPU, WADB (regional), WAEMU, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Guyana** | ACP, C, Caricom, CDB, CSN, FAO, G-77, IADB, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO (subscriber), ITU, LAES, MIGA, NAM, OAS, OIC, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Haiti** | ACCT, ACP, Caricom, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ITU, LAES, MIGA, OAS, OIF, OPANAL, OPCW (signatory), PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Holy See (Vatican City)** | CE (observer), IAEA, ICFTU, IOM (observer), ITU, NAM (guest), OAS (observer), OPCW, OSCE, UN (observer), UNCTAD, UNHCR, UPU, WIPO, WToO (observer), WTO (observer) |
| **Honduras** | BCIE, CACM, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (subscriber), ITU, LAES, LAIA (observer), MIGA, MINURSO, NAM, OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Hong Kong** | APEC, AsDB, BIS, ICC, ICFTU, IHO, IMF, IMO (associate), IOC, ISO (correspondent), UPU, WCL, WCO, WMO, WToO (associate), WTO |
| **Hungary** | ACCT (observer), Australia Group, BIS, CE, CEI, CERN, EAPC, EBRD, EIB, ESA (cooperating state), EU (new member), FAO, G- 9, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MINURSO, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OIF (observer), OPCW, OSCE, PCA, SECI, UN, UNCTAD, UNESCO, UNFICYP, UNHCR, UNIDO, UNOMIG, UPU, WCL, WCO, WEU (associate), WFTU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Iceland** | Arctic Council, Australia Group, BIS, CBSS, CE, EAPC, EBRD, EFTA, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITU, MIGA, NATO, NC, NEA, NIB, OECD, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UPU, WCO, WEU (associate), WHO, WIPO, WMO, WTO |
| **India** | AfDB, ARF, AsDB, ASEAN (dialogue partner), BIMSTEC, BIS, C, CERN (observer), CP, EAS, FAO, G- 6, G-15, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO, ITU, MIGA, MONUC, NAM, OAS (observer), ONUB, OPCW, PCA, PIF (partner), SAARC, SACEP, SCO (observer), UN, UNCTAD, UNDOF, UNESCO, UNHCR, UNIDO, UNIFIL, UNMEE, UNMIS, UNMOVIC, UNOCI, UNOMIG, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Indonesia** | APEC, APT, ARF, AsDB, ASEAN, BIS, CP, EAS, FAO, G-15, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO, ITU, MIGA, MONUC, NAM, OIC, OPCW, OPEC, PIF (partner), UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNOMIG, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Iran** | ABEDA, CP, ECO, FAO, G-15, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM, OIC, OPCW, OPEC, PCA, SCO (observer), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Iraq** | ABEDA, AFESD, AMF, CAEU, FAO, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, LAS, NAM, OAPEC, OIC, OPEC, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Ireland** | AsDB, Australia Group, BIS, CE, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IEA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MINURSO, MONUC, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, PFP, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNMIL, UNOCI, UNTSO, UPU, WCO, WEU (observer), WHO, WIPO, WMO, WTO, ZC |
| **Isle of Man** | UPU |
| **Israel** | BIS, BSEC (observer), CERN (observer), EBRD, FAO, IADB, IAEA, IBRD, ICAO, ICC, ICFTU, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, OAS (observer), OPCW (signatory), OSCE (partner), PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Italy** | AfDB, AsDB, Australia Group, BIS, BSEC (observer), CBSS (observer), CDB, CE, CEI, CERN, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAIA (observer), MIGA, MINURSO, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, SECI (observer), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNMOGIP, UNRWA, UNTSO, UPU, WCL, WCO, WEU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Jamaica** | ACP, C, Caricom, CDB, FAO, G-15, G-77, IADB, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, LAES, MIGA, NAM, OAS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Japan** | AfDB, APEC, APT, ARF, AsDB, ASEAN (dialogue partner), Australia Group, BIS, CE (observer), CERN (observer), CP, EAS, EBRD, FAO, G-5, G-7, G-8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAIA, MIGA, NEA, NSG, OAS (observer), OECD, OPCW, OSCE (partner), Paris Club, PCA, PIF (partner), SAARC (observer), SECI (observer), UN, UN Security Council (temporary), UNCTAD, UNDOF, UNESCO, UNHCR, UNIDO, UNITAR, UNMOVIC, UNRWA, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Jordan** | ABEDA, AFESD, AMF, CAEU, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAS, MIGA, MINUSTAH, MONUC, NAM, OIC, ONUB, OPCW, OSCE (partner), PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIL, UNMIS, UNOCI, UNOMIG, UNRWA, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Kazakhstan** | AsDB, CIS, EAPC, EBRD, ECO, FAO, IAEA, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM (observer), NSG, OAS (observer), OIC, OPCW, OSCE, PFP, SCO, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Kenya** | ACP, AfDB, AU, C, COMESA, EADB, FAO, G-15, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IGAD, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MINURSO, MONUC, NAM, ONUB, OPCW, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIL, UNMIS, UNOCI, UPU, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Kiribati** | ACP, AsDB, C, FAO, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, IOC, ITU, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UPU, WHO, WMO |
| **Korea, North** | ARF, FAO, G-77, ICAO, ICRM, IFAD, IFRCS, IHO, IMO, IOC, IPU, ISO, ITU, NAM, UN, UNCTAD, UNESCO, UNIDO, UPU, WFTU, WHO, WIPO, WMO, WToO |
| **Korea, South** | AfDB, APEC, APT, ARF, AsDB, ASEAN (dialogue partner), Australia Group, BIS, CP, EAS, EBRD, FAO, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAIA, MIGA, NEA, NSG, OAS (observer), OECD, ONUB, OPCW, OSCE (partner), PCA, PIF (partner), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIL, UNMIS, UNMOGIP, UNOMIG, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Kuwait** | ABEDA, AfDB, AFESD, AMF, BDEAC, CAEU, FAO, G-77, GCC, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITU, LAS, MIGA, NAM, OAPEC, OIC, OPCW, OPEC, PCA, UN, UNCTAD, UNESCO, UNIDO, UNITAR, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Kyrgyzstan** | AsDB, CIS, EAPC, EBRD, ECO, FAO, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, NAM (observer), OIC, OPCW, OSCE, PCA, PFP, SCO, UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNMIS, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Laos** | ACCT, APT, ARF, AsDB, ASEAN, CP, EAS, FAO, G-77, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IPU, ITU, MIGA, NAM, OIF, OPCW, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Latvia** | Australia Group, BA, BIS, CBSS, CE, EAPC, EBRD, EIB, EU (new member), FAO, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, NATO, NIB, NSG, OAS (observer), OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UPU, WCO, WEU (associate partner), WHO, WIPO, WMO, WToO, WTO |
| **Lebanon** | ABEDA, ACCT, AFESD, AMF, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITU, LAS, MIGA, NAM, OAS (observer), OIC, OIF, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNRWA, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Lesotho** | ACP, AfDB, AU, C, FAO, G-77, IBRD, ICAO, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, ISO (subscriber), ITU, MIGA, NAM, OPCW, SACU, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Liberia** | ACP, AfDB, AU, ECOWAS, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ITU, NAM, OPCW (signatory), UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO |
| **Libya** | ABEDA, AfDB, AFESD, AMF, AMU, AU, CAEU, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAS, MIGA, NAM, OAPEC, OIC, OPCW, OPEC, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Liechtenstein** | CE, EBRD, EFTA, IAEA, ICCt, ICRM, IFRCS, Interpol, IOC, IPU, ITU, OPCW, OSCE, PCA, UN, UNCTAD, UPU, WCL, WIPO, WTO |
| **Lithuania** | ACCT (observer), Australia Group, BA, BIS, CBSS, CE, EAPC, EBRD, EIB, EU (new member), FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, NATO, NIB, NSG, OIF (observer), OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WEU (associate partner), WHO, WIPO, WMO, WToO, WTO |
| **Luxembourg** | ACCT, AsDB, Australia Group, Benelux, CE, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NATO, NEA, NSG, OAS (observer), OECD, OIF, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNRWA, UPU, WCL, WCO, WEU, WHO, WIPO, WMO, WTO, ZC |
| **Macau** | IHO, IMF, IMO (associate), ISO (correspondent), UNESCO (associate), UPU, WCO, WMO, WToO (associate), WTO |
| **Macedonia** | BIS, CE, CEI, EAPC, EBRD, FAO, IAEA, IBRD, ICAO, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO, ITU, MIGA, OIF, OPCW, OSCE, PCA, PFP, SECI, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Madagascar** | ACCT, ACP, AfDB, AU, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, InOC, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, NAM, OIF, OPCW, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Malawi** | ACP, AfDB, AU, C, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO (correspondent), ITU, MIGA, MONUC, NAM, ONUB, OPCW, SADC, UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNMIS, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Malaysia** | APEC, APT, ARF, AsDB, ASEAN, BIS, C, CP, EAS, FAO, G-15, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITU, MIGA, MINURSO, MONUC, NAM, OIC, OPCW, PCA, PIF (partner), UN, UNCTAD, UNESCO, UNIDO, UNMEE, UNMIL, UNMIS, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Maldives** | AsDB, C, CP, FAO, G-77, IBRD, ICAO, IDA, IDB, IFAD, IFC, IMF, IMO, Interpol, IOC, IPU, ITU, MIGA, NAM, OIC, OPCW, SAARC, SACEP, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Mali** | ACCT, ACP, AfDB, AU, ECOWAS, FAO, FZ, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, MONUC, NAM, OIC, OIF, ONUB, OPCW, UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNMIS, UPU, WADB (regional), WAEMU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
