CIA - The World Factbook -- Field Listing - International organization participation

| Country | International organization participation |
| **Egypt** | ABEDA, ACCT, AfDB, AFESD, AMF, AU, BSEC (observer), CAEU, COMESA, EBRD, FAO, G-15, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, LAS, MIGA, MINURSO, MONUC, NAM, OAPEC, OAS (observer), OIC, OIF, ONUB, OSCE (partner), PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNMIL, UNMIS, UNOMIG, UNRWA, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **El Salvador** | BCIE, CACM, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITSO, ITU, ITUC, LAES, MIGA, MINURSO, NAM (observer), OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, Union Latina, UNMIL, UNMIS, UNOCI, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Equatorial Guinea** | ACCT, ACP, AfDB, AU, BDEAC, CEMAC, FAO, FZ, G-77, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ITSO, ITU, MIGA, NAM, OAS (observer), OIF, OPCW, UN, UNCTAD, UNESCO, UNIDO, UNWTO, UPU, WHO, WIPO, WTO (observer) |
| **Eritrea** | ACP, AfDB, AU, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICCt (signatory), IDA, IFAD, IFC, IFRCS (observer), IGAD, ILO, IMF, IMO, Interpol, IOC, ISO (correspondent), ITU, ITUC, MIGA, NAM, OPCW, PCA, UN, UNCTAD, UNESCO, UNIDO, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO |
| **Estonia** | Australia Group, BA, BIS, CBSS, CE, EAPC, EBRD, EIB, EU, FAO, IAEA, IBRD, ICAO, ICCt, ICRM, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, ITUC, MIGA, NATO, NIB, NSG, OAS (observer), OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNTSO, UPU, WCO, WEU (associate partner), WHO, WIPO, WMO, WTO |
| **Ethiopia** | ACP, AfDB, AU, COMESA, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, IGAD, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO, ITSO, ITU, ITUC, MIGA, NAM, ONUB, OPCW, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIL, UNOCI, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO (observer) |
| **European Union** | *European Union:* ARF (dialogue member), ASEAN (dialogue member), IDA, OAS (observer), UN (observer) |
| | *European Community:* Australian Group, CBSS, CERN, FAO, EBRD, G-10, NAM (observer), NSG (observer), OECD, UNRWA, WTO, ZC (observer) |
| | *European Central Bank:* BIS |
| | *European Investment Bank:* EBRD, WADB (nonregional member) |
| **Falkland Islands (Islas Malvinas)** | ICFTU, UPU |
| **Faroe Islands** | Arctic Council, IMO (associate), NC, NIB, UPU |
| **Fiji** | ACP, AsDB, C, CP, FAO, G-77, IBRD, ICAO, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITSO, ITU, ITUC, MIGA, OPCW, PCA, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UNIDO, UNMIS, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Finland** | AfDB, Arctic Council, AsDB, Australia Group, BIS, CBSS, CE, CERN, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, G- 9, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, MIGA, NAM (guest), NC, NEA, NIB, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, PFP, Schengen Convention, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNMEE, UNMIL, UNMIS, UNMOGIP, UNTSO, UPU, WCO, WEU (observer), WFTU, WHO, WIPO, WMO, WTO, ZC |
| **France** | ABEDA, ACCT, AfDB, Arctic Council (observer), AsDB, Australia Group, BDEAC, BIS, BSEC (observer), CBSS (observer), CE, CERN, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, FZ, G- 5, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IFTU, IHO, ILO, IMF, IMO, IMSO, InOC, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, MIGA, MINURSO, MINUSTAH, MONUC, NATO, NEA, NSG, OAS (observer), OECD, OIF, OPCW, OSCE, Paris Club, PCA, PIF (partner), Schengen Convention, SECI (observer), SPC, UN, UN Security Council, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, Union Latina, UNITAR, UNMEE, UNMIL, UNMOVIC, UNOCI, UNOMIG, UNRWA, UNTSO, UNWTO, UPU, WADB (nonregional), WCL, WCO, WEU, WFTU, WHO, WIPO, WMO, WTO, ZC |
| **French Polynesia** | FZ, ITUC, PIF (observer), SPC, UPU, WMO |
| **French Southern and Antarctic Lands** | UPU |
| **Gabon** | ACCT, ACP, AfDB, AU, BDEAC, CEMAC, FAO, FZ, G-24, G-77, IAEA, IBRD, ICAO, ICCt, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ITSO, ITU, ITUC, MIGA, NAM, OIC, OIF, OPCW, UN, UNCTAD, UNESCO, UNIDO, UNMIS, UNWTO, UPU, WCL, WCO, WHO, WIPO, WMO, WTO |
| **Gambia, The** | ACP, AfDB, AU, C, ECOWAS, FAO, G-77, IBRD, ICAO, ICCt, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ITSO, ITU, ITUC, MIGA, NAM, OIC, ONUB, OPCW, UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNOCI, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Georgia** | ACCT (observer), BSEC, CE, CIS, EAPC, EBRD, FAO, GCTU, GUAM, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITSO, ITU, ITUC, MIGA, OAS (observer), OIF (observer), OPCW, OSCE, PFP, SECI (observer), UN, UNCTAD, UNESCO, UNIDO, UNWTO, UPU, WCO, WHO, WIPO, WMO, WTO |
| **Germany** | AfDB, Arctic Council (observer), AsDB, Australia Group, BIS, BSEC (observer), CBSS, CDB, CE, CERN, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, G- 5, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, MIGA, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, Schengen Convention, SECI (observer), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIL, UNMIS, UNMOVIC, UNOMIG, UNRWA, UNWTO, UPU, WADB (nonregional), WCO, WEU, WHO, WIPO, WMO, WTO, ZC |
| **Ghana** | ACP, AfDB, AU, C, ECOWAS, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, MIGA, MINURSO, MONUC, NAM, OAS (observer), OIF, ONUB, OPCW, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNITAR, UNMEE, UNMIL, UNOCI, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Gibraltar** | Interpol (subbureau), UPU |
| **Greece** | Australia Group, BIS, BSEC, CE, CERN, EAPC, EBRD, EIB, EMU, EU, FAO, G- 6, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, MIGA, MINURSO, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OIF, OPCW, OSCE, PCA, Schengen Convention, SECI, UN, UN Security Council (temporary), UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIS, UNOMIG, UNWTO, UPU, WCO, WEU, WFTU, WHO, WIPO, WMO, WTO, ZC |
| **Greenland** | Arctic Council, NC, NIB, UPU |
| **Grenada** | ACP, C, Caricom, CDB, FAO, G-77, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ISO (subscriber), ITU, ITUC, LAES, MIGA, NAM, OAS, OECS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WHO, WIPO, WTO |
| **Guam** | IOC, SPC, UPU |
| **Guatemala** | BCIE, CACM, FAO, G-24, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITSO, ITU, ITUC, LAES, LAIA (observer), MIGA, MINUSTAH, MONUC, NAM, OAS, ONUB, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, Union Latina, UNMEE, UNMIS, UNOCI, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Guernsey** | UPU |
| **Guinea** | ACCT, ACP, AfDB, AU, ECOWAS, FAO, G-77, IBRD, ICAO, ICCt, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITSO, ITU, ITUC, MIGA, MINURSO, MONUC, NAM, OIC, OIF, OPCW, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIS, UNOCI, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Guinea-Bissau** | ACCT, ACP, AfDB, AU, CPLP, ECOWAS, FAO, FZ, G-77, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITSO, ITU, ITUC, MIGA, NAM, OIC, OIF, OPCW (signatory), UN, UNCTAD, UNESCO, UNIDO, Union Latina, UNWTO, UPU, WADB (regional), WAEMU, WFTU, WHO, WIPO, WMO, WTO |
| **Guyana** | ACP, C, Caricom, CDB, CSN, FAO, G-77, IADB, IBRD, ICAO, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO (subscriber), ITU, ITUC, LAES, MIGA, NAM, OAS, OIC, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Haiti** | ACCT, ACP, Caricom, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ITSO, ITU, ITUC, LAES, MIGA, NAM, OAS, OIF, OPANAL, OPCW (signatory), PCA, UN, UNCTAD, UNESCO, UNIDO, Union Latina, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Holy See (Vatican City)** | CE (observer), CPLP (associate), IAEA, IOM (observer), ITSO, ITU, ITUC, NAM (guest), OAS (observer), OPCW, OSCE, UN (observer), UNCTAD, UNHCR, Union Latina (observer), UNWTO (observer), UPU, WIPO, WTO (observer) |
| **Honduras** | BCIE, CACM, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (subscriber), ITSO, ITU, ITUC, LAES, LAIA (observer), MIGA, MINURSO, NAM, OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, Union Latina, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Hong Kong** | APEC, AsDB, BIS, ICC, IHO, IMF, IMO (associate), IOC, ISO (correspondent), ITUC, UNWTO (associate), UPU, WCL, WCO, WMO, WTO |
| **Hungary** | ACCT (observer), Australia Group, BIS, CE, CEI, CERN, EAPC, EBRD, EIB, ESA (cooperating state), EU, FAO, G- 9, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IEA, IFC, IFRCS, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, MIGA, MINURSO, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OIF (observer), OPCW, OSCE, PCA, SECI, UN, UNCTAD, UNESCO, UNFICYP, UNHCR, UNIDO, UNOMIG, UNWTO, UPU, WCL, WCO, WEU (associate), WFTU, WHO, WIPO, WMO, WTO, ZC |
| **Iceland** | Arctic Council, Australia Group, BIS, CBSS, CE, EAPC, EBRD, EFTA, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IPU, ISO, ITSO, ITU, ITUC, MIGA, NATO, NC, NEA, NIB, OECD, OPCW, OSCE, PCA, Schengen Convention, UN, UNCTAD, UNESCO, UPU, WCO, WEU (associate), WHO, WIPO, WMO, WTO |
| **India** | AfDB, ARF, AsDB, ASEAN (dialogue partner), BIMSTEC, BIS, C, CERN (observer), CP, EAS, FAO, G- 6, G-15, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM (observer), IPU, ISO, ITSO, ITU, ITUC, MIGA, MONUC, NAM, OAS (observer), ONUB, OPCW, PCA, PIF (partner), SAARC, SACEP, SCO (observer), UN, UNCTAD, UNDOF, UNESCO, UNHCR, UNIDO, UNIFIL, UNMEE, UNMIS, UNMOVIC, UNOCI, UNOMIG, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Indonesia** | APEC, APT, ARF, AsDB, ASEAN, BIS, CP, EAS, FAO, G-15, G-77, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM (observer), IPU, ISO, ITSO, ITU, ITUC, MIGA, MONUC, NAM, OIC, OPCW, OPEC, PIF (partner), UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNOMIG, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Iran** | ABEDA, CP, ECO, FAO, G-15, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, MIGA, NAM, OIC, OPCW, OPEC, PCA, SCO (observer), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO (observer) |
| **Iraq** | ABEDA, AFESD, AMF, CAEU, FAO, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, IMSO, Interpol, IOC, ISO, ITSO, ITU, LAS, NAM, OAPEC, OIC, OPEC, PCA, UN, UNCTAD, UNESCO, UNIDO, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO (observer) |
| **Ireland** | AsDB, Australia Group, BIS, CE, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IEA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, MIGA, MINURSO, MONUC, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, PFP, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, UNMIL, UNOCI, UNTSO, UPU, WCO, WEU (observer), WHO, WIPO, WMO, WTO, ZC |
| **Isle of Man** | UPU |
| **Israel** | BIS, BSEC (observer), CERN (observer), EBRD, FAO, IADB, IAEA, IBRD, ICAO, ICC, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, MIGA, OAS (observer), OPCW (signatory), OSCE (partner), PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNWTO, UPU, WCO, WHO, WIPO, WMO, WTO |
| **Italy** | AfDB, AsDB, Australia Group, BIS, BSEC (observer), CBSS (observer), CDB, CE, CEI, CERN, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, LAIA (observer), MIGA, MINURSO, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, Schengen Convention, SECI (observer), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIFIL, Union Latina, UNMOGIP, UNRWA, UNTSO, UNWTO, UPU, WCL, WCO, WEU, WHO, WIPO, WMO, WTO, ZC |
| **Jamaica** | ACP, C, Caricom, CDB, FAO, G-15, G-77, IADB, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITSO, ITU, LAES, MIGA, NAM, OAS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Japan** | AfDB, APEC, APT, ARF, AsDB, ASEAN (dialogue partner), Australia Group, BIS, CE (observer), CERN (observer), CP, EAS, EBRD, FAO, G-5, G-7, G-8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, LAIA, MIGA, NEA, NSG, OAS (observer), OECD, OPCW, OSCE (partner), Paris Club, PCA, PIF (partner), SAARC (observer), SECI (observer), UN, UN Security Council (temporary), UNCTAD, UNDOF, UNESCO, UNHCR, UNIDO, UNITAR, UNMOVIC, UNRWA, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO, ZC |
| **Jordan** | ABEDA, AFESD, AMF, CAEU, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, LAS, MIGA, MINUSTAH, MONUC, OIC, ONUB, OPCW, OSCE (partner), PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIL, UNMIS, UNOCI, UNOMIG, UNRWA, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Kazakhstan** | AsDB, CIS, CSTO, EAEC, EAPC, EBRD, ECO, FAO, GCTU, IAEA, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, MIGA, NAM (observer), NSG, OAS (observer), OIC, OPCW, OSCE, PFP, SCO, UN, UNCTAD, UNESCO, UNIDO, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO (observer) |
| **Kenya** | ACP, AfDB, AU, C, COMESA, EAC, EADB, FAO, G-15, G-77, IAEA, IBRD, ICAO, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, IGAD, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, MIGA, MINURSO, MONUC, NAM, ONUB, OPCW, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIL, UNMIS, UNOCI, UNWTO, UPU, WCO, WHO, WIPO, WMO, WTO |
| **Kiribati** | ACP, AsDB, C, FAO, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, IOC, ITU, ITUC, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UPU, WHO, WMO |
| **Korea, North** | ARF, FAO, G-77, ICAO, ICRM, IFAD, IFRCS, IHO, IMO, IOC, IPU, ISO, ITSO, ITU, NAM, UN, UNCTAD, UNESCO, UNIDO, UNWTO, UPU, WFTU, WHO, WIPO, WMO |
| **Korea, South** | AfDB, APEC, APT, ARF, AsDB, ASEAN (dialogue partner), Australia Group, BIS, CP, EAS, EBRD, FAO, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, LAIA, MIGA, NEA, NSG, OAS (observer), OECD, ONUB, OPCW, OSCE (partner), PCA, PIF (partner), SAARC (observer), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIL, UNMIS, UNMOGIP, UNOMIG, UNWTO, UPU, WCL, WCO, WHO, WIPO, WMO, WTO, ZC |
| **Kuwait** | ABEDA, AfDB, AFESD, AMF, BDEAC, CAEU, FAO, G-77, GCC, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IPU, ISO, ITSO, ITU, ITUC, LAS, MIGA, NAM, OAPEC, OIC, OPCW, OPEC, PCA, UN, UNCTAD, UNESCO, UNIDO, UNITAR, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Kyrgyzstan** | AsDB, CIS, CSTO, EAEC, EAPC, EBRD, ECO, FAO, GCTU, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, IPU, ISO (correspondent), ITSO, ITU, MIGA, NAM (observer), OIC, OPCW, OSCE, PCA, PFP, SCO, UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNMIS, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Laos** | ACCT, APT, ARF, AsDB, ASEAN, CP, EAS, FAO, G-77, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IPU, ITU, MIGA, NAM, OIF, OPCW, PCA, UN, UNCTAD, UNESCO, UNIDO, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO (observer) |
| **Latvia** | Australia Group, BA, BIS, CBSS, CE, EAPC, EBRD, EIB, EU, FAO, IAEA, IBRD, ICAO, ICCt, ICRM, IDA, IFC, IFRCS, IHO, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, ITUC, MIGA, NATO, NIB, NSG, OAS (observer), OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNWTO, UPU, WCO, WEU (associate partner), WHO, WIPO, WMO, WTO |
| **Lebanon** | ABEDA, ACCT, AFESD, AMF, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, IMSO, Interpol, IOC, IPU, ISO, ITSO, ITU, LAS, MIGA, NAM, OAS (observer), OIC, OIF, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNRWA, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO (observer) |
| **Lesotho** | ACP, AfDB, AU, C, FAO, G-77, IBRD, ICAO, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, ISO (subscriber), ITU, MIGA, NAM, OPCW, SACU, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Liberia** | ACP, AfDB, AU, ECOWAS, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ITU, ITUC, NAM, OPCW (signatory), UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO |
| **Libya** | ABEDA, AfDB, AFESD, AMF, AMU, AU, CAEU, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, IMSO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, LAS, MIGA, NAM, OAPEC, OIC, OPCW, OPEC, PCA, UN, UNCTAD, UNESCO, UNIDO, UNWTO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO (observer) |
| **Liechtenstein** | CE, EBRD, EFTA, IAEA, ICCt, ICRM, IFRCS, Interpol, IOC, IPU, ITSO, ITU, OPCW, OSCE, PCA, UN, UNCTAD, UPU, WCL, WIPO, WTO |
| **Lithuania** | ACCT (observer), Australia Group, BA, BIS, CBSS, CE, EAPC, EBRD, EIB, EU, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, ITUC, MIGA, NATO, NIB, NSG, OIF (observer), OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNIDO, UNWTO, UPU, WCL, WCO, WEU (associate partner), WHO, WIPO, WMO, WTO |
| **Luxembourg** | ACCT, AsDB, Australia Group, Benelux, CE, EAPC, EBRD, EIB, EMU, ESA, EU, FAO, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IDA, IEA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITSO, ITU, ITUC, MIGA, NATO, NEA, NSG, OAS (observer), OECD, OIF, OPCW, OSCE, PCA, Schengen Convention, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNRWA, UPU, WCL, WCO, WEU, WHO, WIPO, WMO, WTO, ZC |
| **Macau** | IHO, IMF, IMO (associate), ISO (correspondent), UNESCO (associate), UNWTO (associate), UPU, WCO, WMO, WTO |
| **Macedonia** | BIS, CE, CEI, EAPC, EBRD, FAO, IAEA, IBRD, ICAO, ICCt, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO, ITU, ITUC, MIGA, OIF, OPCW, OSCE, PCA, PFP, SECI, UN, UNCTAD, UNESCO, UNIDO, UNWTO, UPU, WCL, WCO, WHO, WIPO, WMO, WTO |
