CIA - The World Factbook -- Field Listing - Telephone system

| Country | Telephone system |
| | *domestic:* combination of microwave radio relay, open-wire lines, radiotelephone, and cellular communications |
| | *international:* country code - 245 |
| **Guyana** | *general assessment:* fair system for long-distance service |
| | *domestic:* microwave radio relay network for trunk lines |
| | *international:* country code - 592; tropospheric scatter to Trinidad; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Haiti** | *general assessment:* domestic facilities barely adequate; international facilities slightly better |
| | *domestic:* coaxial cable and microwave radio relay trunk service |
| | *international:* country code - 509; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Holy See (Vatican City)** | *general assessment:* automatic exchange |
| | *domestic:* tied into Italian system |
| | *international:* country code - 39; uses Italian system |
| **Honduras** | *general assessment:* inadequate system |
| | *domestic:* NA |
| | *international:* country code - 504; satellite earth stations - 2 Intelsat (Atlantic Ocean); connected to Central American Microwave System |
| **Hong Kong** | *general assessment:* modern facilities provide excellent domestic and international services |
| | *domestic:* microwave radio relay links and extensive fiber-optic network |
| | *international:* country code - 852; satellite earth stations - 3 Intelsat (1 Pacific Ocean and 2 Indian Ocean); coaxial cable to Guangzhou, China; access to 5 international submarine cables providing connections to ASEAN member nations, Japan, Taiwan, Australia, Middle East, and Western Europe |
| **Hungary** | *general assessment:* the telephone system has been modernized and is capable of satisfying all requests for telecommunication service |
| | *domestic:* the system is digitalized and highly automated; trunk services are carried by fiber-optic cable and digital microwave radio relay; a program for fiber-optic subscriber connections was initiated in 1996; heavy use is made of mobile cellular telephones |
| | *international:* country code - 36; Hungary has fiber-optic cable connections with all neighboring countries; the international switch is in Budapest; satellite earth stations - 2 Intelsat (Atlantic Ocean and Indian Ocean regions), 1 Inmarsat, 1 very small aperture terminal (VSAT) system of ground terminals |
| **Iceland** | *general assessment:* extensive domestic service |
| | *domestic:* the trunk network consists of coaxial and fiber-optic cables and microwave radio relay links |
| | *international:* country code - 354; satellite earth stations - 2 Intelsat (Atlantic Ocean), 1 Inmarsat (Atlantic and Indian Ocean regions); note - Iceland shares the Inmarsat earth station with the other Nordic countries (Denmark, Finland, Norway, and Sweden) |
| **India** | *general assessment:* recent deregulation and liberalization of telecommunications laws and policies have prompted rapid change; local and long distance service provided throughout all regions of the country, with services primarily concentrated in the urban areas; steady improvement is taking place with the recent admission of private and private-public investors, but telephone density remains low at about seven for each 100 persons nationwide but only one per 100 persons in rural areas and a national waiting list of over 1.7 million; fastest growth is in cellular service with modest growth in fixed lines |
| | *domestic:* expansion of domestic service, although still weak in rural areas, resulted from increased competition and dramatic reductions in price led in large part by wireless service; mobile cellular service (both CDMA and GSM) introduced in 1994 and organized nationwide into four metropolitan cities and 19 telecom circles each with about three private service providers and one state-owned service provider; in recent years significant trunk capacity added in the form of fiber-optic cable and one of the world's largest domestic satellite systems, the Indian National Satellite system (INSAT), with five satellites supporting 33,000 very small aperture terminals (VSAT) |
| | *international:* country code - 91; satellite earth stations - 8 Intelsat (Indian Ocean) and 1 Inmarsat (Indian Ocean region); nine gateway exchanges operating from Mumbai (Bombay), New Delhi, Kolkata (Calcutta), Chennai (Madras), Jalandhar, Kanpur, Gandhinagar, Hyderabad, and Ernakulam; 5 submarine cables, including Sea-Me-We-3 with landing sites at Cochin and Mumbai (Bombay), Fiber-Optic Link Around the Globe (FLAG) with landing site at Mumbai (Bombay), South Africa - Far East (SAFE) with landing site at Cochin, i2icn linking to Singapore with landing sites at Mumbai (Bombay) and Chennai (Madras), and Tata Indicom linking Singapore and Chennai (Madras), provide a significant increase in the bandwidth available for both voice and data traffic (2004) |
| **Indonesia** | *general assessment:* domestic service fair, international service good |
| | *domestic:* interisland microwave system and HF radio police net; domestic satellite communications system |
| | *international:* country code - 62; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean) |
| **Iran** | *general assessment:* inadequate but currently being modernized and expanded with the goal of not only improving the efficiency and increasing the volume of the urban service but also bringing telephone service to several thousand villages, not presently connected |
| | *domestic:* as a result of heavy investing in the telephone system since 1994, the number of long-distance channels in the microwave radio relay trunk has grown substantially; many villages have been brought into the net; the number of main lines in the urban systems has approximately doubled; and thousands of mobile cellular subscribers are being served; moreover, the technical level of the system has been raised by the installation of thousands of digital switches |
| | *international:* country code - 98; HF radio and microwave radio relay to Turkey, Azerbaijan, Pakistan, Afghanistan, Turkmenistan, Syria, Kuwait, Tajikistan, and Uzbekistan; submarine fiber-optic cable to UAE with access to Fiber-Optic Link Around the Globe (FLAG); Trans-Asia-Europe (TAE) fiber-optic line runs from Azerbaijan through the northern portion of Iran to Turkmenistan with expansion to Georgia and Azerbaijan; satellite earth stations - 9 Intelsat and 4 Inmarsat |
| **Iraq** | *general assessment:* the 2003 war severely disrupted telecommunications throughout Iraq including international connections; USAID is overseeing the repair of switching capability and the construction of mobile and satellite communication facilities |
| | *domestic:* repairs to switches and lines destroyed in the recent fighting continue, but sabotage remains a problem; cellular service is expected to be in place within two years |
| | *international:* country code - 964; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean), 1 Intersputnik (Atlantic Ocean region), and 1 Arabsat (inoperative); coaxial cable and microwave radio relay to Jordan, Kuwait, Syria, and Turkey; Kuwait line is probably nonoperational |
| **Ireland** | *general assessment:* modern digital system using cable and microwave radio relay |
| | *domestic:* microwave radio relay |
| | *international:* country code - 353; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Israel** | *general assessment:* most highly developed system in the Middle East although not the largest |
| | *domestic:* good system of coaxial cable and microwave radio relay; all systems are digital |
| | *international:* country code - 972; 3 submarine cables; satellite earth stations - 3 Intelsat (2 Atlantic Ocean and 1 Indian Ocean) |
| **Italy** | *general assessment:* modern, well developed, fast; fully automated telephone, telex, and data services |
| | *domestic:* high-capacity cable and microwave radio relay trunks |
| | *international:* country code - 39; satellite earth stations - 3 Intelsat (with a total of 5 antennas - 3 for Atlantic Ocean and 2 for Indian Ocean), 1 Inmarsat (Atlantic Ocean region), and NA Eutelsat; 21 submarine cables |
| **Jamaica** | *general assessment:* fully automatic domestic telephone network |
| | *domestic:* NA |
| | *international:* country code - 1-876; satellite earth stations - 2 Intelsat (Atlantic Ocean); 3 coaxial submarine cables |
| **Japan** | *general assessment:* excellent domestic and international service |
| | *domestic:* high level of modern technology and excellent service of every kind |
| | *international:* country code - 81; satellite earth stations - 5 Intelsat (4 Pacific Ocean and 1 Indian Ocean), 1 Intersputnik (Indian Ocean region), and 1 Inmarsat (Pacific and Indian Ocean regions); submarine cables to China, Philippines, Russia, and US (via Guam) (1999) |
| **Jersey** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* 3 submarine cables |
| **Johnston Atoll** | *general assessment:* NA |
| | *domestic:* 512 KB satellite link to Hawaii teleport; 20 (POTS) voice and data lines |
| | *international:* NA (2002) |
| **Jordan** | *general assessment:* service has improved recently with increased use of digital switching equipment, but better access to the telephone system is needed in the rural areas and easier access to pay telephones is needed by the urban public |
| | *domestic:* microwave radio relay transmission and coaxial and fiber-optic cable are employed on trunk lines; considerable use of mobile cellular systems; Internet service is available |
| | *international:* country code - 962; satellite earth stations - 3 Intelsat, 1 Arabsat, and 29 land and maritime Inmarsat terminals; fiber-optic cable to Saudi Arabia and microwave radio relay link with Egypt and Syria; connection to international submarine cable FLAG (Fiber-Optic Link Around the Globe); participant in MEDARABTEL; international links total about 4,000 |
| **Kazakhstan** | *general assessment:* service is poor; equipment antiquated |
| | *domestic:* intercity by landline and microwave radio relay; mobile cellular systems are available in most of Kazakhstan |
| | *international:* country code - 7; international traffic with other former Soviet republics and China carried by landline and microwave radio relay and with other countries by satellite and by the Trans-Asia-Europe (TAE) fiber-optic cable; satellite earth stations - 2 Intelsat |
| **Kenya** | *general assessment:* unreliable; little attempt to modernize except for service to business |
| | *domestic:* trunks are primarily microwave radio relay; business data commonly transferred by a very small aperture terminal (VSAT) system |
| | *international:* country code - 254; satellite earth stations - 4 Intelsat |
| **Kiribati** | *general assessment:* generally good quality national and international service |
| | *domestic:* wire line service available on Tarawa and Kiritimati; connections to outer islands by HF/VHF radiotelephone; wireless service available in Tarawa since 1999 |
| | *international:* country code - 686; Kiribati is being linked to the Pacific Ocean Cooperative Telecommunications Network, which should improve telephone service; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Korea, North** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 850; satellite earth stations - 1 Intelsat (Indian Ocean) and 1 Russian (Indian Ocean region); other international connections through Moscow and Beijing |
| **Korea, South** | *general assessment:* excellent domestic and international services |
| | *domestic:* NA |
| | *international:* country code - 82; fiber-optic submarine cable to China; the Russia-Korea-Japan submarine cable; satellite earth stations - 3 Intelsat (2 Pacific Ocean and 1 Indian Ocean) and 1 Inmarsat (Pacific Ocean region) |
| **Kuwait** | *general assessment:* the quality of service is excellent |
| | *domestic:* new telephone exchanges provide a large capacity for new subscribers; trunk traffic is carried by microwave radio relay, coaxial cable, and open-wire and fiber-optic cable; a cellular telephone system operates throughout Kuwait, and the country is well supplied with pay telephones |
| | *international:* country code - 965; coaxial cable and microwave radio relay to Saudi Arabia; linked to Bahrain, Qatar, UAE via the Fiber-Optic Gulf (FOG) cable; satellite earth stations - 3 Intelsat (1 Atlantic Ocean, 2 Indian Ocean), 1 Inmarsat (Atlantic Ocean), and 2 Arabsat |
| **Kyrgyzstan** | *general assessment:* poorly developed; about 100,000 unsatisfied applications for household telephones |
| | *domestic:* principally microwave radio relay; one cellular provider, probably limited to Bishkek region |
| | *international:* country code - 996; connections with other CIS countries by landline or microwave radio relay and with other countries by leased connections with Moscow international gateway switch and by satellite; satellite earth stations - 1 Intersputnik and 1 Intelsat; connected internationally by the Trans-Asia-Europe (TAE) fiber-optic line |
| **Laos** | *general assessment:* service to general public is poor but improving with over 20,000 telephones currently in service and an additional 48,000 expected by 2001; the government relies on a radiotelephone network to communicate with remote areas |
| | *domestic:* radiotelephone communications |
| | *international:* country code - 856; satellite earth station - 1 Intersputnik (Indian Ocean region) |
| **Latvia** | *general assessment:* inadequate, but is being modernized to provide an international capability independent of the Moscow international switch; more facilities are being installed for individual use |
| | *domestic:* expansion underway in intercity trunk line connections, rural exchanges, and mobile systems; still many unsatisfied subscriber applications |
| | *international:* country code - 371; international connections are now available via cable and a satellite earth station at Riga, enabling direct connections for most calls (1998) |
| **Lebanon** | *general assessment:* telecommunications system severely damaged by civil war; rebuilding well underway |
| | *domestic:* primarily microwave radio relay and cable |
| | *international:* country code - 961; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean) (erratic operations); coaxial cable to Syria; microwave radio relay to Syria but inoperable beyond Syria to Jordan; 3 submarine coaxial cables |
| **Lesotho** | *general assessment:* rudimentary system |
| | *domestic:* consists of a modest but growing number of landlines, a small microwave radio relay system, and a minor radiotelephone communication system; a cellular mobile telephone system is growing |
| | *international:* country code - 266; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Liberia** | *general assessment:* the limited services available are found almost exclusively in the capital Monrovia |
| | *domestic:* fully automatic system with very low density of .21 fixed mainlines per 100 persons; limited wireless service available |
| | *international:* country code - 231; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Libya** | *general assessment:* telecommunications system is being modernized; mobile cellular telephone system became operational in 1996 |
| | *domestic:* microwave radio relay, coaxial cable, cellular, tropospheric scatter, and a domestic satellite system with 14 earth stations |
| | *international:* country code - 218; satellite earth stations - 4 Intelsat, NA Arabsat, and NA Intersputnik; submarine cables to France and Italy; microwave radio relay to Tunisia and Egypt; tropospheric scatter to Greece; participant in Medarabtel (1999) |
| **Liechtenstein** | *general assessment:* automatic telephone system |
| | *domestic:* NA |
| | *international:* country code - 423; linked to Swiss networks by cable and microwave radio relay |
| **Lithuania** | *general assessment:* inadequate, but is being modernized to provide an improved international capability and better residential access |
| | *domestic:* a national, fiber-optic cable, interurban, trunk system is nearing completion; rural exchanges are being improved and expanded; mobile cellular systems are being installed; access to the Internet is available; still many unsatisfied telephone subscriber applications |
| | *international:* country code - 370; landline connections to Latvia and Poland; major international connections to Denmark, Sweden, and Norway by submarine cable for further transmission by satellite |
| **Luxembourg** | *general assessment:* highly developed, completely automated and efficient system, mainly buried cables |
| | *domestic:* nationwide cellular telephone system; buried cable |
| | *international:* country code - 352; 3 channels leased on TAT-6 coaxial submarine cable (Europe to North America) |
| **Macau** | *general assessment:* fairly modern communication facilities maintained for domestic and international services |
| | *domestic:* NA |
| | *international:* country code - 853; HF radiotelephone communication facility; access to international communications carriers provided via Hong Kong and China; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Macedonia** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 389 |
| **Madagascar** | *general assessment:* system is above average for the region |
| | *domestic:* open-wire lines, coaxial cables, microwave radio relay, and tropospheric scatter links connect regions |
| | *international:* country code - 261; submarine cable to Bahrain; satellite earth stations - 1 Intelsat (Indian Ocean) and 1 Intersputnik (Atlantic Ocean region) |
| **Malawi** | *general assessment:* NA |
| | *domestic:* system employs open-wire lines, microwave radio relay links, and radiotelephone communications stations |
| | *international:* country code - 265; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean) |
| **Malaysia** | *general assessment:* modern system; international service excellent |
| | *domestic:* good intercity service provided on Peninsular Malaysia mainly by microwave radio relay; adequate intercity microwave radio relay network between Sabah and Sarawak via Brunei; domestic satellite system with 2 earth stations |
| | *international:* country code - 60; submarine cables to India, Hong Kong, and Singapore; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean) (2001) |
| **Maldives** | *general assessment:* minimal domestic and international facilities |
| | *domestic:* interatoll communication through microwave links; all inhabited islands are connected with telephone and fax service |
| | *international:* country code - 960; satellite earth station - 3 Intelsat (Indian Ocean) |
| **Mali** | *general assessment:* domestic system unreliable but improving; provides only minimal service |
| | *domestic:* network consists of microwave radio relay, open-wire, and radiotelephone communications stations; expansion of microwave radio relay in progress |
| | *international:* country code - 223; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) |
| **Malta** | *general assessment:* automatic system satisfies normal requirements |
| | *domestic:* submarine cable and microwave radio relay between islands |
| | *international:* country code - 356; 2 submarine cables; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Man, Isle of** | *general assessment:* NA |
| | *domestic:* landline, telefax, mobile cellular telephone system |
| | *international:* fiber-optic cable, microwave radio relay, satellite earth station, submarine cable |
| **Marshall Islands** | *general assessment:* digital switching equipment; modern services include telex, cellular, internet, international calling, caller ID, and leased data circuits |
| | *domestic:* Majuro Atoll and Ebeye and Kwajalein islands have regular, seven-digit, direct-dial telephones; other islands interconnected by shortwave radiotelephone (used mostly for government purposes) |
| | *international:* country code - 692; satellite earth stations - 2 Intelsat (Pacific Ocean); US Government satellite communications system on Kwajalein (2001) |
| **Martinique** | *general assessment:* domestic facilities are adequate |
| | *domestic:* NA |
| | *international:* country code - 596; microwave radio relay to Guadeloupe, Dominica, and Saint Lucia; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **Mauritania** | *general assessment:* limited system of cable and open-wire lines, minor microwave radio relay links, and radiotelephone communications stations (improvements being made) |
| | *domestic:* mostly cable and open-wire lines; a recently completed domestic satellite telecommunications system links Nouakchott with regional capitals |
| | *international:* country code - 222; satellite earth stations - 1 Intelsat (Atlantic Ocean) and 2 Arabsat |
| **Mauritius** | *general assessment:* small system with good service |
| | *domestic:* primarily microwave radio relay trunk system |
| | *international:* country code - 230; satellite earth station - 1 Intelsat (Indian Ocean); new microwave link to Reunion; HF radiotelephone links to several countries; fiber optic submarine cable (SAT-3/WASC/SAFE) provides connectivity to Europe and Asia |
| **Mayotte** | *general assessment:* small system administered by French Department of Posts and Telecommunications |
| | *domestic:* NA |
| | *international:* country code - 269; microwave radio relay and HF radiotelephone communications to Comoros (2001) |
| **Mexico** | *general assessment:* low telephone density with about 15.2 main lines per 100 persons; privatized in December 1990; the opening to competition in January 1997 improved prospects for development, but Telmex remains dominant |
| | *domestic:* adequate telephone service for business and government, but the population is poorly served; mobile subscribers far outnumber fixed-line subscribers; domestic satellite system with 120 earth stations; extensive microwave radio relay network; considerable use of fiber-optic cable and coaxial cable |
| | *international:* country code - 52; satellite earth stations - 32 Intelsat, 2 Solidaridad (giving Mexico improved access to South America, Central America, and much of the US as well as enhancing domestic communications), numerous Inmarsat mobile earth stations; linked to Central American Microwave System of trunk connections; high capacity Columbus-2 fiber-optic submarine cable with access to the US, Virgin Islands, Canary Islands, Morocco, Spain, and Italy (1997) |
| **Micronesia, Federated States of** | *general assessment:* adequate system |
| | *domestic:* islands interconnected by shortwave radiotelephone (used mostly for government purposes), satellite (Intelsat) ground stations, and some coaxial and fiber-optic cable; cellular service available on Kosrae, Pohnpei, and Yap |
| | *international:* country code - 691; satellite earth stations - 5 Intelsat (Pacific Ocean) (2002) |
| **Moldova** | *general assessment:* inadequate, outmoded, poor service outside Chisinau; some effort to modernize is under way |
| | *domestic:* new subscribers face long wait for service; mobile cellular telephone service being introduced |
| | *international:* country code - 373; service through Romania and Russia via landline; satellite earth stations - Intelsat, Eutelsat, and Intersputnik |
| **Monaco** | *general assessment:* modern automatic telephone system |
| | *domestic:* NA |
| | *international:* country code - 377; no satellite earth stations; connected by cable into the French communications system |
| **Mongolia** | *general assessment:* network is improving with international direct dialing available in many areas |
| | *domestic:* very low density of about 6.5 telephones for each thousand persons; two wireless providers cover all but two provinces |
| | *international:* country code - 976; satellite earth station - 1 Intersputnik (Indian Ocean Region) |
| **Montserrat** | *general assessment:* modern and fully digitalized |
| | *domestic:* NA |
| | *international:* country code - 1-664 |
| **Morocco** | *general assessment:* modern system with all important capabilities; however, density is low with only 4.6 main lines available for each 100 persons |
| | *domestic:* good system composed of open-wire lines, cables, and microwave radio relay links; Internet available but expensive; principal switching centers are Casablanca and Rabat; national network nearly 100% digital using fiber-optic links; improved rural service employs microwave radio relay |
| | *international:* country code - 212; 7 submarine cables; satellite earth stations - 2 Intelsat (Atlantic Ocean) and 1 Arabsat; microwave radio relay to Gibraltar, Spain, and Western Sahara; coaxial cable and microwave radio relay to Algeria; participant in Medarabtel; fiber-optic cable link from Agadir to Algeria and Tunisia (1998) |
| **Mozambique** | *general assessment:* fair system but not available generally (telephone density is only 16 telephones for each 1,000 persons) |
| | *domestic:* the system consists of open-wire lines and trunk connection by microwave radio relay and tropospheric scatter |
| | *international:* country code - 258; satellite earth stations - 5 Intelsat (2 Atlantic Ocean and 3 Indian Ocean) |
| **Namibia** | *general assessment:* good system; about 6 telephones for each 100 persons |
| | *domestic:* good urban services; fair rural service; microwave radio relay links major towns; connections to other populated places are by open wire; 100% digital |
| | *international:* country code - 264; fiber-optic cable to South Africa, microwave radio relay link to Botswana, direct links to other neighboring countries; connected to Africa ONE and South African Far East (SAFE) submarine cables through South Africa; satellite earth stations - 4 Intelsat (2002) |
| **Nauru** | *general assessment:* adequate local and international radiotelephone communication provided via Australian facilities |
| | *domestic:* NA |
| | *international:* country code - 674; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Nepal** | *general assessment:* poor telephone and telegraph service; fair radiotelephone communication service and mobile cellular telephone network |
| | *domestic:* NA |
| | *international:* country code - 977; radiotelephone communications; microwave landline to India; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Netherlands** | *general assessment:* highly developed and well maintained |
| | *domestic:* extensive fixed-line fiber-optic network; cellular telephone system is one of the largest in Europe with five major network operators utilizing the third generation of the Global System for Mobile Communications (GSM) |
| | *international:* country code - 31; 9 submarine cables; satellite earth stations - 3 Intelsat (1 Indian Ocean and 2 Atlantic Ocean), 1 Eutelsat, and 1 Inmarsat (Atlantic and Indian Ocean regions) (2004) |
| **Netherlands Antilles** | *general assessment:* generally adequate facilities |
| | *domestic:* extensive interisland microwave radio relay links |
| | *international:* country code - 599; submarine cables - 2; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **New Caledonia** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 687; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **New Zealand** | *general assessment:* excellent domestic and international systems |
| | *domestic:* NA |
| | *international:* country code - 64; submarine cables to Australia and Fiji; satellite earth stations - 2 Intelsat (Pacific Ocean) |
| **Nicaragua** | *general assessment:* inadequate system being upgraded by foreign investment |
| | *domestic:* low-capacity microwave radio relay and wire system being expanded; connected to Central American Microwave System |
| | *international:* country code - 505; satellite earth stations - 1 Intersputnik (Atlantic Ocean region) and 1 Intelsat (Atlantic Ocean) |
| **Niger** | *general assessment:* small system of wire, radio telephone communications, and microwave radio relay links concentrated in the southwestern area of Niger |
| | *domestic:* wire, radiotelephone communications, and microwave radio relay; domestic satellite system with 3 earth stations and 1 planned |
| | *international:* country code - 227; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) |
| **Nigeria** | *general assessment:* an inadequate system, further limited by poor maintenance; major expansion is required and a start has been made |
| | *domestic:* intercity traffic is carried by coaxial cable, microwave radio relay, a domestic communications satellite system with 19 earth stations, and a coastal submarine cable; mobile cellular facilities and the Internet are available |
| | *international:* country code - 234; satellite earth stations - 3 Intelsat (2 Atlantic Ocean and 1 Indian Ocean); fiber optic submarine cable (SAT-3/WASC) provides connectivity to Europe and Asia |
| **Niue** | *domestic:* single-line telephone system connects all villages on island |
| | *international:* country code - 683 |
| **Norfolk Island** | *general assessment:* adequate |
| | *domestic:* free local calls |
| | *international:* country code - 672; undersea coaxial cable links with Australia, New Zealand, and Canada; satellite earth station |
| **Northern Mariana Islands** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 1-670; satellite earth stations - 2 Intelsat (Pacific Ocean) |
| **Norway** | *general assessment:* modern in all respects; one of the most advanced telecommunications networks in Europe |
| | *domestic:* Norway has a domestic satellite system; moreover, the prevalence of rural areas encourages the wide use of cellular mobile systems instead of fixed-wire systems |
| | *international:* country code - 47; 2 buried coaxial cable systems; 4 coaxial submarine cables; satellite earth stations - NA Eutelsat, NA Intelsat (Atlantic Ocean), and 1 Inmarsat (Atlantic and Indian Ocean regions); note - Norway shares the Inmarsat earth station with the other Nordic countries (Denmark, Finland, Iceland, and Sweden) (1999) |
| **Oman** | *general assessment:* modern system consisting of open-wire, microwave, and radiotelephone communication stations; limited coaxial cable |
| | *domestic:* open-wire, microwave, radiotelephone communications, and a domestic satellite system with 8 earth stations |
| | *international:* country code - 968; satellite earth stations - 2 Intelsat (Indian Ocean) and 1 Arabsat |
| **Pakistan** | *general assessment:* the domestic system is mediocre, but improving; service is adequate for government and business use, in part because major businesses have established their own private systems; since 1988, the government has promoted investment in the national telecommunications system on a priority basis, significantly increasing network capacity; despite major improvements in trunk and urban systems, telecommunication services are still not readily available to the majority of the rural population |
| | *domestic:* microwave radio relay, coaxial cable, fiber-optic cable, cellular, and satellite networks |
| | *international:* country code - 92; satellite earth stations - 3 Intelsat (1 Atlantic Ocean and 2 Indian Ocean); 3 operational international gateway exchanges (1 at Karachi and 2 at Islamabad); microwave radio relay to neighboring countries (1999) |
| **Palau** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 680; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Panama** | *general assessment:* domestic and international facilities well developed |
| | *domestic:* NA |
| | *international:* country code - 507; 1 coaxial submarine cable; satellite earth stations - 2 Intelsat (Atlantic Ocean); connected to the Central American Microwave System |
| **Papua New Guinea** | *general assessment:* services are adequate; facilities provide radiotelephone and telegraph, coastal radio, aeronautical radio, and international radio communication services |
| | *domestic:* mostly radiotelephone |
| | *international:* country code - 675; submarine cables to Australia and Guam; satellite earth station - 1 Intelsat (Pacific Ocean); international radio communication service |
| **Paraguay** | *general assessment:* meager telephone service; principal switching center is Asuncion |
| | *domestic:* fair microwave radio relay network |
| | *international:* country code - 595; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Peru** | *general assessment:* adequate for most requirements |
| | *domestic:* nationwide microwave radio relay system and a domestic satellite system with 12 earth stations |
| | *international:* country code - 51; satellite earth stations - 2 Intelsat (Atlantic Ocean); Pan American submarine cable |
| **Philippines** | *general assessment:* good international radiotelephone and submarine cable services; domestic and inter-island service adequate |
| | *domestic:* domestic satellite system with 11 earth stations |
| | *international:* country code - 63; 9 international gateways; satellite earth stations - 3 Intelsat (1 Indian Ocean and 2 Pacific Ocean); submarine cables to Hong Kong, Guam, Singapore, Taiwan, and Japan |
| **Pitcairn Islands** | *general assessment:* satellite phone services |
| | *domestic:* domestic communication via radio (CB) |
| | *international:* country code - 872; satellite earth station (Inmarsat) |
| **Poland** | *general assessment:* underdeveloped and outmoded system in the process of being overhauled; partial privatization of the state-owned telephone monopoly is underway; the long waiting list for main line telephone service has resulted in a boom in mobile cellular telephone use |
| | *domestic:* cable, open-wire, and microwave radio relay; 3 cellular networks; local exchanges 56.6% digital |
| | *international:* country code - 48; satellite earth stations - 2 Intelsat, NA Eutelsat, 2 Inmarsat (Atlantic and Indian Ocean regions), and 1 Intersputnik (Atlantic Ocean region) |
| **Portugal** | *general assessment:* Portugal's telephone system has achieved a state-of-the-art network with broadband, high-speed capabilities and a main line telephone density of 53% |
| | *domestic:* integrated network of coaxial cables, open-wire, microwave radio relay, and domestic satellite earth stations |
| | *international:* country code - 351; 6 submarine cables; satellite earth stations - 3 Intelsat (2 Atlantic Ocean and 1 Indian Ocean), NA Eutelsat; tropospheric scatter to Azores; note - an earth station for Inmarsat (Atlantic Ocean region) is planned |
| **Puerto Rico** | *general assessment:* modern system integrated with that of the US by high-capacity submarine cable and Intelsat with high-speed data capability |
| | *domestic:* digital telephone system; cellular telephone service |
| | *international:* country code - 1-787, 939; satellite earth station - 1 Intelsat; submarine cable to US |
| **Qatar** | *general assessment:* modern system centered in Doha |
| | *domestic:* NA |
| | *international:* country code - 974; tropospheric scatter to Bahrain; microwave radio relay to Saudi Arabia and UAE; submarine cable to Bahrain and UAE; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) and 1 Arabsat |
| **Reunion** | *general assessment:* adequate system; principal center is Saint-Denis |
| | *domestic:* modern open-wire and microwave radio relay network |
| | *international:* country code - 262; radiotelephone communication to Comoros, France, Madagascar; new microwave route to Mauritius; satellite earth station - 1 Intelsat (Indian Ocean); fiber optic submarine cable (SAT-3/WASC/SAFE) provides connectivity to Europe and Asia |
| **Romania** | *general assessment:* poor domestic service, but improving |
| | *domestic:* 90% of telephone network is automatic; trunk network is mostly microwave radio relay, with some fiber-optic cable; about one-third of exchange capacity is digital; roughly 3,300 villages have no service |
| | *international:* country code - 40; satellite earth station - 1 Intelsat; new digital, international, direct-dial exchanges operate in Bucharest; note - Romania is an active participant in several international telecommunication network projects (1999) |
| **Russia** | *general assessment:* the telephone system underwent significant changes in the 1990s; there are more than 1,000 companies licensed to offer communication services; access to digital lines has improved, particularly in urban centers; Internet and e-mail services are improving; Russia has made progress toward building the telecommunications infrastructure necessary for a market economy; however, a large demand for main line service remains unsatisfied |
| | *domestic:* cross-country digital trunk lines run from Saint Petersburg to Khabarovsk, and from Moscow to Novorossiysk; the telephone systems in 60 regional capitals have modern digital infrastructures; cellular services, both analog and digital, are available in many areas; in rural areas, the telephone services are still outdated, inadequate, and low density |
| | *international:* country code - 7; Russia is connected internationally by three undersea fiber-optic cables; digital switches in several cities provide more than 50,000 lines for international calls; satellite earth stations provide access to Intelsat, Intersputnik, Eutelsat, Inmarsat, and Orbita systems |
| **Rwanda** | *general assessment:* telephone system primarily serves business and government |
| | *domestic:* the capital, Kigali, is connected to the centers of the provinces by microwave radio relay and, recently, by cellular telephone service; much of the network depends on wire and HF radiotelephone |
