CIA - The World Factbook 2000 -- Telephone system

| Country | Telephone system |
| | *domestic:* high-capacity cable and microwave radio relay trunks |
| | *international:* satellite earth stations - 3 Intelsat (with a total of 5 antennas - 3 for Atlantic Ocean and 2 for Indian Ocean), 1 Inmarsat (Atlantic Ocean region), and NA Eutelsat; 21 submarine cables |
| **Jamaica** | fully automatic domestic telephone network |
| | *domestic:* NA |
| | *international:* satellite earth stations - 2 Intelsat (Atlantic Ocean); 3 coaxial submarine cables |
| **Japan** | excellent domestic and international service |
| | *domestic:* NA |
| | *international:* satellite earth stations - 5 Intelsat (4 Pacific Ocean and 1 Indian Ocean), 1 Intersputnik (Indian Ocean region), and 1 Inmarsat (Pacific and Indian Ocean regions); submarine cables to China, Philippines, Russia, and US (via Guam) |
| **Jersey** | *domestic:* NA |
| | *international:* 3 submarine cables |
| **Johnston Atoll** | 13 outgoing and 10 incoming commercial lines; adequate telecommunications |
| | *domestic:* 60-channel submarine cable, 22 DSN circuits by satellite, Autodin with standard remote terminal, digital telephone switch, Military Affiliated Radio System (MARS station), UHF/VHF air-ground radio, a link to the Pacific Consolidated Telecommunications Network (PCTN) satellite |
| | *international:* NA |
| **Jordan** | service has improved recently with the increased use of digital switching equipment, but better access to the telephone system is needed in the rural areas and easier access to pay telephones is needed by the urban public |
| | *domestic:* microwave radio relay transmission and coaxial and fiber-optic cable are employed on trunk lines; considerable use is made of mobile cellular systems; Internet service is available |
| | *international:* satellite earth stations - 3 Intelsat, 1 Arabsat, and 29 land and maritime Inmarsat terminals; fiber-optic cable to Saudi Arabia and microwave radio relay link with Egypt and Syria; connection to international submarine cable FLAG (Fiber-Optic Link Around the Globe); participant in MEDARABTEL; international links total about 4,000 |
| **Kazakhstan** | service is poor; equipment antiquated |
| | *domestic:* intercity by landline and microwave radio relay; mobile cellular systems are available in most of Kazakhstan |
| | *international:* international traffic with other former Soviet republics and China carried by landline and microwave radio relay; with other countries by satellite and by the Trans-Asia-Europe (TAE) fiber-optic cable; satellite earth stations - 2 Intelsat |
| **Kenya** | unreliable; little attempt to modernize |
| | *domestic:* trunks are primarily microwave radio relay; data commonly transferred by a very small aperature terminal (VSAT) |
| | *international:* satellite earth stations - 4 Intelsat |
| **Kiribati** | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| | *note:* Kiribati is being linked to the Pacific Ocean Cooperative Telecommunications Network, which should improve telephone service |
| **Korea, North** | *international:* satellite earth stations - 1 Intelsat (Indian Ocean) and 1 Russian (Indian Ocean Region); other international connections through Moscow and Beijing |
| **Korea, South** | excellent domestic and international services |
| | *domestic:* NA |
| | *international:* fiber-optic submarine cable to China; the Russia-Korea-Japan submarine cable; satellite earth stations - 3 Intelsat (2 Pacific Ocean and 1 Indian Ocean) and 1 Inmarsat (Pacific Ocean region) |
| **Kuwait** | the civil network suffered some damage as a result of the Gulf war, but most of the telephone exchanges were left intact and, by the end of 1994, domestic and international telecommunications had been restored to normal operation; the quality of service is excellent |
| | *domestic:* new telephone exchanges provide a large capacity for new subscribers; trunk traffic is carried by microwave radio relay, coaxial cable, open wire and fiber-optic cable; a cellular telephone system operates throughout Kuwait, and the country is well supplied with pay telephones; approximately 15,000 Internet subscribers in 1996 |
| | *international:* coaxial cable and microwave radio relay to Saudi Arabia; linked to Bahrain, Qatar, UAE via the Fiber-Optic Gulf (FOG) cable; satellite earth stations - 3 Intelsat (1 Atlantic Ocean, 2 Indian Ocean), 1 Inmarsat (Atlantic Ocean), and 2 Arabsat |
| **Kyrgyzstan** | poorly developed; about 100,000 unsatisfied applications for household telephones |
| | *domestic:* principally microwave radio relay; one cellular provider, probably limited to Bishkek region |
| | *international:* connections with other CIS countries by landline or microwave radio relay and with other countries by leased connections with Moscow international gateway switch and by satellite; satellite earth stations - 1 Intersputnik and 1 Intelsat; connected internationally by the Trans-Asia-Europe (TAE) fiber-optic line |
| **Laos** | service to general public is poor but improving, with over 20,000 telephones currently in service and an additional 48,000 expected by 2001; the government relies on a radiotelephone network to communicate with remote areas |
| | *domestic:* radiotelephone communications |
| | *international:* satellite earth station - 1 Intersputnik (Indian Ocean region) |
| **Latvia** | inadequate but is being modernized to provide an international capability independent of the Moscow international switch; more facilities are being installed for individual use |
| | *domestic:* expansion underway in intercity trunk line connections, rural exchanges, and mobile systems; still many unsatisfied subscriber applications |
| | *international:* international connections are now available via cable and a satellite earth station at Riga, enabling direct connections for most calls (1998) |
| **Lebanon** | telecommunications system severely damaged by civil war; rebuilding well underway |
| | *domestic:* primarily microwave radio relay and cable |
| | *international:* satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean) (erratic operations); coaxial cable to Syria; microwave radio relay to Syria but inoperable beyond Syria to Jordan; 3 submarine coaxial cables |
| **Lesotho** | rudimentary system |
| | *domestic:* consists of a few landlines, a small microwave radio relay system, and a minor radiotelephone communication system |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Liberia** | telephone and telegraph service via microwave radio relay network; main center is Monrovia |
| | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Libya** | telecommunications system is being modernized; mobile cellular telephone system became operational in 1996 |
| | *domestic:* microwave radio relay, coaxial cable, cellular, tropospheric scatter, and a domestic satellite system with 14 earth stations |
| | *international:* satellite earth stations - 4 Intelsat, NA Arabsat, and NA Intersputnik; submarine cables to France and Italy; microwave radio relay to Tunisia and Egypt; tropospheric scatter to Greece; participant in Medarabtel (1999) |
| **Liechtenstein** | automatic telephone system |
| | *domestic:* NA |
| | *international:* linked to Swiss networks by cable and microwave radio relay |
| **Lithuania** | inadequate but is being modernized to provide an improved international capability and better residential access |
| | *domestic:* a national fiber-optic cable interurban trunk system is nearing completion; rural exchanges are being improved and expanded; mobile cellular systems are being installed; access to the Internet is available; still many unsatisfied telephone subscriber applications |
| | *international:* landline connections to Latvia and Poland; major international connections are to Denmark, Sweden, and Norway by submarine cable for further transmission by satellite |
| **Luxembourg** | highly developed, completely automated and efficient system, mainly buried cables |
| | *domestic:* nationwide cellular telephone system; buried cable |
| | *international:* 3 channels leased on TAT-6 coaxial submarine cable (Europe to North America) |
| **Macau** | fairly modern communication facilities maintained for domestic and international services |
| | *domestic:* NA |
| | *international:* HF radiotelephone communication facility; access to international communications carriers provided via Hong Kong and China; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Macedonia, The Former Yugoslav Republic of** | *domestic:* NA |
| | *international:* NA |
| **Madagascar** | system is above average for the region |
| | *domestic:* open-wire lines, coaxial cables, microwave radio relay, and tropospheric scatter links |
| | *international:* submarine cable to Bahrain; satellite earth stations - 1 Intelsat (Indian Ocean) and 1 Intersputnik (Atlantic Ocean region) |
| **Malawi** | *domestic:* fair system of open-wire lines, microwave radio relay links, and radiotelephone communications stations |
| | *international:* satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean) |
| **Malaysia** | international service good |
| | *domestic:* good intercity service provided on Peninsular Malaysia mainly by microwave radio relay; adequate intercity microwave radio relay network between Sabah and Sarawak via Brunei; domestic satellite system with 2 earth stations |
| | *international:* submarine cables to India, Hong Kong, and Singapore; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean) |
| **Maldives** | minimal domestic and international facilities |
| | *domestic:* interatoll communication through microwave links; all inhabited islands are connected with telephone and fax service |
| | *international:* satellite earth station - 3 Intelsat (Indian Ocean) |
| **Mali** | domestic system poor but improving; provides only minimal service |
| | *domestic:* network consists of microwave radio relay, open wire, and radiotelephone communications stations; expansion of microwave radio relay in progress |
| | *international:* satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) |
| **Malta** | automatic system satisfies normal requirements |
| | *domestic:* submarine cable and microwave radio relay between islands |
| | *international:* 2 submarine cables; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Man, Isle of** | *domestic:* landline, telefax, mobile cellular telephone system |
| | *international:* fiber-optic cable, microwave radio relay, satellite earth station, submarine cable |
| **Marshall Islands** | telex services |
| | *domestic:* Majuro Atoll and Ebeye and Kwajalein islands have regular, seven-digit, direct-dial telephones; other islands interconnected by shortwave radiotelephone (used mostly for government purposes) |
| | *international:* satellite earth stations - 2 Intelsat (Pacific Ocean); US Government satellite communications system on Kwajalein |
| **Martinique** | domestic facilities are adequate |
| | *domestic:* NA |
| | *international:* microwave radio relay to Guadeloupe, Dominica, and Saint Lucia; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **Mauritania** | poor system of cable and open-wire lines, minor microwave radio relay links, and radiotelephone communications stations (improvements being made) |
| | *domestic:* mostly cable and open-wire lines; a recently completed domestic satellite telecommunications system links Nouakchott with regional capitals |
| | *international:* satellite earth stations - 1 Intelsat (Atlantic Ocean) and 2 Arabsat |
| **Mauritius** | small system with good service |
| | *domestic:* primarily microwave radio relay |
| | *international:* satellite earth station - 1 Intelsat (Indian Ocean); new microwave link to Reunion; HF radiotelephone links to several countries |
| **Mayotte** | small system administered by French Department of Posts and Telecommunications |
| | *domestic:* NA |
| | *international:* microwave radio relay and HF radiotelephone communications to Comoros and other international connections |
| **Mexico** | highly developed system with extensive microwave radio relay links; privatized in December 1990; opened to competition January 1997 |
| | *domestic:* adequate telephone service for business and government, but the population is poorly served; domestic satellite system with 120 earth stations; extensive microwave radio relay network; considerable use of fiber-optic cable, coaxial cable, and mobile cellular service |
| | *international:* satellite earth stations - 32 Intelsat, 2 Solidaridad (giving Mexico improved access to South America, Central America, and much of the US as well as enhancing domestic communications), numerous Inmarsat mobile earth stations; linked to Central American Microwave System of trunk connections; high capacity Columbus-2 fiber-optic submarine cable with access to the US, Virgin Islands, Canary Islands, Morocco, Spain, and Italy (1997) |
| **Micronesia, Federated States of** | *domestic:* islands interconnected by shortwave radiotelephone (used mostly for government purposes) |
| | *international:* satellite earth stations - 4 Intelsat (Pacific Ocean) |
| **Moldova** | inadequate, outmoded, poor service outside Chisinau, some effort to modernize is under way |
| | *domestic:* new subscribers face long wait for service; mobile cellular telephone service being introduced |
| | *international:* service through Romania and Russia via landline; satellite earth stations - Intelsat, Eutelsat, and Intersputnik |
| **Monaco** | automatic telephone system |
| | *domestic:* NA |
| | *international:* no satellite earth stations; connected by cable into the French communications system |
| **Mongolia** | *domestic:* NA |
| | *international:* satellite earth station - 1 Intersputnik (Indian Ocean Region) |
| **Montserrat** | *domestic:* NA |
| | *international:* NA |
| **Morocco** | *domestic:* good system composed of open-wire lines, cables, and microwave radio relay links; Internet available but expensive; principal switching centers are Casablanca and Rabat; national network nearly 100% digital using fiber-optic links; improved rural service employs microwave radio relay |
| | *international:* 7 submarine cables; satellite earth stations - 2 Intelsat (Atlantic Ocean) and 1 Arabsat; microwave radio relay to Gibraltar, Spain, and Western Sahara; coaxial cable and microwave radio relay to Algeria; participant in Medarabtel; fiber-optic cable link from Agadir to Algeria and Tunisia |
| **Mozambique** | fair system of tropospheric scatter, open-wire lines, and microwave radio relay |
| | *domestic:* microwave radio relay and tropospheric scatter |
| | *international:* satellite earth stations - 5 Intelsat (2 Atlantic Ocean and 3 Indian Ocean) |
| **Namibia** | *domestic:* good urban services; fair rural service; microwave radio relay links major towns; connections to other populated places are by open wire; 100% digital |
| | *international:* fiber-optic cable to South Africa, microwave radio relay link to Botswana, direct links to other neighboring countries; connected to Africa ONE and South African Far East (SAFE) submarine cables through South Africa; satellite earth stations - 4 Intelsat |
| **Nauru** | adequate local and international radiotelephone communications provided via Australian facilities |
| | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Nepal** | poor telephone and telegraph service; fair radiotelephone communication service and mobile cellular telephone network |
| | *domestic:* NA |
| | *international:* radiotelephone communications; microwave landline to India; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Netherlands** | highly developed and well maintained |
| | *domestic:* the existing system of multi-conductor cables is gradually being replaced by fiber-optic cables; the density of cellular telephone traffic is rapidly increasing and further modernization of the system is expected in the year 2001, with the introduction of the third generation of the Global System for Mobile Communications (GSM) |
| | *international:* 5 submarine cables; satellite earth stations - 3 Intelsat (1 Indian Ocean and 2 Atlantic Ocean), 1 Eutelsat, and 1 Inmarsat (Atlantic and Indian Ocean regions) (1996) |
| **Netherlands Antilles** | generally adequate facilities |
| | *domestic:* extensive interisland microwave radio relay links |
| | *international:* 2 submarine cables; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **New Caledonia** | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| **New Zealand** | excellent international and domestic systems |
| | *domestic:* NA |
| | *international:* submarine cables to Australia and Fiji; satellite earth stations - 2 Intelsat (Pacific Ocean) |
| **Nicaragua** | low-capacity microwave radio relay and wire system being expanded; connected to Central American Microwave System |
| | *domestic:* wire and microwave radio relay |
| | *international:* satellite earth stations - 1 Intersputnik (Atlantic Ocean region) and 1 Intelsat (Atlantic Ocean) |
| **Niger** | small system of wire, radiotelephone communications, and microwave radio relay links concentrated in southwestern area |
| | *domestic:* wire, radiotelephone communications, and microwave radio relay; domestic satellite system with 3 earth stations and 1 planned |
| | *international:* satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) |
| **Nigeria** | an inadequate system, further limited by poor maintenance; major expansion is required and a start has been made |
| | *domestic:* intercity traffic is carried by coaxial cable, microwave radio relay, a domestic communications satellite system with 19 earth stations, and a coastal submarine cable; mobile cellular facilities and the Internet are available |
| | *international:* satellite earth stations - 3 Intelsat (2 Atlantic Ocean and 1 Indian Ocean); coaxial submarine cable SAFE (South African Far East) |
| **Niue** | *domestic:* single-line telephone system connects all villages on island |
| | *international:* NA |
| **Norfolk Island** | *domestic:* NA |
| | *international:* radiotelephone service with Sydney (Australia) |
| **Northern Mariana Islands** | *domestic:* NA |
| | *international:* satellite earth stations - 2 Intelsat (Pacific Ocean) |
| **Norway** | high-quality domestic and international telephone, telegraph, and telex services |
| | *domestic:* domestic satellite system |
| | *international:* 2 buried coaxial cable systems; 4 coaxial submarine cables; satellite earth stations - NA Eutelsat, NA Intelsat (Atlantic Ocean), and 1 Inmarsat (Atlantic and Indian Ocean regions); note - Norway shares the Inmarsat earth station with the other Nordic countries (Denmark, Finland, Iceland, and Sweden) |
| **Oman** | modern system consisting of open wire, microwave, and radiotelephone communication stations; limited coaxial cable |
| | *domestic:* open wire, microwave, radiotelephone communications, and a domestic satellite system with 8 earth stations |
| | *international:* satellite earth stations - 2 Intelsat (Indian Ocean) and 1 Arabsat |
| **Pakistan** | the domestic system is mediocre, but improving; service is adequate for government and business use, in part because major businesses have established their own private systems; since 1988, the government has promoted investment in the national telecommunications system on a priority basis, significantly increasing network capacity; despite major improvements in trunk and urban systems, telecommunication services are still not readily available to the majority of the rural population |
| | *domestic:* microwave radio relay, coaxial cable, fiber-optic cable, cellular, and satellite |
| | *international:* satellite earth stations - 3 Intelsat (1 Atlantic Ocean and 2 Indian Ocean); 3 operational international gateway exchanges (1 at Karachi and 2 at Islamabad); microwave radio relay to neighboring countries |
| **Palau** | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Panama** | domestic and international facilities well developed |
| | *domestic:* NA |
| | *international:* 1 coaxial submarine cable; satellite earth stations - 2 Intelsat (Atlantic Ocean); connected to the Central American Microwave System |
| **Papua New Guinea** | services are adequate and being improved; facilities provide radiotelephone and telegraph, coastal radio, aeronautical radio, and international radio communication services |
| | *domestic:* mostly radiotelephone |
| | *international:* submarine cables to Australia and Guam; satellite earth station - 1 Intelsat (Pacific Ocean); international radio communication service |
| **Paraguay** | meager telephone service; principal switching center is Asuncion |
| | *domestic:* fair microwave radio relay network |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Peru** | adequate for most requirements |
| | *domestic:* nationwide microwave radio relay system and a domestic satellite system with 12 earth stations |
| | *international:* satellite earth stations - 2 Intelsat (Atlantic Ocean); Pan American submarine cable |
| **Philippines** | good international radiotelephone and submarine cable services; domestic and interisland service adequate |
| | *domestic:* domestic satellite system with 11 earth stations |
| | *international:* 9 international gateways; satellite earth stations - 3 Intelsat (1 Indian Ocean and 2 Pacific Ocean); submarine cables to Hong Kong, Guam, Singapore, Taiwan, and Japan |
| **Pitcairn Islands** | party line telephone service on the island |
| | *domestic:* NA |
| | *international:* radiotelephone |
| **Poland** | underdeveloped and outmoded system; government aims to have 10 million telephones in service by 2000; the process of partial privatization of the state-owned telephone monopoly has begun |
| | *domestic:* cable, open wire, and microwave radio relay; 3 cellular networks; local exchanges 56.6% digital |
| | *international:* satellite earth stations - 2 Intelsat, NA Eutelsat, 2 Inmarsat (Atlantic and Indian Ocean regions), and 1 Intersputnik (Atlantic Ocean region) |
| **Portugal** | *domestic:* generally adequate integrated network of coaxial cables, open wire, microwave radio relay, and domestic satellite earth stations |
| | *international:* 6 submarine cables; satellite earth stations - 3 Intelsat (2 Atlantic Ocean and 1 Indian Ocean), NA Eutelsat; tropospheric scatter to Azores; note - an earth station for Inmarsat (Atlantic Ocean region) is planned |
| **Puerto Rico** | modern system, integrated with that of the US by high-capacity submarine cable and Intelsat with high-speed data capability |
| | *domestic:* digital telephone system; cellular telephone service |
| | *international:* satellite earth station - 1 Intelsat; submarine cable to US |
| **Qatar** | modern system centered in Doha |
| | *domestic:* NA |
| | *international:* tropospheric scatter to Bahrain; microwave radio relay to Saudi Arabia and UAE; submarine cable to Bahrain and UAE; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) and 1 Arabsat |
| **Reunion** | adequate system; principal center is Saint-Denis |
| | *domestic:* modern open wire and microwave radio relay network |
| | *international:* radiotelephone communication to Comoros, France, Madagascar; new microwave route to Mauritius; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Romania** | *domestic:* poor service; 90% of telephone network is automatic; trunk network is mostly microwave radio relay, with some fiber-optic cable; about one-third of exchange capacity is digital; roughly 3,300 villages have no service |
| | *international:* satellite earth station - 1 Intelsat; new digital international direct-dial exchanges operate in Bucharest; note - Romania is an active participant in several international telecommunication network projects (1999) |
| **Russia** | the telephone system has undergone significant changes in the 1990s; there are more than 1,000 companies licensed to offer communication services; access to digital lines has improved, particularly in urban centers; Internet and e-mail services are improving; Russia has made progress toward building the telecommunications infrastructure necessary for a market economy |
| | *domestic:* cross-country digital trunk lines run from Saint Petersburg to Khabarovsk, and from Moscow to Novorossiysk; the telephone systems in 60 regional capitals have modern digital infrastructures; cellular services, both analog and digital, are available in many areas; in rural areas, the telephone services are still outdated, inadequate, and low density |
| | *international:* Russia is connected internationally by three undersea fiber-optic cables; digital switches in several cities provide more than 50,000 lines for international calls; satellite earth stations provide access to Intelsat, Intersputnik, Eutelsat, Inmarsat, and Orbita |
| **Rwanda** | telephone system primarily serves business and government |
| | *domestic:* the capital, Kigali, is connected to the centers of the prefectures by microwave radio relay; the remainder of the network depends on wire and HF radiotelephone |
| | *international:* international connections employ microwave radio relay to neighboring countries and satellite communications to more distant countries; satellite earth stations - 1 Intelsat (Indian Ocean) in Kigali (includes telex and telefax service) |
| **Saint Helena** | *domestic:* automatic network; HF radiotelephone from Saint Helena to Ascension, then into worldwide submarine cable and satellite networks |
| | *international:* major coaxial submarine cable relay point between South Africa, Portugal, and UK at Ascension; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **Saint Kitts and Nevis** | good interisland VHF/UHF/SHF radiotelephone connections and international link via Antigua and Barbuda and Saint Martin (Guadeloupe and Netherlands Antilles) |
| | *domestic:* interisland links are handled by VHF/UHF/SHF radiotelephone |
| | *international:* international calls are carried by radiotelephone to Antigua and Barbuda and from there switched to submarine cable or to Intelsat, or carried to Saint Martin (Guadeloupe and Netherlands Antilles) by radiotelephone and switched to Intelsat |
| **Saint Lucia** | *domestic:* system is automatically switched |
| | *international:* direct microwave radio relay link with Martinique and Saint Vincent and the Grenadines; tropospheric scatter to Barbados; international calls beyond these countries are carried by Intelsat from Martinique |
| **Saint Pierre and Miquelon** | *domestic:* NA |
| | *international:* radiotelephone communication with most countries in the world; 1 earth station in French domestic satellite system |
| **Saint Vincent and the Grenadines** | *domestic:* islandwide, fully automatic telephone system; VHF/UHF radiotelephone from Saint Vincent to the other islands of the Grenadines |
| | *international:* VHF/UHF radiotelephone from Saint Vincent to Barbados; new SHF radiotelephone to Grenada and to Saint Lucia; access to Intelsat earth station in Martinique through Saint Lucia |
| **Samoa** | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| **San Marino** | *domestic:* automatic telephone system completely integrated into Italian system |
| | *international:* microwave radio relay and cable connections to Italian network; no satellite earth stations |
| **Sao Tome and Principe** | *domestic:* minimal system |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Saudi Arabia** | modern system |
| | *domestic:* extensive microwave radio relay and coaxial and fiber-optic cable systems |
| | *international:* microwave radio relay to Bahrain, Jordan, Kuwait, Qatar, UAE, Yemen, and Sudan; coaxial cable to Kuwait and Jordan; submarine cable to Djibouti, Egypt and Bahrain; satellite earth stations - 5 Intelsat (3 Atlantic Ocean and 2 Indian Ocean), 1 Arabsat, and 1 Inmarsat (Indian Ocean region) |
| **Senegal** | *domestic:* above-average urban system; microwave radio relay, coaxial cable and fiber-optic cable in trunk system |
| | *international:* 4 submarine cables; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Serbia and Montenegro** | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Seychelles** | *domestic:* radiotelephone communications between islands in the archipelago |
| | *international:* direct radiotelephone communications with adjacent island countries and African coastal countries; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Sierra Leone** | marginal telephone and telegraph service |
| | *domestic:* national microwave radio relay system made unserviceable by military activities |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Singapore** | good domestic facilities; good international service |
| | *domestic:* NA |
| | *international:* submarine cables to Malaysia (Sabah and Peninsular Malaysia), Indonesia, and the Philippines; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean), and 1 Inmarsat (Pacific Ocean region) |
| **Slovakia** | *domestic:* predominantly an analog system which is now receiving digital equipment and is being enlarged with fiber-optic cable, especially in the larger cities; mobile cellular capability has been added |
| | *international:* 3 international exchanges, 1 in Bratislava and 2 in Banska Bystrica, are available; Slovakia is participating in several international telecommunications projects which will increase the availability of external services |
| **Slovenia** | *domestic:* 70% digital; full digital switching scheduled for 2000 |
| | *international:* NA |
| **Solomon Islands** | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Somalia** | the public telecommunications system was completely destroyed or dismantled by the civil war factions; all relief organizations depend on their own private systems |
| | *domestic:* recently, local cellular telephone systems have been established in Mogadishu and in several other population centers |
| | *international:* international connections are available from Mogadishu by satellite |
| **South Africa** | the system is the best developed and most modern in Africa |
| | *domestic:* consists of carrier-equipped open-wire lines, coaxial cables, microwave radio relay links, fiber-optic cable, radiotelephone communication stations, and wireless local loops; key centers are Bloemfontein, Cape Town, Durban, Johannesburg, Port Elizabeth, and Pretoria |
| | *international:* 2 submarine cables; satellite earth stations - 3 Intelsat (1 Indian Ocean and 2 Atlantic Ocean) |
| **South Georgia and the South Sandwich Islands** | *domestic:* NA |
| | *international:* coastal radiotelephone station at Grytviken |
| **Spain** | generally adequate, modern facilities |
| | *domestic:* NA |
| | *international:* 22 coaxial submarine cables; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean), NA Eutelsat; tropospheric scatter to adjacent countries |
| **Sri Lanka** | very inadequate domestic service, particularly in rural areas; some hope for improvement with privatization of national telephone company and encouragement to private investment; good international service (1999) |
| | *domestic:* national trunk network consists mostly of digital microwave radio relay; fiber-optic links now in use in Colombo area and two fixed wireless local loops have been installed; competition is strong in mobile cellular systems; telephone density remains low at 2.6 main lines per 100 persons (1999) |
| | *international:* submarine cables to Indonesia and Djibouti; satellite earth stations - 2 Intelsat (Indian Ocean) (1999) |
| **Sudan** | large, well-equipped system by regional standards, but barely adequate and poorly maintained by modern standards; cellular communications started in 1996 |
| | *domestic:* consists of microwave radio relay, cable, radiotelephone communications, tropospheric scatter, and a domestic satellite system with 14 earth stations |
| | *international:* satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 Arabsat |
| **Suriname** | international facilities good |
| | *domestic:* microwave radio relay network |
| | *international:* satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **Svalbard** | *domestic:* local telephone service |
| | *international:* satellite earth station - 1 of NA type (for communication with Norwegian mainland only) |
| **Swaziland** | *domestic:* system consists of carrier-equipped, open-wire lines and low-capacity, microwave radio relay |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Sweden** | excellent domestic and international facilities; automatic system |
| | *domestic:* coaxial and multiconductor cable carry most voice traffic; parallel microwave radio relay network carries some additional telephone channels |
| | *international:* 5 submarine coaxial cables; satellite earth stations - 1 Intelsat (Atlantic Ocean), 1 Eutelsat, and 1 Inmarsat (Atlantic and Indian Ocean regions); note - Sweden shares the Inmarsat earth station with the other Nordic countries (Denmark, Finland, Iceland, and Norway) |
| **Switzerland** | excellent domestic and international services |
| | *domestic:* extensive cable and microwave radio relay networks |
| | *international:* satellite earth stations - 2 Intelsat (Atlantic Ocean and Indian Ocean) |
| **Syria** | fair system currently undergoing significant improvement and digital upgrades, including fiber-optic technology |
| | *domestic:* coaxial cable and microwave radio relay network |
| | *international:* satellite earth stations - 1 Intelsat (Indian Ocean) and 1 Intersputnik (Atlantic Ocean region); 1 submarine cable; coaxial cable and microwave radio relay to Iraq, Jordan, Lebanon, and Turkey; participant in Medarabtel |
| **Tajikistan** | poorly developed and not well maintained; many towns are not reached by the national network |
| | *domestic:* cable and microwave radio relay |
| | *international:* linked by cable and microwave radio relay to other CIS republics, and by leased connections to the Moscow international gateway switch; Dushanbe linked by Intelsat to international gateway switch in Ankara (Turkey); satellite earth stations - 1 Orbita and 2 Intelsat |
| **Tanzania** | fair system operating below capacity and being modernized for better service; VSAT (very small aperature terminal) system under construction |
| | *domestic:* trunk service provided by open wire, microwave radio relay, tropospheric scatter, and fiber-optic cable; some links being made digital |
| | *international:* satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean) |
| **Thailand** | service to general public adequate, but investment in technological upgrades reduced by recession; bulk of service to government activities provided by multichannel cable and microwave radio relay network |
| | *domestic:* microwave radio relay and multichannel cable; domestic satellite system being developed |
| | *international:* satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean) |
| **Togo** | fair system based on network of microwave radio relay routes supplemented by open-wire lines and cellular system |
| | *domestic:* microwave radio relay and open-wire lines for conventional system; cellular system has capacity of 10,000 telephones |
| | *international:* satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 Symphonie |
| **Tokelau** | *domestic:* radiotelephone service between islands |
| | *international:* radiotelephone service to Samoa; government-regulated telephone service (TeleTok), with 3 satellite earth stations, established in 1997 |
| **Tonga** | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Trinidad and Tobago** | excellent international service; good local service |
| | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean); tropospheric scatter to Barbados and Guyana |
| **Tunisia** | above the African average and continuing to be upgraded; key centers are Sfax, Sousse, Bizerte, and Tunis; Internet access available |
| | *domestic:* trunk facilities consist of open-wire lines, coaxial cable, and microwave radio relay |
| | *international:* 5 submarine cables; satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 Arabsat; coaxial cable and microwave radio relay to Algeria and Libya; participant in Medarabtel; two international gateway digital switches |
| **Turkey** | undergoing rapid modernization and expansion, especially cellular telephones |
