CIA - The World Factbook -- Field Listing - Telephone system

| Country | Telephone system |
| | *international:* country code - 20; landing point for both the SEA-ME-WE-3 AND SEA-ME-WE-4 submarine cable networks; linked to the international submarine cable FLAG (Fiber-Optic Link Around the Globe); satellite earth stations - 2 Intelsat (Atlantic Ocean and Indian Ocean), 1 Arabsat, and 1 Inmarsat; tropospheric scatter to Sudan; microwave radio relay to Israel; a participant in Medarabtel |
| **El Salvador** | *general assessment:* the four mobile-cellular service providers are expanding services rapidly and in 2006 mobile-cellular density stood at roughly 55 per 100 persons; growth in fixed-line services has slowed in the face of mobile-cellular competition |
| | *domestic:* nationwide microwave radio relay system |
| | *international:* country code - 503; satellite earth station - 1 Intelsat (Atlantic Ocean); connected to Central American Microwave System |
| **Equatorial Guinea** | *general assessment:* digital fixed-line network in most major urban areas and good mobile coverage |
| | *domestic:* fixed-line density is about 2 per 100 persons; mobile-cellular subscribership has been increasing and in 2005 stood at about 20 percent of the population |
| | *international:* country code - 240; international communications from Bata and Malabo to African and European countries; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Eritrea** | *general assessment:* inadequate |
| | *domestic:* inadequate; most telephones are in Asmara; government is seeking international tenders to improve the system (2002) |
| | *international:* country code - 291; note - international connections exist |
| **Estonia** | *general assessment:* foreign investment in the form of joint business ventures greatly improved telephone service; substantial fiber-optic cable systems carry telephone, TV, and radio traffic in the digital mode; Internet services are widely available; schools and libraries are connected to the internet, a large percentage of the population files income-tax returns online, and online voting was used for the first time in the 2005 local elections |
| | *domestic:* a wide range of high quality voice, data, and Internet services is available throughout the country |
| | *international:* country code - 372; fiber-optic cables to Finland, Sweden, Latvia, and Russia provide worldwide packet-switched service; 2 international switches are located in Tallinn (2001) |
| **Ethiopia** | *general assessment:* inadequate telephone system; the number of fixed lines and mobile telephones is increasing from a very small base; combined fixed and mobile-cellular teledensity is only about 2 per 100 persons |
| | *domestic:* open-wire; microwave radio relay; radio communication in the HF, VHF, and UHF frequencies; 2 domestic satellites provide the national trunk service |
| | *international:* country code - 251; open-wire to Sudan and Djibouti; microwave radio relay to Kenya and Djibouti; satellite earth stations - 3 Intelsat (1 Atlantic Ocean and 2 Pacific Ocean) |
| **European Union** | note - see individual country entries of member states |
| **Falkland Islands (Islas Malvinas)** | *general assessment:* NA |
| | *domestic:* government-operated radiotelephone and private VHF/CB radiotelephone networks provide effective service to almost all points on both islands |
| | *international:* country code - 500; satellite earth station - 1 Intelsat (Atlantic Ocean) with links through London to other countries |
| **Faroe Islands** | *general assessment:* good international communications; good domestic facilities |
| | *domestic:* digitalization was completed in 1998; both NMT (analog) and GSM (digital) mobile telephone systems are installed |
| | *international:* country code - 298; satellite earth stations - 1 Orion; 1 fiber-optic submarine cable to the Shetland Islands, linking the Faroe Islands with Denmark and Iceland; fiber-optic submarine cable connection to Canada-Europe cable |
| **Fiji** | *general assessment:* modern local, interisland, and international (wire/radio integrated) public and special-purpose telephone, telegraph, and teleprinter facilities; regional radio communications center |
| | *domestic:* telephone or radio telephone links to almost all inhabited islands; most towns and large villages have automatic telephone exchanges and direct dialing; combined fixed and mobile-cellular density is about 35 per 100 persons |
| | *international:* country code - 679; access to important cable links between US and Canada as well as between NZ and Australia; satellite earth stations - 2 Inmarsat (Pacific Ocean) |
| **Finland** | *general assessment:* modern system with excellent service |
| | *domestic:* digital fiber-optic fixed-line network and an extensive cellular network provide domestic needs |
| | *international:* country code - 358; submarine cables provide links to Estonia and Sweden; satellite earth stations - access to Intelsat transmission service via a Swedish satellite earth station, 1 Inmarsat (Atlantic and Indian Ocean regions); note - Finland shares the Inmarsat earth station with the other Nordic countries (Denmark, Iceland, Norway, and Sweden) |
| **France** | *general assessment:* highly developed |
| | *domestic:* extensive cable and microwave radio relay; extensive introduction of fiber-optic cable; domestic satellite system |
| | *international:* country code - 33; numerous submarine cables provide links throughout Europe, Asia, Australia, the Middle East, and US; satellite earth stations - 2 Intelsat (with total of 5 antennas - 2 for Indian Ocean and 3 for Atlantic Ocean), NA Eutelsat, 1 Inmarsat (Atlantic Ocean region); HF radiotelephone communications with more than 20 countries |
| | *overseas departments:* country codes: French Guiana - 594; Guadeloupe - 590; Martinique - 596; Reunion - 262 |
| **French Polynesia** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 689; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Gabon** | *general assessment:* adequate service by African standards and improving with the help of a growing mobile cell network system with three providers; mobile-cellular subscribership exceeded 50 per 100 persons in 2006 |
| | *domestic:* adequate system of cable, microwave radio relay, tropospheric scatter, radiotelephone communication stations, and a domestic satellite system with 12 earth stations |
| | *international:* country code - 241; landing point for the SAT-3/WASC fiber-optic submarine cable that provides connectivity to Europe and Asia; satellite earth stations - 3 Intelsat (Atlantic Ocean) |
| **Gambia, The** | *general assessment:* adequate; a packet switched data network is available |
| | *domestic:* adequate network of microwave radio relay and open-wire |
| | *international:* country code - 220; microwave radio relay links to Senegal and Guinea-Bissau; satellite earth station - 1 Intelsat (Atlantic Ocean) (1997) |
| **Gaza Strip** | *general assessment:* NA |
| | *domestic:* Israeli company BEZEK and the Palestinian company PALTEL are responsible for fixed line services in the Gaza Strip; the Palestinian JAWAL company provides cellular services |
| | *international:* country code - 970 (2004) |
| **Georgia** | *general assessment:* fixed-line telecommunications network has only limited coverage outside Tbilisi; multiple mobile-cellular providers provide services to an increasing subscribership |
| | *domestic:* local - T'bilisi, K'ut'aisi, and Batumi have cellular telephone networks; urban telephone density is about 20 per 100 people; rural telephone density is about 4 per 100 people; intercity facilities include a fiber-optic line between T'bilisi and K'ut'aisi; nationwide pager service is available |
| | *international:* country code - 995; the Georgia-Russia fiber optic submarine cable provides connectivity to Russia; international service is available by microwave, landline, and satellite through the Moscow switch; international electronic mail and telex service are available |
| **Germany** | *general assessment:* Germany has one of the world's most technologically advanced telecommunications systems; as a result of intensive capital expenditures since reunification, the formerly backward system of the eastern part of the country, dating back to World War II, has been modernized and integrated with that of the western part |
| | *domestic:* Germany is served by an extensive system of automatic telephone exchanges connected by modern networks of fiber-optic cable, coaxial cable, microwave radio relay, and a domestic satellite system; cellular telephone service is widely available, expanding rapidly, and includes roaming service to many foreign countries |
| | *international:* country code - 49; Germany's international service is excellent worldwide, consisting of extensive land and undersea cable facilities as well as earth stations in the Inmarsat, Intelsat, Eutelsat, and Intersputnik satellite systems (2001) |
| **Ghana** | *general assessment:* fixed-line infrastructure outdated and unreliable; competition among multiple mobile-cellular providers has spurred growth with subscribership approaching 25 per 100 persons |
| | *domestic:* primarily microwave radio relay; wireless local loop has been installed |
| | *international:* country code - 233; landing point for the SAT-3/WASC fiber-optic submarine cable that provides connectivity to Europe and Asia; satellite earth stations - 4 Intelsat (Atlantic Ocean); microwave radio relay link to Panaftel system connects Ghana to its neighbors |
| **Gibraltar** | *general assessment:* adequate, automatic domestic system and adequate international facilities |
| | *domestic:* automatic exchange facilities |
| | *international:* country code - 350; radiotelephone; microwave radio relay; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Greece** | *general assessment:* adequate, modern networks reach all areas; good mobile telephone and international service |
| | *domestic:* microwave radio relay trunk system; extensive open-wire connections; submarine cable to offshore islands |
| | *international:* country code - 30; landing point for the SEA-ME-WE-3 optical telecommunications submarine cable that provides links to Europe, Middle East, and Asia; a number of smaller submarine cables provide connectivity to various parts of Europe, the Middle East, and Cyprus; tropospheric scatter; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean), 1 Eutelsat, and 1 Inmarsat (Indian Ocean region) |
| **Greenland** | *general assessment:* adequate domestic and international service provided by satellite, cables and microwave radio relay; totally digitalized in 1995 |
| | *domestic:* microwave radio relay and satellite |
| | *international:* country code - 299; satellite earth stations - 12 Intelsat, 1 Eutelsat, 2 Americom GE-2 (all Atlantic Ocean) (2000) |
| **Grenada** | *general assessment:* automatic, islandwide telephone system |
| | *domestic:* interisland VHF and UHF radiotelephone links |
| | *international:* country code - 1-473; landing point for the East Caribbean Fiber Optic System (ECFS) submarine cable with links to 13 other islands in the eastern Caribbean extending from the British Virgin Islands to Trinidad; SHF radiotelephone links to Trinidad and Tobago and Saint Vincent; VHF and UHF radio links to Trinidad |
| **Guam** | *general assessment:* modern system, integrated with US facilities for direct dialing, including free use of 800 numbers |
| | *domestic:* modern digital system, including cellular mobile service and local access to the Internet |
| | *international:* country code - 1-671; major landing point for submarine cables between Asia and the US (Guam is a trans-Pacific communications hub for major carriers linking the US and Asia); satellite earth stations - 2 Intelsat (Pacific Ocean) |
| **Guatemala** | *general assessment:* fairly modern network centered in the city of Guatemala |
| | *domestic:* state-owned telecommunications company privatized in the late 1990s opening the way for competition; fixed-line teledensity 11 per 100 persons; mobile-cellular teledensity approaching 60 per 100 persons |
| | *international:* country code - 502; landing point for both the Americas Region Caribbean Ring System (ARCOS-1) and the SAM-1 fiber optic submarine cable system that together provide connectivity to South and Central America, parts of the Caribbean, and the US; connected to Central American Microwave System; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Guernsey** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* 1 submarine cable |
| **Guinea** | *general assessment:* inadequate system of open-wire lines, small radiotelephone communication stations, and new microwave radio relay system |
| | *domestic:* Conakry reasonably well served; coverage elsewhere remains inadequate and large companies tend to rely on their own systems for nationwide links; combined fixed and mobile-cellular teledensity is about 2 per 100 persons |
| | *international:* country code - 224; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Guinea-Bissau** | *general assessment:* small system |
| | *domestic:* combination of microwave radio relay, open-wire lines, radiotelephone, and cellular communications; fixed-line teledensity less than 1 per 100 persons; mobile-cellular teledensity reached 7 per 100 in 2005 |
| | *international:* country code - 245 |
| **Guyana** | *general assessment:* fair system for long-distance service |
| | *domestic:* microwave radio relay network for trunk lines; fixed-line teledensity is about 15 per 100 persons; many areas still lack fixed-line telephone services; mobile-cellular teledensity reached 37 per 100 persons in 2005 |
| | *international:* country code - 592; tropospheric scatter to Trinidad; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Haiti** | *general assessment:* domestic facilities barely adequate; international facilities slightly better; telephone density in Haiti remains the lowest in the Latin American and Caribbean region |
| | *domestic:* coaxial cable and microwave radio relay trunk service; combined fixed and mobile-cellular teledensity is about 8 per 100 persons |
| | *international:* country code - 509; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Holy See (Vatican City)** | *general assessment:* automatic digital exchange |
| | *domestic:* connected via fiber optic cable to Telecom Italia network |
| | *international:* country code - 39; uses Italian system |
| **Honduras** | *general assessment:* inadequate system |
| | *domestic:* beginning in 2003, private sub-operators allowed to provide fixed-lines in order to expand telephone coverage; fixed-line teledensity has increased to about 10 per 100 persons; mobile-cellular telephone service has been increasing rapidly and subscribership in 2006 exceeded 30 per 100 persons |
| | *international:* country code - 504; landing point for both the Americas Region Caribbean Ring System (ARCOS-1) and the MAYA-1 fiber optic submarine cable system that together provide connectivity to South and Central America, parts of the Caribbean, and the US; satellite earth stations - 2 Intelsat (Atlantic Ocean); connected to Central American Microwave System |
| **Hong Kong** | *general assessment:* modern facilities provide excellent domestic and international services |
| | *domestic:* microwave radio relay links and extensive fiber-optic network |
| | *international:* country code - 852; multiple international submarine cables provide connections to Asia, US, Australia, the Middle East, and Western Europe; satellite earth stations - 3 Intelsat (1 Pacific Ocean and 2 Indian Ocean); coaxial cable to Guangzhou, China |
| **Hungary** | *general assessment:* the telephone system has been modernized and is capable of satisfying all requests for telecommunication service |
| | *domestic:* the system is digitalized and highly automated; trunk services are carried by fiber-optic cable and digital microwave radio relay; a program for fiber-optic subscriber connections was initiated in 1996; competition among mobile-cellular service providers has led to a sharp increase in the use of mobile cellular phones since 2000 and a decrease in the number of fixed-line connections |
| | *international:* country code - 36; Hungary has fiber-optic cable connections with all neighboring countries; the international switch is in Budapest; satellite earth stations - 2 Intelsat (Atlantic Ocean and Indian Ocean regions), 1 Inmarsat, 1 very small aperture terminal (VSAT) system of ground terminals |
| **Iceland** | *general assessment:* telecommunications infrastructure is modern and fully digitized, with satellite-earth stations, fiber-optic cables, and an extensive broadband network |
| | *domestic:* liberalization of the telecommunications sector beginning in the late 1990s has led to increased competition especially in the mobile services segment of the market |
| | *international:* country code - 354; the CANTAT-3 and FARICE-1 submarine cable systems provide connectivity to Canada, the Faroe Islands, UK, Denmark, and Germany; a planned new section of the Hibernia-Atlantic submarine cable will provide additional connectivity to Canada, US, and Ireland; satellite earth stations - 2 Intelsat (Atlantic Ocean), 1 Inmarsat (Atlantic and Indian Ocean regions); note - Iceland shares the Inmarsat earth station with the other Nordic countries (Denmark, Finland, Norway, and Sweden) |
| **India** | *general assessment:* recent deregulation and liberalization of telecommunications laws and policies have prompted rapid growth; local and long distance service provided throughout all regions of the country, with services primarily concentrated in the urban areas; steady improvement is taking place with the recent admission of private and private-public investors, but combined fixed and mobile telephone density remains low at about 20 for each 100 persons nationwide and much lower for persons in rural areas; fastest growth is in cellular service with modest growth in fixed lines |
| | *domestic:* mobile cellular service (both CDMA and GSM) introduced in 1994 and organized nationwide into four metropolitan areas and 19 telecom circles each with about three private service providers and one state-owned service provider; in recent years significant trunk capacity added in the form of fiber-optic cable and one of the world's largest domestic satellite systems, the Indian National Satellite system (INSAT), with 6 satellites supporting 33,000 very small aperture terminals (VSAT) |
| | *international:* country code - 91; a number of major international submarine cable systems, including Sea-Me-We-3 with landing sites at Cochin and Mumbai (Bombay), Sea-Me-We-4 with a landing site at Chennai, Fiber-Optic Link Around the Globe (FLAG) with a landing site at Mumbai (Bombay), South Africa - Far East (SAFE) with a landing site at Cochin, the i2i cable network linking to Singapore with landing sites at Mumbai (Bombay) and Chennai (Madras), and Tata Indicom linking Singapore and Chennai (Madras), provide a significant increase in the bandwidth available for both voice and data traffic; satellite earth stations - 8 Intelsat (Indian Ocean) and 1 Inmarsat (Indian Ocean region); 9 gateway exchanges operating from Mumbai (Bombay), New Delhi, Kolkata (Calcutta), Chennai (Madras), Jalandhar, Kanpur, Gandhinagar, Hyderabad, and Ernakulam (2006) |
| **Indonesia** | *general assessment:* domestic service fair, international service good |
| | *domestic:* interisland microwave system and HF radio police net; domestic satellite communications system; coverage provided by existing network has been expanded by use of over 200,000 telephone kiosks many located in remote areas |
| | *international:* country code - 62; landing point for both the SEA-ME-WE-3 AND SEA-ME-WE-4 submarine cable networks that provide links throughout Asia, the Middle East, and Europe; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean) |
| **Iran** | *general assessment:* currently being modernized and expanded with the goal of not only improving the efficiency and increasing the volume of the urban service but also bringing telephone service to several thousand villages, not presently connected |
| | *domestic:* the addition of new fiber cables and modern switching and exchange systems installed by Iran's state-owned telecom company have improved and expanded the main line network greatly; main line availability has more than doubled to 19 million lines since 1995; additionally, mobile service has increased dramatically serving some 8.5 million subscribers in 2005 |
| | *international:* country code - 98; submarine fiber-optic cable to UAE with access to Fiber-Optic Link Around the Globe (FLAG); Trans-Asia-Europe (TAE) fiber-optic line runs from Azerbaijan through the northern portion of Iran to Turkmenistan with expansion to Georgia and Azerbaijan; HF radio and microwave radio relay to Turkey, Azerbaijan, Pakistan, Afghanistan, Turkmenistan, Syria, Kuwait, Tajikistan, and Uzbekistan; satellite earth stations - 9 Intelsat and 4 Inmarsat (2006) |
| **Iraq** | *general assessment:* the aftermath of the liberation of Iraq in 2003 severely disrupted telecommunications throughout Iraq including international connections; USAID repaired switching capabilities and constructed a mobile and satellite communication facility; landlines now exceed pre-war levels |
| | *domestic:* repairs to switches and lines destroyed during 2003 have been completed, but sabotage remains a problem; additional switching capacity is improving access; cellular service is widely available in major cities and centered on 3 regional GSM networks, improving country-wide connectivity; there are currently 8.7 million users of cellular services |
| | *international:* country code - 964; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean), 1 Intersputnik (Atlantic Ocean region), and 1 Arabsat (inoperative); coaxial cable and microwave radio relay to Jordan, Kuwait, Syria, and Turkey; despite a new satellite gateway, international calls outside of Baghdad are sometimes problematic (2006) |
| **Ireland** | *general assessment:* modern digital system using cable and microwave radio relay |
| | *domestic:* microwave radio relay |
| | *international:* country code - 353; landing point for the Hibernia-Atlantic submarine cable with links to the US, Canada, and UK; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Isle of Man** | *general assessment:* NA |
| | *domestic:* landline, telefax, mobile cellular telephone system |
| | *international:* fiber-optic cable, microwave radio relay, satellite earth station, submarine cable |
| **Israel** | *general assessment:* most highly developed system in the Middle East although not the largest |
| | *domestic:* good system of coaxial cable and microwave radio relay; all systems are digital; four privately-owned mobile-cellular service providers with countrywide coverage; mobile-cellular teledensity is more than 130 per 100 persons |
| | *international:* country code - 972; submarine cables provide links to Europe, Cyprus, and parts of the Middle East; satellite earth stations - 3 Intelsat (2 Atlantic Ocean and 1 Indian Ocean) |
| **Italy** | *general assessment:* modern, well developed, fast; fully automated telephone, telex, and data services |
| | *domestic:* high-capacity cable and microwave radio relay trunks |
| | *international:* country code - 39; a series of submarine cables provide links to Asia, Middle East, Europe, North Africa, and US; satellite earth stations - 3 Intelsat (with a total of 5 antennas - 3 for Atlantic Ocean and 2 for Indian Ocean), 1 Inmarsat (Atlantic Ocean region), and NA Eutelsat |
| **Jamaica** | *general assessment:* fully automatic domestic telephone network |
| | *domestic:* the 1999 agreement to open the market for telecommunications services resulted in rapid growth in mobile-cellular telephone usage; mobile-cellular teledensity now exceeds 100 per 100 persons; the number of fixed-lines in use has been declining |
| | *international:* country code - 1-876; the Fibralink submarine cable network provides enhanced delivery of business and broadband traffic and is linked to the Americas Region Caribbean Ring System (ARCOS-1) submarine cable in the Dominican Republic; the link to ARCOS-1 provides seamless connectivity to US, parts of the Caribbean, Central America, and South America; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **Japan** | *general assessment:* excellent domestic and international service |
| | *domestic:* high level of modern technology and excellent service of every kind |
| | *international:* country code - 81; numerous submarine cables provide links throughout Asia, Australia, the Middle East, Europe, and US; satellite earth stations - 5 Intelsat (4 Pacific Ocean and 1 Indian Ocean), 1 Intersputnik (Indian Ocean region), and 1 Inmarsat (Pacific and Indian Ocean regions |
| **Jersey** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* submarine cable connectivity to Guernsey and UK |
| **Jordan** | *general assessment:* service has improved recently with increased use of digital switching equipment; microwave radio relay transmission and coaxial and fiber-optic cable are employed on trunk lines; better access to the fixed-line telephone system is needed in the rural areas and easier access to pay telephones is needed by the urban public |
| | *domestic:* 1995 telecommunications law opened all non-fixed-line services to private competition; in 2005, monopoly over fixed-line services terminated and the entire telecommunications sector was opened to competition; mobile-cellular usage is increasing rapidly and teledensity is approaching 75 per 100 persons |
| | *international:* country code - 962; landing point for the Fiber-Optic Link Around the Globe (FLAG) submarine cable network that provides links to Asia, Middle East, Europe; satellite earth stations - 3 Intelsat, 1 Arabsat, and 29 land and maritime Inmarsat terminals; fiber-optic cable to Saudi Arabia and microwave radio relay link with Egypt and Syria; participant in Medarabtel |
| **Kazakhstan** | *general assessment:* inherited an outdated telecommunications network from the Soviet era requiring modernization |
| | *domestic:* intercity by landline and microwave radio relay; number of fixed-line connections is gradually increasing and fixed-line teledensity is about 20 per 100 persons; mobile-cellular usage is increasing rapidly and subscriptions now exceed 50 per 100 |
| | *international:* country code - 7; international traffic with other former Soviet republics and China carried by landline and microwave radio relay and with other countries by satellite and by the Trans-Asia-Europe (TAE) fiber-optic cable; satellite earth stations - 2 Intelsat |
| **Kenya** | *general assessment:* inadequate; fixed-line telephone system is small and inefficient; trunks are primarily microwave radio relay; business data commonly transferred by a very small aperture terminal (VSAT) system |
| | *domestic:* no recent growth in fixed-line infrastructure and the sole provider, Telkom Kenya, is slated for privatization; multiple providers in the mobile-cellular segment of the market fostering a boom in mobile-cellular telephone usage |
| | *international:* country code - 254; satellite earth stations - 4 Intelsat |
| **Kiribati** | *general assessment:* generally good quality national and international service |
| | *domestic:* wire line service available on Tarawa and Kiritimati (Christmas Island); connections to outer islands by HF/VHF radiotelephone; wireless service available in Tarawa since 1999 |
| | *international:* country code - 686; Kiribati is being linked to the Pacific Ocean Cooperative Telecommunications Network, which should improve telephone service; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Korea, North** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 850; satellite earth stations - 1 Intelsat (Indian Ocean) and 1 Russian (Indian Ocean region); other international connections through Moscow and Beijing |
| **Korea, South** | *general assessment:* excellent domestic and international services |
| | *domestic:* NA |
| | *international:* country code - 82; numerous submarine cables provide links throughout Asia, Australia, the Middle East, Europe, and US; satellite earth stations - 3 Intelsat (1 Pacific Ocean and 2 Indian Ocean) and 3 Inmarsat (1 Pacific Ocean and 2 Indian Ocean) |
| **Kuwait** | *general assessment:* the quality of service is excellent |
| | *domestic:* new telephone exchanges provide a large capacity for new subscribers; trunk traffic is carried by microwave radio relay, coaxial cable, and open-wire and fiber-optic cable; a cellular telephone system operates throughout Kuwait, and the country is well supplied with pay telephones |
| | *international:* country code - 965; linked to international submarine cable Fiber-Optic Link Around the Globe (FLAG); linked to Bahrain, Qatar, UAE via the Fiber-Optic Gulf (FOG) cable; coaxial cable and microwave radio relay to Saudi Arabia; satellite earth stations - 3 Intelsat (1 Atlantic Ocean, 2 Indian Ocean), 1 Inmarsat (Atlantic Ocean), and 2 Arabsat |
| **Kyrgyzstan** | *general assessment:* telecommunications infrastructure is growing; fixed line penetration remains low and concentrated in urban areas |
| | *domestic:* 4 mobile cellular service providers with growing coverage |
| | *international:* country code - 996; connections with other CIS countries by landline or microwave radio relay and with other countries by leased connections with Moscow international gateway switch and by satellite; satellite earth stations - 1 Intersputnik, 1 Intelsat; connected internationally by the Trans-Asia-Europe (TAE) fiber-optic line (2006) |
| **Laos** | *general assessment:* service to general public is poor but improving; the government relies on a radiotelephone network to communicate with remote areas |
| | *domestic:* multiple service providers; combined fixed-line and mobile-cellular subscribership about 10 per 100 persons |
| | *international:* country code - 856; satellite earth station - 1 Intersputnik (Indian Ocean region) |
| **Latvia** | *general assessment:* recent efforts focused on bringing competition to the telecommunications sector; the number of fixed lines is decreasing as wireless telephony expands |
| | *domestic:* number of telecommunications operators has grown rapidly since the fixed-line market opened to competition in 2003; combined fixed-line and mobile-cellular subscribership is roughly 125 per 100 persons |
| | *international:* country code - 371; the Latvian network is now connected via fiber optic cable to Estonia, Finland, and Sweden |
| **Lebanon** | *general assessment:* repair of the telecommunications system, severely damaged during the civil war, now complete |
| | *domestic:* 2 wireless networks provide good service; political instability hampers privatization and deployment of new technologies; combined fixed-line and mobile-cellular subscribership approaching 50 per 100 persons |
| | *international:* country code - 961; submarine cable link to Cyprus; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean); coaxial cable to Syria |
| **Lesotho** | *general assessment:* rudimentary system consisting of a modest but growing number of landlines, a small microwave radio relay system, and a small radiotelephone communication system; mobile-cellular telephone system is expanding |
| | *domestic:* privatized in 2001, Telecom Lesotho tasked with providing an additional 50,000 fixed-line connections within five years, a target not met; mobile-cellular service is expanding with a subscribership approaching 15 per 100 persons; rural services are scant |
| | *international:* country code - 266; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Liberia** | *general assessment:* the limited services available are found almost exclusively in the capital Monrovia; coverage extended to a number of other towns and rural areas by four mobile-cellular network operators |
| | *domestic:* combined fixed and mobile-cellular teledensity only about 5 per 100 persons |
| | *international:* country code - 231; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Libya** | *general assessment:* telecommunications system is being modernized; mobile cellular telephone system became operational in 1996 |
| | *domestic:* microwave radio relay, coaxial cable, cellular, tropospheric scatter, and a domestic satellite system with 14 earth stations |
| | *international:* country code - 218; satellite earth stations - 4 Intelsat, NA Arabsat, and NA Intersputnik; submarine cables to France and Italy; microwave radio relay to Tunisia and Egypt; tropospheric scatter to Greece; participant in Medarabtel (1999) |
| **Liechtenstein** | *general assessment:* automatic telephone system |
| | *domestic:* NA |
| | *international:* country code - 423; linked to Swiss networks by cable and microwave radio relay |
| **Lithuania** | *general assessment:* inadequate, but is being modernized to provide an improved international capability and better residential access |
| | *domestic:* a national, fiber-optic cable, interurban, trunk system is nearing completion; rural exchanges are being improved and expanded; mobile cellular systems are being installed; access to the Internet is available; still many unsatisfied telephone subscriber applications |
| | *international:* country code - 370; landline connections to Latvia and Poland; major international connections to Denmark, Sweden, and Norway by submarine cable for further transmission by satellite |
| **Luxembourg** | *general assessment:* highly developed, completely automated and efficient system, mainly buried cables |
| | *domestic:* nationwide cellular telephone system; buried cable |
| | *international:* country code - 352; 3 channels leased on TAT-6 coaxial submarine cable (Europe to North America) |
| **Macau** | *general assessment:* fairly modern communication facilities maintained for domestic and international services |
| | *domestic:* NA |
| | *international:* country code - 853; HF radiotelephone communication facility; access to international communications carriers provided via Hong Kong and China; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Macedonia** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 389 |
| **Madagascar** | *general assessment:* system is above average for the region |
| | *domestic:* open-wire lines, coaxial cables, microwave radio relay, and tropospheric scatter links connect regions |
| | *international:* country code - 261; submarine cable to Bahrain; satellite earth stations - 1 Intelsat (Indian Ocean), 1 Intersputnik (Atlantic Ocean region) |
| **Malawi** | *general assessment:* NA |
| | *domestic:* system employs open-wire lines, microwave radio relay links, and radiotelephone communications stations |
| | *international:* country code - 265; satellite earth stations - 2 Intelsat (1 Indian Ocean, 1 Atlantic Ocean) |
| **Malaysia** | *general assessment:* modern system; international service excellent |
| | *domestic:* good intercity service provided on Peninsular Malaysia mainly by microwave radio relay; adequate intercity microwave radio relay network between Sabah and Sarawak via Brunei; domestic satellite system with 2 earth stations |
| | *international:* country code - 60; submarine cables to India, Hong Kong, and Singapore; satellite earth stations - 2 Intelsat (1 Indian Ocean, 1 Pacific Ocean) (2001) |
| **Maldives** | *general assessment:* telephone services have improved; each island now has at least 1 public telephone, and there are mobile cellular networks with expanding subscribership |
| | *domestic:* interatoll communication through microwave links; all inhabited islands and resorts are connected with telephone and fax service |
| | *international:* country code - 960; satellite earth station - 3 Intelsat (Indian Ocean) |
| **Mali** | *general assessment:* domestic system unreliable but improving; provides only minimal service |
| | *domestic:* network consists of microwave radio relay, open-wire, and radiotelephone communications stations; expansion of microwave radio relay in progress |
| | *international:* country code - 223; satellite earth stations - 2 Intelsat (1 Atlantic Ocean, 1 Indian Ocean) |
| **Malta** | *general assessment:* automatic system satisfies normal requirements |
| | *domestic:* submarine cable and microwave radio relay between islands |
| | *international:* country code - 356; 2 submarine cables; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Marshall Islands** | *general assessment:* digital switching equipment; modern services include telex, cellular, internet, international calling, caller ID, and leased data circuits |
| | *domestic:* Majuro Atoll and Ebeye and Kwajalein islands have regular, seven-digit, direct-dial telephones; other islands interconnected by high frequency radiotelephone (used mostly for government purposes) and mini-satellite telephones |
| | *international:* country code - 692; satellite earth stations - 2 Intelsat (Pacific Ocean); US Government satellite communications system on Kwajalein (2001) |
| **Mauritania** | *general assessment:* limited system of cable and open-wire lines, minor microwave radio relay links, and radiotelephone communications stations (improvements being made) |
| | *domestic:* mostly cable and open-wire lines; a recently completed domestic satellite telecommunications system links Nouakchott with regional capitals |
| | *international:* country code - 222; satellite earth stations - 1 Intelsat (Atlantic Ocean), 2 Arabsat |
| **Mauritius** | *general assessment:* small system with good service |
| | *domestic:* primarily microwave radio relay trunk system |
| | *international:* country code - 230; satellite earth station - 1 Intelsat (Indian Ocean); new microwave link to Reunion; HF radiotelephone links to several countries; fiber optic submarine cable (SAT-3/WASC/SAFE) provides connectivity to Europe and Asia |
| **Mayotte** | *general assessment:* small system administered by French Department of Posts and Telecommunications |
