CIA - The World Factbook 2002 -- Field Listing - Telephone system

| Country | Telephone system |
| **India** | *general assessment:* mediocre service; local and long distance service provided throughout all regions of the country, with services primarily concentrated in the urban areas; major objective is to continue to expand and modernize long-distance network to keep pace with rapidly growing number of local subscriber lines; steady improvement is taking place with the recent admission of private and private-public investors, but, with telephone density at about two for each 100 persons and a waiting list of over 2 million, demand for main line telephone service will not be satisfied for a very long time |
| | *domestic:* local service is provided by microwave radio relay and coaxial cable, with open wire and obsolete electromechanical and manual switchboard systems still in use in rural areas; starting in the 1980s, a substantial amount of digital switch gear has been introduced for local and long-distance service; long-distance traffic is carried mostly by coaxial cable and low-capacity microwave radio relay; since 1985 significant trunk capacity has been added in the form of fiber-optic cable and a domestic satellite system with 254 earth stations; mobile cellular service is provided in four metropolitan cities |
| | *international:* satellite earth stations - 8 Intelsat (Indian Ocean) and 1 Inmarsat (Indian Ocean region); nine gateway exchanges operating from Mumbai (Bombay), New Delhi, Kolkata (Calcutta), Chennai (Madras), Jalandhar, Kanpur, Gaidhinagar, Hyderabad, and Ernakulam; 4 submarine cables - LOCOM linking Chennai (Madras) to Penang; Indo-UAE-Gulf cable linking Mumbai (Bombay) to Al Fujayrah, UAE; India-SEA-ME-WE-3, SEA-ME-WE-2 with landing sites at Cochin and Mumbai (Bombay); Fiber-Optic Link Around the Globe (FLAG) with landing site at Mumbai (Bombay) (2000) |
| **Indonesia** | *general assessment:* domestic service fair, international service good |
| | *domestic:* interisland microwave system and HF radio police net; domestic satellite communications system |
| | *international:* satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean) |
| **Iran** | *general assessment:* inadequate but currently being modernized and expanded with the goal of not only improving the efficiency and increasing the volume of the urban service but also bringing telephone service to several thousand villages, not presently connected |
| | *domestic:* as a result of heavy investing in the telephone system since 1994, the number of long-distance channels in the microwave radio relay trunk has grown substantially; many villages have been brought into the net; the number of main lines in the urban systems has approximately doubled; and thousands of mobile cellular subscribers are being served; moreover, the technical level of the system has been raised by the installation of thousands of digital switches |
| | *international:* HF radio and microwave radio relay to Turkey, Azerbaijan, Pakistan, Afghanistan, Turkmenistan, Syria, Kuwait, Tajikistan, and Uzbekistan; submarine fiber-optic cable to UAE with access to Fiber-Optic Link Around the Globe (FLAG); Trans-Asia-Europe (TAE) fiber-optic line runs from Azerbaijan through the northern portion of Iran to Turkmenistan with expansion to Georgia and Azerbaijan; satellite earth stations - 9 Intelsat and 4 Inmarsat; Internet service available but limited to electronic mail to promote Iranian culture |
| **Iraq** | *general assessment:* reconstitution of damaged telecommunication facilities began after the Gulf war; most damaged facilities have been rebuilt |
| | *domestic:* the network consists of coaxial cables and microwave radio relay links |
| | *international:* satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean), 1 Intersputnik (Atlantic Ocean region), and 1 Arabsat (inoperative); coaxial cable and microwave radio relay to Jordan, Kuwait, Syria, and Turkey; Kuwait line is probably nonoperational |
| **Ireland** | *general assessment:* modern digital system using cable and microwave radio relay |
| | *domestic:* microwave radio relay |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Israel** | *general assessment:* most highly developed system in the Middle East although not the largest |
| | *domestic:* good system of coaxial cable and microwave radio relay; all systems are digital |
| | *international:* 3 submarine cables; satellite earth stations - 3 Intelsat (2 Atlantic Ocean and 1 Indian Ocean) |
| **Italy** | *general assessment:* modern, well developed, fast; fully automated telephone, telex, and data services |
| | *domestic:* high-capacity cable and microwave radio relay trunks |
| | *international:* satellite earth stations - 3 Intelsat (with a total of 5 antennas - 3 for Atlantic Ocean and 2 for Indian Ocean), 1 Inmarsat (Atlantic Ocean region), and NA Eutelsat; 21 submarine cables |
| **Jamaica** | *general assessment:* fully automatic domestic telephone network |
| | *domestic:* NA |
| | *international:* satellite earth stations - 2 Intelsat (Atlantic Ocean); 3 coaxial submarine cables |
| **Japan** | *general assessment:* excellent domestic and international service |
| | *domestic:* high level of modern technology and excellent service of every kind |
| | *international:* satellite earth stations - 5 Intelsat (4 Pacific Ocean and 1 Indian Ocean), 1 Intersputnik (Indian Ocean region), and 1 Inmarsat (Pacific and Indian Ocean regions); submarine cables to China, Philippines, Russia, and US (via Guam) (1999) |
| **Jersey** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* 3 submarine cables |
| **Johnston Atoll** | *general assessment:* 33 commercial lines, 15 incoming and 18 outgoing; adequate telecommunications |
| | *domestic:* 60-channel submarine cable (broken in January 2002), 24 DSN circuits by satellite, Automated Digital Network (AUTODIN) with standard remote terminal, digital telephone switch, Military Affiliated Radio System (MARS) station (scheduled for decommissioning March 2003), UHF/VHF air-ground radio, a link to the Pacific Consolidated Telecommunications Network (PCTN) satellite |
| | *international:* NA (2002) |
| **Jordan** | *general assessment:* service has improved recently with the increased use of digital switching equipment, but better access to the telephone system is needed in the rural areas and easier access to pay telephones is needed by the urban public |
| | *domestic:* microwave radio relay transmission and coaxial and fiber-optic cable are employed on trunk lines; considerable use of mobile cellular systems; Internet service is available |
| | *international:* satellite earth stations - 3 Intelsat, 1 Arabsat, and 29 land and maritime Inmarsat terminals; fiber-optic cable to Saudi Arabia and microwave radio relay link with Egypt and Syria; connection to international submarine cable FLAG (Fiber-Optic Link Around the Globe); participant in MEDARABTEL; international links total about 4,000 |
| **Kazakhstan** | *general assessment:* service is poor; equipment antiquated |
| | *domestic:* intercity by landline and microwave radio relay; mobile cellular systems are available in most of Kazakhstan |
| | *international:* international traffic with other former Soviet republics and China carried by landline and microwave radio relay; with other countries by satellite and by the Trans-Asia-Europe (TAE) fiber-optic cable; satellite earth stations - 2 Intelsat |
| **Kenya** | *general assessment:* unreliable; little attempt to modernize except for service to business |
| | *domestic:* trunks are primarily microwave radio relay; business data commonly transferred by a very small aperture terminal (VSAT) system |
| | *international:* satellite earth stations - 4 Intelsat |
| **Kiribati** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| | *note:* Kiribati is being linked to the Pacific Ocean Cooperative Telecommunications Network, which should improve telephone service |
| **Korea, North** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* satellite earth stations - 1 Intelsat (Indian Ocean) and 1 Russian (Indian Ocean region); other international connections through Moscow and Beijing |
| **Korea, South** | *general assessment:* excellent domestic and international services |
| | *domestic:* NA |
| | *international:* fiber-optic submarine cable to China; the Russia-Korea-Japan submarine cable; satellite earth stations - 3 Intelsat (2 Pacific Ocean and 1 Indian Ocean) and 1 Inmarsat (Pacific Ocean region) |
| **Kuwait** | *general assessment:* the quality of service is excellent |
| | *domestic:* new telephone exchanges provide a large capacity for new subscribers; trunk traffic is carried by microwave radio relay, coaxial cable, open wire, and fiber-optic cable; a cellular telephone system operates throughout Kuwait, and the country is well supplied with pay telephones |
| | *international:* coaxial cable and microwave radio relay to Saudi Arabia; linked to Bahrain, Qatar, UAE via the Fiber-Optic Gulf (FOG) cable; satellite earth stations - 3 Intelsat (1 Atlantic Ocean, 2 Indian Ocean), 1 Inmarsat (Atlantic Ocean), and 2 Arabsat |
| **Kyrgyzstan** | *general assessment:* poorly developed; about 100,000 unsatisfied applications for household telephones |
| | *domestic:* principally microwave radio relay; one cellular provider, probably limited to Bishkek region |
| | *international:* connections with other CIS countries by landline or microwave radio relay and with other countries by leased connections with Moscow international gateway switch and by satellite; satellite earth stations - 1 Intersputnik and 1 Intelsat; connected internationally by the Trans-Asia-Europe (TAE) fiber-optic line |
| **Laos** | *general assessment:* service to general public is poor but improving, with over 20,000 telephones currently in service and an additional 48,000 expected by 2001; the government relies on a radiotelephone network to communicate with remote areas |
| | *domestic:* radiotelephone communications |
| | *international:* satellite earth station - 1 Intersputnik (Indian Ocean region) |
| **Latvia** | *general assessment:* inadequate, but is being modernized to provide an international capability independent of the Moscow international switch; more facilities are being installed for individual use |
| | *domestic:* expansion underway in intercity trunk line connections, rural exchanges, and mobile systems; still many unsatisfied subscriber applications |
| | *international:* international connections are now available via cable and a satellite earth station at Riga, enabling direct connections for most calls (1998) |
| **Lebanon** | *general assessment:* telecommunications system severely damaged by civil war; rebuilding well underway |
| | *domestic:* primarily microwave radio relay and cable |
| | *international:* satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean) (erratic operations); coaxial cable to Syria; microwave radio relay to Syria but inoperable beyond Syria to Jordan; 3 submarine coaxial cables |
| **Lesotho** | *general assessment:* rudimentary system |
| | *domestic:* consists of a few landlines, a small microwave radio relay system, and a minor radiotelephone communication system; a cellular mobile telephone system is growing |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Liberia** | *general assessment:* telephone and telegraph service via microwave radio relay network; main center is Monrovia |
| | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Libya** | *general assessment:* telecommunications system is being modernized; mobile cellular telephone system became operational in 1996 |
| | *domestic:* microwave radio relay, coaxial cable, cellular, tropospheric scatter, and a domestic satellite system with 14 earth stations |
| | *international:* satellite earth stations - 4 Intelsat, NA Arabsat, and NA Intersputnik; submarine cables to France and Italy; microwave radio relay to Tunisia and Egypt; tropospheric scatter to Greece; participant in Medarabtel (1999) |
| **Liechtenstein** | *general assessment:* automatic telephone system |
| | *domestic:* NA |
| | *international:* linked to Swiss networks by cable and microwave radio relay |
| **Lithuania** | *general assessment:* inadequate, but is being modernized to provide an improved international capability and better residential access |
| | *domestic:* a national, fiber-optic cable, interurban, trunk system is nearing completion; rural exchanges are being improved and expanded; mobile cellular systems are being installed; access to the Internet is available; still many unsatisfied telephone subscriber applications |
| | *international:* landline connections to Latvia and Poland; major international connections to Denmark, Sweden, and Norway by submarine cable for further transmission by satellite |
| **Luxembourg** | *general assessment:* highly developed, completely automated and efficient system, mainly buried cables |
| | *domestic:* nationwide cellular telephone system; buried cable |
| | *international:* 3 channels leased on TAT-6 coaxial submarine cable (Europe to North America) |
| **Macau** | *general assessment:* fairly modern communication facilities maintained for domestic and international services |
| | *domestic:* NA |
| | *international:* HF radiotelephone communication facility; access to international communications carriers provided via Hong Kong and China; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Macedonia, The Former Yugoslav Republic of** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* NA |
| **Madagascar** | *general assessment:* system is above average for the region |
| | *domestic:* open-wire lines, coaxial cables, microwave radio relay, and tropospheric scatter links connect regions |
| | *international:* submarine cable to Bahrain; satellite earth stations - 1 Intelsat (Indian Ocean) and 1 Intersputnik (Atlantic Ocean region) |
| **Malawi** | *general assessment:* NA |
| | *domestic:* system employs open-wire lines, microwave radio relay links, and radiotelephone communications stations |
| | *international:* satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean) |
| **Malaysia** | *general assessment:* modern system; international service excellent |
| | *domestic:* good intercity service provided on Peninsular Malaysia mainly by microwave radio relay; adequate intercity microwave radio relay network between Sabah and Sarawak via Brunei; domestic satellite system with 2 earth stations |
| | *international:* submarine cables to India, Hong Kong, and Singapore; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean) (2001) |
| **Maldives** | *general assessment:* minimal domestic and international facilities |
| | *domestic:* interatoll communication through microwave links; all inhabited islands are connected with telephone and fax service |
| | *international:* satellite earth station - 3 Intelsat (Indian Ocean) |
| **Mali** | *general assessment:* domestic system unreliable but improving; provides only minimal service |
| | *domestic:* network consists of microwave radio relay, open wire, and radiotelephone communications stations; expansion of microwave radio relay in progress |
| | *international:* satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) |
| **Malta** | *general assessment:* automatic system satisfies normal requirements |
| | *domestic:* submarine cable and microwave radio relay between islands |
| | *international:* 2 submarine cables; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Man, Isle of** | *general assessment:* NA |
| | *domestic:* landline, telefax, mobile cellular telephone system |
| | *international:* fiber-optic cable, microwave radio relay, satellite earth station, submarine cable |
| **Marshall Islands** | *general assessment:* digital switching equipment; modern services include telex, cellular, internet, international calling, caller ID, and leased data circuits |
| | *domestic:* Majuro Atoll and Ebeye and Kwajalein islands have regular, seven-digit, direct-dial telephones; other islands interconnected by shortwave radiotelephone (used mostly for government purposes) |
| | *international:* satellite earth stations - 2 Intelsat (Pacific Ocean); US Government satellite communications system on Kwajalein (2001) |
| **Martinique** | *general assessment:* domestic facilities are adequate |
| | *domestic:* NA |
| | *international:* microwave radio relay to Guadeloupe, Dominica, and Saint Lucia; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **Mauritania** | *general assessment:* limited system of cable and open-wire lines, minor microwave radio relay links, and radiotelephone communications stations (improvements being made) |
| | *domestic:* mostly cable and open-wire lines; a recently completed domestic satellite telecommunications system links Nouakchott with regional capitals |
| | *international:* satellite earth stations - 1 Intelsat (Atlantic Ocean) and 2 Arabsat |
| **Mauritius** | *general assessment:* small system with good service |
| | *domestic:* primarily microwave radio relay trunk system |
| | *international:* satellite earth station - 1 Intelsat (Indian Ocean); new microwave link to Reunion; HF radiotelephone links to several countries |
| **Mayotte** | *general assessment:* small system administered by French Department of Posts and Telecommunications |
| | *domestic:* NA |
| | *international:* microwave radio relay and HF radiotelephone communications to Comoros (2001) |
| **Mexico** | *general assessment:* low telephone density with about 12 main lines per 100 persons; privatized in December 1990; the opening to competition in January 1997 improved prospects for development |
| | *domestic:* adequate telephone service for business and government, but the population is poorly served; domestic satellite system with 120 earth stations; extensive microwave radio relay network; considerable use of fiber-optic cable, coaxial cable, and mobile cellular service |
| | *international:* satellite earth stations - 32 Intelsat, 2 Solidaridad (giving Mexico improved access to South America, Central America, and much of the US as well as enhancing domestic communications), numerous Inmarsat mobile earth stations; linked to Central American Microwave System of trunk connections; high capacity Columbus-2 fiber-optic submarine cable with access to the US, Virgin Islands, Canary Islands, Morocco, Spain, and Italy (1997) |
| **Micronesia, Federated States of** | *general assessment:* adequate system |
| | *domestic:* islands interconnected by shortwave radiotelephone (used mostly for government purposes) |
| | *international:* satellite earth stations - 5 Intelsat (Pacific Ocean) (2002) |
| **Moldova** | *general assessment:* inadequate, outmoded, poor service outside Chisinau, some effort to modernize is under way |
| | *domestic:* new subscribers face long wait for service; mobile cellular telephone service being introduced |
| | *international:* service through Romania and Russia via landline; satellite earth stations - Intelsat, Eutelsat, and Intersputnik |
| **Monaco** | *general assessment:* modern automatic telephone system |
| | *domestic:* NA |
| | *international:* no satellite earth stations; connected by cable into the French communications system |
| **Mongolia** | *general assessment:* very low density: about 3.5 telephones for each thousand persons |
| | *domestic:* NA |
| | *international:* satellite earth station - 1 Intersputnik (Indian Ocean Region) |
| **Montserrat** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* NA |
| **Morocco** | *general assessment:* modern system with all important capabilities; however density is low with only 4.6 main lines available for each 100 persons |
| | *domestic:* good system composed of open-wire lines, cables, and microwave radio relay links; Internet available but expensive; principal switching centers are Casablanca and Rabat; national network nearly 100% digital using fiber-optic links; improved rural service employs microwave radio relay |
| | *international:* 7 submarine cables; satellite earth stations - 2 Intelsat (Atlantic Ocean) and 1 Arabsat; microwave radio relay to Gibraltar, Spain, and Western Sahara; coaxial cable and microwave radio relay to Algeria; participant in Medarabtel; fiber-optic cable link from Agadir to Algeria and Tunisia (1998) |
| **Mozambique** | *general assessment:* fair system but not available generally (telephone density is only 3.5 telephones for each 1,000 persons) |
| | *domestic:* the system consists of open-wire lines and trunk connection by microwave radio relay and tropospheric scatter |
| | *international:* satellite earth stations - 5 Intelsat (2 Atlantic Ocean and 3 Indian Ocean) |
| **Namibia** | *general assessment:* good system; about 6 telephones for each 100 persons |
| | *domestic:* good urban services; fair rural service; microwave radio relay links major towns; connections to other populated places are by open wire; 100% digital |
| | *international:* fiber-optic cable to South Africa, microwave radio relay link to Botswana, direct links to other neighboring countries; connected to Africa ONE and South African Far East (SAFE) submarine cables through South Africa; satellite earth stations - 4 Intelsat (2002) |
| **Nauru** | *general assessment:* adequate local and international radiotelephone communication provided via Australian facilities |
| | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Nepal** | *general assessment:* poor telephone and telegraph service; fair radiotelephone communication service and mobile cellular telephone network |
| | *domestic:* NA |
| | *international:* radiotelephone communications; microwave landline to India; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Netherlands** | *general assessment:* highly developed and well maintained |
| | *domestic:* the existing system of multi-conductor cables is gradually being replaced by fiber-optic cables; the density of cellular telephone traffic is rapidly increasing and further modernization of the system is expected in 2001, with the introduction of the third generation of the Global System for Mobile Communications (GSM) |
| | *international:* 5 submarine cables; satellite earth stations - 3 Intelsat (1 Indian Ocean and 2 Atlantic Ocean), 1 Eutelsat, and 1 Inmarsat (Atlantic and Indian Ocean regions) (1996) |
| **Netherlands Antilles** | *general assessment:* generally adequate facilities |
| | *domestic:* extensive interisland microwave radio relay links |
| | *international:* submarine cables - 2; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **New Caledonia** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| **New Zealand** | *general assessment:* excellent domestic and international systems |
| | *domestic:* NA |
| | *international:* submarine cables to Australia and Fiji; satellite earth stations - 2 Intelsat (Pacific Ocean) |
| **Nicaragua** | *general assessment:* inadequate system being upgraded by foreign investment |
| | *domestic:* low-capacity microwave radio relay and wire system being expanded; connected to Central American Microwave System |
| | *international:* satellite earth stations - 1 Intersputnik (Atlantic Ocean region) and 1 Intelsat (Atlantic Ocean) |
| **Niger** | *general assessment:* small system of wire, radio telephone communications, and microwave radio relay links concentrated in the southwestern area of Niger |
| | *domestic:* wire, radiotelephone communications, and microwave radio relay; domestic satellite system with 3 earth stations and 1 planned |
| | *international:* satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) |
| **Nigeria** | *general assessment:* an inadequate system, further limited by poor maintenance; major expansion is required and a start has been made |
| | *domestic:* intercity traffic is carried by coaxial cable, microwave radio relay, a domestic communications satellite system with 19 earth stations, and a coastal submarine cable; mobile cellular facilities and the Internet are available |
| | *international:* satellite earth stations - 3 Intelsat (2 Atlantic Ocean and 1 Indian Ocean); coaxial submarine cable SAFE (South African Far East) |
| **Niue** | *domestic:* single-line telephone system connects all villages on island |
| | *international:* NA |
| **Norfolk Island** | *general assessment:* adequate |
| | *domestic:* NA |
| | *international:* radiotelephone service with Sydney (Australia) |
| **Northern Mariana Islands** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* satellite earth stations - 2 Intelsat (Pacific Ocean) |
| **Norway** | *general assessment:* modern in all respects; one of the most advanced telecommunications networks in Europe |
| | *domestic:* Norway has a domestic satellite system; moreover, the prevalence of rural areas encourages the wide use of cellular mobile systems instead of fixed wire systems |
| | *international:* 2 buried coaxial cable systems; 4 coaxial submarine cables; satellite earth stations - NA Eutelsat, NA Intelsat (Atlantic Ocean), and 1 Inmarsat (Atlantic and Indian Ocean regions); note - Norway shares the Inmarsat earth station with the other Nordic countries (Denmark, Finland, Iceland, and Sweden) (1999) |
| **Oman** | *general assessment:* modern system consisting of open wire, microwave, and radiotelephone communication stations; limited coaxial cable |
| | *domestic:* open wire, microwave, radiotelephone communications, and a domestic satellite system with 8 earth stations |
| | *international:* satellite earth stations - 2 Intelsat (Indian Ocean) and 1 Arabsat |
| **Pakistan** | *general assessment:* the domestic system is mediocre, but improving; service is adequate for government and business use, in part because major businesses have established their own private systems; since 1988, the government has promoted investment in the national telecommunications system on a priority basis, significantly increasing network capacity; despite major improvements in trunk and urban systems, telecommunication services are still not readily available to the majority of the rural population |
| | *domestic:* microwave radio relay, coaxial cable, fiber-optic cable, cellular, and satellite networks |
| | *international:* satellite earth stations - 3 Intelsat (1 Atlantic Ocean and 2 Indian Ocean); 3 operational international gateway exchanges (1 at Karachi and 2 at Islamabad); microwave radio relay to neighboring countries (1999) |
| **Palau** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Panama** | *general assessment:* domestic and international facilities well developed |
| | *domestic:* NA |
| | *international:* 1 coaxial submarine cable; satellite earth stations - 2 Intelsat (Atlantic Ocean); connected to the Central American Microwave System |
| **Papua New Guinea** | *general assessment:* services are adequate and being improved; facilities provide radiotelephone and telegraph, coastal radio, aeronautical radio, and international radio communication services |
| | *domestic:* mostly radiotelephone |
| | *international:* submarine cables to Australia and Guam; satellite earth station - 1 Intelsat (Pacific Ocean); international radio communication service |
| **Paraguay** | *general assessment:* meager telephone service; principal switching center is Asuncion |
| | *domestic:* fair microwave radio relay network |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Peru** | *general assessment:* adequate for most requirements |
| | *domestic:* nationwide microwave radio relay system and a domestic satellite system with 12 earth stations |
| | *international:* satellite earth stations - 2 Intelsat (Atlantic Ocean); Pan American submarine cable |
| **Philippines** | *general assessment:* good international radiotelephone and submarine cable services; domestic and interisland service adequate |
| | *domestic:* domestic satellite system with 11 earth stations |
| | *international:* 9 international gateways; satellite earth stations - 3 Intelsat (1 Indian Ocean and 2 Pacific Ocean); submarine cables to Hong Kong, Guam, Singapore, Taiwan, and Japan |
| **Pitcairn Islands** | *general assessment:* only party line telephone service is available for this small, closely related community |
| | *domestic:* party line service only |
| | *international:* radiotelephone |
| **Poland** | *general assessment:* underdeveloped and outmoded system; government aimed to have 10 million telephones in service by 2000; the process of partial privatization of the state-owned telephone monopoly has begun; in 1998 there were over 2 million applicants on the waiting list for telephone service |
| | *domestic:* cable, open wire, and microwave radio relay; 3 cellular networks; local exchanges 56.6% digital |
| | *international:* satellite earth stations - 2 Intelsat, NA Eutelsat, 2 Inmarsat (Atlantic and Indian Ocean regions), and 1 Intersputnik (Atlantic Ocean region) |
| **Portugal** | *general assessment:* undergoing rapid development in recent years, Portugal's telephone system, by the end of 1998, achieved a state-of-the-art network with broadband, high-speed capabilities and a main line telephone density of 53% |
| | *domestic:* integrated network of coaxial cables, open wire, microwave radio relay, and domestic satellite earth stations |
| | *international:* 6 submarine cables; satellite earth stations - 3 Intelsat (2 Atlantic Ocean and 1 Indian Ocean), NA Eutelsat; tropospheric scatter to Azores; note - an earth station for Inmarsat (Atlantic Ocean region) is planned |
| **Puerto Rico** | *general assessment:* modern system, integrated with that of the US by high-capacity submarine cable and Intelsat with high-speed data capability |
| | *domestic:* digital telephone system; cellular telephone service |
| | *international:* satellite earth station - 1 Intelsat; submarine cable to US |
| **Qatar** | *general assessment:* modern system centered in Doha |
| | *domestic:* NA |
| | *international:* tropospheric scatter to Bahrain; microwave radio relay to Saudi Arabia and UAE; submarine cable to Bahrain and UAE; satellite earth stations - 2 Intelsat (1 Atlantic Ocean and 1 Indian Ocean) and 1 Arabsat |
| **Reunion** | *general assessment:* adequate system; principal center is Saint-Denis |
| | *domestic:* modern open wire and microwave radio relay network |
| | *international:* radiotelephone communication to Comoros, France, Madagascar; new microwave route to Mauritius; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Romania** | *general assessment:* poor domestic service, but improving |
| | *domestic:* 90% of telephone network is automatic; trunk network is mostly microwave radio relay, with some fiber-optic cable; about one-third of exchange capacity is digital; roughly 3,300 villages have no service |
| | *international:* satellite earth station - 1 Intelsat; new digital, international, direct-dial exchanges operate in Bucharest; note - Romania is an active participant in several international telecommunication network projects (1999) |
| **Russia** | *general assessment:* the telephone system has undergone significant changes in the 1990s; there are more than 1,000 companies licensed to offer communication services; access to digital lines has improved, particularly in urban centers; Internet and e-mail services are improving; Russia has made progress toward building the telecommunications infrastructure necessary for a market economy; however, a large demand for main line service remains unsatisfied |
| | *domestic:* cross-country digital trunk lines run from Saint Petersburg to Khabarovsk, and from Moscow to Novorossiysk; the telephone systems in 60 regional capitals have modern digital infrastructures; cellular services, both analog and digital, are available in many areas; in rural areas, the telephone services are still outdated, inadequate, and low density |
| | *international:* Russia is connected internationally by three undersea fiber-optic cables; digital switches in several cities provide more than 50,000 lines for international calls; satellite earth stations provide access to Intelsat, Intersputnik, Eutelsat, Inmarsat, and Orbita systems |
| **Rwanda** | *general assessment:* telephone system primarily serves business and government |
| | *domestic:* the capital, Kigali, is connected to the centers of the prefectures by microwave radio relay and, recently, by cellular telephone service; much of the network depends on wire and HF radiotelephone |
| | *international:* international connections employ microwave radio relay to neighboring countries and satellite communications to more distant countries; satellite earth stations - 1 Intelsat (Indian Ocean) in Kigali (includes telex and telefax service) |
| **Saint Helena** | *general assessment:* can communicate worldwide |
| | *domestic:* automatic network |
| | *international:* HF radiotelephone from Saint Helena to Ascension which is a major coaxial submarine cable relay point between South Africa, Portugal, and UK ; satellite earth stations - 2 Intelsat (Atlantic Ocean) |
| **Saint Kitts and Nevis** | *general assessment:* good interisland and international connections |
| | *domestic:* interisland links to Antigua and Barbuda and Saint Martin (Guadeloupe and Netherlands Antilles) are handled by VHF/UHF/SHF radiotelephone |
| | *international:* international calls are carried by radiotelephone to Antigua and Barbuda and switched there to submarine cable or to Intelsat; or carried to Saint Martin (Guadeloupe and Netherlands Antilles) by radiotelephone and switched to Intelsat |
| **Saint Lucia** | *general assessment:* adequate system |
| | *domestic:* system is automatically switched |
| | *international:* direct microwave radio relay link with Martinique and Saint Vincent and the Grenadines; tropospheric scatter to Barbados; international calls beyond these countries are carried by Intelsat from Martinique |
| **Saint Pierre and Miquelon** | *general assessment:* adequate |
| | *domestic:* NA |
| | *international:* radiotelephone communication with most countries in the world; 1 earth station in French domestic satellite system |
| **Saint Vincent and the Grenadines** | *general assessment:* adequate system |
| | *domestic:* islandwide, fully automatic telephone system; VHF/UHF radiotelephone from Saint Vincent to the other islands of the Grenadines |
| | *international:* VHF/UHF radiotelephone from Saint Vincent to Barbados; new SHF radiotelephone to Grenada and to Saint Lucia; access to Intelsat earth station in Martinique through Saint Lucia |
| **Samoa** | *general assessment:* adequate |
| | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Pacific Ocean) |
| **San Marino** | *general assessment:* adequate connections |
| | *domestic:* automatic telephone system completely integrated into Italian system |
| | *international:* connected to Italian international network |
| **Sao Tome and Principe** | *general assessment:* adequate facilities |
| | *domestic:* minimal system |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Saudi Arabia** | *general assessment:* modern system |
| | *domestic:* extensive microwave radio relay, coaxial cable, and fiber-optic cable systems |
| | *international:* microwave radio relay to Bahrain, Jordan, Kuwait, Qatar, UAE, Yemen, and Sudan; coaxial cable to Kuwait and Jordan; submarine cable to Djibouti, Egypt and Bahrain; satellite earth stations - 5 Intelsat (3 Atlantic Ocean and 2 Indian Ocean), 1 Arabsat, and 1 Inmarsat (Indian Ocean region) |
| **Senegal** | *general assessment:* good system |
| | *domestic:* above-average urban system; microwave radio relay, coaxial cable and fiber-optic cable in trunk system |
| | *international:* 4 submarine cables; satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Serbia and Montenegro** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Seychelles** | *general assessment:* effective system |
| | *domestic:* radiotelephone communications between islands in the archipelago |
| | *international:* direct radiotelephone communications with adjacent island countries and African coastal countries; satellite earth station - 1 Intelsat (Indian Ocean) |
| **Sierra Leone** | *general assessment:* marginal telephone and telegraph service |
| | *domestic:* The national microwave radio relay trunk system connects Freetown to Bo and Kenema (April 2001) |
| | *international:* satellite earth station - 1 Intelsat (Atlantic Ocean) |
| **Singapore** | *general assessment:* major consideration given to serving business interests; excellent international service |
| | *domestic:* excellent domestic facilities |
| | *international:* submarine cables to Malaysia (Sabah and Peninsular Malaysia), Indonesia, and the Philippines; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Pacific Ocean), and 1 Inmarsat (Pacific Ocean region) |
