FIELD LISTING :: EXECUTIVE BRANCH

This entry includes several subfields. Chief of state includes the name and title of the titular leader of the country who represents the state at official and ceremonial functions but may not be involved with the day-to-day activities of the government. Head of government includes the name and title of the top administrative leader who is designated to manage the day-to-day activities of the government. For example, in the UK, the monarch is the chief of state, and the prime minister is the head of government. In the US, the president is both the chief of state and the head of government. Cabinet includes the official name for this body of high-ranking advisers and the method for selection of members. Elections includes the nature of election process or accession to power, date of the last election, and date of the next election. Election results includes the percent of vote for each candidate in the last election.

| Country | EXECUTIVE BRANCH |
| | *cabinet:* Council of Ministers proposed by the president of the Council of State, appointed by the National Assembly or the 28-member Council of State, and elected by the assembly to act on its behalf when it is not in session |
| | *elections/appointments:* president and vice presidents indirectly elected by the National Assembly for a 5-year term (no term limit); election last held on 24 February 2013 (next to be held in 2018) |
| | *election results:* Gen. Raul CASTRO Ruz (PPC) reelected president; percent of National Assembly vote - 100%; Miguel DIAZ-CANEL (PPC) Bermudez elected vice president; percent of National Assembly vote- 100% |
| **Curacao** | *chief of state:* King WILLEM-ALEXANDER of the Netherlands (since 30 April 2013); represented by Governor Lucille A. GEORGE-WOUT (since 4 November 2013) |
| | *head of government:* Prime Minister Ivar ASJES (since 7 June 2013) |
| | *cabinet:* Cabinet appointed by the governor |
| | *elections:* the monarch is hereditary; governor general appointed by the monarch; following legislative elections, the leader of the majority party is usually elected prime minister by the parliament; next election is scheduled for 2016 |
| **Cyprus** | *chief of state:* President Nicos ANASTASIADES (since 28 February 2013); note - the president is both chief of state and head of government; vice president (vacant); note - vice presidency reserved for Turkish Cypriot |
| | *head of government:* President Nicos ANASTASIADES (since 28 February 2013) |
| | *cabinet:* Council of Ministers appointed by the president; note - under the 1960 constitution, 3 of the ministerial posts reserved for Turkish Cypriots, appointed by the vice president; positions currently filled by Greek Cypriots |
| | *elections/appointments:* president directly elected by absolute majority popular vote in 2 rounds if needed for a 5-year term; election last held on 17 and 24 February 2013 (next to be held in February 2018) |
| | *election results:* Nicos ANASTASIADES elected president; percent of vote in first round - Nicos ANASTASIADES (DISY) 45.5%, Stavros MALAS(AKEL) 26.9%, Giorgos LILLIKAS (SP) 24.9%, other 2.7%; percent of vote in second round - Nicos ANASTASIADES 57.5%, Savros MALAS 42.5% |
| | *note:* Mustafa AKINCI elected "president" of the "TRNC" on 30 April 2015; percent of vote in first round (19 April 2015) - Dervis EROGLU (UBP) 28.2%, Mustafa AKINCI (TDP) 26.9%, other 44.9%; percent of vote in runoff (26 April 2015) - AKINCI 60.5%, EROGLU 39.5%; Ozkan YORGANCIOGLU (CTP-BG) became "TRNC prime minister" |
| **Czech Republic** | *chief of state:* President Milos ZEMAN (since 8 March 2013) |
| | *head of government:* Prime Minister Bohuslav SOBOTKA (since 17 January 2014); First Deputy Prime Minister Andrej BABIS and Deputy Prime Minister Pavel BELOBRADEK (both since 29 January 2014) |
| | *cabinet:* Cabinet appointed by the president on the recommendation of the prime minister |
| | *elections/appointments:* president directly elected by absolute majority popular vote in 2 rounds if needed for a 5-year term (limited to 2 consecutive terms); elections last held on 11-12 January 2013 with a runoff on 25-26 January 2013 (next to be held in January 2018); prime minister appointed by the president for a 5-year term |
| | *election results:* Milos ZEMAN elected president; percent of popular vote - Milos ZEMAN (SPO) 54.8%, Karel SCHWARZENBERG (TOP 09) 45.2% |
| **Denmark** | *chief of state:* Queen MARGRETHE II (since 14 January 1972); Heir Apparent Crown Prince FREDERIK, elder son of the monarch (born on 26 May 1968) |
| | *head of government:* Prime Minister Helle THORNING-SCHMIDT (since 3 October 2011) |
| | *cabinet:* Council of State appointed by the monarch |
| | *elections/appointments:* the monarchy is hereditary; following legislative elections, the leader of the majority party or majority coalition usually appointed prime minister by the monarch |
| **Dhekelia** | *chief of state:* Queen ELIZABETH II (since 6 February 1952) |
| | *head of government:* Administrator Air Vice Marshall Graham STACEY (since 4 November 2010); note - reports to the British Ministry of Defense |
| | *elections/appointments:* the monarchy is hereditary; administrator appointed by the monarch on the advice of the Ministry of Defense |
| **Djibouti** | *chief of state:* President Ismail Omar GUELLEH (since 8 May 1999) |
| | *head of government:* Prime Minister Abdoulkader Kamil MOHAMED (since 1 April 2013) |
| | *cabinet:* Council of Ministers appointed by the prime minister |
| | *elections/appointments:* president directly elected by absolute majority popular vote in 2 rounds if needed for a 5-year term; (constitution amended in 2010 to allow a third term); election last held on 8 April 2011 (next to be held by 2016); prime minister appointed by the president |
| | *election results:* Ismail Omar GUELLEH reelected president for a third term; percent of vote - Ismail Omar GUELLEH (RPP) 80.6%, Mohamed Warsama RAGUEH (independent) 19.4% |
| **Dominica** | *chief of state:* President Charles A. SAVARIN (since 2 October 2013) |
| | *head of government:* Prime Minister Roosevelt SKERRIT (since 8 January 2004) |
| | *cabinet:* Cabinet appointed by the president on the advice of the prime minister |
| | *elections/appointments:* president nominated by the prime minister and leader of the opposition party and elected by the House of Assembly for a 5-year term (eligible for a second term); election last held on 30 September 2013 (next to be held in October 2018); prime minister appointed by the president |
| | *election results:* Charles A. SAVARIN (DLP) elected president by a vote of 19-0 on 30 September 2013 |
| **Dominican Republic** | *chief of state:* President Danilo MEDINA Sanchez (since 16 August 2012); Vice President Margarita CEDENO DE FERNANDEZ (since 16 August 2012); note - the president is both chief of state and head of government |
| | *head of government:* President Danilo MEDINA Sanchez (since 16 August 2012); Vice President Margarita CEDENO DE FERNANDEZ (since 16 August 2012) |
| | *cabinet:* Cabinet nominated by the president |
| | *elections/appointments:* president and vice president directly elected on the same ballot by absolute vote in 2 rounds if needed for a 4-year term (eligible for consecutive terms); election last held on 20 May 2012 (next to be held in 2016) |
| | *election results:* Danilo MEDINA Sanchez elected president; percent of vote - Danilo MEDINA Sanchez (PLD) 51.2%, Hipolito MEJIA (PRD) 47%, other 1.8%; Margarita CEDENO DE FERNANDEZ (PLD) elected vice president |
| **Ecuador** | *chief of state:* President Rafael CORREA Delgado (since 15 January 2007); Vice President Jorge GLAS Espinel (since 24 May 2013); note - the president is both chief of state and head of government |
| | *head of government:* President Rafael CORREA Delgado (since 15 January 2007); Vice President Jorge GLAS Espinel (since 24 May 2013) |
| | *cabinet:* Cabinet appointed by the president |
| | *elections/appointments:* president and vice president directly elected on the same ballot by absolute majority popular vote in 2 rounds if needed for a 4-year term (eligible for a second term); election last held on 17 February 2013 (next to be held in 2017) |
| | *election results:* President Rafael CORREA Delgado reelected president; percent of vote - Rafael CORREA Delgado (Alianza PAIS Movement) 57.2%, Guillermo LASSO (CREO) 22.7%, Lucio GUTIERREZ (PSP) 6.8%, Mauricio RODAS (SUMA) 3.9%, other 9.4% |
| **Egypt** | *Chief of state:* President Abdelfattah Said ELSISI (since 8 June 2014) |
| | *head of government:* Prime Minister Ibrahim MEHLAB (since 1 March 2014) |
| | *cabinet:* Cabinet sworn in 17 June 2014 |
| | *elections/appointments:* president elected by absolute majority popular vote in 2 rounds if needed for a 4-year term (eligible for a second term); election last held on 26-28 May 2014 (next to be held in May 2018); prime minister appointed by the president, approved by the House of Representatives |
| | *election results:* Abdelfattah Said ELSISI elected president; percent of vote in 1 round - Abdelfattah Said ELSISI (independent) 96.6%, Hamdeen SABAHI (Egyptian Current Party ) 3.4% |
| **El Salvador** | *chief of state:* President Salvador SANCHEZ CEREN (since 1 June 2014); Vice President Salvador Oscar ORTIZ (since 1 June 2014); note - the president is both chief of state and head of government |
| | *head of government:* President Salvador SANCHEZ CEREN (since 1 June 2014); Vice President Salvador Oscar ORTIZ (since 1 June 2014) |
| | *cabinet:* Council of Ministers selected by the president |
| | *elections/appointments:* president and vice president directly elected on the same ballot by absolute majority popular vote in 2 rounds if needed for a single 5-year term; election last held on 2 February 2014, with a runoff on 9 March 2014 (next to be held in February 2019) |
| | *election results:* percent of vote - Salvador SANCHEZ CEREN elected president; first-round results - Salvador SANCHEZ CEREN (FMLN) 48.9%, Norman QUIJANO (ARENA) 39%, Antonio SACA (CN) 11.4%, other 0.7%; second-round results - Salvador SANCHEZ CEREN 50.1%, Norman QUIJANO 49.9% |
| **Equatorial Guinea** | *chief of state:* President Brig. Gen. (Ret.) Teodoro Obiang NGUEMA MGASOGO (since 3 August 1979 when he seized power in a military coup) |
| | *head of government:* Prime Minister Vicente EHATE TOMI (since 22 May 2012); First Deputy Prime Minister Clemente ENGONG NGUEMA ONGUENE; Second Deputy Prime Minister Francisco Pascual OBAMA ASUE; Third Deputy Prime Minister Alfonso NSUE MOKUY |
| | *cabinet:* Council of Ministers appointed by the president |
| | *elections/appointments:* president directly elected by simple majority popular vote for a 7-year term (eligible for a second term); election last held on 29 November 2009 (next to be held in 2016); prime minister and deputy prime ministers appointed by the president |
| | *election results:* Teodoro Obiang NGUEMA MBASOGO reelected president; percent of vote - Teodoro Obiang NGUEMA MBASOGO (PDGE) 95.8%, Placido MICO Abogo (CPDS) 3.6%, other 0.6% |
| **Eritrea** | *chief of state:* President ISAIAS Afworki (since 8 June 1993); note - the president is both chief of state and head of government and is head of the State Council and National Assembly |
| | *head of government:* President ISAIAS Afworki (since 8 June 1993) |
| | *cabinet:* State Council appointed by the president |
| | *elections/appointments:* president indirectly elected by the National Assembly for a 5-year term (eligible for a second term); the only election was held on 8 June 1993, following independence from Ethiopia (next election postponed indefinitely) |
| | *election results:* ISAIAS Afworki elected president by the transitional National Assembly; percent of National Assembly vote - ISAIAS Afworki (PFDJ) 95%, other 5% |
| **Estonia** | *chief of state:* President Toomas Hendrik ILVES (since 9 October 2006) |
| | *head of government:* Taavi ROIVAS (since 26 March 2014) |
| | *cabinet:* Cabinet appointed by the prime minister, approved by Parliament |
| | *elections/appointments:* president indirectly elected by Parliament for a 5-year term (eligible for a second term); if a candidate does not secure two-thirds of the votes after three rounds of balloting, then an electoral assembly of Parliament and local council members elects the president, choosing between the two candidates with the highest number of votes; election last held on 29 August 2011 (next to be held in the fall of 2016); prime minister nominated by the president and approved by Parliament |
| | *election results:* Toomas Hendrik ILVES reelected president; Parliament vote - Toomas Hendrik ILVES (independent) 73, Indrek TARAND (independent) 25 |
| **Ethiopia** | *chief of state:* President MULATU Teshome Wirtu (since 7 October 2013) |
| | *head of government:* Prime Minister HAILEMARIAM Desalegn (since 21 September 2012); Deputy Prime Ministers ASTER Mamo, DEBRETSION Gebre-Michael, DEMEKE Mekonnen Hassen; note - prior to his approval as prime minister, HAILEMARIAM had been acting prime minister due to the death of former Prime Minister MELES |
| | *cabinet:* Council of Ministers selected by the prime minister and approved by the House of People's Representatives |
| | *elections/appointments:* president indirectly elected by both chambers of Parliament for a 6-year term (eligible for a second term); election last held on 7 October 2013 (next to be held in October 2019); prime minister designated by the majority party following legislative elections |
| | *election results:* MULATU Teshome Wirtu (OPDO) elected president by acclamation |
| **European Union** | *note:* the High Representative of the Union for Foreign Affairs and Security Policy is the ECÆs external representation and foreign policy making body; Frederica MOGHERINI (since 1 November 2014), is the current High Representative; the High Representative helps develop and implement the EU's Common Foreign and Security Policy and Common Security and Defense Policy, chairs the Foreign Affairs Council, represents and acts for the Union in many international contexts, and oversees the European External Action Service, the diplomatic corps of the EU; Frederica MOGHERINI nominated by the Italian prime minister and approved by the European Council to serve a 5-year term |
| **Falkland Islands (Islas Malvinas)** | *chief of state:* Queen ELIZABETH II (since 6 February 1952); representated by Governor Colin ROBERTS (since 28 April 2014) |
| | *head of government:* Chief Executive Keith PADGETT (since 1 February 2012) |
| | *cabinet:* Executive Council elected by the Legislative Council |
| | *elections/appointments:* the monarchy is hereditary; governor appointed by the monarch; chief executive appointed by the governor |
| **Faroe Islands** | *chief of state:* Queen MARGRETHE II of Denmark (since 14 January 1972), represented by High Commissioner Dan Michael KNUDSEN, chief administrative officer (since 2008) |
| | *head of government:* Prime Minister Kaj Leo JOHANNESSEN (since 26 September 2008) |
| | *cabinet:* Landsstyri appointed by the prime minister |
| | *elections/appointments:* the monarchy is hereditary; high commissioner appointed by the monarch; following legislative elections, the leader of the majority party or majority coalition usually elected prime minister by the Faroese Parliament; election last held on 14 November 2011 (next to be held no later than November 2015) |
| | *election results:* Kaj Leo JOHANNESSEN (Kaj) reelected prime minister; Parliament vote - NA |
| **Fiji** | *chief of state:* President Ratu Epeli NAILATIKAU (since 30 July 2009) |
| | *head of government:* Prime Minister Voreqe "Frank" BAINIMARAMA (since 22 September 2014) |
| | *cabinet:* Cabinet appointed by the prime minister from among members of Parliament and is responsible to Parliament |
| | *elections/appointments:* under the constitution, president indirectly elected by the Great Council of Chiefs for a 5-year term (eligible for a second term); in 2007, the Great Council of Chiefs was suspended from its role in electing the president and disestablished in 2012; prime minister appointed by the president |
| | *election results:* Ratu Epeli NAILATIKAU (independent) reappointed in November 2012; term ends in 2015 |
| **Finland** | *chief of state:* President Sauli NIINISTO (since 1 March 2012) |
| | *head of government:* Prime Minister Jyrki KATAINEN (since 22 June 2011) |
| | *cabinet:* Council of State or Valtioneuvosto appointed by the president, responsible to Parliament |
| | *elections/appointments:* president directly elected by absolute majority popular vote in 2 rounds if needed for a 6-year term (eligible for a second term); election last held on 5 February 2012 (next to be held in February 2018); prime minister elected by Parliament and appointed by the president |
| | *election results:* percent of vote in first round - Sauli NIINISTO (Kok) 37%, Pekka HAAVISTO (Vihr) 18.8%, Paavo VAYRYNEN (Kesk) 17.5%, Timo SOINI (TF) 9.4%, Paavo LIPPONEN (SDP) 6.7%, Paavo ARHINMAKI (Vas) 5.5%, Eva BIAUDET (SFP) 2.7%, Sari ESSAYAH (KD) 2.5%; Sauli NIINISTO elected president in second round held on 5 February 2012 - NIINISTO 62.6%, HAAVISTO 37.4%; Jyrki KATAINEN elected prime minister |
| **France** | *chief of state:* President Francois HOLLANDE (since 15 May 2012) |
| | *head of government:* Prime Minister Manuel VALLS (since 1 April 2014) |
| | *cabinet:* Council of Ministers appointed by the president at the suggestion of the prime minister |
| | *elections/appointments:* president directly elected by absolute majority popular vote in 2 rounds if needed for a 5-year term (eligible for a second term); election last held on 22 April and 6 May 2012 (next to be held in the spring of 2017); prime minister appointed by the president |
| | *election results:* Francois HOLLANDE elected president; percent of vote in first round - Francois HOLLANDE (PS) 28.6%, Nicolas SARKOZY (UMP) 27.2%, Marine LE PEN (FN) 17.9%, Jean-Luc MELENCHON (PG) 11.1%, Francois BAYROU (moDem) 9.1%, other 6.1%; percent of vote in second round - HOLLANDE 51.6%, SARKOZY 48.4% |
| **French Polynesia** | *chief of state:* President Francois HOLLANDE (since 15 May 2012), represented by High Commissioner of the Republic Lionel BEFFRE (since 16 September 2013) |
| | *head of government:* President of French Polynesia Edouard FRITCH (since 12 September 2014) |
| | *cabinet:* Council of Ministers approved by the Assembly from a list of its members submitted by the president |
| | *elections/appointments:* French president directly elected by absolute majority popular vote in 2 rounds if needed for a 5-year term (eligible for a second term); high commissioner appointed by the French president on the advice of the French Ministry of Interior; French Polynesia president indirectly elected by Assembly of French Polynesia for a 5-year term (no term limits) |
| **French Southern and Antarctic Lands** | *chief of state:* President Francois HOLLANDE (since 15 May 2012), represented by Senior Administrator Cecile POGGO DI BORGO (since 13 October 2014) |
| **Gabon** | *chief of state:* President Ali BONGO Ondimba (since 16 October 2009) |
| | *head of government:* Prime Minister Daniel ONA ONDO (since 27 January 2014) |
| | *cabinet:* Council of Ministers appointed by the prime minister in consultation with the president |
| | *elections/appointments:* president directly elected by simple majority popular vote for a 7-year term (no term limits); election last held on 30 August 2009 (next to be held in 2016); prime minister appointed by the president |
| | *election results:* Ali BONGO Ondimba elected president; percent of vote - Ali BONGO Ondimba (PDG) 41.7%, Andre MBA OBAME (independent) 25.9%, Pierre MAMBOUNDOU (UPG) 25.2%, Zacharie MYBOTO (UGDD) 3.9%, other 3.3%; note |
| **Gambia, The** | *chief of state:* President Yahya JAMMEH (since 18 October 1996); Vice President Isatou NJIE-SAIDY (since 20 March 1997); note - the president is both chief of state and head of government |
| | *head of government:* President Yahya JAMMEH (since 18 October 1996); Vice President Isatou NJIE-SAIDY (since 20 March 1997) |
| | *cabinet:* Cabinet appointed by the president |
| | *elections/appointments:* president directly elected by simple majority popular vote for a 5-year term (no term limits); election last held on 24 November 2011 (next to be held in 2016) |
| | *election results:* Yahya JAMMEH reelected president; percent of vote - Yahya JAMMEH (APRC) 71.5%, Ousainou DARBOE (UDP) 17.4%, Hamat BAH (NRP) 11.1% |
| **Georgia** | *chief of state:* President Giorgi MARGVELASHVILI (since 17 November 2013) |
| | *head of government:* Prime Minister Irakli GARIBASHVILI (since 20 November 2013) |
| | *cabinet:* Cabinet of Ministers |
| | *elections/appointments:* president directly elected by absolute majority popular vote in 2 rounds if needed for a 5-year term (eligible for a second term); election last held on 27 October 2013 (next to be held in October 2018); prime minister nominated by Parliament, appointed by the president |
| | *election results:* Giorgi MARGVELASHVILI elected president; percent of vote - Giorgi MARGVELASHVILI (Georgian Dream) 62.1%, Davit BAKRADZE (UNM) 21.7%, Nino BURJANADZE 10.2%, other 6% |
| **Germany** | *chief of state:* President Joachim GAUCK (since 23 March 2012) |
| | *head of government:* Chancellor Angela MERKEL (since 22 November 2005) |
| | *cabinet:* Cabinet or Bundesminister (Federal Ministers) recommended by the chancellor, appointed by the president |
| | *elections/appointments:* president indirectly elected for a 5-year term (eligible for a second term) by a Federal Convention consisting of the 630-member Federal Parliament (Bundestag) and 630 delegates indirectly elected by the state parliaments; election last held on 19 February 2012 (next to be held by June 2017); chancellor indirectly elected by absolute majority by the Federal Parliament for a 4-year term; Federal Parliament vote for chancellor last held on 17 December 2013 (next to be held following the September 2017 general election) |
| | *election results:* Joachim GAUCK elected president; Federal Convention vote count - Joachim GAUCK (independent) 991, Beate KLARSFELD (independent) 126, Olaf ROSE (National People's Union) 3; Angela MERKEL (CDU) reelected chancellor; Federal Parliament vote - 462 for, 150 against, 4 abstentions |
| **Ghana** | *chief of state:* President John Dramani MAHAMA (since 24 July 2012); Vice President Kwesi Bekoe AMISSAH-ARTHUR (since 6 August 2012); note - President MAHAMA assumed the presidency after the death of President John Atta MILLS and subsequently won the December 2012 presidential election; the president is both chief of state and head of government |
| | *head of government:* President John Dramani MAHAMA (since 24 July 2012); Vice President Kwesi Bekoe AMISSAH-ARTHUR (since 6 August 2012) |
| | *cabinet:* Council of Ministers; nominated by the president, approved by Parliament |
| | *elections/appointments:* president and vice president directly elected on the same ballot by absolute majority popular vote in 2 rounds if needed for a 4-year term (eligible for a second term); election last held on 8 December 2012 (next to be held in December 2016) |
| | *election results:* John Dramani MAHAMA elected president; percent of vote - John Dramani MAHAMA (NDC) 50.7%, Nana Addo Dankwa AKUFO-ADDO (NPP) 47.7%, other 1.6% |
| **Gibraltar** | *chief of state:* Queen ELIZABETH II (since 6 February 1952); represented by Governor Sir James DUTTON (since 6 December 2013); note - Governor DUTTON has resigned and will leave his post in September 2015 |
| | *head of government:* Chief Minister Fabian PICARDO (since 9 December 2011) |
| | *cabinet:* Council of Ministers appointed from among the 17 elected members of the Parliament by the governor in consultation with the chief minister |
| | *elections/appointments:* the monarchy is hereditary; governor appointed by the monarch; following legislative elections, the leader of the majority party or majority coalition usually appointed chief minister by the governor |
| **Greece** | *chief of state:* President Karolos PAPOULIAS (since 12 March 2005) |
| | *head of government:* Prime Minister Antonis SAMARAS (since 20 June 2012) |
| | *cabinet:* Cabinet appointed by the president on the recommendation of the prime minister |
| | *elections/appointments:* president indirectly elected by Hellenic Parliament for a 5-year term (eligible for a second term); election last held on 18 February 2015 (next to be held by February 2020); president appoints as prime minister the leader of the majority party in the Hellenic Parliament |
| | *election results:* Prokopis PAVLOPOULOS (ND) elected president by Parliament - 233 of 300 votes |
| **Greenland** | *chief of state:* Queen MARGRETHE II of Denmark (since 14 January 1972), represented by High Commissioner Mikaela ENGELL (since April 2011) |
| | *head of government:* Prime Minister Kim KIELSEN (since 30 September 2014) |
| | *cabinet:* Home Rule Government elected by the Parliament (Landsting) on the basis of the strength of parties |
| | *elections/appointments:* the monarchy is hereditary; high commissioner appointed by the monarch; prime minister indirectly elected by Parliament |
| | *election results:* Kim KIELSEN elected prime minister; Parliament vote - Kim KIELSEN (S) 34.3%, Sara OLSVIG (IA) 33.2%, Anda ULDUM (D) 11.8%, other 20.7% |
| **Grenada** | *chief of state:* Queen ELIZABETH II (since 6 February 1952); represented by Governor General Cecile LA GRENADE (since 7 May 2013) |
| | *head of government:* Prime Minister Keith MITCHELL (since 20 February 2013) |
| | *cabinet:* Cabinet appointed by the governor general on the advice of the prime minister |
| | *elections/appointments:* the monarchy is hereditary; governor general appointed by the monarch; following legislative elections, the leader of the majority party or majority coalition usually appointed prime minister by the governor general |
| **Guam** | *chief of state:* President Barack H. OBAMA (since 20 January 2009); Vice President Joseph R. BIDEN (since 20 January 2009) |
| | *head of government:* Governor Eddie CALVO (since 3 January 2011); Lieutenant Governor Ray TENORIO (since 3 January 2011) |
| | *cabinet:* Cabinet appointed by the governor with the consent of the Legislature |
| | *elections/appointments:* president and vice president indirectly elected on the same ballot by an Electoral College of 'electors' chosen from each state to serve a 4-year term (eligible for a second term); under the US Constitution, residents of unincorporated territories, such as Guam, do not vote in elections for US president and vice president; however, they may vote in Democratic and Republican presidential primary elections; governor and lieutenant governor elected on the same ballot by absolute majority vote in 2 rounds if needed for a 4-year term (eligible for 2 consecutive terms); election last held on 4 November 2014 (next to be held in November 2018) |
| | *election results:* Eddie CALVO reelected governor; percent of vote - Eddie CALVO (Republican Party) 64%, Carl GUTIERREZ (Democratic Party) 36%; Ray TENORIO elected lieutenant governor |
| **Guatemala** | *chief of state:* President Otto Fernando PEREZ MOLINA (since 14 January 2012); Vice President Ingrid Roxana BALDETTI Elias (since 14 January 2012 - resigned 8 May 2015); note - the president is both chief of state and head of government |
| | *head of government:* President Otto Fernando PEREZ MOLINA (since 14 January 2012); Vice President (vacant); note - Vice President Ingrid Roxana BALDETTI Elias (since 14 January 2012) resigned 8 May 2015 |
| | *cabinet:* Council of Ministers appointed by the president |
| | *elections/appointments:* president and vice president directly elected on the same ballot by absolute majority popular vote in 2 rounds if needed for a 4-year term (not eligible for consecutive terms); election last held in 2 rounds on 11 September and 6 November 2011 (next to be held in September 2015) |
| | *election results:* Otto Fernando PEREZ MOLINA elected president; percent of vote in second round - Otto Fernando PEREZ MOLINA (PP) 53.7%, Manuel BALDIZON (LIDER) 46.3% |
| **Guernsey** | *chief of state:* Queen ELIZABETH II (since 6 February 1952); represented by Lieutenant Governor Air Marshall Peter WALKER (since 15 April 2011) |
| | *head of government:* Chief Minister Jonathan LE TOCQ (since 12 March 2014); Bailiff Richard COLLAS (since 23 March 2012); note - Chief Minister Peter HARWOOD resigned on 25 February 2014 |
| | *cabinet:* none; note - the Policy Council, elected by the States of Deliberation, functions mainly as policy coordination body |
| | *elections/appointments:* the monarchy is hereditary; lieutenant governor and bailiff appointed by the monarch; chief minister indirectly elected by States of Deliberation election last held on 12 March 2014 (next to be held NA) |
| | *election results:* Peter HARWOOD (independent) elected chief minister; States of Deliberation vote - 22 of 42 |
| **Guinea-Bissau** | *chief of state:* President Josse Mario VAZ (since 17 June 2014) |
| | *head of government:* Prime Minister Domingos Simoes PEREIRA (since 25 June 2014) |
| | *cabinet:* Cabinet appointed by the president |
| | *elections/appointments:* president directly elected by absolute majority popular vote in two rounds if needed for a 5-year term (no term limits); election last held on 13 April 2014 with a runoff on 18 May 2014 (next to be held in 2019); prime minister appointed by the president after consultation with party leaders in the National People's Assembly |
| | *election results:* first round - Jose Mario VAZ (PAIGC) 41%, Nuno Gomez NABIAM (independent) 25.1%, other 33.9%; Jose Mario VAZ elected president in second round - Jose Mario VAZ 61.9%, Nuno Gomez NABIAM 38.1% |
| **Guinea** | *chief of state:* President Alpha CONDE (since 21 December 2010) |
| | *head of government:* Prime Minister Mohamed Said FOFANA (since 24 December 2010) |
| | *cabinet:* Council of Ministers appointed by the president |
| | *elections/appointments:* president directly elected by absolute majority popular vote in 2 rounds if needed for a 5-year term (eligible for a second term); election last held on 27 June 2010 with a runoff on 7 November 2010 (next tentatively scheduled for October 2015); prime minister appointed by the president |
| | *election results:* Alpha CONDE elected president in runoff; percent of vote - Alpha CONDE (RPG) 52.5%, Cellou Dalein DIALLO (UFDG) 47.5% |
| **Guyana** | *chief of state:* President Donald RAMOTAR (since 03 December 2011) |
| | *head of government:* Prime Minister Samuel HINDS (since October 1992, except for a period as chief of state after the death of President Cheddi JAGAN on 6 March 1997) |
| | *cabinet:* Cabinet of Ministers appointed by the president, responsible to the National Assembly |
| | *elections/appointments:* president indirectly elected by the National Assembly from party lists to serve a 5-year term (no term limits); election last held on 28 November 2011 (next to be held by December 2016); prime minister appointed by the president |
| | *election results:* Donald RAMOTAR (PPP/C) elected president by National Assembly; percent of vote - 48.6% |
| **Haiti** | *chief of state:* President Michel MARTELLY (since 14 May 2011) |
| | *head of government:* Prime Minister Evans PAUL (since 16 January 2015) |
| | *cabinet:* Cabinet chosen by the prime minister in consultation with the president |
| | *elections/appointments:* president directly elected by absolute majority popular vote in 2 rounds if needed for a 5-year term (eligible for a single non-consecutive term); election last held on 28 November 2010 with a runoff on 20 March 2011 (next tentatively scheduled for October 2015); prime minister chosen by the president from among members of the majority party in the National Assembly |
| | *election results:* Michel MARTELLY elected president in runoff; percent of vote - Michel MARTELLY (Peasant's Response) 68%, Mirlande MANIGAT (RDNP) 32%, |
| **Holy See (Vatican City)** | *chief of state:* Pope FRANCIS (since 13 March 2013) |
| | *head of government:* Secretary of State Archbishop Pietro PAROLIN (since 15 October 2013); note - previous Secretary of State Cardinal Tarcisio BERTONE will remain as Camerlengo (fiscal administrator), a position he has held since 4 April 2007 |
| | *cabinet:* Pontifical Commission for the State of Vatican City appointed by the pope |
| | *elections/appointments:* pope elected for life or until voluntary resignation by the College of Cardinals; election last held on 13 March 2013 (next to be held after the death or resignation of the current pope); Secretary of State appointed by the pope |
| | *election results:* Jorge Mario BERGOGLIO, formerly Archbishop of Buenos Aires, elected Pope FRANCIS |
| **Honduras** | *chief of state:* President Juan Orlando HERNANDEZ Alvarado (since 27 January 2014); Vice Presidents Ricardo ALVAREZ, Rossana GUEVARA, and Lorena HERRERA (since 27 January 2014); note - the president is both chief of state and head of government |
| | *head of government:* President Juan Orlando HERNANDEZ Alvarado (since 27 January 2014); Vice Presidents Ricardo ALVAREZ, Rossana GUEVARA, and Lorena HERRERA (since 27 January 2014) |
| | *cabinet:* Cabinet appointed by president |
| | *elections/appointments:* president directly elected by simple majority popular vote for a single 4-year term; election last held on 24 November 2013 (next to be held in November 2017) |
| | *election results:* Juan Orlando HERNANDEZ Alvarado elected president; percent of vote - Juan Orlando HERNANDEZ Alvarado (PNH) 36.9%, Xiomara CASTRO (LIBRE) 28.8%, Mauricio VILLEDA (PL) 20.3%, Salvador NASRALLA (PAC) 13.4%, other 0.6% |
| **Hong Kong** | *chief of state:* President of China XI Jinping (since 14 March 2013) |
| | *head of government:* Chief Executive LEUNG Chun-ying [C.Y. LEUNG] (since 1 July 2012) |
| | *cabinet:* Executive Council or ExCo appointed by the chief executive |
| | *elections/appointments:* president indirectly elected by National People's Congress for a 5-year term (eligible for a second term); election last held on 5-17 March 2013 (next to be held in March 2018); chief executive indirectly elected by the Election Committee and appointed by the Central People's Government for a 5-year term (eligible for a second term) ; LEUNG Chun-ying [C.Y.LEUNG] elected chief executive on 25 March 2012 and took office on 1 July 2012 (next to be held in March 2017) |
| | *election results:* LEUNG Chun-ying elected chief executive; Election Committee vote - LEUNG Chun-ying 689, Henry TANG 285, Albert HO 76 |
| | *note:* the Legislative Council voted in June 2010 to expand the electoral committee to 1,200 seats for the 2012 election |
| **Hungary** | *chief of state:* Janos ADER (since 10 May 2012) |
| | *head of government:* Prime Minister Viktor ORBAN (since 29 May 2010) |
| | *cabinet:* Cabinet of Ministers proposed by the prime minister and appointed by the president |
