CIA - The World Factbook -- Field Listing - Political parties and leaders

| Country | Political parties and leaders |
| **Dominican Republic** | Dominican Liberation Party or PLD [Leonel FERNANDEZ Reyna]; Dominican Revolutionary Party or PRD [Hatuey DE CAMPS]; Social Christian Reformist Party or PRSC [Eduardo ESTRELLA] |
| **East Timor** | Associacao Social-Democrata Timorense or ASDT [Francisco Xavier do AMARAL]; Christian Democratic Party of Timor or PDC [Antonio XIMENES]; Christian Democratic Union of Timor or UDC [Vicente da Silva GUTERRES]; Democratic Party or PD [Fernando de ARAUJO]; Liberal Party or PL [leader NA]; Maubere Democratic Party or PDM [leader NA]; People's Party of Timor or PPT [Jacob XAVIER]; Revolutionary Front of Independent East Timor or FRETILIN [Lu OLO]; Social Democrat Party of East Timor or PSD [Mario CARRASCALAO]; Socialist Party of Timor or PST [leader NA]; Sons of the Mountain Warriors (also known as Association of Timorese Heroes) or KOTA [Clementino dos Reis AMARAL]; Timor Democratic Union or UDT [Joao CARRASCALAO]; Timor Labor Party or PTT [Paulo Freitas DA SILVA]; Timorese Nationalist Party or PNT [Abilio ARAUJO]; Timorese Popular Democratic Association or APODETI [Frederico Almeida-Santos DA COSTA] |
| **Ecuador** | Concentration of Popular Forces or CFP [Averroes BUCARAM]; Democratic Left or ID [Rodrigo BORJA Cevallos]; National Action Institutional Renewal Party or PRIAN [leader NA]; Pachakutik Movement [Miguel LLUCO]; Patriotic Society Party or PSP [leader NA]; Popular Democracy or DP [Dr. Juan Manuel FUERTES]; Popular Democratic Movement or MPD [Gustavo TERAN Acosta]; Radical Alfarista Front or FRA [Fabian ALARCON, director]; Roldosist Party or PRE [Abdala BUCARAM Ortiz, director]; Social Christian Party or PSC [Pascual DEL CIOPPO]; Socialist Party or PS [leader NA] |
| **Egypt** | Nasserist Arab Democratic Party or Nasserists [Dia' al-din DAWUD]; National Democratic Party or NDP [President Mohammed Hosni MUBARAK] - governing party; National Progressive Unionist Grouping or Tagammu [Khalid MUHI AL-DIN]; New Wafd Party or NWP [No'man GOMA]; Socialist Liberal Party or LSP [leader NA] |
| | *note:* formation of political parties must be approved by the government |
| **El Salvador** | Christian Democratic Party or PDC [Rodolfo PARKER]; Democratic Convergence or CD [Ruben ZAMORA, secretary general] (includes Social Democratic Party or PSD [Juan MEDRANO, leader); Democratic Party or PD [Jorge MELENDEZ]; Farabundo Marti National Liberation Front or FMLN [Fabio CASTILLO]; Liberal Democratic Party or PLD [Kirio Waldo SALGADO, president]; National Action Party or PAN [Gustavo Rogelio SALINAS, secretary general]; National Conciliation Party or PCN [Ciro CRUZ Zepeda, president]; National Republican Alliance or ARENA [Walter ARAUJO]; Social Christian Union or USC (formed by the merger of Christian Social Renewal Party or PRSC and Unity Movement or MU) [Abraham RODRIGUEZ, president] |
| **Equatorial Guinea** | Convergence Party for Social Democracy or CPDS [Placido MIKO Abogo]; Democratic Party for Equatorial Guinea or PDGE (ruling party) [Teodoro OBIANG NGUEMA MBASOGO]; Party for Progress of Equatorial Guinea or PPGE [Severo MOTO]; Popular Action of Equatorial Guinea or APGE [Miguel Esono EMAN]; Popular Union or UP [Andres Moises Bda ADA]; Progressive Democratic Alliance or ADP [Victorino Bolekia BONAY]; Union of Independent Democrats of UDI [Daniel OYONO] |
| **Eritrea** | People's Front for Democracy and Justice or PFDJ, the only party recognized by the government [ISAIAS Afworki]; note - a National Assembly committee drafted a law on political parties in January 2001, but the full National Assembly has not yet debated or voted on it |
| **Estonia** | Center Party of Estonia (Keskerakond) [Edgar SAVISAAR, chairman]; Estonian People's Union (Rahvaliit) [Villu REILJAN]; Estonian Reform Party (Reformierakond) [Siim KALLAS]; Estonian United Russian People's Party or EUVRP [leader NA]; Moderates (Moodukad) [Ivari PADAR]; Pro Patria Union (Isamaaliit) [Tunne KELAM, chairman]; Res Publica [Juhan PARTS]; Russian Baltic Party [Sergei IVANOV] |
| **Ethiopia** | Afar National Democratic Party or ANDP [leader NA]; Amhara National Democratic Movement or ANDM [ADDISU Legesse]; Bench Madji People's Democratic Organization or BMPDO [leader NA]; Benishangul Gumuz People's Democratic Unity Front or BGPDUF [leader NA]; Ethiopian People's Revolutionary Democratic Front or EPRDF [MELES Zenawi] (an alliance of ANDM, OPDO, SEPDF, and TPLF); Gedeyo People's Revolutionary Democratic Front or GPRDF [leader NA]; Gurage Nationalities' Democratic Movement or GNDM [leader NA]; Kafa Shaka People's Democratic Organization or KSPDO [leader NA]; Kembata, Alabaa and Tembaro or KAT [leader NA]; Oromo People's Democratic Organization or OPDO [JUNEDI Sado]; Sidamo People's Democratic Organization or SPDO [leader NA]; South Omo People's Democratic Movement or SOPDM [leader NA]; Tigrayan People's Liberation Front or TPLF [MELES Zenawi]; Walayta, Gamo, Gofa, Dawro, and Konta People's Democratic Organization or WGGPDO [leader NA]; dozens of small parties |
| **Falkland Islands (Islas Malvinas)** | none; all independents |
| **Faroe Islands** | Center Party [Tordur NICLASEN]; Home Rule Party [Helena Dam a NEYSTABO]; People's Party [Oli BRECKMANN]; Republican Party [Finnabogi ISAKSON]; Social Democratic Party [Joannes EIDESGAARD]; Union Party [Edmund JOENSEN] |
| **Fiji** | Bai Kei Viti Party or BKV [Ratu Tevita MOMOEDONU]; Conservative Alliance Party/Matanitu Vanua or MV [Ratu Rakuita VAKALALABURE]; Dodonu Ni Taukei Party or DNT [Fereti S. DEWA]; Fiji Democratic Party or FDP [Felipe BOLE] (a merger of the Christian Democrat Alliance or VLV [Poesci Waqalevu BUNE], Fijian Association Party or FAP [Adi Kuini SPEED], Fijian Political Party or SVT (primarily Fijian) [Felipe BOLE], and New Labor Unity Party or NLUP [Tupeni BABA]); Fiji Labor Party or FLP [Mahendra CHAUDRHRY]; General Voters Party or GVP [leader NA] (became part of United General Party); Girmit Heritage Party or GHP [leader NA]; Justice and Freedom Party or AIM [leader NA]; Lio 'On Famor Rotuma Party or LFR [leader NA]; National Federation Party or NFP (primarily Indian) [Pramond RAE]; Nationalist Vanua Takolavo Party or NVTLP [Saula TELAWA]; Party of National Unity or PANU [Meli BOGILEKA]; Party of the Truth or POTT [leader NA]; United Fiji Party/Sogosogo Duavata ni Lewenivanua or SDL [Laisenia QARASE]; United General Party or UGP [Millis Mick BEDDOES] |
| **Finland** | Center Party or Kesk [Matti VANHANEN]; Christian Democrats or KD [Bjarne KALLIS]; Green League or VIHR [Osmo SOININVAARA]; Left Alliance or VAS (Communist) composed of People's Democratic League and Democratic Alternative [Suvi-Anne SIIMES]; National Coalition (conservative) Party or Kok [Ville ITALA]; Social Democratic Party or SDP [Paavo LIPPONEN]; Swedish People's Party or SFP [Jan-Erik ENESTAM] |
| **France** | Citizen and Republican Movement or MCR [Jean Pierre CHEVENEMENT]; Democratic and European Social Rally or RDSE (mainly RAD and PRG) [leader NA]; French Communist Party or PCF [Marie-George BUFFET]; Left Radical Party or PRG (previously Radical Socialist Party or PRS and the Left Radical Movement or MRG) [Jean-Michel BAYLET]; Liberal Democracy or DL (originally Republican Party or PR; now merged into the UMP) [Alain MADELIN]; Movement for France or MPF [Philippe DE VILLIERS]; Rally for France or RPF [Charles PASQUA]; Rally for the Republic or RPR (merged into UMP) [Serge LEPELTIER]; Socialist Party or PS [Francois HOLLANDE]; Greens [Martine BILLARD, Denis BAUPIN, Stephane POCRAIN, Maryse ARDITI]; Union for French Democracy or UDF (coalition of DL, CDS, UDF, RP, and other parties) [Francois BAYROU]; Union for a Popular Movement or UMP (including RPR, DL, and a part of UDF) [Alain JUPPE] |
| **French Guiana** | Guyanese Democratic Action or ADG [Andre LECANTE]; Guyanese Socialist Party or PSG [Marie-Claude VERDAN]; Guyana Democratic Forces or FDG [Georges OTHILY]; Popular National Guyanese Party or PNPG [Jose DORCY]; Rally for the Republic or RPR [Roland HO-WEN-SZE]; Socialist Party or PS [Pierre RIBARDIERE]; Walwari Committee [Christine TAUBIRA-DELANON] |
| **French Polynesia** | Independent Front for the Liberation of Polynesia (Tavini Huiraatira) [Oscar TEMARU]; New Fatherland Party (Ai'a Api) [Emile VERNAUDON]; People's Rally for the Republic of Polynesia or RPR (Tahoeraa Huiraatira) [Gaston FLOSSE]; The New Star (Te Fetia Api) [leader NA] |
| **Gabon** | Circle of Liberal Reformers or CLR [General Jean Boniface ASSELE]; Democratic and Republican Alliance or ADERE [Divungui-di-Ndinge DIDJOB]; Gabonese Democratic Party or PDG, former sole party [Simplice Nguedet MANZELA]; Gabonese Party for Progress or PGP [Pierre-Louis AGONDJO-OKAWE,]; National Rally of Woodcutters-Rally for Gabon or RNB-RPG (Bucherons) [Fr. Paul M'BA-ABESSOLE]; People's Unity Party or PUP [Louis Gaston MAYILA]; Rally for Democracy and Progress or RDP [Pierre EMBONI]; Social Democratic Party or PSD [Pierre Claver MAGANGA-MOUSSAVOU] |
| **Gambia, The** | Alliance for Patriotic Reorientation and Construction or APRC [Yahya A. J. J. JAMMEH]; Gambian People's Party-Progressive People's Party-United Democratic Party or GPP-PPP-UDP Coalition [Ousainou DARBOE]; National Convention Party or NCP [Sheriff DIBBA]; National Reconciliation Party or NRP [Hamat N. K. BAH]; People's Democratic Organization for Independence and Socialism or PDOIS [Sidia JATTA] |
| | *note:* in August 2001, an independent electoral commission allowed the reregistration of the GPP, NCP, and PPP, three parties banned since 1996 |
| **Georgia** | Citizen's Union of Georgia or CUG [Avtandil JORBENADZE]; Georgian People's Front [Nodar NATADZE]; Georgian United Communist Party or UCPG [Panteleimon GIORGADZE]; Greens [Giorgi GACHECHILADZE]; Industry Will Save Georgia or IWSG [Georgi TOPADZE]; Labor Party [Shalva NATELASHVILI]; National Democratic Party or NDP [Irina SARISHVILI-CHANTURIA]; New National Movement [Mikheil SAAKASHVILI]; New Right [Levaii GACHECHILADZE]; Republican Party [David BERDZENISHVILI]; "Revival" Union Party or AGUR [Alsan ABASHIDZE]; Socialist Party or SPG [Irakli MINDELI]; Traditionalists [Akaki ASATIANI] |
| **Germany** | Alliance '90/Greens [Angelika BEER and Reinhard BUETIKOFER]; Christian Democratic Union or CDU [Angela MERKEL]; Christian Social Union or CSU [Edmund STOIBER, chairman]; Free Democratic Party or FDP [Guido WESTERWELLE, chairman]; Party of Democratic Socialism or PDS [Lothar BISKY]; Social Democratic Party or SPD [Gerhard SCHROEDER, chairman] |
| **Ghana** | Convention People's Party or CPP [Nii Noi DOWUONA, general secretary]; Every Ghanaian Living Everywhere or EGLE [Owuraku AMOFA, chairman]; Great Consolidated Popular Party or GCPP [Dan LARTY]; National Convention Party or NCP [Sarpong KUMA-KUMA]; National Democratic Congress or NDC [Dr. Huudu YAHAYA, general secretary]; New Patriotic Party or NPP [Samuel Arthur ODOI-SYKES]; People's Convention Party or PCP [P. K. DONKOH-AYIFI, acting chairman]; People's Heritage Party or PHP [Emmanuel Alexander ERSKINE]; People's National Convention or PNC [Edward MAHAMA]; Reform Party [Kyeretwie OPUKU, general secretary] |
| **Gibraltar** | Gibraltar Liberal Party [Joseph GARCIA]; Gibraltar Social Democrats or GSD [Peter CARUANA]; Gibraltar Socialist Labor Party or GSLP [Joseph John BOSSANO] |
| **Greece** | Coalition of the Left and Progress (Synaspismos) [Nikolaos KONSTANTOPOULOS]; Communist Party of Greece or KKE [Aleka PAPARIGA]; New Democracy or ND (conservative) [Konstandinos KARAMANLIS]; Panhellenic Socialist Movement or PASOK [Konstandinos SIMITIS] |
| **Greenland** | Akulliit Party [Bjarne KREUTZMANN]; Atassut Party (Solidarity, a conservative party favoring continuing close relations with Denmark) [Augusta SALLING]; Demokratiit [Per BERTHELSEN]; Inuit Ataqatigiit or IA (Eskimo Brotherhood, a leftist party favoring complete independence from Denmark rather than home rule) [Josef MOTZFELDT]; Issituup (Polar Party) [Nicolai HEINRICH]; Kattusseqatigiit (Candidate List, an independent right-of-center party with no official platform [leader NA]; Siumut (Forward Party, a social democratic party advocating more distinct Greenlandic identity and greater autonomy from Denmark) [Hans ENOKSEN] |
| **Grenada** | Grenada United Labor Party or GULP [Herbert PREUDHOMME]; National Democratic Congress or NDC [leader vacant]; New National Party or NNP [George McGUIRE]; People Labor Movement or PLM [leader NA] |
| **Guadeloupe** | Communist Party of Guadeloupe or PCG [Mona CADOCE]; FGPS [Dominique LARIFLA]; Progressive Democratic Party or PPDG [Henri BANGOU]; Rally for the Republic or RPR (may have become UMP) [Lucette MICHAUX-CHEVRY]; Socialist Party or PS [Georges LOUISOR]; Union for French Democracy or UDF [Marcel ESDRAS] |
| **Guam** | Democratic Party (controls the legislature) [speaker, Vicente (Ben) PANGELINAN]; Republican Party (party of Governor CAMACHO) [leader NA] |
| **Guatemala** | Authentic Integral Development or DIA [Eduardo SUGER]; Democratic Union or UD [Rodolfo PAIZ Andrade]; Grand National Alliance or GANA [leader NA]; Green Party or LOV [Rodolfo ROSALES Garcis-Salaz]; Guatemalan Christian Democracy or DCG [Vinicio CEREZO Arevalo]; Guatemalan National Revolutionary Unity or URNG [Secretary General Alba ESTELA Maldonado]; Guatemalan Republican Front or FRG [Efrain RIOS Montt]; Movement for Guatemalan Unity or MGU [Jacobo ARBENZ Villanueva]; Movement for Principals and Values or MPV [Francisco BIANCHI]; National Advancement Party or PAN [Secretary General Leonel LOPEZ Rodas]; National Unity for Hope or UNE [Alvarado COLOM Caballeros]; New Nation Alliance or ANN, formed by an alliance of DIA, URNG, and several splinter groups most of whom subsequently defected [led by three co-equal partners - Nineth Varenca MONTENEGRO Cottom, Rodolfo BAUER Paiz, and Jorge Antonio BALSELLS TUT]; Patriot Party or PP [retired General Otto PEREZ Molina]; Progressive Liberator Party or PLP [Acisclo VALLADARES Molina]; Reform Movement or MR [Secretary General Alfredo SKINNER-KLEE]; Unionista Party [leader NA] |
| **Guernsey** | none; all independents |
| **Guinea** | Democratic Party of Guinea-African Democratic Rally or PDG-RDA [El Hadj Ismael Mohamed Gassim GUSHEIN]; National Union for Progress or UNP [Paul Louis FABER]; Party for Unity and Progress or PUP [Lansana CONTE] - the governing party; People's Party of Guinea or PPG [Pascal TOLNO]; Rally for the Guinean People or RPG [Alpha CONDE]; Union for Progress and Renewal or UPR [Siradiou DIALLO]; Union for Progress of Guinea or UPG [Jean-Marie DORE, secretary-general]; Union of Republican Forces or UFR [Sidya TOURE] |
| **Guinea-Bissau** | African Party for the Independence of Guinea-Bissau and Cape Verde or PAIGC [Francisco BENANTE]; Front for the Liberation and Independence of Guinea or FLING [Francois MENDY]; Guinea-Bissau Resistance-Ba Fata Movement or RGB-MB [Helder Vaz LOPES]; Guinean Civic Forum or FCG [Antonieta Rosa GOMES]; International League for Ecological Protection or LIPE [Alhaje Bubacar DJALO, president]; National Union for Democracy and Progress or UNDP [Abubacer BALDE, secretary general]; Party for Democratic Convergence or PCD [Victor MANDINGA]; Social Renovation Party or PRS [Kumba YALA]; Union for Change or UM [Jorge MANDINGA, president, Dr. Anne SAAD, secretary general]; United Social Democratic Party or PUSD [Victor Sau'de MARIA] |
| **Guyana** | Alliance for Guyana or AFG (includes Guyana Labor Party or GLP and Working People's Alliance or WPA) [Rupert ROOPNARAINE]; Guyana Action Party or GAP [Paul HARDY]; Guyana Labor Party or GLP [leader NA]; People's National Congress or PNC/R [Robert Herman Orlando CORBIN]; People's Progressive Party/Civic or PPP/C [Bharrat JAGDEO]; Rise, Organize, and Rebuild or ROAR [Ravi DEV]; The United Force or TUF [Manzoor NADIR]; Working People's Alliance or WPA [Rupert ROOPNARAINE] |
| **Haiti** | *Alliance for the Liberation and Advancement of Haiti or ALAH [Reynold GEORGES]; Assembly of Progressive National Democrats or RDNP [Leslie MANIGAT]; Convergence (opposition coalition composed of ESPACE, OPL, and MOCHRENA) [Gerard PIERRE-CHARLES, Evans PAUL, Luc MESADIEU, Victor BENOIT]; Democratic Consultation Group coalition or ESPACE [Evans PAUL, Victor BENOIT] composed of the following parties:* National Congress of Democratic Movements or KONAKOM, National Progressive Revolutionary Party or PANPRA, Generation 2004, and Haiti Can; Haitian Christian Democratic Party or PDCH [Marie-France CLAUDE]; Haitian Democratic Party or PADEM [Clark PARENT]; Lavalas Family or FL [Jean-Bertrand ARISTIDE]; Mobilization for National Development or MDN [Hubert DE RONCERAY]; Movement for National Reconstruction or MRN [Rene THEODORE]; Movement for the Installation of Democracy in Haiti or MIDH [Marc BAZIN]; Movement for the Organization of the Country or MOP [Gesner COMEAU and Jean MOLIERE]; National Cooperative Action Movement or MKN [Volrick Remy JOSEPH]; National Front for Change and Democracy or FNCD [Evans PAUL and Turneb DELPE]; New Christian Movement for a New Haiti or MOCHRENA [Luc MESADIEU]; Open the Gate or PLB [Renaud BERNARDIN]; Struggling People's Organization or OPL [Gerard PIERRE-CHARLES] |
| **Holy See (Vatican City)** | none |
| **Honduras** | Christian Democratic Party or PDC [Dr. Hernan CORRALES Padilla]; Democratic Unification Party or PUD [leader NA]; Liberal Party or PL [Roberto MICHELETTI Bain]; National Innovation and Unity Party-Social Democratic Party or PINU-SD [Olban F. VALLADARES]; National Party of Honduras or PN [Raphael CALLEJAS] |
| **Hong Kong** | Association for Democracy and People's Livelihood [Frederick FUNG Kin-kee, chairman]; Citizens Party [Alex CHAN Kai-chung]; Democratic Alliance for the Betterment of Hong Kong [Jasper TSANG Yok-sing, chairman]; Democratic Party [Martin LEE Chu-ming, chairman]; Frontier Party [Emily LAU Wai-hing, chairwoman]; Hong Kong Association for Democracy and People's Livelihood [leader NA]; Hong Kong Progressive Alliance [Ambrose LAU Hon-chuen]; Liberal Party [James TIEN Pei-chun, chairman]; New Century Forum [NQ Ching-fai, chairman] |
| | *note:* political blocs include: pro-democracy - Association for Democracy and People's Livelihood, Citizens Party, Democratic Party, Frontier Party; pro-Beijing - Democratic Alliance for the Betterment of Hong Kong, Hong Kong Progressive Alliance, Liberal Party, New Century Forum |
| **Hungary** | Alliance of Free Democrats or SzDSz [Gabor KUNCZE]; Christian Democratic People's Party or KDNP [Laszlo VARGA, chairman]; Hungarian Civic Alliance or Fidesz-MPP [Jozsef SZASER, chairman]; Hungarian Democratic Forum or MDF [Ibolya DAVID]; Hungarian Democratic People's Party or MDNP [Erzsebet PUSZTAI, chairman]; Hungarian Justice and Life Party or MIEP [Istvan CSURKA, chairman]; Hungarian Socialist Party or MSzP [Laszlo KOVACS, chairman]; Hungarian Workers' Party or MMP [Gyula THURMER, chairman] |
| **Iceland** | Independence Party or IP [David ODDSSON]; Left-Green Alliance or LGP [Steingrimur SIGFUSSON]; Liberal Party or LP [Gudjon KRISTJANSSON]; Progressive Party or PP [Halldor ASGRIMSSON]; Social Democratic Alliance (includes People's Alliance or PA, Social Democratic Party or SDP, Women's List)or SDA [Ossur SKARPHEDINSSON]; Social Democratic Party or SDP [Sighvatur BJORGVINSSON]; Women's List or WL [Kristin ASTGEIRSDOTTIR] |
| **India** | All India Anna Dravida Munnetra Kazhagam or AIADMK [C. Jayalalitha JAYARAM]; All India Forward Bloc or AIFB, [D. BISWAS (general secretary)]; Asom Gana Parishad [Brindaban GOSWAMI]; Bahujan Samaj Party or BSP [MAYAWATI]; Bharatiya Janata Party or BJP [Jana KRISNAMURTHY]; Biju Janata Dal or BJD [Naveen PATNAIK]; Communist Party of India or CPI [Ardhendu Bhushan BARDHAN]; Communist Party of India/Marxist-Leninist or CPI/ML [Dipankar BHATTACHARYA]; Congress (I) Party [Sonia GANDHI]; Dravida Munnetra Kazagham or DMK (a regional party in Tamil Nadu) [M. KARUNANIDHI]; Indian National League [Suliaman SAITH]; Janata Dal (Secular) [H. D. Deve GOWDA]; Janata Dal (United) or JDU [Sharad YADAV]; Kerala Congress (Mani faction) [K. M. MANI]; Marumalarchi Dravida Munnetra Kazhagam or MDMK [VAIKO]; Muslim League [G. M. BANATWALA]; Nationalist Congress Party or NCP [Sharad PAWAR]; Rashtriya Janata Dal or RJD [Laloo Prasad YADAV]; Revolutionary Socialist Party or RSP [Abani ROY]; Samajwadi Party or SP [Mulayam Singh YADAV]; Shiromani Akali Dal [G. S. TOHRA]; Shiv Sena [Bal THACKERAY]; Tamil Maanila Congress [G. K. VASAN]; Telugu Desam Party or TDP [Chandrababu NAIDU]; Trinamool Congress [Mamata BANERJEE] |
| **Indonesia** | Crescent Moon and Star Party or PBB [Yusril Ihza MAHENDRA, chairman]; Federation of Functional Groups or Golkar [Akbar TANDJUNG, general chairman]; Indonesia Democracy Party-Struggle or PDI-P [MEGAWATI Sukarnoputri, chairperson]; National Awakening Party or PKB [Alwi SHIHAB, chairman]; National Mandate Party or PAN [Amien RAIS, chairman]; Prosperous Justice Party or PKS [Hidayat NUR WAHID, chairman]; United Development Party or PPP (federation of former Islamic parties) [Hamzah HAZ, chairman] |
| **Iran** | *a loose pro-reform coalition called the 2nd Khordad front achieved considerable success at elections to the sixth Majles in early 2000, and groups in the coalition include:* Islamic Iran Participation Front (IIPF); Executives of Construction Party (Kargozaran); Solidarity Party; Mojahedin of the Islamic Revolution Organization (MIRO); and Militant Clerics Society (Ruhaniyun); a new apparently conservative group, the Builders of Islamic Iran, emerged at the local level in early 2003 |
| **Iraq** | in transition following April 2003 defeat of SADDAM Husayn regime by US-led coalition |
| **Ireland** | Fianna Fail [Bertie AHERN]; Fine Gael [Enda KENNY]; Green Party [Trevor SARGENT]; Labor Party [Pat RABITTE]; Progressive Democrats [Mary HARNEY]; Sinn Fein [Gerry ADAMS]; Socialist Party [Joe HIGGINS]; The Workers' Party [Sean GARLAND] |
| **Israel** | Center Party [Dan MERIDOR]; Democratic Front for Peace and Equality (Hadash) [Muhammad BARAKA]; Democratic Movement [Roman BRONFMAN]; Gesher [David LEVI]; Green Leaf Party [Boaz WACHTEL and Shlomi SANDAK]; Herut [Michael KLEINER]; Labor Party [Binyamin BEN-ELIEZER]; Likud Party [Ariel SHARON]; Meimad [Rabbi Michael MELCHIOR]; Meretz [Yossi SARID]; National Democratic Alliance (Balad) [Azmi BISHARA]; National Religious Party [Yitzhak LEVY]; National Union [Benyamin ELON] (includes Tekuma and Moledet); One Israel [Ra'anan COHEN]; One Nation [Amir PERETZ]; Shas [Eliyahu YISHAI]; Shinui [Tommy LAPID]; United Arab List [Abd al-Malik DAHAMSHAH]; United Torah Judaism [Meir PORUSH]; Yisra'el Ba'Aliya or YBA [Natan SHARANSKY]; Yisra'el Beiteinu [Avigdor LIEBERMAN] |
| **Italy** | Center-Left Olive Tree Coalition [Francesco RUTELLI] - Democrats of the Left, Daisy Alliance (including Italian Popular Party, Italian Renewal, Union of Democrats for Europe, The Democrats), Sunflower Alliance (including Green Federation, Italian Democratic Socialists), Italian Communist Party; Center-Right Freedom House Coalition [Silvio BERLUSCONI] (formerly House of Liberties and Freedom Alliance) - Forza Italia, National Alliance, The Whiteflower Alliance (includes Christian Democratic Center, United Christian Democrats), Northern League; Christian Democratic Center or CCD [Marco FOLLINI]; Democrats of the Left or DS [Piero FASSINO]; Forza Italia or FI [Silvio BERLUSCONI]; Green Federation [Alfonso Pecoraro SCANIO]; Italian Communist Party or PdCI [Armando COSSUTTA]; Italian Popular Party or PPI [Pierluigi CASTAGNETTI]; Italian Renewal or RI [Lamberto DINI]; Italian Social Democrats or SDI [Enrico BOSELLI]; Socialist Movement-Tricolor Flame or MS-Fiamma [Pino RAUTI]; National Alliance or AN [Gianfranco FINI]; Northern League or NL [Umberto BOSSI]; Southern Tyrols People's Party or SVP (German speakers) [Siegfried BRUGGER]; Sunflower Alliance (includes Green Federation, Italian Social Democrats); The Daisy Alliance (includes Italian Popular Party, Italian Renewal, Union of Democrats for Europe, The Democrats); The Democrats [Arturo PARISI]; The Radicals (formerly Pannella Reformers and Autonomous List) [Marco PANNELLA]; The Whiteflower Alliance (includes Christian Democratic Center, United Christian Democrats); Union of Democrats for Europe or UDEUR [Clemente MASTELLA]; United Christian Democrats or CDU [Rocco BUTTIGLIONE] |
| **Jamaica** | Jamaica Labor Party or JLP [Edward SEAGA]; National Democratic Movement or NDM [Bruce GOLDING]; People's National Party or PNP [Percival James PATTERSON] |
| **Japan** | Democratic Party of Japan or DPJ [Naoto KAN, leader; Katsuya OKADA, secretary general]; Japan Communist Party or JCP [Kazuo SHII, chairman; Tadayoshi ICHIDA, secretary general]; Komeito [Takenori KANZAKI, president; Tetsuzo FUYUSHIBA, secretary general]; Liberal Democratic Party or LDP [Junichiro KOIZUMI, president; Shinzo ABE, secretary general]; Social Democratic Party or SDP [Mizuho FUKUSHIMA, chairperson; Seiji MATAICHI, secretary general] |
| **Jersey** | none; all independents |
| **Jordan** | Al-Umma (Nation) Party [Ahmad al-HANANDEH, secretary general]; Arab Land Party [Dr. Muhammad al-'ORAN, secretary general]; Communist Party [Munir HAMARINAH, secretary general]; Constitutional Front [Mahdi al-TALL, secretary general]; Jordanian Democratic Popular Unity Party [Sa'id DHIYAB, secretary general]; Jordanian Progressive Party [Fawwaz al-ZUBI, secretary general]; Jordanian People's Democratic (Hashd) Party [Salim al-NAHHAS, secretary general]; Islamic Action Front [Hazma MANSOUR, secretary general]; National Action (Haqq) Party [Muhammad al-ZUBI, secretary general]; National Constitutional Party [Abdul Hadi MAJALI, secretary general]; (Arab) Socialist Ba'th Party [Taysif al-HIMSI, secretary general]; Pan-Arab (Democratic) Movement [Mahmud al-NUWAYHI, secretary general] |
| **Kazakhstan** | Agrarian Party [Romin MADINOV]; Ak Zhol Party "White Road" [Bulat ABILOV, Uraz ZHANDOSOV, Zhanat YERTLESOVA, cofounders]; AUL "Village" [leader NA]; Civic Party [Azat PERUASHEV, first secretary]; Communist Party or KPK [Serikbolsyn ABDILDIN, first secretary]; Otan "Fatherland" [Gani YESIMOV, chairman]; Patriots' Party [Gani KASYMOV] |
| | *note:* only seven parties in Kazakhstan have been registered under the new political party law passed in July 2002 |
| **Kenya** | Forum for the Restoration of Democracy-People or FORD-People [Kimaniwa NYOIKE, chairman]; Kenya African National Union or KANU [Uhuru KENYATTA]; National Rainbow Coalition or NARC [Mwai KIBAKI] - the governing party |
| **Kiribati** | Boutokaan Te Koaua Party or BTK [Taberannang TIMEON]; Maneaban Te Mauri Party or MTM [Teburoro TITO]; Maurin Kiribati Pati or MKP [leader NA]; National Progressive Party or NPP [Dr. Harry TONG] |
| | *note:* there is no tradition of formally organized political parties in Kiribati; they more closely resemble factions or interest groups because they have no party headquarters, formal platforms, or party structures |
| **Korea, North** | Chondoist Chongu Party [YU Mi-yong, chairwoman]; Social Democratic Party [KIM Yong-tae, chairman]; major party - Korean Workers' Party or KWP [KIM Chong-il, general secretary] |
| **Korea, South** | Democratic People's Party or DPP [leader NA]; Grand National Party or GNP [CH'OE Pyong-ryol, chairman]; Millennium Democratic Party or MDP [CHO Sun-hyong, chairman]; United Liberal Democrats or ULD [KIM Chong-p'il, president]; Uri Party [KIM Kun-t'ae, chairman] |
| **Kuwait** | none; formation of political parties is illegal |
