CIA - The World Factbook -- Field Listing :: Political parties and leaders   

This entry includes a listing of significant political organizations and their leaders.

| Country | Political parties and leaders |
| **Croatia** | Croatian Democratic Congress of Slavonia and Baranja or HDSSB [Vladimir SISLJAGIC]; Croatian Democratic Union or HDZ [Jadranka KOSOR]; Croatian Laborists-Labor Party [Dragutin LESAR]; Croatian Party of the Right or HSP [Ante STARCEVIC]; Croatian Peasant Party or HSS [Josip FRISCIC]; Croatian Pensioner Party or HSU [Silvano HRELJA]; Croatian People's Party or HNS [Radimir CACIC]; Croatian Pure Party of the Right or HCSP [Ruza TOMASIC]; Croatian Social Liberal Party or HSLS [Darinko KOSOR]; Independent Democratic Serb Party or SDSS [Vojislav STANIMIROVIC]; Istrian Democratic Assembly or IDS [Ivan JAKOVCIC]; Kukuriku Coalition (consists of SDP, HNS, IDS, and HSU) [Zoran MILANOVIC]; Social Democratic Party of Croatia or SDP [Zoran MILANOVIC] |
| **Cuba** | Cuban Communist Party or PCC [Fidel CASTRO Ruz, first secretary] |
| **Curacao** | Frente Obrero Liberashon (Workers' Liberation Front) or FOL [Anthony GODETT]; Movimentu Antiyas Nobo (New Antilles Movement) or MAN [Charles COOPER]; Movementu Futuro Korsou or MFK [Gerrit SCHOTTE]; Partido Antia Restruktura or PAR [Emily DE JONGH-ELHAGE]; People's National Party or PNP [Ersilia DE LANNOOY]; Pueblo Soberano or PS [Herman WIELS] |
| **Cyprus** | *area under government control:* Democratic Party or DIKO [Marios KAROYIAN]; Democratic Rally or DISY [Nikos ANASTASIADES]; European Party or EURO.KO [Demetris SYLLOURIS]; Fighting Democratic Movement or ADIK [Dinos MIKHAILIDES]; Green Party of Cyprus [George PERDIKIS]; Movement for Social Democrats or EDEK [Yiannakis OMIROU]; Progressive Party of the Working People or AKEL (Communist Party) [Andros KYPRIANOU]; United Democrats or EDI [Praxoula ANTONIADOU] |
| | *area administered by Turkish Cypriots:* Communal Democracy Party or TDP [Mehmet CAKICI]; Cyprus Socialist Party or KSP [Yusuf ALKIM]; Democratic Party or DP [Serdaer DENKTASH]; Freedom and Reform Party or ORP [Turgay AVCI]; National Unity Party or UBP [Irsen KUCUK]; Nationalist Justice Party or MAP [Ata TEPE]; New Cyprus Party or YKP [Murat KANATLI]; Politics for the People Party or HIS [Ahmet YONLUER]; Republican Turkish Party or CTP [Ferdi Sabit SOYER]; United Cyprus Party or BKP [Izzet IZCAN] |
| **Czech Republic** | Association of Independent Candidates-European Democrats or SNK-ED [Zdenka MARKOVA]; Christian Democratic Union-Czechoslovak People's Party or KDU-CSL [Pavel BELOBRADEK]; Civic Democratic Party or ODS [Petr NECAS]; Communist Party of Bohemia and Moravia or KSCM [Vojtech FILIP]; Czech Social Democratic Party or CSSD [Bohuslav SOBOTKA]; Green Party [Ondrej LISKA]; Public Affairs or VV [Radek JOHN]; Tradice Odpovednost Prosperita 09 or TOP 09 [Karel SCHWARZENBERG] |
| **Denmark** | Christian Democrats [Bjarne Hartung KIRKEGAARD] (was Christian People's Party); Conservative People's Party [Lars BARFOED]; Danish People's Party [Pia KJAERSGAARD]; Liberal Alliance [Anders SAMUELSEN]; Liberal Party; Social Democratic Party [Helle THORNING-SCHMIDT]; Social Liberal Party [Margrethe VESTAGER]; Socialist People's Party [Villy SOEVNDAL]; Unity List [collective leadership] (bloc includes Left Socialist Party, Communist Party of Denmark, Socialist Workers' Party) |
| **Djibouti** | Democratic National Party or PND [ADEN Robleh Awaleh]; Democratic Renewal Party or PRD [Abdillahi HAMARITEH]; Djibouti Development Party or PDD [Mohamed Daoud CHEHEM]; Front pour la Restauration de l'Unite Democratique or FRUD [Ali Mohamed DAOUD]; People's Progress Assembly or RPP [Ismail Omar GUELLEH] (governing party); Peoples Social Democratic Party or PPSD [Moumin Bahdon FARAH]; Republican Alliance for Democracy or ARD [Ahmed YOUSSOUF]; Union for a Presidential Majority or UMP [Mohamed Dileita DILEITA] (a coalition of parties including RPP, FRUD, PND, and PPSD); Union for Democracy and Justice or UDJ |
| **Dominica** | Dominica Freedom Party or DFP [Charles SAVARIN]; Dominica Labor Party or DLP [Roosevelt SKERRIT]; Dominica United Workers Party or UWP [Earl WILLIAMS] |
| **Dominican Republic** | Dominican Liberation Party or PLD [Leonel FERNANDEZ Reyna]; Dominican Revolutionary Party or PRD [Ramon ALBURQUERQUE]; National Progressive Front [Vincent CASTILLO, Pelegrin CASTILLO]; Social Christian Reformist Party or PRSC [Enrique ANTUN] |
| **Ecuador** | Alianza PAIS movement [Rafael Vicente CORREA Delgado]; Democratic Left or ID [Dalton BACIGALUPO]; Ethical and Democratic Network or RED [Martha ROLDOS]; Institutional Renewal and National Action Party or PRIAN [Vicente TAIANO]; Pachakutik Plurinational Unity Movement - New Country or MUPP-NP [Rafael ANTUNI]; Patriotic Society Party or PSP [Lucio GUTIERREZ Borbua]; Popular Democratic Movement or MPD [Luis VILLACIS]; Roldosist Party or PRE [Abdala BUCARAM Pulley, director]; Social Christian Party or PSC [Pascual DEL CIOPPO]; Socialist Party - Broad Front or PS-FA [Rafael QUINTERO]; Warrior's Spirit Movement [Jaime NEBOT] |
| **Egypt** | Al-Geel; Democratic Peace Party; Nasserist Party [Ahmed HASSAN]; National Democratic Party or NDP (governing party) [Mohamed Hosni MUBARAK]; National Progressive Unionist Grouping or Tagammu [Rifaat EL-SAID]; New Wafd Party or NWP [Sayed EL-BEDAWY]; Social Justice Party [Mohamed Abdel Al HASAN]; Tomorrow Party [Ayman NOUR] |
| | *note:* formation of political parties must be approved by the government; only parties with representation in elected bodies are listed |
| **El Salvador** | Christian Democratic Party or PDC [Rodolfo PARKER]; Democratic Convergence or CD [Oscar KATTAN] (formerly United Democratic Center or CDU); Farabundo Marti National Liberation Front or FMLN [Medardo GONZALEZ]; National Conciliation Party or PCN [Ciro CRUZ ZEPEDA]; Nationalist Republican Alliance or ARENA [Alfredo CRISTIANI]; Great Alliance for National Unity or GANA [Andres ROVIRA] |
| **Equatorial Guinea** | Convergence Party for Social Democracy or CPDS [Placido MICO Abogo]; Democratic Party for Equatorial Guinea or PDGE [Teodoro OBIANG NGUEMA MBASOGO] (ruling party); Electoral Coalition or EC; Party for Progress of Equatorial Guinea or PPGE [Severo MOTO]; Popular Action of Equatorial Guinea or APGE [Avelino MOCACHE]; Popular Union or UP [Daniel MARTINEZ Ayecaba] |
| **Eritrea** | People's Front for Democracy and Justice or PFDJ [ISAIAS Afworki] (the only party recognized by the government); note - a National Assembly committee drafted a law on political parties in January 2001, but the full National Assembly has yet to debate or vote on it |
| **Estonia** | Center Party of Estonia (Keskerakond) [Edgar SAVISAAR]; Estonian Greens (Rohelised) [Marek STRANDBERG]; Estonian People's Union (Rahvaliit) [Andrus BLOK]; Estonian Reform Party (Reformierakond) [Andrus ANSIP]; Social Democratic Party [Sven MIKSER]; Union of Pro Patria and Res Publica (Isamaa je Res Publica Liit) [Mart LAAR] |
| **Ethiopia** | Afar National Democratic Party or ANDP [Mohammed KEDIR]; Arena Tigray; Argoba People's Democratic Organization or APDO; Benishangul Gumuz People's Democratic Party or BGPDP [Mulualem BESSE]; Coalition for Unity and Democratic Party or CUDP; Ethiopian Federal Democratic Forum or FORUM (a UDJ-led 8-party alliance established for the 2010 parliamentary elections); Ethiopian People's Revolutionary Democratic Front or EPRDF; Gambella Peoples Unity Democratic Movement or GPUDM [Umod UBONG]; Gurage Nationalities' Democratic Movement or GNDM; Harari National League or HNL [Murad ABDULHADI]; Oromo Federalist Democratic Movement or OFDM [BULCHA Demeksa]; Oromo People's Congress or OPC [IMERERA Gudina]; Somali Democratic Alliance Forces or SODAF; Somali People's Democratic Party or SPDP; United Ethiopian Democratic Forces or UEDF [BEYENE Petros]; Unity for Democracy and Justice or UDJ [Birtukan MEDEKSA, currently imprisoned] |
| **European Union** | Confederal Group of the European United Left-Nordic Green Left or GUE/NGL [Lothar BISKY]; Europe of Freedom and Democracy Group or EFD [Nigel FARAGE and Francesco SPERONI]; European Conservatives and Reformists Group or ECR [Michael KAMINSKI]; Group of Greens/European Free Alliance or Greens/EFA [Rebecca HARMS and Daniel COHN-BENDIT]; Group of the Alliance of Liberals and Democrats for Europe or ALDE [Guy VERHOFSTADT]; Group of the European People's Party or EPP [Joseph DAUL]; Group of the Progressive Alliance of Socialists and Democrats in the European Parliament or S&D [Martin SCHULZ] |
| **Falkland Islands (Islas Malvinas)** | none; all independents |
| **Faroe Islands** | Center Party [Jenis av RANA]; Independence Party [Kari P. HOJGAARD]; People's Party [Jorgen NICLASEN]; Republican Party [Hogni HOYDAL]; Social Democratic Party [Joannes EIDESGAARD]; Union Party [Kaj Leo JOHANNESEN] |
| **Fiji** | Dodonu Ni Taukei Party or DNT [Fereti S. DEWA]; Fiji Democratic Party or FDP [Filipe BOLE] (a merger of the Christian Democrat Alliance or VLV [Poesci Waqalevu BUNE], Fijian Association Party or FAP, Fijian Political Party or SVT [Sitiveni RABUKA] (primarily Fijian), and New Labor Unity Party or NLUP [Ofa SWANN]); Fiji Labor Party or FLP [Mahendra CHAUDHRY]; General Voters Party or GVP (became part of United General Party); Girmit Heritage Party or GHP; Justice and Freedom Party or AIM; Lio 'On Famor Rotuma Party or LFR; National Federation Party or NFP [Pramond RAE] (primarily Indian); Nationalist Vanua Takolavo Party or NVTLP [Saula TELAWA]; Party of National Unity or PANU [Ponipate LESAVUA]; Party of the Truth or POTT; United Fiji Party/Sogosogo Duavata ni Lewenivanua or SDL [Laisenia QARASE]; United Peoples Party or UPP [Millis Mick BEDDOES] |
| **Finland** | Center Party or Kesk [Mari KIVINIEMI]; Christian Democrats or KD [Paivi RASANEN]; Green Party or VIHR [Anni SINNEMAKI]; Left Alliance or VAS [Paavo ARHINMAKI]; National Coalition Party or Kok [Jyrki KATAINEN]; Social Democratic Party or SDP [Jutta URPILAINEN]; Swedish People's Party or SFP [Stefan WALLIN]; The Finns or TF [Timo SOINI] |
| **France** | Centrist Union or UDF [Nicolas ABOUT]; Democratic Movement or MoDem [Francois BAYROU] (previously Union for French Democracy or UDF); French Communist Party or PCF [Pierre LAURENT]; Greens [Cecile DUFLOT]; Left Party or PG [Jean-Luc MELENCHON]; Left Radical Party or PRG [Jean-Michel BAYLET] (previously Radical Socialist Party or PRS and the Left Radical Movement or MRG); Movement for France or MPF [Philippe DE VILLIERS]; National Front or FN [Jean-Marie LE PEN]; New Anticapitalist Party or NPA [Olivier BESANCENOT]; New Center or NC [Herve MORIN]; Radical Party [Yvon COLLIN]; Rally for France or RPF [Charles PASQUA]; Republican and Citizen Movement or MRC [Jean-Luc LAURENT]; Socialist Party or PS [Martine AUBRY]; Union for a Popular Movement or UMP [Nicolas SARKOZY]; Worker's Struggle or LO [Nathalie ARTHAUD] |
| **French Polynesia** | Alliance for a New Democracy or ADN (includes the parties The New Star and This Country is Yours); New Fatherland Party (Ai'a Api); Our Home alliance; People's Servant Party (Tavini Huiraatira); Popular Rally (Tahoeraa Huiraatira); Union for Democracy alliance or UPD |
| **Gabon** | Circle of Liberal Reformers or CLR [General Jean Boniface ASSELE]; Congress for Democracy and Justice or CDJ [Jules Aristide Bourdes OGOULIGUENDE]; Democratic and Republican Alliance or ADERE [Divungui-di-Ndinge DIDJOB]; Gabonese Democratic Party or PDG [Simplice Nguedet MANZELA] (former sole party); Gabonese Party for Progress or PGP [Benoit Mouity NZAMBA]; Gabonese Union for Democracy and Development or UGDD [Zacherie MYBOTO]; National Rally of Woodcutters or RNB; National Rally of Woodcutters-Rally for Gabon or RNB-RPG (Bucherons) [Fr. Paul M'BA-ABESSOLE]; Party of Development and Social Solidarity or PDS [Seraphin Ndoat REMBOGO]; People's Unity Party or PUP [Louis Gaston MAYILA]; Social Democratic Party or PSD [Pierre Claver MAGANGA-MOUSSAVOU]; Union for Democracy and Social Integration or UDIS; Union of Gabonese Patriots or UPG [Pierre MAMBOUNDOU] |
| **Gambia, The** | Alliance for Patriotic Reorientation and Construction or APRC [Yahya A. J. J. JAMMEH] (the ruling party); Gambia People's Democratic Party or GPDP [Henry GOMEZ]; National Alliance for Democracy and Development or NADD [Halifa SALLAH]; National Convention Party or NCP [Sheriff DIBBA]; National Reconciliation Party or NRP [Hamat N. K. BAH]; People's Democratic Organization for Independence and Socialism or PDOIS [Halifa SALLAH]; United Democratic Party or UDP [Ousainou DARBOE] |
| **Georgia** | Christian Democratic Movement [Giorgi TARGAMADZE]; Conservative Party [Kakha KUKAVA]; Democratic Movement United Georgia [Nino BURJANADZE]; For Fair Georgia [Zurab NOGAIDELI]; Georgian Party [Sozar SUBARI]; Georgian People's Front [Nodar NATADZE]; Greens [Giorgi GACHECHILADZE]; Industry Will Save Georgia (Industrialists) or IWSG [Georgi TOPADZE]; Labor Party [Shalva NATELASHVILI]; National Democratic Party or NDP [Bachuki KARDAVA]; National Forum [Kakhaber SHARTAVA]; New Rights [David GAMKRELIDZE]; Our Georgia-Free Democrats (OGFD) [Irakli ALASANIA]; People's Party [Koba DAVITASHVILI; Republican Party [David USUPASHVILI]; Socialist Party or SPG [Irakli MINDELI]; Traditionalists [Akaki ASATIANI]; United National Movement or UNM [Mikheil SAAKASHVILI] |
| **Germany** | Alliance '90/Greens [Claudia ROTH and Cem OZDEMIR]; Christian Democratic Union or CDU [Angela MERKEL]; Christian Social Union or CSU [Horst SEEHOFER]; Free Democratic Party or FDP [Philipp Roesler]; Left Party or Die Linke [Klaus ERNST and Gesine LOETZSCH]; Social Democratic Party or SPD [Sigmar GABRIEL] |
| **Ghana** | Convention People's Party or CPP [Ladi NYLANDER]; Democratic Freedom Party or DFP [Alhaji Abudu Rahman ISSAKAH]; Every Ghanaian Living Everywhere or EGLE; Great Consolidated Popular Party or GCPP [Dan LARTEY]; National Democratic Congress or NDC [Dr. Kwabena ADJEI]; New Patriotic Party or NPP [Jake OBETSEBI-LAMPEY]; People's National Convention or PNC [Alhaji Amed RAMADAN]; Reform Party [Kyeretwie OPUKU]; United Renaissance Party or URP [Charles WAYO] |
| **Gibraltar** | Gibraltar Liberal Party [Joseph GARCIA]; Gibraltar Social Democrats or GSD [Fabian PICARDO]; Gibraltar Socialist Labor Party or GSLP [Joseph John BOSSANO]; Progressive Democratic Party |
| **Greece** | Anticapitalist Left Cooperation for the Overthrow or ANTARSYA [Petros KONSTANTINOU]; Coalition of the Radical Left or SYRIZA [Alexis TSIPRAS]; Communist Party of Greece or KKE [Aleka PAPARIGA]; Democratic Left [Fotis KOUVELIS]; Democratic Alliance or DISY [Theodora BAKOGIANNI]; Ecologist Greens [Nikos CHRYSOGELOS]; Golden Dawn [Nikolaos MICHALOLIAKOS]; New Democracy or ND [Antonis SAMARAS]; Panhellenic Socialist Movement or PASOK [Georgios PAPANDREOU]; Popular Orthodox Rally or LAOS [Georgios KARATZAFERIS] |
| **Greenland** | Atassut Party (Solidarity) [Gerhardt PETERSEN] (a conservative party favoring continuing close relations with Denmark); Demokratiit [Jens B. FREDERIKSEN]; Inuit Ataqatigiit or IA (Inuit Community) [Kuupik KLEIST] (a leftist party favoring complete independence from Denmark rather than home rule); Kattusseqatigiit (Candidate List) [Anthon FREDERIKSEN] (an independent right-of-center party with no official platform); Siumut (Forward Party) [Alega HAMMOND] (a social democratic party advocating more distinct Greenlandic identity and greater autonomy from Denmark) |
| **Grenada** | Grenada United Labor Party or GULP [Gloria Payne BANFIELD]; National Democratic Congress or NDC [Tillman THOMAS]; New National Party or NNP [Keith MITCHELL] |
| **Guam** | Democratic Party [Michael PHILLIPS]; Republican Party [Philip J. FLORES] (controls the legislature) |
| **Guatemala** | Center of Social Action or CASA [Feliz Adolfo RUANO de Leon]; Democracy Front or FRENTE [Alfonso CABRERA]; Democratic Union or UD [Edwin Armando MARTINEZ Herrera]; Encounter for Guatemala or EG [Nineth MONTENGRO]; Grand National Alliance or GANA [Jaime Antonio MARTINEZ Lohayza]; Guatemalan National Revolutionary Unity or URNG [Hector Alfredo NUILA Ericastilla]; Guatemalan Republican Front or FRG [Luis Fernando PEREZ]; Independent Bloc Guatemala or BG [Macario Efrain OLIVA Muralles]; Independent Democratic Freedom Renewed or LIDER [Manuel BALDIZON]; National Advancement Party or PAN [Juan GUTIERREZ]; National Unity for Hope or UNE [Roberto KESTLER Velasquez]; Nationalist Change Union or UCN [Mario ESTRADA]; Patriot Party or PP [Ingrid Roxana BALDETTI Elias]; Unionista Party or PU [Alvaro ARZU Irigoyen] |
| **Guernsey** | none; all independents |
| **Guinea** | Rally for the Guinean People or RPG [Alpha CONDE]; Union of Democratic Forces of Guinea or UFDG [Cellou Dalein DIALLO]; Union of Republican Forces or UFR [Sidya TOURE] |
| | *note:* Listed are the three most popular parties in first round voting for president in 2010; overall, there are more than 130 registered parties |
| **Guinea-Bissau** | African Party for the Independence of Guinea-Bissau and Cape Verde or PAIGC [Carlos GOMES Junior]; Democratic Alliance or AD [Victor MANDINGA]; Democratic Social Front or FDS [Rafael BARBOSA]; Electoral Union or UE [Joaquim BALDE]; Guinea-Bissau Civic Forum/Social Democracy or FCGSD [Antonieta Rosa GOMES]; Guinea-Bissau Democratic Party or PDG; Guinea-Bissau Socialist Democratic Party or PDSG [Serifo BALDE]; Labor and Solidarity Party or PST [Lancuba INDJAI]; New Democracy Party or PND; Party for Democratic Convergence or PCD [Victor MANDINGA]; Party for Renewal and Progress or PRP; Party for Social Renewal or PRS [Sory DJALO]; Progress Party or PP; Republican Party for Independence and Development or PRID [Aristides GOMES]; Union of Guinean Patriots or UPG [Francisca VAZ]; Union for Change or UM [Amine SAAD]; United Platform or UP (coalition formed by PCD, FDS, FLING, and RGB-MB); United Popular Alliance or APU; United Social Democratic Party or PUSD [Francisco FADUL] |
| **Guyana** | Alliance for Change or AFC [Khemraj RAMJATTAN]; Guyana Action Party or GAP [Everall FRANKLIN]; Justice for All Party [C.N. SHARMA]; A Partnership for National Unity or APNU [David GRANGER]; People's National Congress/Reform or PNC/R [Robert Herman Orlando CORBIN]; People's Progressive Party/Civic or PPP/C [Donald RAMOTAR]; Rise, Organize, and Rebuild or ROAR [Ravi DEV]; The United Force or TUF [Manzoor NADIR]; The Unity Party [Joey JAGAN]; Vision Guyana [Peter RAMSAROOP]; Working People's Alliance or WPA [Clive THOMAS] |
| **Haiti** | Assembly of Progressive National Democrats or RDNP [Mirlande MANIGAT]; Christian and Citizen For Haiti's Reconstruction or ACCRHA [Chavannes JEUNE]; Convention for Democratic Unity or KID [Evans PAUL]; Cooperative Action to Rebuild Haiti or KONBA [Jean William JEANTY]; December 16 Platform or Platfom 16 Desanm [Dr. Gerard BLOT]; Democratic Alliance or ALYANS [Evans PAUL] (coalition composed of KID and PPRH); Effort and Solidarity to Create an Alternative for the People or ESKAMP [Joseph JASME]; Fanmi Lavalas or FL [Maryse NARCISSE]; For Us All or PONT [Jean-Marie CHERESTAL]; Grouping of Citizens for Hope or RESPE [Charles-Henri BAKER]; Haiti in Action or AAA [Youri LATORTUE]; Haitian Youth Democratic Movement or MODEJHA [Jean Hector ANACACIS]; Haitians for Haiti [Yvon NEPTUNE]; Independent Movement for National Reconstruction or MIRN [Luc FLEURINORD]; Lavni Organization or LAVNI [Yves CRISTALIN]; Liberal Party of Haiti or PLH [Jean Andre VICTOR]; Love Haiti or Renmen Ayiti [Jean-Henry CEANT and Camille LEBLANC]; Merging of Haitian Social Democratics or FUSION [Victor BENOIT] (coalition of Ayiti Capable, Haitian National Revolutionary Party, and National Congress of Democratic Movements); Mobilization for National Development or MDN [Hubert de RONCERAY]; Mobilization for Progress in Haiti or MPH [Samir MOURRA]; National Coalition of Nonaligned Political Parties or CONACED [Osner FEVRY]; National Front for the Reconstruction of Haiti or FRN [Guy PHILIPPE]; New Christian Movement for a New Haiti or MOCHRENA [Luc MESADIEU]; Open the Gate Party or PLB [Anes LUBIN]; Peasant's Response or Repons Peyizan [Michel MARTELLY]; Platform Alternative for Progress and Democracy or ALTENATIV [Victor BENOIT and Evans PAUL]; Platform of Haitian Patriots or PLAPH [Dejean BELISAIRE and Himler REBU]; Popular Party for the Renewal of Haiti or PPRH [Claude ROMAIN]; Strength in Unity or Ansanm Nou Fo [Leslie VOLTAIRE]; Struggling People's Organization or OPL [Harry MARSAN]; Union [Chavannes JEUNE]; Union of Haitian Citizens for Democracy, Development, and Education or UCADDE [Jeantel JOSEPH]; Union of Nationalist and Progressive Haitians or UNPH [Edouard FRANCISQUE]; Unity or Inite [Rene PREVAL] (coalition that includes Front for Hope or L'ESPWA); Vigilance or Veye Yo [Lavarice GAUDIN]; Youth for People's Power or JPP [Rene CIVIL] |
| **Holy See (Vatican City)** | none |
| **Honduras** | Christian Democratic Party or PDC [Felicito AVILA Ordonez]; Democratic Unification Party or PUD [Cesar HAM]; Liberal Party or PL [Roberto MICHELETTI Bain]; National Party or PN [Antonio ALVAREZ Arias]; Social Democratic Innovation and Unity Party or PINU [Jorge Rafael AGUILAR Paredes] |
| **Hong Kong** | *parties:* Association for Democracy and People's Livelihood or ADPL [LIU Sung Lee]; Civic Party [LEONG Ka-kit]; Democratic Alliance for the Betterment and Progress of Hong Kong or DAB [TAM Yiu Cheng]; Democratic Party [Albert HO Chun-yan]; League of Social Democrats or LSD; Liberal Party [Miriam LAU Kin-yee]; New People's Party [Regina IP Lau Su-yee]; People Power [Raymond WONG Yuk-man]; The Frontier (disbanded) |
| | *others:* Confederation of Trade Unions or CTU; Federation of Trade Unions or FTU; Neighborhood and Workers Service Center or NWSC |
| | *note:* political blocs include: pro-democracy - ADPL, Civic Party, Democratic Party, League of Social Democrats, People Power; pro-Beijing - DAB, Liberal Party, New People's Party, The Professional Forum (an informal group of three generally pro-government and pro-business LegCo members from functional constituencies and one independent elected from a geographic constituency), and Economic Synergy; there is no political party ordinance, so there are no registered political parties; politically active groups register as societies or companies |
| **Hungary** | Christian Democratic People's Party or KDNP [Zsolt SEMJEN]; Democratic Coalition [Ferenc GYURCSANY]; Hungarian Civic Alliance or Fidesz [Viktor ORBAN, chairman]; Hungarian Socialist Party or MSzP [Attila MESTERHAZY]; Movement for a Better Hungary or Jobbik [Gabor VONA]; Politics Can Be Different or LMP [13-member leadership] |
| **Iceland** | Independence Party or IP [Bjarni BENEDIKTSSON]; Left-Green Movement or LGM [Steingrimur SIGFUSSON]; The Liberal Party [Sigurjon THORDARSON]; The Movement [Birgitta JONSDOTTIR]; Progressive Party or PP [Sigmundur David GUNNLAUGSSON]; Social Democratic Alliance or SDA [Johanna SIGURDARDOTTIR] |
| **India** | All India Anna Dravida Munnetra Kazhagam or AIADMK [J. JAYALALITHAA]; All India Trinamool Congress or AITC [Mamata BANERJEE]; Bahujan Samaj Party or BSP [MAYAWATI]; Bharatiya Janata Party or BJP [Nitin GADKARI]; Biju Janata Dal or BJD [Naveen PATNAIK]; Communist Party of India or CPI [A.B. BARDHAN]; Communist Party of India-Marxist or CPI-M [Prakash KARAT]; Dravida Munnetra Kazhagam or DMK [M.KARUNANIDHI]; Indian National Congress or INC [Sonia GANDHI]; Janata Dal (United) or JD(U) [Sharad YADAV]; Nationalist Congress Party or NCP [Sharad PAWAR]; Rashtriya Janata Dal or RJD [Lalu Prasad YADAV]; Rashtriya Lok Dal or RLD [Ajit SINGH]; Samajwadi Party or SP [Mulayam Singh YADAV]; Shiromani Akali Dal or SAD [Parkash Singh BADAL]; Shiv Sena or SS [Bal THACKERAY]; Telugu Desam Party or TDP [Chandrababu NAIDU]; note - India has dozens of national and regional political parties; only parties with four or more seats in the People's Assembly are listed |
| **Indonesia** | Democrat Party or PD [Anas URANINGRUM]; Functional Groups Party or GOLKAR [Aburizal BAKRIE]; Great Indonesia Movement Party or GERINDRA [SUHARDI]; Indonesia Democratic Party-Struggle or PDI-P [MEGAWATI Sukarnoputri]; National Awakening Party or PKB [Muhaiman ISKANDAR]; National Mandate Party or PAN [Hatta RAJASA]; People's Conscience Party or HANURA [WIRANTO]; Prosperous Justice Party or PKS [Luthfi Hasan ISHAQ]; United Development Party or PPP [Suryadharma ALI] |
| **Iran** | formal political parties are a relatively new phenomenon in Iran and most conservatives still prefer to work through political pressure groups rather than parties; often political parties or coalitions are formed prior to elections and disbanded soon thereafter; a loose pro-reform coalition called the 2nd Khordad Front, which includes political parties as well as less formal groups and organizations, achieved considerable success in elections for the sixth Majles in early 2000; groups in the coalition included the Islamic Iran Participation Front (IIPF), Executives of Construction Party (Kargozaran), Solidarity Party, Islamic Labor Party, Mardom Salari, Mojahedin of the Islamic Revolution Organization (MIRO), and Militant Clerics Society (Ruhaniyun); the coalition participated in the seventh Majles elections in early 2004; following his defeat in the 2005 presidential elections, former MCS Secretary General and sixth Majles Speaker Mehdi KARUBI formed the National Trust Party; a new conservative group, Islamic Iran Developers Coalition (Abadgaran), took a leading position in the new Majles after winning a majority of the seats in February 2004; following the 2004 Majles elections, traditional and hardline conservatives have attempted to close ranks under the United Front of Principalists and the Broad Popular Coalition of Principalists; several reformist groups, such as the Mujahadin of the Islamic Revolution, came together as a reformist coalition in advance of the 2008 Majles elections; the IIPF has repeatedly complained that the overwhelming majority of its candidates have been unfairly disqualified from the 2008 elections |
| **Iraq** | Badr Organization [Hadi al-AMIRI]; Da'wa Party [Prime Minister Nuri al-MALIKI]; Da'wa Tanzim [Hashim al-MUSAWI branch]; Da-wa Tanzim [Abd al-Karim al-ANZI branch]; Fadilah Party [Hasan al-SHAMMARI and Ammar TUAMA]; Goran (Change) List [Nushirwan MUSTAFA]; Hadba Gathering [Athil al-NUJAYFI]; Iraqi Covenant Gathering [Ahmad Abd al-Ghafur al-SAMARRAI]; Iraqi Constitutional Party [Jawad al-BULANI]; Iraqi Front for National Dialogue [Deputy Prime Minister Salih al-MUTLAQ]; Iraqi Islamic Party or IIP [Usama al-TIKRITI]; Iraqi Justice and Reform Movement [Shaykh Abdallah al-YAWR]; Iraqi National Accord or INA [Ayad ALLAWI, former Interim Government prime minister]; Iraqi National Congress or INC [Ahmad CHALABI]; Iraqi National Accord or INA [Ayad ALLAWI]; Islamic Supreme Council of Iraq or ISCI [Ammar al-HAKIM]; Kurdistan Democratic Party or KDP [Kurdistan Regional Government President Masud BARZANI]; Future National Gathering [Finance Minister Rafi al-ISSAWI]; National Iraqiyun Gathering [Usama al-NUJAYFI]; National Movement for Reform and Development [Jamal al-KARBULI]; National Reform Trend [former Prime Minister Ibrahim al-JAFARI]; Patriotic Union of Kurdistan or PUK [President Jalal TALABANI]; Renewal List [Vice President Tariq al-HASHIMI]; Sadrist Trend [Muqtada al-SADR]; Sahawa al-Iraq [Ahmad al-RISHAWI] |
| | *note:* numerous smaller local, tribal, and minority parties |
| **Ireland** | Fianna Fail [Michael MARTIN]; Fine Gael [Enda KENNY]; Green Party [John GORMLEY]; Labor Party [Eamon GILMORE]; New Vision; Progressive Democrats or PD [Noel GREALISH] (formerly dissolved on 20 November 2009); Sinn Fein [Gerry ADAMS]; Socialist Party [Joe HIGGINS]; The Workers' Party [Michael FINNEGAN]; United Left Alliance |
| **Isle of Man** | Alliance for Progressive Government; Liberal Vannin Party [Peter KARRAN]; Manx Labor Party; Manx Nationalist Party (Mec Vannin) [Bernard MOFFATT] |
| | *note:* most members sit as independents |
| **Israel** | Balad [Jamal ZAHALKA]; Democratic Front for Peace and Equality (HADASH) [Muhammad BARAKEH]; Independence [Ehud BARAK]; Kadima [Tzipora "Tzipi" LIVNI]; Labor Party [Eitan CABEL]; Likud [Binyamin NETANYAHU]; National Union [Yaakov KATZ]; SHAS [Eliyahu YISHAI]; The Jewish Home (HaBayit HaYehudi) [Daniel HERSCHKOWITZ]; The New Movement-Meretz [Haim ORON]; United Arab List-Ta'al [Ibrahim SARSUR]; United Torah Judaism or UTJ [Yaakov LITZMAN]; Yisrael Beiteinu or YB [Avigdor LIEBERMAN] |
