CIA - The World Factbook -- Field Listing - Political parties and leaders

| Country | Political parties and leaders |
| **Croatia** | Croatian Bloc or HB [Ivic PASALIC]; Croatian Christian Democratic Union or HKDU [Anto KOVACEVIC]; Croatian Democratic Union or HDZ [Ivo SANADER]; Croatian Party of Rights or HSP [Anto DJAPIC]; Croatian Peasant Party or HSS [Zlatko TOMCIC]; Croatian Pensioner Party or HSU [Vladimir JORDAN]; Croatian People's Party or HNS [Vesna PUSIC] (in 2005 party merged with Libra to become Croatian People's Party-Liberal Democrats or NS-LD [Vesna PUSIC]); Croatian Social Liberal Party or HSLS [Ivan CEHOK]; Croatian True Revival Party or HIP [Miroslav TUDJMAN]; Democratic Centre or DC [Vesna SKARE-OZBOLT]; Independent Democratic Serb Party or SDSS [Vojislav STANIMIROVIC]; Istrian Democratic Assembly or IDS [Ivan JAKOVCIC]; Liberal Party or LS [Zlatko BENASIC]; Party of Liberal Democrats or Libra [Jozo RADOS] (in 2005 merged with HNS); Social Democratic Party of Croatia or SDP [Ivica RACAN] |
| **Cuba** | only party - Cuban Communist Party or PCC [Fidel CASTRO Ruz, first secretary] |
| **Cyprus** | *Republic of Cyprus:* Democratic Party or DIKO [Tassos PAPADOPOULOS]; Democratic Rally or DISY [Nikos ANASTASIADHIS]; Fighting Democratic Movement or ADIK [Dinos MIKHAILIDIS]; Green Party of Cyprus [George PERDIKIS]; New Horizons [Nikolaus KOUTSOU]; Restorative Party of the Working People or AKEL (Communist Party) [Dimitrios CHRISTOFIAS]; Social Democrats Movement or KISOS (formerly United Democratic Union of Cyprus or EDEK) [Yiannakis OMIROU]; United Democrats Movement or EDE [George VASSILIOU]; north Cyprus: Democratic Party or DP [Serder DENKTASH]; National Birth Party or UDP [Enver EMIN]; National Unity Party or UBP [Dervis EROGLU]; Our Party or BP [Okyay SADIKOGLU]; Patriotic Unity Movement or YBH [Alpay DURDURAN]; Peace and Democratic Movement [Mustafa AKINCI]; Republican Turkish Party or CTP [Mehmet ALI TALAT] |
| **Czech Republic** | Caucus SNK [Josef ZOSER]; Christian and Democratic Union-Czechoslovak People's Party or KDU-CSL [Miroslav KALOUSEK, chairman]; Civic Democratic Alliance or ODA [Jirina NOVAKOVA, chairman]; Civic Democratic Party or ODS [Mirek TOPOLANEK, chairman]; Communist Party of Bohemia and Moravia or KSCM [Miroslav GREBENICEK, chairman]; Communist Party of Czechoslovakia or KSC [Miroslav STEPAN, chairman]; Czech National Social Party of CSNS [Jaroslav ROVNY, chairman]; Czech Social Democratic Party or CSSD [Stanislav GROSS, acting chairman]; European Democrats [Jan KASL]; Freedom Union-Democratic Union or US-DEU [Hana Marvanova, chairwoman]; Open Democracy [Sona PAUKRTOVA, chairwoman] |
| **Denmark** | Center Democratic Party [Mimi JAKOBSEN]; Christian Democrats (was Christian People's Party) [Marianne KARLSMOSE]; Conservative Party (sometimes known as Conservative People's Party) [Bendt BENDTSEN]; Danish People's Party [Pia KJAERSGAARD]; Liberal Party [Anders Fogh RASMUSSEN]; Social Democratic Party [Helle THORNING-SCHMIDT]; Social Liberal Party (sometimes called the Radical Left) [Marianne JELVED, leader; Soren BALD, chairman]; Socialist People's Party [Villy SOEVNDAL]; Red-Green Unity List (bloc includes Left Socialist Party, Communist Party of Denmark, Socialist Workers' Party) [collective leadership] |
| **Djibouti** | Democratic National Party or PND [ADEN Robleh Awaleh]; Democratic Renewal Party or PRD [Abdillahi HAMARITEH]; Djibouti Development Party or PDD [Mohamed Daoud CHEHEM]; Front pour la Restauration de l'Unite Democratique or FRUD [Ali Mohamed DAOUD]; People's Progress Assembly or RPP (governing party) [Ismail Omar GUELLEH]; Peoples Social Democratic Party or PPSD [Moumin Bahdon FARAH]; Republican Alliance for Democracy or ARD [Ahmed Dini AHMED]; Union for Democracy and Justice or UDJ [leader NA] |
| **Dominica** | Dominica Freedom Party or DFP [Charles SAVARIN]; Dominica Labor Party or DLP [Roosevelt SKERRIT]; United Workers Party or UWP [Edison JAMES] |
| **Dominican Republic** | Dominican Liberation Party or PLD [Leonel FERNANDEZ Reyna]; Dominican Revolutionary Party or PRD [Vicente Sanchez BARET]; Social Christian Reformist Party or PRSC [Enrique ATUN] |
| **East Timor** | Associacao Social-Democrata Timorense or ASDT [Francisco Xavier do AMARAL]; Christian Democratic Party of Timor or PDC [Antonio XIMENES]; Christian Democratic Union of Timor or UDC [Vicente da Silva GUTERRES]; Democratic Party or PD [Fernando de ARAUJO]; Liberal Party or PL [leader NA]; Maubere Democratic Party or PDM [leader NA]; People's Party of Timor or PPT [Jacob XAVIER]; Revolutionary Front of Independent East Timor or FRETILIN [Lu OLO]; Social Democrat Party of East Timor or PSD [Mario CARRASCALAO]; Socialist Party of Timor or PST [leader Avelino COELHO]; Sons of the Mountain Warriors (also known as Association of Timorese Heroes) or KOTA [Clementino dos Reis AMARAL]; Timor Democratic Union or UDT [Joao CARRASCALAO]; Timor Labor Party or PTT [Paulo Freitas DA SILVA]; Timorese Nationalist Party or PNT [Abilio ARAUJO]; Timorese Popular Democratic Association or APODETI [Frederico Almeida-Santos DA COSTA] |
| **Ecuador** | Concentration of Popular Forces or CFP [Averroes BUCARAM]; Democratic Left or ID [Guillermo LANDAZURI]; National Action Institutional Renewal Party or PRIAN [Alvaro NOBOA]; Pachakutik Movement [Gilberto TALAHUA]; Patriotic Society Party or PSP [Lucio GUTIERREZ Borbua]; Popular Democracy or DP [Dr. Juan Manuel FUERTES]; Popular Democratic Movement or MPD [Gustavo TERAN Acosta]; Radical Alfarista Front or FRA [Fabian ALARCON, director]; Roldosist Party or PRE [Abdala BUCARAM Ortiz, director]; Social Christian Party or PSC [Leon FEBRES CORDERO]; Socialist Party - Broad Front or PS-FA [Victor GRANDA] |
| **Egypt** | Al-Ahrar Party [Helmi SALEM]; Nasserist Arab Democratic Party or Nasserists [Dia' al-din DAWUD]; National Democratic Party or NDP [Mohammed Hosni MUBARAK (governing party)]; National Progressive Unionist Grouping or Tagammu [Rifaat EL-SAID]; New Wafd Party or NWP [No'man GOMAA] |
| | *note:* formation of political parties must be approved by the government |
| **El Salvador** | Christian Democratic Party or PDC [Rodolfo PARKER]; Democratic Convergence or CD (formerly United Democratic Center or CDU) [Ruben ZAMORA, secretary general]; Democratic Party or PD [Jorge MELENDEZ]; Farabundo Marti National Liberation Front or FMLN [Medardo GONZALEZ]; Liberal Democratic Party or PLD [Kirio Waldo SALGADO, president]; National Action Party or PAN [Gustavo Rogelio SALINAS, secretary general]; National Conciliation Party or PCN [Ciro CRUZ ZEPEDA, president]; National Republican Alliance or ARENA [Elias Antonio SACA Gonzalez]; Social Christian Union or USC (formed by the merger of Christian Social Renewal Party or PRSC and Unity Movement or MU) [Abraham RODRIGUEZ, president]; Social Democratic Party or PSD [Juan MEDRANO] |
| **Equatorial Guinea** | Convergence Party for Social Democracy or CPDS [Placido MIKO Abogo]; Democratic Party for Equatorial Guinea or PDGE (ruling party) [Teodoro OBIANG NGUEMA MBASOGO]; Party for Progress of Equatorial Guinea or PPGE [Severo MOTO]; Popular Action of Equatorial Guinea or APGE [Miguel Esono EMAN]; Popular Union or UP [Andres Moises Bda ADA]; Progressive Democratic Alliance or ADP [Victorino Bolekia BONAY]; Union of Independent Democrats of UDI [Daniel OYONO] |
| **Eritrea** | People's Front for Democracy and Justice or PFDJ, the only party recognized by the government [ISAIAS Afworki]; note - a National Assembly committee drafted a law on political parties in January 2001, but the full National Assembly has not yet debated or voted on it |
| **Estonia** | Center Party of Estonia (Keskerakond) [Edgar SAVISAAR, chairman]; Estonian People's Union (Rahvaliit) [Villu REILJAN, chairman]; Estonian Reform Party (Reformierakond) [Andrus ANSIP]; Estonian United Russian People's Party or EUVRP [Yevgeniy TOMBERG, chairman]; Pro Patria Union (Isamaaliit) [Tunne KELAM, chairman]; Res Publica [Juhan PARTS, chairman]; Social Democratic Party (formerly People's Party Moodukad or Moderates) [Ivari PADAR, chairman]; Social Liberals (group of 8 parliamentarians, former Center Party members) [Peeter Kreitzberg] |
| **Ethiopia** | Afar National Democratic Party or ANDP [leader NA]; Benishangul Gumuz People's Democratic Unity Front or BGPDUF [Mulualem BESSE]; Coalition for Unity and Democracy or CUD [HAILU Shawil]; Ethiopian People's Revolutionary Democratic Front or EPRDF [MELES Zenawi] (an alliance of ANDM, OPDO, SEPDF, and TPLF); Gurage Nationalities' Democratic Movement or GNDM [leader NA]; United Ethopian Democratic Forces or UEDF [MERARA Gudina]; dozens of small parties |
| **European Union** | Group of the Alliance of Liberals and Democrats for Europe or ALDE [Graham R. WATSON]; Independence/Democracy Group or IND/DEM [Jens-Peter BONDE and Nigel FARAGE]; Group of Greens/European Free Alliance or Greens/EFA [Monica FRASSONI and Daniel Marc COHN-BENDIT]; Socialist Group in the European Parliament or PES [Martin SCHULZ]; Confederal Group of the European United Left-Nordic Green Left or EUL/NGL [Francis WURTZ]; European People's Party-European Democrats or EPP-ED [Hans-Gert POETTERING]; Union for Europe of the Nations Group or UEN [Brian CROWLEY and Cristiana MUSCARDINI] |
| **Falkland Islands (Islas Malvinas)** | none; all independents |
| **Faroe Islands** | Center Party [Jenis A. RANA]; Independence Party [Kari P. HOJGAARD]; People's Party [Anfinn KALLSBERG]; Republican Party [Hogni HOYDAL]; Social Democratic Party [Joannes EIDESGAARD]; Union Party [Kaj Oeo JOHANNESEN] |
| **Fiji** | Bai Kei Viti Party or BKV [Ratu Tevita MOMOEDONU]; Conservative Alliance Party/Matanitu Vanua or MV [Ratu Rakuita VAKALALABURE]; Dodonu Ni Taukei Party or DNT [Fereti S. DEWA]; Fiji Democratic Party or FDP [Felipe BOLE] (a merger of the Christian Democrat Alliance or VLV [Poesci Waqalevu BUNE], Fijian Association Party or FAP [Adi Kuini SPEED], Fijian Political Party or SVT (primarily Fijian) [Felipe BOLE], and New Labor Unity Party or NLUP [Tupeni BABA]); Fiji Labor Party or FLP [Mahendra CHAUDRHRY]; General Voters Party or GVP [leader NA] (became part of United General Party); Girmit Heritage Party or GHP [leader NA]; Justice and Freedom Party or AIM [leader NA]; Lio 'On Famor Rotuma Party or LFR [leader NA]; National Federation Party or NFP (primarily Indian) [Pramond RAE]; Nationalist Vanua Takolavo Party or NVTLP [Saula TELAWA]; Party of National Unity or PANU [Meli BOGILEKA]; Party of the Truth or POTT [leader NA]; United Fiji Party/Sogosogo Duavata ni Lewenivanua or SDL [Laisenia QARASE]; United General Party or UGP [Millis Mick BEDDOES] |
| **Finland** | Center Party or Kesk [Matti VANHANEN]; Christian Democrats or KD [Paivi RASANEN]; Green League or VIHR [Tarja CRONBERG]; Left Alliance or VAS composed of People's Democratic League and Democratic Alternative [Suvi-Anne SIIMES]; National Coalition (conservative) Party or Kok [Jyrki KATAINEN]; Social Democratic Party or SDP [Eero HEINALUOMA]; Swedish People's Party or SFP [Jan-Erik ENESTAM] |
| **France** | Citizen and Republican Movement or MCR [Jean Pierre CHEVENEMENT]; Democratic and European Social Rally or RDSE (mainly Radical Republican and Socialist Parties, and PRG) [Jacques PELLETIER]; French Communist Party or PCF [Marie-George BUFFET]; Left Radical Party or PRG (previously Radical Socialist Party or PRS and the Left Radical Movement or MRG) [Jean-Michel BAYLET]; Movement for France or MPF [Philippe DE VILLIERS]; National Front or NF [Jean-Marie LE PEN]; Rally for France or RPF [Charles PASQUA]; Socialist Party or PS [Francois HOLLANDE]; Greens [Yann WEHRLING, national secretary]; Union for French Democracy or UDF [Francois BAYROU]; Union for a Popular Movement or UMP (including RPR, DL, and a part of UDF) [Nicolas SARKOZY] |
| **French Guiana** | Guyanese Democratic Action or ADG [Andre LECANTE]; Guyanese Socialist Party or PSG [Marie-Claude VERDAN]; Guyana Democratic Forces or FDG [Georges OTHILY]; Popular National Guyanese Party or PNPG [Jose DORCY]; Socialist Party or PS [Paul DEBRIETTE]; Union for a Popular Movement or UMP (includes RPR) [Muriel ICARE]; Walwari Committee (aligned with the PRG in France) [Christine TAUBIRA-DELANON] |
| **French Polynesia** | Independent Front for the Liberation of Polynesia (Tavini Huiraatira) [Oscar TEMARU]; New Fatherland Party (Ai'a Api) [Emile VERNAUDON]; People's Rally for the Republic of Polynesia or RPR (Tahoeraa Huiraatira) [Gaston FLOSSE]; The New Star (Te Fetia Api) [Philippe SHYLE]; This Country is Yours (No Oe E Te Nunaa) [Nicle BOUTEAU]; Union for Democracy or UPD [Oscar TEMARU] |
| **Gabon** | Circle of Liberal Reformers or CLR [General Jean Boniface ASSELE]; Congress for Democracy and Justice or CDJ [Jules Aristide Bourdes OGOULIGUENDE]; Democratic and Republican Alliance or ADERE [Divungui-di-Ndinge DIDJOB]; Gabonese Democratic Party or PDG, former sole party [Simplice Nguedet MANZELA]; Gabonese Party for Progress or PGP [Pierre-Louis AGONDJO-OKAWE]; National Rally of Woodcutters-Rally for Gabon or RNB-RPG (Bucherons) [Fr. Paul M'BA-ABESSOLE]; People's Unity Party or PUP [Louis Gaston MAYILA]; Rally for Democracy and Progress or RDP [Pierre EMBONI]; Social Democratic Party or PSD [Pierre Claver MAGANGA-MOUSSAVOU]; Union for Democracy and Social Integration or UDIS [leader NA]; Union of Gabonese People or UPG [Pierre MAMBOUNDOU] |
| **Gambia, The** | Alliance for Patriotic Reorientation and Construction or APRC - the ruling party [Yahya A. J. J. JAMMEH]; Gambian People's Party-Progressive People's Party-United Democratic Party or GPP-PPP-UDP Coalition [Ousainou DARBOE]; National Convention Party or NCP [Sheriff DIBBA]; National Reconciliation Party or NRP [Hamat N. K. BAH]; People's Democratic Organization for Independence and Socialism or PDOIS [Sidia JATTA] |
| | *note:* in August 2001, an independent electoral commission allowed the reregistration of the GPP, NCP, and PPP, three parties banned since 1996 |
| **Georgia** | Burjanadze-Democrats [Nino BURJANADZE]; Georgian People's Front [Nodar NATADZE]; Georgian United Communist Party or UCPG [Panteleimon GIORGADZE]; Greens [Giorgi GACHECHILADZE]; Industry Will Save Georgia (Industrialists) or IWSG [Georgi TOPADZE]; Labor Party [Shalva NATELASHVILI]; National Democratic Party or NDP [Bachuki KARDAVA]; National Movement Democratic Front [Mikheil SAAKASHVILI] bloc composed of National Movement and Burjanadze-Democrats; National Movement [Mikheil SAAKASHVILI]; New Right [David GAMKRELIDZE]; Republican Party [David BERDZENISHVILI]; Rightist Opposition [David GAMKRELIDZE] bloc composed of Industrialists and New Right Party; Socialist Party or SPG [Irakli MINDELI]; Traditionalists [Akaki ASATIANI]; Union of National Forces-Conservatives [Koba DAVITASHVILI and Zviad DZIDZIGURI] |
| **Germany** | Alliance '90/Greens [Angelika BEER and Reinhard BUETIKOFER]; Christian Democratic Union or CDU [Angela MERKEL]; Christian Social Union or CSU [Edmund STOIBER, chairman]; Free Democratic Party or FDP [Guido WESTERWELLE, chairman]; Left Party or PDS/WASG [Oskar LAFONTAINE and Gregor GYSI]; Party of Democratic Socialism or PDS [Lothar BISKY]; Social Democratic Party or SPD [Franz MUENTEFERING] |
| **Ghana** | Convention People's Party or CPP [Nii Noi DOWUONA, general secretary]; Every Ghanaian Living Everywhere or EGLE [Owuraku AMOFA, chairman]; Great Consolidated Popular Party or GCPP [Dan LARTY]; National Convention Party or NCP [Sarpong KUMA-KUMA]; National Democratic Congress or NDC [Dr. Huudu YAHAYA, general secretary]; New Patriotic Party or NPP [Samuel Arthur ODOI-SYKES]; People's Convention Party or PCP [P. K. DONKOH-AYIFI, acting chairman]; People's Heritage Party or PHP [Emmanuel Alexander ERSKINE]; People's National Convention or PNC [Edward MAHAMA]; Reform Party [Kyeretwie OPUKU, general secretary] |
| **Gibraltar** | Gibraltar Liberal Party [Joseph GARCIA]; Gibraltar Social Democrats or GSD [Peter CARUANA]; Gibraltar Socialist Labor Party or GSLP [Joseph John BOSSANO] |
| **Greece** | Coalition of the Left and Progress (Synaspismos) [Alekos ALAVANOS]; Communist Party of Greece or KKE [Aleka PAPARIGA]; New Democracy or ND (conservative) [Konstandinos KARAMANLIS]; Panhellenic Socialist Movement or PASOK [Yiorgos PAPANDREOU]; Popular Orthodox Rally [Yeoryios KARATZAFERIS] |
| **Greenland** | Atassut Party (Solidarity, a conservative party favoring continuing close relations with Denmark) [Augusta SALLING]; Demokratiit [Per BERTHELSEN]; Inuit Ataqatigiit or IA (Eskimo Brotherhood, a leftist party favoring complete independence from Denmark rather than home rule) [Josef MOTZFELDT]; Issituup (Polar Party) [Nicolai HEINRICH]; Kattusseqatigiit (Candidate List, an independent right-of-center party with no official platform [leader NA]; Siumut (Forward Party, a social democratic party advocating more distinct Greenlandic identity and greater autonomy from Denmark) [Hans ENOKSEN] |
| **Grenada** | Grenada United Labor Party or GULP [Gloria Payne BANFIELD]; National Democratic Congress or NDC [Tillman THOMAS]; New National Party or NNP [Keith MITCHELL]; People Labor Movement or PLM [Dr. Francis ALEXIS] |
| **Guadeloupe** | Communist Party of Guadeloupe or PCG [Mona CADOCE]; FGPS [Dominique LARIFLA]; Left Radical Party or PRG [Flavien FERRANT]; Progressive Democratic Party or PPDG [Henri BANGOU]; Socialist Party or PS [Marlene MELISSE and Favrot DAVRAIN]; Union for French Democracy or UDF [Marcel ESDRAS]; Union for a Popular Movement or UMP (including RPR) [Robert JOYEUX] |
| **Guam** | Democratic Party [leader Michael PHILLIPS]; Republican Party (controls the legislature) [leader Philip J. FLORES] |
| **Guatemala** | Authentic Integral Development or DIA [Eduardo SUGER]; Democratic Union or UD [Rodolfo PAIZ Andrade]; Grand National Alliance or GANA [Oscar BERGER Perdomo]; Green Party or LOV [Rodolfo ROSALES Garcis-Salaz]; Guatemalan Christian Democracy or DCG [Vinicio CEREZO Arevalo]; Guatemalan National Revolutionary Unity or URNG [Alba ESTELA Maldonado, secretary general]; Guatemalan Republican Front or FRG [Efrain RIOS Montt]; Movement for Guatemalan Unity or MGU [Jacobo ARBENZ Villanueva]; Movement for Principals and Values or MPV [Francisco BIANCHI]; National Advancement Party or PAN [Leonel LOPEZ Rodas, secretary general]; National Unity for Hope or UNE [Alvarado COLOM Caballeros]; New Nation Alliance or ANN (formed by an alliance of DIA, URNG, and several splinter groups most of whom subsequently defected) [led by three co-equal partners - Nineth Varenca MONTENEGRO Cottom, Rodolfo BAUER Paiz, and Jorge Antonio BALSELLS TUT]; Patriot Party or PP [retired General Otto PEREZ Molina]; Progressive Liberator Party or PLP [Acisclo VALLADARES Molina]; Reform Movement or MR [Alfredo SKINNER-KLEE, secretary general]; Unionista Party [leader NA] |
| **Guernsey** | none; all independents |
| **Guinea** | Democratic Party of Guinea-African Democratic Rally or PDG-RDA [El Hadj Ismael Mohamed Gassim GUSHEIN]; National Union for Progress or UPN [Mamadou Bhoye BARRY]; Party for Unity and Progress or PUP [Lansana CONTE] - the governing party; People's Party of Guinea or PPG [Pascal TOLNO]; Rally for the Guinean People or RPG [Alpha CONDE]; Union of Democratic Forces of Guinea or UFDG [Mamadou BA]; Union of Republican Forces or UFR [Sidya TOURE]; Union for Progress and Renewal or UPR [Siradiou DIALLO]; Union for Progress of Guinea or UPG [Jean-Marie DORE, secretary-general] |
| **Guinea-Bissau** | African Party for the Independence of Guinea-Bissau and Cape Verde or PAIGC [Carlos GOMES Junior]; Front for the Liberation and Independence of Guinea or FLING [Francois MENDY]; Guinea-Bissau Resistance-Ba Fata Movement or RGB-MB [Helder Vaz LOPES]; Guinean Civic Forum or FCG [Antonieta Rosa GOMES]; International League for Ecological Protection or LIPE [Alhaje Bubacar DJALO, president]; National Union for Democracy and Progress or UNDP [Abubacer BALDE, secretary general]; Party for Democratic Convergence or PCD [Victor MANDINGA]; Social Renovation Party or PRS [Kumba YALA]; Union for Change or UM [Jorge MANDINGA, president, Dr. Anne SAAD, secretary general]; United Platform or UP [coalition formed by PCD, FDS, FLING, and RGB-MB]; United Social Democratic Party or PUSD [Francisco Jose FADUL] |
| **Guyana** | Alliance for Guyana or AFG (includes Guyana Labor Party or GLP and Working People's Alliance or WPA) [Rupert ROOPNARAINE]; Guyana Action Party or GAP [Paul HARDY]; Guyana Labor Party or GLP [leader NA]; People's National Congress or PNC [Robert Herman Orlando CORBIN]; People's Progressive Party/Civic or PPP/C [Bharrat JAGDEO]; Rise, Organize, and Rebuild or ROAR [Ravi DEV]; The United Force or TUF [Manzoor NADIR]; Working People's Alliance or WPA [Rupert ROOPNARAINE] |
| **Haiti** | Alliance for the Liberation and Advancement of Haiti or ALAH [Reynold GEORGES]; Assembly of Progressive National Democrats or RDNP [Leslie MANIGAT]; Ayiti Kapab [Ernst VERDIEU]; Convention for Democratic Unity or KID [Evans PAUL]; National Congress of Democratic Movements or KONAKOM [Victor BENOIT]; Nationalist Progressive Revolutionary Party or PANPRA [Serge GILLES]; Democratic Movement for the Liberation of Haiti or MODELH [Francois LATORTUE]; Grand Center Right Front coalition (composed of MDN, MRN, and PDCH) [Hubert de RONCERAY, Jean BUTEAU, Osner FEVRY and Marie-Denise CLAUDE]; Haitian Christian Democratic Party or PDCH [Osner FEVRY and Marie-Denise CLAUDE]; Haitian Democratic Party or PADEMH [Clark PARENT]; Haitian Democratic and Reform Movement or MODEREH [Dany TOUSSAINT and Pierre Soncon PRINCE]; Heads Together [Dr. Gerard BLOT]; Lavalas Family or FL [leader NA]; Liberal Party of Haiti or PLH [Michael MADSEN]; Mobilization for National Development or MDN [Hubert DE RONCERAY]; Movement for National Reconstruction or MRN [Jean Henold BUTEAU]; Movement for the Installation of Democracy in Haiti or MIDH [Marc BAZIN]; National Front for the Reconstruction of Haiti or FRON [Guy PHILIPPE]; National Progressive Democratic Party or PNDPH [Turneb DELPE]; New Christian Movement for a New Haiti or MOCHRENA [Luc MESADIEU]; Open the Gate Party (Parti Louvri Bayre) or PLB [leader NA]; Popular Party for the Renewal of Haiti, or Generation 2000 [Claude ROMAIN and Daniel SUPPLICE]; Struggling People's Organization or OPL [Edgard LEBLANC]; MNP28 [Dejean BELIZAIRE]; KOMBA [Evans LESCOUFLAIR] |
| **Holy See (Vatican City)** | none |
| **Honduras** | Christian Democratic Party or PDC [Juan Ramon VELAZQUEZ Nassar]; Democratic Unification Party or PUD [Matias FUNES]; Liberal Party or PL [Roberto MICHELETTI Bain]; National Innovation and Unity Party-Social Democratic Party or PINU-SD [Olban F. VALLADARES]; National Party of Honduras or PN [Jose Celin DISCUA Elvir]; United Confederation of Honduran Workers or CUTH |
| **Hong Kong** | Association for Democracy and People's Livelihood or ADPL [Frederick FUNG Kin-kee, chairman]; Citizens Party [Alex CHAN Kai-chung]; Democratic Alliance for the Betterment of Hong Kong or DAB [MA Lik, chairman]; Democratic Party [LEE Wing-tat, chairman]; Frontier Party [Emily LAU Wai-hing, chairwoman]; Liberal Party [James TIEN Pei-chun, chairman] |
| | *note:* political blocs include: pro-democracy - Association for Democracy and People's Livelihood, Democratic Party, Frontier Party; pro-Beijing - Democratic Alliance for the Betterment of Hong Kong, Hong Kong Progressive Alliance, Liberal Party |
| **Hungary** | Alliance of Free Democrats or SzDSz [Gabor KUNCZE]; Hungarian Civic Alliance or Fidesz [Viktor ORBAN, chairman]; Hungarian Democratic Forum or MDF [Ibolya DAVID]; Hungarian Democratic People's Party or MDNP [Erzsebet PUSZTAI, chairman]; Hungarian Socialist Party or MSzP [Istvan HILLER, chairman]; Hungarian Workers' Party or MMP [Gyula THURMER, chairman] |
| **Iceland** | Independence Party or IP [David ODDSSON]; Left-Green Alliance or LGP [Steingrimur SIGFUSSON]; Liberal Party or LP [Gudjon KRISTJANSSON]; Progressive Party or PP [Halldor ASGRIMSSON]; Social Democratic Alliance (includes People's Alliance or PA, Social Democratic Party or SDP, Women's List) or SDA [Ingibjorg Solrun GISLADOTTIR] |
| **India** | All India Anna Dravida Munnetra Kazhagam or AIADMK [C. Jayalalitha JAYARAM]; All India Forward Bloc or AIFB, [Debabrata BISWAS]; Asom Gana Parishad [Brindaban GOSWAMI]; Bahujan Samaj Party or BSP [MAYAWATI]; Bharatiya Janata Party or BJP [Lal Krishna ADVANI]; Biju Janata Dal or BJD [Naveen PATNAIK]; Communist Party of India or CPI [Ardhendu Bhushan BARDHAN]; Communist Party of India (Marxist) or CPI (M) Hakishan Singh SURJEET]; Congress (I) Party [Sonia GANDHI]; Dravida Munnetra Kazagham or DMK (a regional party in Tamil Nadu) [M. KARUNANIDHI]; Indian National Congress or INC [Sonia GANDHI]; Indian National League [Suliaman SAITH]; Janata Dal (Secular) [H. D. Deve GOWDA]; Janata Dal (United) or JDU [Sharad YADAV]; Jharkhand Mukti Morcha or JMM [leader NA]; Kerala Congress (Mani faction) [K. M. MANI]; Lok Jan Shakti Party or LJSP [leader NA]; Marumalarchi Dravida Munnetra Kazhagam or MDMK [VAIKO]; Muslim League [G. M. BANATWALA]; Nationalist Congress Party or NCP [Sharad PAWAR]; Pattali Makkal Katchi or PMK [leader NA]; Rashtriya Janata Dal or RJD [Laloo Prasad YADAV]; Revolutionary Socialist Party or RSP [Abani ROY]; Samajwadi Party or SP [Mulayam Singh YADAV]; Shiromani Akali Dal or SAD [G. S. TOHRA]; Shiv Sena or SS [Bal THACKERAY]; Tamil Maanila Congress [G. K. VASAN]; Telangana Rashtra Samithi or TRS [leader NA]; Telugu Desam Party or TDP [Chandrababu NAIDU]; Trinamool Congress [Mamata BANERJEE] |
| **Indonesia** | Crescent Moon and Star Party or PBB [Yusril Ihza MAHENDRA, chairman]; Democratic Party or PD [Subur BUDHISANTOSO, chairman]; Functional Groups Party or Golkar [Yusuf KALLA, chairman]; Indonesia Democratic Party-Struggle or PDI-P [MEGAWATI Sukarnoputri, chairperson]; National Awakening Party or PKB [Alwi SHIHAB, chairman]; National Mandate Party or PAN [Amien RAIS, chairman]; Prosperous Justice Party or PKS [MAHFUD, acting chairman]; United Development Party or PPP [Hamzah HAZ, chairman] |
| **Iran** | *formal political parties are a relatively new phenomenon in Iran and most conservatives still prefer to work through political pressure groups rather than parties; a loose pro-reform coalition called the 2nd Khordad front, which includes political parties as well as less formal pressure groups and organizations, achieved considerable success at elections to the sixth Majles in early 2000; groups in the coalition include:* Islamic Iran Participation Front (IIPF); Executives of Construction Party (Kargozaran); Solidarity Party; Islamic Labor Party; Mardom Salari; Mojahedin of the Islamic Revolution Organization (MIRO); and Militant Clerics Society (Ruhaniyun); the coalition participated in the seventh Majles elections in early 2004; a new apparently conservative group, the Builders of Islamic Iran, took a leading position in the new Majles after winning a majority of the seats in February 2004 |
| **Iraq** | Al-Sadr Movement [Muqtada Al-SADR]; Constitutional Monarchy Movement or CMM [Sharif Ali Bin al-HUSAYN]; Da'wa Party [Ibrahim al-JA'FARI]; Independent Iraqi Alliance or IIA [Falah al-NAQIB]; Iraqi Hizballah [Karim Mahud al-MUHAMMADAWI]; Iraqi Independent Democrats or IID [Adnan PACHACHI, Mahdi al-HAFIZ]; Iraqi Islamic Party or IIP [Muhsin Abd al-HAMID, Hajim al-HASSANI]; Iraqi National Accord or INA [Ayad ALLAWI]; Iraqi National Congress or INC [Ahmad CHALABI]; Iraqi National Unity Movement or INUM [Ahmad al-KUBAYSI, chairman]; Jama'at al Fadilah or JAF [Ayatollah Muhammad ' Ali al-YAQUBI]; Kurdistan Democratic Party or KDP [Masud BARZANI]; Muslim Ulama Council or MUC [Harith Sulayman al-DARI, secretary general]; Patriotic Union of Kurdistan or PUK [Jalal TALABANI] |
| | *note:* the Democratic Patriotic Alliance of Kurdistan, the Iraqi List, and the United Iraqi Alliance were only electoral slates consisting of the representatives from the various Iraqi political parties |
| **Ireland** | Fianna Fail [Bertie AHERN]; Fine Gael [Enda KENNY]; Green Party [Trevor SARGENT]; Labor Party [Pat RABITTE]; Progressive Democrats [Mary HARNEY]; Sinn Fein [Gerry ADAMS]; Socialist Party [Joe HIGGINS]; The Workers' Party [Sean GARLAND] |
