CIA - The World Factbook -- Field Listing - Political parties and leaders

| Country | Political parties and leaders |
| **Cameroon** | Cameroonian Democratic Union or UDC [Adamou Ndam NJOYA]; Cameroon People's Democratic Movement or RDPC [Paul BIYA]; Movement for the Defense of the Republic or MDR [Dakole DAISSALA]; Movement for the Liberation and Development of Cameroon or MLDC [Marcel YONDO]; Movement for the Youth of Cameroon or MYC [Dieudonne TINA]; National Union for Democracy and Progress or UNDP [Maigari BELLO BOUBA]; Progressive Movement or MP; Social Democratic Front or SDF [John FRU NDI]; Union of Peoples of Cameroon or UPC [Augustin Frederic KODOCK] |
| **Canada** | Bloc Quebecois [Gilles DUCEPPE]; Conservative Party of Canada [Stephen HARPER] (a merger of the Canadian Alliance and the Progressive Conservative Party); Green Party [Elizabeth MAY]; Liberal Party [Stephane DION]; New Democratic Party [Jack LAYTON] |
| **Cape Verde** | African Party for Independence of Cape Verde or PAICV [Jose Maria Pereira NEVES, chairman]; Democratic Alliance for Change or ADM [Dr. Eurico MONTEIRO] (a coalition of PCD, PTS, and UCID); Democratic Christian Party or PDC [Manuel RODRIGUES]; Democratic Renovation Party or PRD [Victor FIDALGO]; Democratic and Independent Cape Verdean Union or UCID [Antonio MONTEIRO]; Movement for Democracy or MPD [Agostinho LOPES]; Party for Democratic Convergence or PCD [Dr. Eurico MONTEIRO]; Party of Work and Solidarity or PTS [Isaias RODRIGUES]; Social Democratic Party or PSD [Joao ALEM] |
| **Cayman Islands** | United Democratic Party or UDP [McKeeva BUSH]; People's Progressive Movement or PPM [Kurt TIBBETTS]; note - no national teams (loose groupings of political organizations) were formed for the 2000 elections |
| **Central African Republic** | Alliance for Democracy and Progress or ADP [Jacques MBOLIEDAS]; Central African Democratic Assembly or RDC [Andre KOLINGBA]; Civic Forum or FC [Gen. Timothee MALENDOMA]; Democratic Forum for Modernity or FODEM [Charles MASSI]; Liberal Democratic Party or PLD [Nestor KOMBO-NAGUEMON]; Movement for Democracy and Development or MDD [David DACKO]; Movement for the Liberation of the Central African People or MLPC [Ange-Felix PATASSE] (the party of deposed president); National Convergence or KNK; Patriotic Front for Progress or FPP [Abel GOUMBA]; People's Union for the Republic or UPR [Pierre Sammy MAKFOY]; National Unity Party or PUN [Jean-Paul NGOUPANDE]; Social Democratic Party or PSD [Enoch LAKOUE] |
| **Chad** | Federation Action for the Republic or FAR [Ngarledjy YORONGAR]; National Rally for Development and Progress or RNDP [Delwa Kassire KOUMAKOYE]; National Union for Democracy and Renewal or UNDR [Saleh KEBZABO]; Party for Liberty and Development or PLD [Ibni Oumar Mahamat SALEH]; Patriotic Salvation Movement or MPS [Mahamat Saleh AHMAT, chairman]; Rally for Democracy and Progress or RDP [Lol Mahamat CHOUA]; Union for Democracy and Republic or UDR [Jean ALINGUE]; Union for Renewal and Democracy or URD [Gen. Wadal Abdelkader KAMOUGUE] |
| **Chile** | Alliance for Chile ("Alianza") or APC (including National Renewal or RN [Carlos LARRAIN Pena] and Independent Democratic Union or UDI [Hernan LARRAIN Fernandez]); Coalition of Parties for Democracy ("Concertacion") or CPD (including Christian Democratic Party or PDC [Soledad ALVEAR], Socialist Party or PS [Camilo ESCALONA], Party for Democracy or PPD [Sergio BITAR Chacra], Radical Social Democratic Party or PRSD [Jose Antonio GOMEZ Urrutia]); Communist Party or PC [Guillermo TEILLIER] |
| **China** | Chinese Communist Party or CCP [HU Jintao]; eight registered small parties controlled by CCP |
| **Christmas Island** | none |
| **Cocos (Keeling) Islands** | none |
| **Colombia** | Colombian Conservative Party or PC [Julio MANZUR Abdala]; Alternative Democratic Pole or PDA [Carlos GAVIRIA Diaz]; Liberal Party or PL [Cesar GAVIRIA Trujillo]; Radical Change or CR [German VARGAS Lleras]; Social National Unity Party or U Party [Carlos GARCIA Orjuela] |
| | *note:* Colombia has 15 formally recognized political parties, and numerous unofficial parties that did not meet the vote threshold in the March 2006 legislative elections required for recognition |
| **Comoros** | Convention for the Renewal of the Comoros or CRC [AZALI Assowmani]; Camp of the Autonomous Islands or CdIA (a coalition of parties organized by the islands' presidents in opposition to the Union President); Front National pour la Justice or FNJ [Ahmed RACHID] (Islamic party in opposition); Mouvement pour la Democratie et le Progress or MDP-NGDC [Abbas DJOUSSOUF]; Parti Comorien pour la Democratie et le Progress or PCDP [Ali MROUDJAE]; Rassemblement National pour le Development or RND [Omar TAMOU, Abdoulhamid AFFRAITANE] |
| **Congo, Democratic Republic of the** | Christian Democrat Party or PDC [Jose ENDUNDO]; Congolese Rally for Democracy or RCD [Azarias RUBERWA]; Convention of Christian Democrats or CDC; Forces of Renewal or FR [Mbusa NYAMWISI]; Movement for the Liberation of the Congo or MLC [Jean-Pierre BEMBA]; People's Party for Reconstruction and Democracy or PPRD [Joseph KABILA]; Social Movement for Renewal or MSR [Pierre LUMBI]; Unified Lumumbist Party or PALU [Antoine GIZENGA]; Union for Democracy and Social Progress or UDPS [Etienne TSHISEKEDI]; Union of Mobutuist Democrats or UDEMO [MOBUTU Nzanga] |
| **Congo, Republic of the** | Action Movement for Renewal or MAR; Congolese Movement for Democracy and Integral Development or MCDDI [Michel MAMPOUYA]; Congolese Labour Party or PCT; Movement for Solidarity and Development or MSD; Pan-African Union for Social Development or UPADS [Martin MBERI]; Rally for Democracy and Social Progress or RDPS [Jean-Pierre Thystere TCHICAYA, president]; Rally for Democracy and the Republic or RDR [Raymond Damasge NGOLLO]; Union for Democracy and Republic or UDR; Union of Democratic Forces or UFD [Sebastian EBAO]; many less important parties |
| **Cook Islands** | Cook Islands Party or CIP [Henry PUNA]; Democratic Party or Demo [Dr. Terepai MAOATE] |
| **Costa Rica** | Authentic Member from Heredia [Jose SALAS]; Citizen Action Party or PAC [Otton SOLIS]; Costa Rican Renovation Party or PRC [Gerardo Justo OROZCO Alvarez]; Democratic Force Party or PFD [Vladimir DE LA CRUZ]; General Union Party or PUGEN [Carlos Alberto FERNANDEZ Vega]; Homeland First or PP [Juan Jose VARGAS Fallas]; Independent Worker Party or PIO [Jose Alberto CUBERO Carmona]; Libertarian Movement Party or PML [Otto GUEVARA Guth]; National Christian Alliance Party or ANC [Juan Carlos CHAVEZ Mora]; National Integration Party or PIN [Walter MUNOZ Cespedes]; National Liberation Party or PLN [Francisco Antonio PACHECO]; National Patriotic Party or PPN [Daniel Enrique REYNOLDS Vargas]; National Restoration Party or PRN [Carlos AVENDANO]; Nationalist Democratic Alliance or ADN [Jose Miguel VILLALOBOS Umana]; Patriotic Union or UP [Humberto ARCE Salas]; Social Christian Unity Party or PUSC [Luis FILMAN]; Union for Change Party or UPC [Antonio ALVAREZ Desanti]; United Leftist Coalition or IU [Humberto VARGAS Carbonel] |
| **Cote d'Ivoire** | Citizen's Democratic Union or UDCY [Theodore MEL EG]; Democratic Party of Cote d'Ivoire-African Democratic Rally or PDCI-RDA [Henri Konan BEDIE]; Ivorian Popular Front or FPI [Laurent GBAGBO]; Ivorian Worker's Party or PIT [Francis WODIE]; Opposition Movement of the Future or MFA [Anaky KOBENAN]; Rally of the Republicans or RDR [Alassane OUATTARA]; Union for Democracy and Peace in Cote d'Ivoire or UDPCI [Mabri TOIKEUSE]; over 20 smaller parties |
| **Croatia** | Croatian Bloc or HB [Ivic PASALIC]; Croatian Christian Democratic Union or HKDU [Anto KOVACEVIC]; Croatian Democratic Congress of Slavonia and Baranja or HDSSB [Branimir GLAVAS]; Croatian Democratic Union or HDZ [Ivo SANADER]; Croatian Party of Rights or HSP [Anto DJAPIC]; Croatian Peasant Party or HSS [Josip FRISCIC]; Croatian Pensioner Party or HSU [Vladimir JORDAN]; Croatian People's Party or HNS [Vesna PUSIC] (in 2005 party merged with Libra to become Croatian People's Party-Liberal Democrats or NS-LD); Croatian Social Liberal Party or HSLS [Djurdja ADLESIC]; Croatian True Revival Party or HIP [Miroslav TUDJMAN]; Democratic Centre or DC [Vesna SKARE-OZBOLT]; Independent Democratic Serb Party or SDSS [Vojislav STANIMIROVIC]; Istrian Democratic Assembly or IDS [Ivan JAKOVCIC]; Social Democratic Party of Croatia or SDP [Ivica RACAN] |
| **Cuba** | Cuban Communist Party or PCC [Fidel CASTRO Ruz, first secretary] |
| **Cyprus** | *area under government control:* Democratic Party or DIKO [Marios KAROYIAN]; Democratic Rally or DISY [Nikos ANASTASIADHIS]; European Democracy or EURO.DI [Prodromos PRODROMOU] (evolved from For Europe which merged with New Horizons); European Party or EURO.KO [Demetris SYLLOURIS]; Fighting Democratic Movement or ADIK [Dinos MIKHAILIDIS]; Green Party of Cyprus [George PERDIKIS]; Movement for Social Democrats or EDEK [Yannakis OMIROU]; Political Movement of Hunters [Michalis PAFITANIS]; Progressive Party of the Working People or AKEL (Communist Party) [Dimitrios CHRISTOFIAS]; United Democrats or EDI [Michalis PAPAPETROU] |
| | *area administered by Turkish Cypriots:* Communal Liberation Party or TKP [Huseyin ANGOLEMLI]; Cyprus Socialist Party or KSP [Kazim ONGEN]; Democratic Party or DP [Serder DENKTASH]; Freedom and Reform Party or OP [Turgay AVCI]; National Unity Party or UBP [Tahsin ERTUGRULOGLU]; Nationalist Justice Party or MAP [Ata TEPE]; New Party or YP [Huseyin TURAN]; Our Party or BP [Okyay SADIKOGLU]; Patriotic Unity Movement or YBH [Oguz OZEN]; Peace and Democratic Movement or BDH [Mustafa AKINCI]; Renewal Progress Party or YAP [Ertugrul HASIPOGLU]; Republican Turkish Party or CTP [Ferdi Sabit SOYER]; United Cyprus Party or BKP [Isset IZCAN] |
| **Czech Republic** | Association of Independent Candidates-European Democrats or SNK-ED [Jana HYBASKOVA]; Christian Democratic Union-Czechoslovak People's Party or KDU-CSL [Jiri CUNEK]; Civic Democratic Alliance or ODA [Jirina NOVAKOVA]; Civic Democratic Party or ODS [Mirek TOPOLANEK]; Communist Party of Bohemia and Moravia or KSCM [Vojtech FILIP]; Czech Social Democratic Party or CSSD [Jiri PAROUBEK]; Freedom Union-Democratic Union or US-DEU [Jan HADRAVA]; Green Party [Martin BURSIK]; Independent Democrats (NEZDEM) [Vladimir ZELEZNY]; Party of Open Society (SOS) [Pavel NOVACEK]; Path of Change [Jiri LOBKOWITZ] |
| **Denmark** | Christian Democrats [Bodil KORNBEK] (was Christian People's Party); Conservative Party [Bendt BENDTSEN] (sometimes known as Conservative People's Party); Danish People's Party [Pia KJAERSGAARD]; Liberal Party [Anders Fogh RASMUSSEN]; New Alliance [Naser KHADER]; Red-Green Unity List [collective leadership] (bloc includes Left Socialist Party, Communist Party of Denmark, Socialist Workers' Party); Social Democratic Party [Helle THORNING-SCHMIDT]; Social Liberal Party [Margrethe VESTAGER]; Socialist People's Party [Villy SOEVNDAL] |
| **Djibouti** | Democratic National Party or PND [ADEN Robleh Awaleh]; Democratic Renewal Party or PRD [Abdillahi HAMARITEH]; Djibouti Development Party or PDD [Mohamed Daoud CHEHEM]; Front pour la Restauration de l'Unite Democratique or FRUD [Ali Mohamed DAOUD]; People's Progress Assembly or RPP [Ismail Omar GUELLEH] (governing party); Peoples Social Democratic Party or PPSD [Moumin Bahdon FARAH]; Republican Alliance for Democracy or ARD [Ahmed Dini AHMED]; Union for Democracy and Justice or UDJ |
| **Dominica** | Dominica Freedom Party or DFP [Charles SAVARIN]; Dominica Labor Party or DLP [Roosevelt SKERRIT]; Dominica United Workers Party or UWP [Earl WILLIAMS] |
| **Dominican Republic** | Dominican Liberation Party or PLD [Leonel FERNANDEZ Reyna]; Dominican Revolutionary Party or PRD [Ramon ALBURQUERQUE]; National Progressive Front [Vincent CASTILLO, Pelegrin CASTILLO]; Social Christian Reformist Party or PRSC [Enrique ANTUN] |
| **Ecuador** | Alianza PAIS Movement [Rafael Vicente CORREA Delgado]; Christian Democratic Union or UDC [Dr. Juan Manuel FUERTES]; Concentration of Popular Forces or CFP; Democratic Left or ID [Guillermo LANDAZURI]; Ethical and Democratic Network or RED [Leon ROLDOS]; National Action Institutional Renewal Party or PRIAN [Alvaro NOBOA]; Pachakutik Plurinational Unity Movement - New Country or MUPP-NP [Gilberto TALAHUA]; Patriotic Society Party or PSP [Lucio GUTIERREZ Borbua]; Popular Democratic Movement or MPD [Gustavo TERAN Acosta]; Roldosist Party or PRE [Abdala BUCARAM Ortiz, director]; Social Christian Party or PSC [Leon FEBRES CORDERO]; Socialist Party - Broad Front or PS-FA [Victor GRANDA] |
| **Egypt** | National Democratic Party or NDP (governing party) [Mohammed Hosni MUBARAK]; National Progressive Unionist Grouping or Tagammu [Rifaat EL-SAID]; New Wafd Party or NWP [Mahmoud ABAZA]; Tomorrow Party [Naji AL-GHATRIFI] |
| | *note:* formation of political parties must be approved by the government |
| **El Salvador** | Christian Democratic Party or PDC [Rodolfo PARKER]; Democratic Convergence or CD [Ruben ZAMORA] (formerly United Democratic Center or CDU); Farabundo Marti National Liberation Front or FMLN [Medardo GONZALEZ]; National Conciliation Party or PCN [Ciro CRUZ ZEPEDA]; National Republican Alliance or ARENA [Elias Antonio SACA Gonzalez]; Popular Social Christian Party or PPSC [Rene AGUILUZ]; Revolutionary Democratic Front or FDR [Julio Cesar HERNANDEZ Carcamo] |
| **Equatorial Guinea** | Convergence Party for Social Democracy or CPDS [Placido MIKO Abogo]; Democratic Party for Equatorial Guinea or PDGE (ruling party) [Teodoro OBIANG NGUEMA MBASOGO]; Party for Progress of Equatorial Guinea or PPGE [Severo MOTO]; Popular Action of Equatorial Guinea or APGE [Miguel Esono EMAN]; Popular Union or UP |
| **Eritrea** | People's Front for Democracy and Justice or PFDJ [ISAIAS Afworki] (the only party recognized by the government); note - a National Assembly committee drafted a law on political parties in January 2001, but the full National Assembly has not yet debated or voted on it |
| **Estonia** | Center Party of Estonia (Keskerakond) [Edgar SAVISAAR]; Estonian Greens; Estonian People's Union (Rahvaliit) [Villu REILJAN]; Estonian Reform Party (Reformierakond) [Andrus ANSIP]; Estonian United Russian People's Party or EUVRP [Yevgeniy TOMBERG]; Social Democratic Party (formerly People's Party Moodukad or Moderates) [Ivari PADAR]; Union of Pro Patria and Res Publica (Isamaa je Res Publica Liit) [Tonis LUKAS and Taavi VESKIMAGI] |
| **Ethiopia** | Afar National Democratic Party or ANDP; Benishangul Gumuz People's Democratic Unity Front or BGPDUF [Mulualem BESSE]; Coalition for Unity and Democratic Party or CUDP [TEMESGEN Zewdie] (contains elements of the former CUD); Ethiopian People's Revolutionary Democratic Front or EPRDF [MELES Zenawi] (an alliance of Amhara National Democratic Movement or ANDM, Oromo People's Democratic Organization or OPDO, the South Ethiopian People's Democratic Front or SEPDF, and Tigrayan Peoples' Liberation Front or TPLF); Gurage Nationalities' Democratic Movement or GNDM; Oromo Federalist Democratic Movement or OFDM [BULCHA Demeksa]; Somali People's Democratic Party or SPDP; United Ethiopian Democratic Forces or UEDF [BEYENE Petros]; dozens of small parties |
| **European Union** | Confederal Group of the European United Left-Nordic Green Left or EUL/NGL [Francis WURTZ]; European People's Party-European Democrats or EPP-ED [Joseph DAUL]; Group of the Alliance of Liberals and Democrats for Europe or ALDE [Graham R. WATSON]; Group of Greens/European Free Alliance or Greens/EFA [Monica FRASSONI and Daniel Marc COHN-BENDIT]; Identity, Tradition, Sovereignty Group or ITS [Bruno GOLLNISCH]; Independence/Democracy Group or IND/DEM [Jens-Peter BONDE and Nigel FARAGE]; Socialist Group in the European Parliament or PES [Martin SCHULZ]; Union for Europe of the Nations Group or UEN [Brian CROWLEY and Cristiana MUSCARDINI] |
| **Falkland Islands (Islas Malvinas)** | none; all independents |
| **Faroe Islands** | Center Party [Jenis A. RANA]; Independence Party [Kari P. HOJGAARD]; People's Party [Anfinn KALLSBERG]; Republican Party [Hogni HOYDAL]; Social Democratic Party [Joannes EIDESGAARD]; Union Party [Kaj Leo JOHANNESEN] |
| **Fiji** | Dodonu Ni Taukei Party or DNT [Fereti S. DEWA]; Fiji Democratic Party or FDP [Filipe BOLE] (a merger of the Christian Democrat Alliance or VLV [Poesci Waqalevu BUNE], Fijian Association Party or FAP, Fijian Political Party or SVT (primarily Fijian) [Sitiveni RABUKA], and New Labor Unity Party or NLUP [Ofa SWANN]); Fiji Labor Party or FLP [Mahendra CHAUDHRY]; General Voters Party or GVP (became part of United General Party); Girmit Heritage Party or GHP; Justice and Freedom Party or AIM; Lio 'On Famor Rotuma Party or LFR; National Federation Party or NFP (primarily Indian) [Pramond RAE]; Nationalist Vanua Takolavo Party or NVTLP [Saula TELAWA]; Party of National Unity or PANU [Ponipate LESAVUA]; Party of the Truth or POTT; United Fiji Party/Sogosogo Duavata ni Lewenivanua or SDL [Laisenia QARASE]; United Peoples Party or UPP [Millis Mick BEDDOES] |
| **Finland** | Center Party or Kesk [Matti VANHANEN]; Christian Democrats or KD [Paivi RASANEN]; Green Party or VIHR [Tarja CRONBERG]; Left Alliance or VAS [Martti KORHONEN] (composed of People's Democratic League and Democratic Alternative); National Coalition (conservative) Party or Kok [Jyrki KATAINEN]; Social Democratic Party or SDP [Eero HEINALUOMA]; Swedish People's Party or SFP [Stefan WALLIN]; True Finns |
| **France** | Citizen and Republican Movement or MRC [Jean Pierre CHEVENEMENT]; Democratic and European Social Rally or RDSE [Jacques PELLETIER] (mainly Radical Republican and Socialist Parties, and PRG); French Communist Party or PCF [Marie-George BUFFET]; Greens [Yann WEHRLING]; Left Radical Party or PRG [Jean-Michel BAYLET] (previously Radical Socialist Party or PRS and the Left Radical Movement or MRG); Movement for France or MPF [Philippe DE VILLIERS]; National Front or FN [Jean-Marie LE PEN]; New Center of NC [Herve MORIN]; Rally for France or RPF [Charles PASQUA]; Socialist Party or PS [Francois HOLLANDE]; Union for French Democracy or UDF [Francois BAYROU]; Union for a Popular Movement or UMP [Nicolas SARKOZY]; Radical Party [Jean-Louis BORLOO] |
| **French Polynesia** | Alliance for a New Democracy or ADN [Nicole BOUTEAU and Philip SCHYLE](includes the parties The New Star and This Country is Yours); Independent Front for the Liberation of Polynesia (Tavini Huiraatira) [Oscar TEMARU]; New Fatherland Party (Ai'a Api) [Emile VERNAUDON]; People's Rally for the Republic of Polynesia or RPR (Tahoeraa Huiraatira) [Gaston FLOSSE]; Union for Democracy or UPD [Oscar TEMARU] |
| **Gabon** | Circle of Liberal Reformers or CLR [General Jean Boniface ASSELE]; Congress for Democracy and Justice or CDJ [Jules Aristide Bourdes OGOULIGUENDE]; Democratic and Republican Alliance or ADERE [Divungui-di-Ndinge DIDJOB]; Gabonese Democratic Party or PDG (former sole party) [Simplice Nguedet MANZELA]; Gabonese Party for Progress or PGP [Pierre-Louis AGONDJO-OKAWE]; Gabonese Union for Democracy and Development or UGDD [Zacherie MYBOTO]; National Rally of Woodcutters or RNB; National Rally of Woodcutters-Rally for Gabon or RNB-RPG (Bucherons) [Fr. Paul M'BA-ABESSOLE]; People's Unity Party or PUP [Louis Gaston MAYILA]; Rally for Democracy and Progress or RDP [Pierre EMBONI]; Social Democratic Party or PSD [Pierre Claver MAGANGA-MOUSSAVOU]; Union for Democracy and Social Integration or UDIS; Union of Gabonese Patriots or UPG [Pierre MAMBOUNDOU] |
| **Gambia, The** | Alliance for Patriotic Reorientation and Construction or APRC (the ruling party) [Yahya A. J. J. JAMMEH]; Gambia People's Democratic Party or GPDP [Henry GOMEZ]; National Alliance for Democracy and Development or NADD [Halifa SALLAH]; National Convention Party or NCP [Sheriff DIBBA]; National Reconciliation Party or NRP [Hamat N. K. BAH]; People's Democratic Organization for Independence and Socialism or PDOIS [Sidia JATTA]; United Democratic Party or UDP [Ousainou DARBOE] |
| **Georgia** | Burjanadze-Democrats [Nino BURJANADZE]; Georgian People's Front [Nodar NATADZE]; Georgian United Communist Party or UCPG [Panteleimon GIORGADZE]; Georgia's Way Party [Salome ZOURABICHVILI]; Greens [Giorgi GACHECHILADZE]; Industry Will Save Georgia (Industrialists) or IWSG [Georgi TOPADZE]; Labor Party [Shalva NATELASHVILI]; National Democratic Party or NDP [Bachuki KARDAVA]; National Movement Democratic Front [Mikheil SAAKASHVILI] (bloc composed of National Movement and Burjanadze-Democrats); National Movement [Mikheil SAAKASHVILI]; New Rights [David GAMKRELIDZE]; Republican Party [David USUPASHVILI]; Rightist Opposition [David GAMKRELIDZE] (bloc composed of Industrialists and New Right Party); Socialist Party or SPG [Irakli MINDELI]; Traditionalists [Akaki ASATIANI]; Union of National Forces-Conservatives [Koba DAVITASHVILI and Zviad DZIDZIGURI] |
| **Germany** | Alliance '90/Greens [Claudia ROTH and Reinhard BUETIKOFER]; Christian Democratic Union or CDU [Angela MERKEL]; Christian Social Union or CSU [Edmund STOIBER]; Free Democratic Party or FDP [Guido WESTERWELLE]; Left Party.PDS (Linkspartei.PDS) [Lothar BISKY]; note - a merger with the Electoral Alternative-Work and Social Justice or WASG [Klaus ERNST] is planned for summer 2007; Social Democratic Party or SPD [Kurt BECK] |
| **Ghana** | Convention People's Party or CPP [Dr. Edmund DELLE]; Democratic Freedom Party or DFP [Alhaji Abudu Rahman ISSAKAH]; Every Ghanaian Living Everywhere or EGLE [Danny OFORI-ATTA]; Great Consolidated Popular Party or GCPP [Dan LARTY]; National Democratic Congress or NDC [Dr. Kwabena ADJEI]; New Patriotic Party or NPP [Peter MAC-MANU]; People's National Convention or PNC [Alhaji Amed RHAMADAN]; Reform Party [Kyeretwie OPUKU]; United Renaissance Party or URP [Charles Wayo] |
| **Gibraltar** | Gibraltar Liberal Party [Joseph GARCIA]; Gibraltar Social Democrats or GSD [Peter CARUANA]; Gibraltar Socialist Labor Party or GSLP [Joseph John BOSSANO] |
| **Greece** | Coalition of the Left and Progress (Synaspismos) [Alekos ALAVANOS]; Communist Party of Greece or KKE [Aleka PAPARIGA]; New Democracy or ND (conservative) [Konstandinos KARAMANLIS]; Panhellenic Socialist Movement or PASOK [Yiorgos PAPANDREOU]; Popular Orthodox Rally or LAOS [Yeoryios KARATZAFERIS] |
| **Greenland** | Atassut Party (Solidarity) [Finn KARLSEN] (a conservative party favoring continuing close relations with Denmark); Demokratiit [Per BERTHELSEN]; Inuit Ataqatigiit or IA (Eskimo Brotherhood) [Josef MOTZFELDT] (a leftist party favoring complete independence from Denmark rather than home rule); Kattusseqatigiit (Candidate List) (an independent right-of-center party with no official platform); Siumut (Forward Party) [Hans ENOKSEN] (a social democratic party advocating more distinct Greenlandic identity and greater autonomy from Denmark) |
| **Grenada** | Grenada United Labor Party or GULP [Gloria Payne BANFIELD]; National Democratic Congress or NDC [Tillman THOMAS]; New National Party or NNP [Keith MITCHELL] |
| **Guam** | Democratic Party [leader Michael PHILLIPS]; Republican Party [Philip J. FLORES] (controls the legislature) |
| **Guatemala** | Authentic Integral Development or DIA [Edgar DE LEON Sotomayor]; Center of Social Action or CASA [Eduardo SUGER]; Democracy Front or FRENTE [Alfonso CABRERA]; Democratic Union or UD [Manuel CONDE Orellana]; Encounter for Guatemala or EG [Nineth MONTENGRO]; Grand National Alliance or GANA [Alfredo VILLA]; Guatemalan Christian Democracy or DCG [Vinicio CEREZO Arevalo]; Guatemalan National Revolutionary Unity or URNG [Hector NUILA]; Guatemalan Republican Front or FRG [Efrain RIOS Montt]; National Advancement Party or PAN [Ruben Dario MORALES]; National Unity for Hope or UNE [Alvaro COLOM Caballeros]; National Well-Being or BIEN [Fidel REYES]; New Nation Alliance or ANN [Pablo MONSANTO]; Patriot Party or PP [Ret. Gen. Otto PEREZ Molina]; Progressive Libertarian Party or PLP [Acisclo VALLADARES]; Reform Movement or MR [Juan Jose CABRERA Alonso]; Unionista Party or PU [Fritz GARCIA]; Unity of National Change or UCN [Sidney SHAW]; Social Democratic Party of Guatemala or PSG [Roger VALENZUELA] |
| **Guernsey** | none; all independents |
| **Guinea** | Democratic Party of Guinea-African Democratic Rally or PDG-RDA [El Hadj Ismael Mohamed Gassim GUSHEIN]; Dyama; National Union for Progress or UPN [Mamadou Bhoye BARRY]; Party for Unity and Progress or PUP (the governing party) [Lansana CONTE]; People's Party of Guinea or PPG [Charles Pascal TOLNO]; Rally for the Guinean People or RPG [Alpha CONDE]; Union of Democratic Forces of Guinea or UFDG [Mamadou BAH]; Union of Republican Forces or UFR [Sidya TOURE]; Union for Progress of Guinea or UPG [Jean-Marie DORE, secretary-general]; Union for Progress and Renewal or UPR [Ousmane BAH] |
| **Guinea-Bissau** | African Party for the Independence of Guinea-Bissau and Cape Verde or PAIGC [Carlos GOMES Junior]; Party for Social Renewal or PRS [Kumba YALA]; Democratic Social Front or FDS; Electoral Union or UE; Guinea-Bissau Civic Forum/Social Democracy or FCGSD [Antonieta Rosa GOMES]; Guinea-Bissau Democratic Party or PDG; Guinea-Bissau Socialist Democratic Party or PDSG [Serifo BALDE]; Labor and Solidarity Party or PST [Iancuba INDJAI]; Party for Democratic Convergence or PCD [Victor MANDINGA]; Party for Renewal and Progress or PRP; Progress Party or PP [Ibrahima SOW]; Union for Change or UM [Amine SAAD]; Union of Guinean Patriots or UPG [Francisca VAZ]; United Platform or UP (coalition formed by PCD, FDS, FLING, and RGB-MB); United Popular Alliance or APU; United Social Democratic Party or PUSD |
| **Guyana** | Alliance for Change or AFC [Raphael TROTMAN and Khemraj RAMJATTAN]; Guyana Action Party or GAP [Paul HARDY]; Justice for All Party [C.N. SHARMA]; People's National Congress/Reform or PNC/R [Robert Herman Orlando CORBIN]; People's Progressive Party/Civic or PPP/C [Bharrat JAGDEO]; Rise, Organize, and Rebuild or ROAR [Ravi DEV]; The United Force or TUF [Manzoor NADIR]; The Unity Party [Joey JAGAN]; Vision Guyana [Peter RAMSAROOP]; Working People's Alliance or WPA [Rupert ROOPNARAINE] |
| **Haiti** | Artibonite in Action or LAAA [Youri LATORTUE]; Assembly of Progressive National Democrats or RDNP [Leslie MANIGAT]; Convention for Democratic Unity or KID [Evans PAUL]; Cooperative Action to Build Haiti or KONBA [Evans LESCOUFALIR]; Democratic Alliance or ALYANS [Evans PAUL] (coalition composed of KID and PPRH); Effort and Solidarity to Create an Alternative for the People or ESKAMP [Joseph JASME]; For Us All or PONT [Jean-Marie CHERESTAL]; Front for Hope or L'ESPWA [Rene PREVAL] (alliance of ESKAMP, PLB, and grass-roots organizations Grand-Anse Resistance Committee, the Central Plateau Peasants' Group, and Kombit Sudest); Haitian Christian Democratic Party or PDCH [Osner FEVRY and Marie-Denise CLAUDE]; Haitian Democratic and Reform Movement or MODEREH [Dany TOUSSAINT and Pierre Soncon PRINCE]; Heads Together or Tet-Ansanm [Dr. Gerard BLOT]; Independent Movement for National Reconciliation or MIRN [Luc FLEURINORD]; Justice for Peace and National Development or JPDN [Rigaud DUPLAN]; Fanmi Lavalas or FL [Rudy HERIVEAUX]; Liberal Party of Haiti or PLH [Gehy MICHEL]; Merging of Haitian Social Democratic Parties or FUSION or FPSDH [Serge GILLES] (coalition of Ayiti Capable, Haitian National Revolutionary Party, and National Congress of Democratic Movements); Mobilization for Haiti's Development or MPH [Samir MOURRA]; Mobilization for National Development or MDN [Hubert de RONCERAY]; Movement for National Reconstruction or MRN [Jean Henold BUTEAU]; Movement for the Installation of Democracy in Haiti or MIDH [Marc BAZIN]; National Christian Union for the Reconstruction of Haiti or UNCRH [Marie Claude GERMAIN]; National Front for the Reconstruction of Haiti or FRN [Guy PHILIPPE]; New Christian Movement for a New Haiti or MOCHRENA [Luc MESADIEU]; Open the Gate Party or PLB [Anes LUBIN]; Popular Party for the Renewal of Haiti or PPRH [Claude ROMAIN]; Struggling People's Organization or OPL [Edgard LEBLANC]; Union of Nationalist and Progressive Haitians or UNITE [Edouard FRANCISQUE] |
| **Holy See (Vatican City)** | none |
| **Honduras** | Christian Democratic Party or PDC [Felicito AVILA]; Democratic Unification Party or PUD [Cesar HAM]; Liberal Party or PL [Patricia RODAS]; National Innovation and Unity Party or PINU [Jorge AQUILAR Paredes]; National Party of Honduras or PN [Porfirio LOBO] |
