CIA -- The World Factbook -- Political parties and leaders

| Country | Political parties and leaders |
| **Ecuador** | Concentration of Popular Forces or CFP [Averroes BUCARAM]; Democratic Left or ID [Rodrigo BORJA Cevallos]; Ecuadorian Conservative Party or PCE [Sixto DURAN Ballen]; Independent National Movement or MIN [leader NA]; Pachakutik-New Country or P-NP [Rafael PANDAM]; Popular Democracy or DP [Ramiro RIVERA]; Popular Democratic Movement or MPD [leader NA]; Radical Alfarista Front or FRA [Fabian ALARCON, director]; Roldosist Party or PRE [Abdala BUCARAM Ortiz, director]; Social Christian Party or PSC [Jaime NEBOT Saadi, president] |
| **Egypt** | Nasserist Arab Democratic Party or Nasserists [Dia' al-din DAWUD]; National Democratic Party or NDP [President Mohammed Hosni MUBARAK, leader] - governing party; National Progressive Unionist Grouping or Tagammu [Khalid MUHI AL-DIN]; New Wafd Party or NWP [No'man GOMA]; Socialist Liberal Party or LSP [leader NA] |
| | *note:*  formation of political parties must be approved by government |
| **El Salvador** | Christian Democratic Party or PDC [Rene AGUILUZ]; Democratic Convergence or CD (includes PSD, MNR, MPSC) [Ruben ZAMORA, secretary general]; Democratic Party or PD [Jorge MELENDEZ]; Farabundo Marti National Liberation Front or FMLN [Fabio CASTILLO]; Liberal Democratic Party or PLD [Kirio Waldo SALGADO, president]; National Action Party or PAN [Gustavo Rogelio SALINAS, secretary general]; National Conciliation Party or PCN [Ciro CRUZ Zepeda, president]; National Republican Alliance or ARENA [Walter ARAUJO]; Social Christian Union or USC (formed by the merger of Christian Social Renewal Party or PRSC and Unity Movement or MU) [Abraham RODRIGUEZ, president] |
| **Equatorial Guinea** | Convergence Party for Social Democracy or CPDS [Placido Miko ABOGO]; Democratic Party for Equatorial Guinea or PDGE (ruling party) [Teodoro OBIANG NGUEMA MBASOGO]; Party for Progress of Equatorial Guinea or PPGE [Severo MOTO]; Popular Action of Equatorial Guinea or APGE [Miguel Esono EMAN]; Popular Union or UP [Andres Moises Bda ADA]; Progressive Democratic Alliance or ADP [Victorino Bolekia BONAY, mayor of Malabo]; Union of Independent Democrats of UDI [Daniel OYONO] |
| **Eritrea** | People's Front for Democracy and Justice or PFDJ, the only party recognized by the government [ISAIAS Afworki, PETROS Solomon]; note - the National Assembly has appointed a committee to draft a law on political parties |
| **Estonia** | Center Party or K [Edgar SAVISAAR, chairman]; Christian People's Party [Aldo VINKEL]; Coalition Party and Rural Union or KMU [Andrus OOBEL, chairman]; Estonian Democratic Party (formerly Estonian Blue Party) [Jaan LAAS]; Estonian Independence Party [leader NA]; Estonian National Democratic Party or ENDP [leader NA]; Estonian Pensioners and Families Party [Mai TREIAL]; Estonian Progressive Party [Andra VEIDEMANN]; Estonian Republican Party [leader NA]; Estonian Social-Democratic Labor Party [Tiit TOOMSALU]; Estonian Rural People's Union (1999 merger of Estonian Country People's Party and the Estonian Rural Union) [Arvo SIRENDI]; Party of Consolidation Today [leader NA]; People's Party Moderates (1999 merger of People's Party and Moderates) [Andres TARAND]; Reform Party or RE [Siim KALLAS, chairman]; Russian Party in Estonia [Nikolai MASPANOV]; Russian Unity Party [Igor SEDASHEV]; Union of Pro Patria or Fatherland League (Isamaaliit) [Mart LAAR, chairman]; United People's Party or UPPE [Viktor ANDREJEV, chairman] |
| **Ethiopia** | Afar National Democratic Party or ANDP [leader NA]; All-Amhara People's Organization or AAPO [KEGNAZ MATCH Neguea Tibeb]; Amhara National Democratic Movement or ANDM [TEFERA Walwa]; Bench Madji People's Democratic Organization or BMPDO [leader NA]; Benishangul Gumuz People's Democratic Unity Front or BGPDUF [leader NA]; Coalition of Alternative Forces for Peace and Democracy or CAFPD [Kifle TIGNEH Abate and BEYENE Petros]; Ethiopian Democratic Unity Party or EDUP [Lt. Gen. TESFAYE Gebre Kidan]; Ethiopian National Democratic Party or ENDP [FEKADU Gedamu]; Ethiopian People's Revolutionary Democratic Front or EPRDF [MELES Zenawi] (an alliance of the ANDM, OPDO, and TPLF); Gedeyo People's Revolutionary Democratic Movement or GPRDF [leader NA]; Gurange Nationalities Democratic Movement or GNDM [leader NA]; Kafa Shaka People's Democratic Organization or KSPDO [leader NA]; Kembata, Alabaa, and Tembaro or KAT [leader NA]; Oromo Liberation Front or OLF [DAOUD Ibsa Gudina]; Oromo People's Democratic Organization or OPDO [KUMA Demeksa]; Sidama People's Democratic Organization or SPDO [leader NA]; South Omo People's Democratic Movement or SOPDM [leader NA]; Tigrai People's Liberation Front or TPLF [MELES Zenawi]; Walayta, Gamo, Gofa, Dawro, Konta People's Democratic Organization or WGGPDO [leader NA]; dozens of small parties |
| **Falkland Islands (Islas Malvinas)** | none; all independents |
| **Faroe Islands** | Center Party [Jenis A. RANA]; Home Rule Party [Helena Dam a NEYSTABO]; People's Party [Oli BRECKMANN]; Republican Party [Hogni HOYDAL]; Social Democratic Party [Joannes EIDESGAARD]; Union Party [Edmund JOENSEN] |
| **Fiji** | Fiji Labor Party or FLP [Mahendra CHAUDHRY]; Fijian Nationalist Federation Party or NFP [Singh RAKKA]; Fijian Political Party or SVT (primarily Fijian) [Maj. Gen. Sitiveni RABUKA]; National Federation Party or NFP (primarily Indian) [Jai Ram REDDY]; United General Party or UGP [David PICKERING] |
| **Finland** | Center Party or Kesk [Esko AHO]; Finnish Christian Union or SKL [C. P. Bjarne KALLIS]; Green Union [Satu HASSI]; Leftist Alliance (Communist) composed of People's Democratic League and Democratic Alternative [Suvi-Anne SIIMES]; National Coalition (conservative) Party or Kok [Sauli NIINISTO]; Reform Group [Risto KUISMA]; Social Democratic Party or SDP [Paavo LIPPONEN]; Swedish People's Party or SFP [Jan-Erik ENESTAM]; True Finns [Timo SOINI] |
| **France** | Citizens Movement or MdC [Jean Pierre CHEVENEMENT]; French Communist Party or PCF [Robert HUE]; Independent Ecological Movement or MEI [Antoine WAECHTER]; Left Radical Party or PRG (previously Radical Socialist Party or PRS and the Left Radical Movement or MRG) [Jean-Michel BAYLET]; Liberal Democracy or DL (originally Republican Party or PR) [Alain MADELIN]; Movement for France or MPF [Philippe DEVILLIERS]; National Front or FN [Jean-Marie LE PEN]; Rally for the Republic or RPR [Michelle ALLIOT-MARIE]; Socialist Party or PS [Francois HOLLANDE]; Union for French Democracy or UDF (coalition of UDC, FD, RRRS, PPDF) [Francois BAYROU]; Union of the Center or UDC [leader NA] |
| **French Guiana** | Guianese Socialist Party or PSG [Antoine KARAM]; Guyana Democratic Forces or FDG [Georges OTHILY]; Rally for the Republic or RPR [Roland HO-WEN-SZE]; Socialist Party or PS [Pierre RIBARDIERE] (may be a subset of PSG); Walwari Committee [Christine TAUBIRA-DELANON] |
| **French Polynesia** | Centrist Union or UC [leader NA]; Independent Front for the Liberation of Polynesia (Tavini Huiraatira) [Oscar TEMARU]; New Fatherland Party (Ai'a Api) [Emile VERNAUDON]; People's Rally for the Republic (Tahoeraa Huiraatira) [Gaston FLOSSE] |
| **Gabon** | African Forum for Reconstruction or FAR [Leon MBOU-YEMBI]; Circle of Liberal Reformers or CLR [General Jean Boniface ASSELE]; Democratic and Republican Alliance or ADERE [Divungui-di-Ndinge DIDJOB]; Gabonese Democratic Party or PDG, former sole party [Simplice Nguedet MANZELA, secretary general]; Gabonese Party for Progress or PGP [Pierre-Louis AGONDJO-OKAWE, president]; Gabonese People's Union or UPG [Pierre MAMBOUNDOU]; Gabonese Socialist Union or USG [Serge MBA BEKALE]; National Rally of Woodcutters (Bucherons) or RNB [Fr. Paul M'BA-ABESSOLE]; People's Unity Party or PUP [Louis Gaston MAYILA]; Rally for Democracy and Progress or RDP [Pierre EMBONI]; Social Democratic Party or PSD [Pierre Claver MAGANGA-MOUSSAVOU] |
| **Gambia, The** | Alliance for Patriotic Reorientation and Construction or APRC [Yahya A. J. J. JAMMEH]; National Reconciliation Party or NRP [Hamat N. K. BAH]; People's Democratic Organization for Independence and Socialism or PDOIS [Sidia JATTA]; United Democratic Party or UDP [Ousainou DARBOE] |
| | *note:*  in August 1996 the government banned the following from participation in the elections of 1996: People's Progressive Party or PPP [former President Dawda K. JAWARA (in exile)], and two opposition parties - the National Convention Party or NCP [former Vice President Sheriff DIBBA] and the Gambian People's Party or GPP [Hassan Musa CAMARA] |
| **Georgia** | Citizen's Union of Georgia or CUG [Eduard SHEVARDNADZE]; Georgian United Communist Party or UCPG [Panteleimon GIORGADZE, chairman]; Industry Will Save Georgia or IWSG [Georgi TOPADZE]; National Democratic Party or NDP [Irina SARISHVILI-CHANTURIA]; Socialist Party or SPG [Temur GAMTSEMLIDZE]; Union for "Revival" Party or AGUR [Alsan ABASHIDZE]; United Republican Party or URP [Nodar NATADZE, chairman] |
| **Germany** | Alliance '90/Greens [Renate KUENAST and Fritz KUHN]; Christian Democratic Union or CDU [Angela MERKEL]; Christian Social Union or CSU [Edmund STOIBER, chairman]; Free Democratic Party or FDP [Wolfgang GERHARDT, chairman]; note - Wolfgang GERHARDT will probably be replaced by Guido WESTERWELLE in May 2001; Party of Democratic Socialism or PDS [Gabi ZIMMER]; Social Democratic Party or SPD [Gerhard SCHROEDER, chairman] |
| **Ghana** | Every Ghanaian Living Everywhere or EGLE [Owuraku AMOFA, chairman]; National Convention Party or NCP [Sarpong KUMA-KUMA]; National Democratic Congress or NDC [Dr. Huudu YAHAYA, general secretary]; New Patriotic Party or NPP [Samuel Arthur ODOI-SYKES]; People's Convention Party or PCP [P. K. DONKOH-AYIFI, acting chairman]; People's Heritage Party or PHP [Emmanuel Alexander ERSKINE]; People's National Convention or PNC [Edward MAHAMA] |
| **Gibraltar** | Gibraltar Social Democrats or GSD [Peter CARUANA]; Gibraltar Socialist Labor Party or GSLP [Joseph John BOSSANO] |
| **Greece** | Coalition of the Left and Progress (Synaspismos) [Nikolaos KONSTANDOPOULOS]; Communist Party of Greece or KKE [Aleka PAPARIGA]; New Democracy or ND (conservative) [Konstandinos KARAMANLIS]; Panhellenic Socialist Movement or PASOK [Konstandinos SIMITIS] |
| **Greenland** | Akulliit Party [Bjarne KREUTZMANN]; Atassut Party (Solidarity, a conservative party favoring continuing close relations with Denmark) [Daniel SKIFTE]; Inuit Ataqatigiit or IA (Eskimo Brotherhood, a leftist party favoring complete independence from Denmark rather than home rule) [Josef MOTZFELDT]; Issituup (Polar Party) [Nicolai HEINRICH]; Kattusseqatigiit (Candidate List, an independent right-of-center party with no official platform [leader NA]; Siumut (Forward Party, a social democratic party advocating more distinct Greenlandic identity and greater autonomy from Denmark) [Jonathan MOTZFELDT] |
| **Grenada** | Grenada United Labor Party or GULP [Herbert PREUDHOMME]; National Democratic Congress or NDC [leader vacant]; New National Party or NNP [George McGUIRE] |
| **Guadeloupe** | Communist Party of Guadeloupe or PCG [Christian CELESTE]; Progressive Democratic Party or PPDG [Henri BANGOU]; Rally for the Republic or RPR [Aldo BLAISE]; Socialist Party or PS [Georges LOUISOR]; Union for French Democracy or UDF [Marcel ESDRAS] |
| **Guam** | Democratic Party (party of the Governor) [leader NA]; Republican Party (controls the legislature) [leader NA] |
| **Guatemala** | Authentic Integral Development or DIA [Jorge Luis ORTEGA]; Democratic Union or UD [Jose Luis CHEA Urruela]; Green Party or LOV [Jose ASTURIAS Rudecke]; Guatemalan Christian Democracy or DCG [Vinicio CEREZO Arevalo]; Guatemalan National Revolutionary Unity or URNG [Pablo MONSANTO, also known as Jorge SOTO]; Guatemalan Republican Front or FRG [Efrain RIOS Montt]; New Nation Alliance or ANN [leader NA], which includes the URNG; National Advancement Party or PAN [Leonel LOPEZ Rodas]; Progressive Liberator Party or PLP [Acisclo VALLADARES Molina] |
| **Guernsey** | none; all independents |
| **Guinea** | Democratic Party of Guinea or PDG-AST [Marcel CROS]; Democratic Party of Guinea-African Democratic Rally or PDG-RDA [El Hadj Ismael Mohamed Gassim GUSHEIN]; National Union for Progress or UNP [Paul Louis FABER]; Party for Unity and Progress or PUP [Lansana CONTE] - the governing party; Party for Renewal and Progress or PRP [Siradiou DIALLO]; Rally for the Guinean People or RPG [Alpha CONDE]; Union for Progress of Guinea or UPG [Jean-Marie DORE, secretary-general]; Union for the New Republic or UNR [Mamadou Boye BA]; Union of Republican Forces or UFR [Sidya TOURE] |
| **Guinea-Bissau** | African Party for the Independence of Guinea-Bissau and Cape Verde or PAIGC [Francisco BENANTE]; Front for the Liberation and Independence of Guinea or FLING [Francois MENDY]; Guinea-Bissau Resistance-Ba Fata Movement or RGB-MB [Helder Vaz LOPES]; Guinean Civic Forum or FCG [Antonieta Rosa GOMES]; International League for Ecological Protection or LIPE [Alhaje Bubacar DJALO, president]; National Union for Democracy and Progress or UNDP [Abubacer BALDE, secretary general]; Party for Democratic Convergence or PCD [Victor MANDINGA]; Social Renovation Party or PRS [Koumba YALLA]; Union for Change or UM [Jorge MANDINGA, president, Dr. Anne SAAD, secretary general]; United Social Democratic Party or PUSD [Victor Sau'de MARIA] |
| **Guyana** | Alliance for Guyana or AFG (includes Guyana Labor Party or GLP and Working People's Alliance or WPA [Rupert ROOPNARINE]; Guyana Action Party or GAP [leader NA]; Guyana Labor Party or GLP [leader NA]; People's National Congress or PNC [Hugh Desmond HOYTE]; People's Progressive Party or PPP [Janet JAGEN]; Rise, Organize and Rebuild or ROAR [Ravi DEV]; The United Force or TUF [Manzoor NADIR]; Working People's Alliance or WPA [Rupert ROOPARNINE] |
| **Haiti** | Alliance for the Liberation and Advancement of Haiti or ALAH [Reynold GEORGES]; Assembly of Progressive National Democrats or RDNP [Leslie MANIGAT]; Convergence (opposition coalition composed of ESPACE, OPL, and MOCHRENA) [Gerard PIERRE-CHARLES, Evans PAUL, Luc MESADIEU, Victor BENOIT]; Democratic Consultation Group coalition or ESPACE [Evans PAUL, Victor Benoit] composed of the following parties: National Congress of Democratic Movements or KONAKOM, National Progressive Revolutionary Party or PANPRA, Generation 2004, and Haiti Can; Haitian Christian Democratic Party or PDCH [Marie-France CLAUDE]; Haitian Democratic Party or PADEM [Clark PARENT]; Lavalas Family or FL [Jean-Bertrand ARISTIDE]; Mobilization for National Development or MDN [Hubert DE RONCERAY]; Movement for National Reconstruction or MRN [Rene THEODORE]; Movement for the Installation of Democracy in Haiti or MIDH [Marc BAZIN]; Movement for the Organization of the Country or MOP [Gesner COMEAU and Jean MOLIERE]; National Front for Change and Democracy or FNCD [Evans PAUL and Turneb DELPE]; New Christian Movement for a New Haiti or MOCHRENA [Luc MESADIEU]; Struggling People's Organization or OPL [Gerard PIERRE-CHARLES] |
| **Holy See (Vatican City)** | none |
| **Honduras** | Christian Democratic Party or PDC [Efrain DIAZ Arrivillaga, president]; Democratic Unification Party or PUD [Marias FUNES Valladares, president]; Liberal Party or PL [Carlos Roberto FLORES Facusse, president]; National Innovation and Unity Party-Social Democratic Party or PINU-SD [Olban VALLADARES, president]; National Party of Honduras or PN [Carlos URBIZO, president] |
| **Hong Kong** | Association for Democracy and People's Livelihood [Frederick FUNG Kin-kee, chairman]; Citizens Party [leader NA]; Democratic Alliance for the Betterment of Hong Kong [Jasper TSANG Yok-sing, chairman]; Democratic Party [Martin LEE Chu-ming, chairman]; Frontier Party [Emily LAU Wai-hing, chairwoman]; Hong Kong Association for Democracy and People's Livelihood [leader NA]; Hong Kong Progressive Alliance [Ambrose LAU Hon-chuen]; Liberal Party [James TIEN Pei-chun, chairman]; New Century Forum [NQ Ching-fai, chairman] |
| | *note:*  political blocs include: pro-democracy - Association for Democracy and People's Livelihood, Citizens Party, Democratic Party, Frontier Party; pro-Beijing - Democratic Alliance for the Betterment of Hong Kong, Hong Kong Progressive Alliance, Liberal Party, New Century Forum |
| **Hungary** | Alliance of Free Democrats or SZDSZ [Gabor DEMSZKY]; Christian Democratic People's Party or KDNP [Gyorgy GICZY, president]; Federation of Young Democrats-Hungarian Civic Party or FYD-HCP [Laszlo KOVER]; note - used to be Hungarian Civic Party or FIDESZ; Hungarian Democratic Forum or MDF [Ibolya DAVID]; Hungarian Democratic People's Party or MDNP [Erzsebet PUSZTAI, chairman]; Hungarian Justice and Life Party or MIEP [Istvan CSURKA, chairman]; Hungarian Socialist Party or MSZP [Laszlo KOVACS, chairman]; Hungarian Workers' Party or MMP [Gyula THURMER, chairman]; Independent Smallholders or FKGP [Jozsef TORGYAN, president] |
| **Iceland** | Independence Party (conservative) or IP [David ODDSSON]; Left-Green Alliance [Steinsvimur SIGFUSSON]; Liberal Party [Sverrir HERMANNSSON]; People's Party (Social Democratic Party) or SDP [Sighvatyr BJORGIVINSSON]; Progressive Party (liberal) or PP [Halldor ASGRIMSSON]; The Alliance (includes People's Alliance or PA, Social Democratic Party or SVP, People's Movement, Women's List) [Ossur SKARPHEDINSSON]; Women's List or WL [Kristin ASTGEIRSDOTTIR] |
| **India** | All India Anna Dravida Munnetra Kazhagam or AIADMK [C. Jayalalitha JAYARAM]; All India Forward Bloc or AIFB [Prem Dutta PALIWAL (chairman), Chitta BASU (general secretary)]; Asom Gana Parishad [Prafulla Kumar MAHANTA]; Bahujan Samaj Party or BSP [Kanshi RAM]; Bharatiya Janata Party or BJP [Bangaru LAXMAN, president]; Biju Janata Dal or BJD [Naveen PATNAIK]; Communist Party of India or CPI [Ardhendu Bhushan BARDHAN]; Communist Party of India/Marxist-Leninist or CPI/ML [Vinod MISHRA]; Congress (I) Party [Sonia GANDHI, president]; Dravida Munnetra Kazagham or DMK (a regional party in Tamil Nadu) [M. KARUNANIDHI]; Indian National League [Suliaman SAIT]; Janata Dal (Secular) [H. D. Deve GOWDA]; Janata Dal (United) or JDU [Sharad YADAV, president, I. K. GUJRAL]; Kerala Congress (Mani faction) [K. M. MANI]; Marumalarchi Dravida Munnetra Kazhagam or MDMK [VAIKO]; Muslim League [G. M. BANATWALA]; Nationalist Congress Party or NCP [Sharad PAWAR]; National Democratic Alliance, a 16-party alliance including BJP, DMK, Janata Dal (U), SHS, Shiromani Akali Dal, Telugu Desam, BJD, Rinamool Congress]; Rashtriya Janata Dal or RJD [Laloo Prasad YADAV]; Revolutionary Socialist Party or RSP [Tridip CHOWDHURY]; Samajwadi Party or SP [Mulayam Singh YADAV, president]; Shiromani Akali Dal [Prakash Singh BADAL]; Shiv Sena [Bal THACKERAY]; Tamil Maanila Congress [G. K. MOOPANAR]; Telugu Desam Party or TDP (a regional party in Andhra Pradesh) [Chandrababu NAIDU]; Trinamool Congress [Mamata BANERJEE] |
| **Indonesia** | Crescent Moon and Star Party or PBB [Yusril Ihza MAHENDRA, chairman]; Development Unity Party or PPP (federation of former Islamic parties) [Hamzah HAZ, chairman]; Federation of Functional Groups or Golkar [Akbar TANJUNG, general chairman]; Indonesia Democracy Party or PDI (federation of former Nationalist and Christian Parties) [Budi HARDJONO, chairman]; Indonesia Democracy Party-Struggle or PDI-P [MEGAWATI Sukarnoputri, chairperson]; National Awakening Party or PKB [Matori Abdul DJALIL, chairman]; National Mandate Party or PAN [Amien RAIS, chairman] |
| **Iran** | *the following organizations appeared to have achieved considerable success at elections to the sixth Majlis in early 2000:* Assembly of the Followers of the Imam's Line, Freethinkers' Front, Islamic Iran Participation Front, Moderation and Development Party, Servants of Construction Party, Society of Self-sacrificing Devotees |
| **Iraq** | Ba'th Party [SADDAM Husayn, central party leader] |
| **Ireland** | Democratic Left [Proinsias DE ROSSA]; Fianna Fail [Bertie AHERN]; Fine Gael [Michael NOONAN]; Green Party [Mary BOWERS]; Labor Party [Ruairi QUINN]; Progressive Democrats [Mary HARNEY]; Sinn Fein [Gerry ADAMS]; Socialist Party [Joe HIGGINS]; The Workers' Party [Tom FRENCH] |
| **Israel** | Balad or National Democratic Alliance [Amnon LIPKIN-SHAHAK]; Center Party [Yitzhak MORDECHAI]; Democratic Movement [Roman BRONFMAN]; Gesher [David LEVI]; Hadash [Muhammad BARAKA]; Labor Party [leader vacant]; Likud Party [Ariel SHARON]; MERETZ [Yossi SARID]; National Democratic Alliance (Balad) [leader NA]; National Religious Party [Yitzhak LEVY]; National Union [Rehavam ZEEVI] (includes Herut, Tekuma, and Moledet); One Israel [leader NA] (includes Labor, Gesher, and Meimad); One Nation [Amir PERETZ]; Shas [Eliyahu YISHAI]; Shinui [Tommy LAPID]; United Arab List [Abd al-Malik DAHAMSHAH]; United Torah Judaism [Rabbi Eliezer SHACK, spiritual leader]; Yisra'el Ba'Aliya [Natan SHARANSKY]; Yisra'el Beiteinu [Avigdor LIEBERMAN] |
| **Italy** | Center-Left Olive Tree Coalition [Francesco RUTELLI] - Democrats of the Left, Daisy Alliance (including Italian Popular Party, Italian Renewal, Union of Democrats for Europe, The Democrats), Sunflower Alliance (including Green Federation, Italian Democratic Socialists), Italian Communist Party; Christian Democratic Center or CDC [Pier Ferdinando CASINI]; Christian Democratic Union or CDU [Rocco BUTTIGLIONE]; Communist Renewal or RC [Fausto BERTINOTTI]; Forza Italia or FI [Silvio BERLUSCONI]; Green Federation [Grazia FRANCESCATO]; House of Liberties (formerly Freedom Alliance, a center-right coalition) [leader Silvio BERLUSCONI] - Forza Italian, National Alliance, Christian Democratic Center, Christian Democratic Union, Northern League; Italian Communist Party or PdCI [Oliviero DILIBERTO]; Italian Democratic Socialists [Enrico BOSELLI]; Italian Popular Party [Pierluigi CASTAGNETTI]; Italian Renewal [Lamberto DINI]; Italian Social Movement-Tricolored Flame or MSI-FI [Pino RAUTI]; National Alliance or AN [Gianfranco FINI]; Northern League or NL [Umberto BOSSI]; Radical Party (formerly Panella Reformers and Autonomous List) [Marco PANNELLA]; Southern Tyrols People's Party or SVP (German speakers) [Siegfried BRUGGER]; Union of Democrats for Europe [Clemente MASTELLA]; The Democrats [Arturo PARISI] |
| **Jamaica** | Jamaica Labor Party or JLP [Edward SEAGA]; National Democratic Movement or NDM [Bruce GOLDING]; People's National Party or PNP [Percival James PATTERSON] |
| **Japan** | Democratic Party of Japan or DPJ [Yukio HATOYAMA, leader, Naoto KAN, secretary general]; Japan Communist Party or JCP [Kazuo SHII, chairman, Tadaaki ICHIDA, secretary general]; Komeito [Takenori KANZAKI, president, Tetsuzo FUYUSHIBA, secretary general]; Liberal Democratic Party or LDP [Junichiro KOIZUMI, president, Taku YAMASAKI, secretary general]; Liberal Party [Ichiro OZAWA, president, Hirohisa FUJII, secretary general]; New Conservative Party [Chikage OGI, president, Takeshi NODA, secretary general]; Social Democratic Party or SDP [Takako DOI, chairperson, Sadao FUCHIGAMI, secretary general] |
| **Jersey** | none; all independents |
| **Jordan** | Al-Umma (Nation) Party [Ahmad al-HANANDEH, secretary general]; Arab Land Party [Dr. Muhammad al-'ORAN, secretary general]; Jordanian Democratic Popular Unity Party [Sa'eed THIYAB, secretary general]; National Constitutional Party [Abdul Hadi MAJALI, secretary general] |
| **Kazakhstan** | Agrarian Party [Romin MADENOV]; Alash [Soverkazhy AKATAYEV]; AZAMAT Movement [Petr SVOIK, Murat AUEZOV, and Galym ABILSIITOV, cochairmen]; Civic Party [Azat PERUASHEV, first secretary]; Communist Party or KPK [Serikbolsyn ABDILDIN, first secretary]; Forum of Democratic Forces [Nurbulat MASANOV, Deputy Chairman of the Republican People's Party of Kazakhstan (RNPK); Amirzhan KOSANOV, RNPK activist; Seidakhmet KUTTYKADAM, Orleu Movement; cochairmen]; Labor and Worker's Movement [Madel ISMAILOV, chairman]; Orleu Movement [Seidakhmet KUTTYKADAM]; Otan [Sergei TERESCHENKO, chairman]; Pensioners Movement or Pokoleniye [Irina SAVOSTINA, chairwoman]; People's Congress of Kazakhstan of NKK [Olzhas SULEIMENOV, chairman]; People's Cooperative Party [Umirzak SARSENOV]; People's Unity Party or PUP [Nursultan A. NAZARBAYEV]; Republican People's Party of Kazakhstan or RNPK [Akezhan KAZHEGELDIN] |
| **Kenya** | Democratic Party of Kenya or DP [Mwai KIBAKI]; Forum for the Restoration of Democracy-Asili or FORD-A [Martin SHIKUKU, secretary general]; Forum for the Restoration of Democracy-Kenya or FORD-K [Michael Kijana WAMALWA]; Forum for the Restoration of Democracy-People or FORD-People [Kimaniwa NYOIKE, chairman]; Kenya African National Union or KANU [President Daniel Toroitich arap MOI] - the governing party; National Development Party or NDP [Raila ODINGA, president]; SAFINA [Farah MAALIM, chairman]; Social Democratic Party or SDP [Dr. Apollo NJONJO, secretary general and Justus NYANG'AYA, chairman] |
| **Kiribati** | Maneaban Te Mauri Party [Teburoro TITO]; National Progressive Party [Teatao TEANNAKI] |
| | *note:*  there is no tradition of formally organized political parties in Kiribati; they more closely resemble factions or interest groups because they have no party headquarters, formal platforms, or party structures |
| **Korea, North** | Chondoist Chongu Party [YU Mi-yong, chairwoman]; Korean Social Democratic Party [KIM Pyong-sik, chairman]; major party - Korean Workers' Party or KWP [KIM Chong-il, General Secretary] |
| **Korea, South** | Grand National Party or GNP [YI Hoe-chang, president]; Millennium Democratic Party or MDP [KIM Dae-jung, president]; United Liberal Democrats or ULD [KIM Chong-p'il, honorary chairman, KIM Chong-ho, acting president] |
| | *note:*  on 20 January 2000, the National Congress for New Politics or NCNP was renamed the Millennium Democratic Party or MDP |
| **Kuwait** | none; formation of political parties is illegal |
| **Kyrgyzstan** | Agrarian Labor Party of Kyrgyzstan [Uson S. SYDYKOV]; Agrarian Party of Kyrgyzstan [Arkin ALIYEV]; Ata-Meken Socialist Party or Fatherland [Onurbek TEKEBAYEV]; Banner National Revival Party or ASABA [Chaprashty BAZARBAY]; Democratic Movement of Kyrgyzstan or DDK [Jypar JEKSHEYEV]; Democratic Women's Party of Kyrgyzstan [T. A. SHAILIYEVA]; Dignity Party [Feliks KULOV]; Erkin Kyrgyzstan Progressive and Democratic Party [Tursunbay Bakir UULU]; Justice Party [Chingiz AYTMATOV]; Movement for the People's Salvation [Jumgalbek AMAMBAYEV]; Mutual Help Movement or Ashar [Jumagazy USUPOV]; My Country of Action [Almazbek ISMANKULOV]; National Unity Democratic Movement or DDNE [Yury RAZGULYAYEV]; Party of Communists of Kyrgyzstan or KCP [Absamat M. MASALIYEV]; Party of the Veterans of the War in Afghanistan [leader NA]; Peasant Party [leader NA]; People's Party [Melis ESHIMKANOV]; Poor and Unprotected People's Party [Daniyar USENOV]; Republican Popular Party of Kyrgyzstan [J. SHARSHENALIYEV]; Social Democratic Party or PSD [J. IBRAMOV]; Union of Democratic Forces (composed of Social Democratic Party of Kyrgyzstan or PSD [J. IBRAMOV], Economic Revival Party, and Birimdik Party |
| **Laos** | Lao People's Revolutionary Party or LPRP [KHAMTAI Siphandon, party president]; other parties proscribed |
| **Latvia** | Anticommunist Union or PA [P. MUCENIEKS]; Christian Democrat Union or LKDS [Talavs JUNDZIS]; Christian People's Party or KTP [Uldis AUGSTKALNS]; Democratic Party "Saimnieks" or DPS [Ziedonis CEVERS, chairman]; For Fatherland and Freedom or TB [Maris GRINBLATS], merged with LNNK; For Human Rights in a United Latvia [Janis JURKANS], a coalition of the People's Harmony Party or TSP, the Latvian Socialist Party or LSP, and the Equal Rights Movement; Green Party or LZP [Olegs BATAREVSKI]; Latvian Liberal Party or LLP [J. DANOSS]; Latvian National Conservative Party or LNNK [Andrejs KRASTINS]; Latvian National Democratic Party or LNDP [A. MALINS]; Latvian Social-Democratic Workers Party (Social Democrats) or LSDWU [Juris BOJARS and Janis ADAMSONS, leaders]; Latvian Unity Party or LVP [Alberis KAULS]; Latvia's Way or LC [Andrei PANTELEJEVS]; New Christian Party [Ainars SLESERS]; New Faction [Ingrida UDRE]; "Our Land" or MZ [M. DAMBEKALNE]; Party of Russian Citizens or LKPP [V. SOROCHIN, V. IVANOV]; People's Party [Andris SKELE]; Political Union of Economists or TPA [Edvins KIDE] |
| **Lebanon** | political party activity is organized along largely sectarian lines; numerous political groupings exist, consisting of individual political figures and followers motivated by religious, clan, and economic considerations |
