CIA - The World Factbook --  Airports - with paved runways   

This entry gives the total number of airports with paved runways (concrete or asphalt surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with paved runways | Date of Information |
| 588 | Serbia | 3.00 | 2009 |
| 589 | Serbia | 3.00 | 2009 |
| 590 | Qatar | 3.00 | 2009 |
| 591 | Nicaragua | 3.00 | 2009 |
| 592 | Nicaragua | 3.00 | 2009 |
| 593 | Netherlands | 3.00 | 2009 |
| 594 | Nigeria | 3.00 | 2009 |
| 595 | Vanuatu | 3.00 | 2009 |
| 596 | Niger | 3.00 | 2009 |
| 597 | Mozambique | 3.00 | 2009 |
| 598 | Maldives | 3.00 | 2009 |
| 599 | Montenegro | 3.00 | 2009 |
| 600 | Spratly Islands | 3.00 | 2009 |
| 601 | Paraguay | 3.00 | 2009 |
| 602 | Nicaragua | 3.00 | 2009 |
| 603 | Lesotho | 3.00 | 2009 |
| 604 | Slovakia | 3.00 | 2009 |
| 605 | Slovakia | 3.00 | 2009 |
| 606 | Slovakia | 3.00 | 2009 |
| 607 | Lithuania | 3.00 | 2009 |
| 608 | Latvia | 3.00 | 2009 |
| 609 | Latvia | 3.00 | 2009 |
| 610 | Laos | 3.00 | 2009 |
| 611 | Mali | 3.00 | 2009 |
| 612 | Korea, South | 3.00 | 2009 |
| 613 | Kyrgyzstan | 3.00 | 2009 |
| 614 | Kyrgyzstan | 3.00 | 2009 |
| 615 | Jamaica | 3.00 | 2009 |
| 616 | Iceland | 3.00 | 2009 |
| 617 | Honduras | 3.00 | 2009 |
| 618 | Honduras | 3.00 | 2009 |
| 619 | Guinea | 3.00 | 2009 |
| 620 | Guatemala | 3.00 | 2009 |
| 621 | Guatemala | 3.00 | 2009 |
| 622 | Guatemala | 3.00 | 2009 |
| 623 | Grenada | 3.00 | 2009 |
| 624 | Ghana | 3.00 | 2009 |
| 625 | Finland | 3.00 | 2009 |
| 626 | Czech Republic | 3.00 | 2009 |
| 627 | Ethiopia | 3.00 | 2009 |
| 628 | Haiti | 3.00 | 2009 |
| 629 | Cameroon | 3.00 | 2009 |
| 630 | Chad | 3.00 | 2009 |
| 631 | Belarus | 3.00 | 2009 |
| 632 | American Samoa | 3.00 | 2009 |
| 633 | Azerbaijan | 3.00 | 2009 |
| 634 | Albania | 3.00 | 2009 |
| 635 | Afghanistan | 3.00 | 2009 |
| 636 | Antigua and Barbuda | 2.00 | 2009 |
| 637 | Egypt | 2.00 | 2009 |
| 638 | Dominica | 2.00 | 2009 |
| 639 | Dominica | 2.00 | 2009 |
| 640 | Denmark | 2.00 | 2009 |
| 641 | Cape Verde | 2.00 | 2009 |
| 642 | Central African Republic | 2.00 | 2009 |
| 643 | Costa Rica | 2.00 | 2009 |
| 644 | Costa Rica | 2.00 | 2009 |
| 645 | Cameroon | 2.00 | 2009 |
| 646 | Cayman Islands | 2.00 | 2009 |
| 647 | Cayman Islands | 2.00 | 2009 |
| 648 | Congo, Democratic Republic of the | 2.00 | 2009 |
| 649 | Congo, Democratic Republic of the | 2.00 | 2009 |
| 650 | Congo, Republic of the | 2.00 | 2009 |
| 651 | Cambodia | 2.00 | 2009 |
| 652 | Solomon Islands | 2.00 | 2009 |
| 653 | Belarus | 2.00 | 2009 |
| 654 | Northern Mariana Islands | 2.00 | 2009 |
| 655 | Colombia | 2.00 | 2009 |
| 656 | Burma | 2.00 | 2009 |
| 657 | Bosnia and Herzegovina | 2.00 | 2009 |
| 658 | Belize | 2.00 | 2009 |
| 659 | Bangladesh | 2.00 | 2009 |
| 660 | Bangladesh | 2.00 | 2009 |
| 661 | Bahamas, The | 2.00 | 2009 |
| 662 | Botswana | 2.00 | 2009 |
| 663 | Bahrain | 2.00 | 2009 |
| 664 | Zimbabwe | 2.00 | 2009 |
| 665 | Zambia | 2.00 | 2009 |
| 666 | Zambia | 2.00 | 2009 |
| 667 | Samoa | 2.00 | 2009 |
| 668 | Wallis and Futuna | 2.00 | 2009 |
| 669 | West Bank | 2.00 | 2009 |
| 670 | Namibia | 2.00 | 2009 |
| 671 | Virgin Islands | 2.00 | 2009 |
| 672 | British Virgin Islands | 2.00 | 2009 |
| 673 | Uruguay | 2.00 | 2009 |
| 674 | Uruguay | 2.00 | 2009 |
| 675 | Burkina Faso | 2.00 | 2009 |
| 676 | Tanzania | 2.00 | 2009 |
| 677 | Tanzania | 2.00 | 2009 |
| 678 | Turkmenistan | 2.00 | 2009 |
| 679 | Timor-Leste | 2.00 | 2009 |
| 680 | Tunisia | 2.00 | 2009 |
| 681 | Sao Tome and Principe | 2.00 | 2009 |
| 682 | Togo | 2.00 | 2009 |
| 683 | Togo | 2.00 | 2009 |
| 684 | Turks and Caicos Islands | 2.00 | 2009 |
| 685 | Tajikistan | 2.00 | 2009 |
| 686 | Sudan | 2.00 | 2009 |
| 687 | Saint Lucia | 2.00 | 2009 |
| 688 | Somalia | 2.00 | 2009 |
| 689 | Singapore | 2.00 | 2009 |
| 690 | Slovenia | 2.00 | 2009 |
| 691 | Senegal | 2.00 | 2009 |
| 692 | Saint Kitts and Nevis | 2.00 | 2009 |
| 693 | Saint Pierre and Miquelon | 2.00 | 2009 |
| 694 | Saudi Arabia | 2.00 | 2009 |
| 695 | Rwanda | 2.00 | 2009 |
| 696 | Puerto Rico | 2.00 | 2009 |
| 697 | Serbia | 2.00 | 2009 |
| 698 | Serbia | 2.00 | 2009 |
| 699 | Qatar | 2.00 | 2009 |
| 700 | Guinea-Bissau | 2.00 | 2009 |
| 701 | Papua New Guinea | 2.00 | 2009 |
| 702 | Spratly Islands | 2.00 | 2009 |
| 703 | New Zealand | 2.00 | 2009 |
| 704 | Nicaragua | 2.00 | 2009 |
| 705 | Netherlands | 2.00 | 2009 |
| 706 | Mauritius | 2.00 | 2009 |
| 707 | Macedonia | 2.00 | 2009 |
| 708 | Montenegro | 2.00 | 2009 |
| 709 | Montserrat | 2.00 | 2009 |
| 710 | Montserrat | 2.00 | 2009 |
| 711 | Mongolia | 2.00 | 2009 |
| 712 | Moldova | 2.00 | 2009 |
| 713 | Moldova | 2.00 | 2009 |
| 714 | Madagascar | 2.00 | 2009 |
| 715 | Liberia | 2.00 | 2009 |
| 716 | Lithuania | 2.00 | 2009 |
| 717 | Lebanon | 2.00 | 2009 |
| 718 | Laos | 2.00 | 2009 |
| 719 | Kosovo | 2.00 | 2009 |
| 720 | Kuwait | 2.00 | 2009 |
| 721 | Korea, North | 2.00 | 2009 |
| 722 | Jamaica | 2.00 | 2009 |
| 723 | Cote d'Ivoire | 2.00 | 2009 |
| 724 | Israel | 2.00 | 2009 |
| 725 | Iceland | 2.00 | 2009 |
| 726 | Hungary | 2.00 | 2009 |
| 727 | Hungary | 2.00 | 2009 |
| 728 | Croatia | 2.00 | 2009 |
| 729 | Croatia | 2.00 | 2009 |
| 730 | Honduras | 2.00 | 2009 |
| 731 | Hong Kong | 2.00 | 2009 |
| 732 | Guyana | 2.00 | 2009 |
| 733 | Guinea | 2.00 | 2009 |
| 734 | Greenland | 2.00 | 2009 |
| 735 | Guernsey | 2.00 | 2009 |
| 736 | Ghana | 2.00 | 2009 |
| 737 | Georgia | 2.00 | 2009 |
| 738 | French Polynesia | 2.00 | 2009 |
| 739 | Micronesia, Federated States of | 2.00 | 2009 |
| 740 | Falkland Islands (Islas Malvinas) | 2.00 | 2009 |
| 741 | Fiji | 2.00 | 2009 |
| 742 | Czech Republic | 2.00 | 2009 |
| 743 | El Salvador | 2.00 | 2009 |
| 744 | Estonia | 2.00 | 2009 |
| 745 | Estonia | 2.00 | 2009 |
| 746 | Estonia | 2.00 | 2009 |
| 747 | Equatorial Guinea | 2.00 | 2009 |
| 748 | Equatorial Guinea | 2.00 | 2009 |
| 749 | Chad | 2.00 | 2009 |
| 750 | Chad | 2.00 | 2009 |
| 751 | Brunei | 2.00 | 2009 |
| 752 | Bulgaria | 2.00 | 2009 |
| 753 | Eritrea | 2.00 | 2009 |
| 754 | Eritrea | 2.00 | 2009 |
| 755 | Armenia | 2.00 | 2009 |
| 756 | Armenia | 2.00 | 2009 |
| 757 | Armenia | 2.00 | 2009 |
| 758 | United Arab Emirates | 2.00 | 2009 |
| 759 | Aruba | 1.00 | 2009 |
| 760 | Aruba | 1.00 | 2009 |
| 761 | Afghanistan | 1.00 | 2009 |
| 762 | American Samoa | 1.00 | 2009 |
| 763 | Dominican Republic | 1.00 | 2009 |
| 764 | Djibouti | 1.00 | 2009 |
| 765 | Djibouti | 1.00 | 2009 |
| 766 | Djibouti | 1.00 | 2009 |
| 767 | Cyprus | 1.00 | 2009 |
| 768 | Cook Islands | 1.00 | 2009 |
| 769 | Cook Islands | 1.00 | 2009 |
| 770 | Cape Verde | 1.00 | 2009 |
| 771 | Central African Republic | 1.00 | 2009 |
| 772 | Central African Republic | 1.00 | 2009 |
| 773 | Northern Mariana Islands | 1.00 | 2009 |
| 774 | Comoros | 1.00 | 2009 |
| 775 | Cameroon | 1.00 | 2009 |
| 776 | Cocos (Keeling) Islands | 1.00 | 2009 |
| 777 | Cocos (Keeling) Islands | 1.00 | 2009 |
| 778 | Congo, Democratic Republic of the | 1.00 | 2009 |
| 779 | Congo, Republic of the | 1.00 | 2009 |
| 780 | Sri Lanka | 1.00 | 2009 |
| 781 | Chad | 1.00 | 2009 |
| 782 | Guernsey | 1.00 | 2009 |
| 783 | Grenada | 1.00 | 2009 |
| 784 | Grenada | 1.00 | 2009 |
| 785 | Grenada | 1.00 | 2009 |
| 786 | Gibraltar | 1.00 | 2009 |
| 787 | Gibraltar | 1.00 | 2009 |
| 788 | Ghana | 1.00 | 2009 |
| 789 | Ghana | 1.00 | 2009 |
| 790 | Faroe Islands | 1.00 | 2009 |
| 791 | Zambia | 1.00 | 2009 |
| 792 | Yemen | 1.00 | 2009 |
| 793 | Yemen | 1.00 | 2009 |
| 794 | Swaziland | 1.00 | 2009 |
| 795 | Swaziland | 1.00 | 2009 |
| 796 | Samoa | 1.00 | 2009 |
| 797 | Samoa | 1.00 | 2009 |
| 798 | Wake Island | 1.00 | 2009 |
| 799 | Wake Island | 1.00 | 2009 |
| 800 | Wallis and Futuna | 1.00 | 2009 |
| 801 | Wallis and Futuna | 1.00 | 2009 |
| 802 | West Bank | 1.00 | 2009 |
| 803 | West Bank | 1.00 | 2009 |
| 804 | Virgin Islands | 1.00 | 2009 |
| 805 | Virgin Islands | 1.00 | 2009 |
| 806 | British Virgin Islands | 1.00 | 2009 |
| 807 | British Virgin Islands | 1.00 | 2009 |
| 808 | Saint Vincent and the Grenadines | 1.00 | 2009 |
| 809 | Saint Vincent and the Grenadines | 1.00 | 2009 |
| 810 | Uruguay | 1.00 | 2009 |
| 811 | Burkina Faso | 1.00 | 2009 |
| 812 | Burkina Faso | 1.00 | 2009 |
| 813 | Uganda | 1.00 | 2009 |
| 814 | Uganda | 1.00 | 2009 |
| 815 | Tanzania | 1.00 | 2009 |
| 816 | Turkmenistan | 1.00 | 2009 |
| 817 | Timor-Leste | 1.00 | 2009 |
| 818 | Timor-Leste | 1.00 | 2009 |
| 819 | Sao Tome and Principe | 1.00 | 2009 |
| 820 | Sao Tome and Principe | 1.00 | 2009 |
| 821 | Tonga | 1.00 | 2009 |
| 822 | Tonga | 1.00 | 2009 |
| 823 | Turks and Caicos Islands | 1.00 | 2009 |
| 824 | Trinidad and Tobago | 1.00 | 2009 |
| 825 | Trinidad and Tobago | 1.00 | 2009 |
| 826 | Trinidad and Tobago | 1.00 | 2009 |
| 827 | Saint Barthelemy | 1.00 | 2009 |
| 828 | Saint Barthelemy | 1.00 | 2009 |
| 829 | Syria | 1.00 | 2009 |
| 830 | Svalbard | 1.00 | 2009 |
| 831 | Svalbard | 1.00 | 2009 |
| 832 | Saint Lucia | 1.00 | 2009 |
| 833 | Saint Lucia | 1.00 | 2009 |
| 834 | Qatar | 1.00 | 2009 |
| 835 | Guinea-Bissau | 1.00 | 2009 |
| 836 | Guinea-Bissau | 1.00 | 2009 |
| 837 | Palau | 1.00 | 2009 |
| 838 | Palau | 1.00 | 2009 |
| 839 | Papua New Guinea | 1.00 | 2009 |
| 840 | Panama | 1.00 | 2009 |
| 841 | Panama | 1.00 | 2009 |
| 842 | Spratly Islands | 1.00 | 2009 |
| 843 | Paracel Islands | 1.00 | 2009 |
| 844 | Paracel Islands | 1.00 | 2009 |
| 845 | New Zealand | 1.00 | 2009 |
| 846 | New Zealand | 1.00 | 2009 |
| 847 | Netherlands Antilles | 1.00 | 2009 |
| 848 | Netherlands Antilles | 1.00 | 2009 |
| 849 | Netherlands Antilles | 1.00 | 2009 |
| 850 | Netherlands Antilles | 1.00 | 2009 |
| 851 | Netherlands Antilles | 1.00 | 2009 |
| 852 | Suriname | 1.00 | 2009 |
| 853 | Nauru | 1.00 | 2009 |
| 854 | Nauru | 1.00 | 2009 |
| 855 | Nepal | 1.00 | 2009 |
| 856 | Nepal | 1.00 | 2009 |
| 857 | Netherlands | 1.00 | 2009 |
| 858 | Vanuatu | 1.00 | 2009 |
| 859 | Vanuatu | 1.00 | 2009 |
| 860 | Vanuatu | 1.00 | 2009 |
| 861 | Niger | 1.00 | 2009 |
| 862 | Norfolk Island | 1.00 | 2009 |
| 863 | Norfolk Island | 1.00 | 2009 |
| 864 | Niue | 1.00 | 2009 |
| 865 | Niue | 1.00 | 2009 |
| 866 | New Caledonia | 1.00 | 2009 |
| 867 | New Caledonia | 1.00 | 2009 |
| 868 | Mozambique | 1.00 | 2009 |
| 869 | Maldives | 1.00 | 2009 |
| 870 | Maldives | 1.00 | 2009 |
| 871 | Maldives | 1.00 | 2009 |
| 872 | Oman | 1.00 | 2009 |
| 873 | Malta | 1.00 | 2009 |
| 874 | Malta | 1.00 | 2009 |
| 875 | Mauritius | 1.00 | 2009 |
| 876 | Mauritius | 1.00 | 2009 |
| 877 | Mali | 1.00 | 2009 |
| 878 | Montenegro | 1.00 | 2009 |
| 879 | Malawi | 1.00 | 2009 |
| 880 | Malawi | 1.00 | 2009 |
| 881 | Mongolia | 1.00 | 2009 |
| 882 | Mayotte | 1.00 | 2009 |
| 883 | Mayotte | 1.00 | 2009 |
| 884 | Moldova | 1.00 | 2009 |
| 885 | Macau | 1.00 | 2009 |
| 886 | Macau | 1.00 | 2009 |
| 887 | Madagascar | 1.00 | 2009 |
| 888 | Madagascar | 1.00 | 2009 |
| 889 | Libya | 1.00 | 2009 |
| 890 | Luxembourg | 1.00 | 2009 |
| 891 | Luxembourg | 1.00 | 2009 |
| 892 | Lesotho | 1.00 | 2009 |
| 893 | Lesotho | 1.00 | 2009 |
| 894 | Lesotho | 1.00 | 2009 |
| 895 | Slovakia | 1.00 | 2009 |
| 896 | Liberia | 1.00 | 2009 |
| 897 | Liberia | 1.00 | 2009 |
| 898 | Lithuania | 1.00 | 2009 |
| 899 | Latvia | 1.00 | 2009 |
| 900 | Lebanon | 1.00 | 2009 |
| 901 | Lebanon | 1.00 | 2009 |
| 902 | Lebanon | 1.00 | 2009 |
| 903 | Kosovo | 1.00 | 2009 |
| 904 | Kosovo | 1.00 | 2009 |
| 905 | Kuwait | 1.00 | 2009 |
| 906 | Kuwait | 1.00 | 2009 |
| 907 | Somalia | 1.00 | 2009 |
| 908 | Singapore | 1.00 | 2009 |
| 909 | Singapore | 1.00 | 2009 |
| 910 | Sierra Leone | 1.00 | 2009 |
| 911 | Sierra Leone | 1.00 | 2009 |
| 912 | Slovenia | 1.00 | 2009 |
| 913 | Slovenia | 1.00 | 2009 |
| 914 | Slovenia | 1.00 | 2009 |
| 915 | Slovenia | 1.00 | 2009 |
| 916 | Saint Helena | 1.00 | 2009 |
| 917 | Saint Helena | 1.00 | 2009 |
| 918 | Senegal | 1.00 | 2009 |
| 919 | Seychelles | 1.00 | 2009 |
| 920 | Seychelles | 1.00 | 2009 |
| 921 | Saint Kitts and Nevis | 1.00 | 2009 |
| 922 | Saint Kitts and Nevis | 1.00 | 2009 |
| 923 | Saint Pierre and Miquelon | 1.00 | 2009 |
| 924 | Saint Pierre and Miquelon | 1.00 | 2009 |
| 925 | Rwanda | 1.00 | 2009 |
| 926 | Rwanda | 1.00 | 2009 |
| 927 | Saint Martin | 1.00 | 2009 |
| 928 | Saint Martin | 1.00 | 2009 |
| 929 | Marshall Islands | 1.00 | 2009 |
| 930 | Christmas Island | 1.00 | 2009 |
| 931 | Christmas Island | 1.00 | 2009 |
| 932 | Korea, North | 1.00 | 2009 |
| 933 | Kyrgyzstan | 1.00 | 2009 |
| 934 | Kenya | 1.00 | 2009 |
| 935 | Jordan | 1.00 | 2009 |
| 936 | Jordan | 1.00 | 2009 |
| 937 | Jersey | 1.00 | 2009 |
| 938 | Jersey | 1.00 | 2009 |
| 939 | Cote d'Ivoire | 1.00 | 2009 |
| 940 | British Indian Ocean Territory | 1.00 | 2009 |
| 941 | British Indian Ocean Territory | 1.00 | 2009 |
| 942 | Isle of Man | 1.00 | 2009 |
| 943 | Isle of Man | 1.00 | 2009 |
| 944 | Iceland | 1.00 | 2009 |
| 945 | Hong Kong | 1.00 | 2009 |
| 946 | Hong Kong | 1.00 | 2009 |
| 947 | Haiti | 1.00 | 2009 |
| 948 | Gaza Strip | 1.00 | 2009 |
| 949 | Gaza Strip | 1.00 | 2009 |
| 950 | Guyana | 1.00 | 2009 |
| 951 | Greenland | 1.00 | 2009 |
| 952 | Greenland | 1.00 | 2009 |
| 953 | Guernsey | 1.00 | 2009 |
| 954 | Falkland Islands (Islas Malvinas) | 1.00 | 2009 |
| 955 | Falkland Islands (Islas Malvinas) | 1.00 | 2009 |
| 956 | Fiji | 1.00 | 2009 |
| 957 | Fiji | 1.00 | 2009 |
| 958 | Ethiopia | 1.00 | 2009 |
| 959 | Ethiopia | 1.00 | 2009 |
| 960 | El Salvador | 1.00 | 2009 |
| 961 | El Salvador | 1.00 | 2009 |
| 962 | Georgia | 1.00 | 2009 |
| 963 | Gabon | 1.00 | 2009 |
| 964 | Gabon | 1.00 | 2009 |
| 965 | Gabon | 1.00 | 2009 |
| 966 | Gabon | 1.00 | 2009 |
| 967 | Gambia, The | 1.00 | 2009 |
| 968 | Gambia, The | 1.00 | 2009 |
| 969 | Faroe Islands | 1.00 | 2009 |
| 970 | Cambodia | 1.00 | 2009 |
| 971 | Burundi | 1.00 | 2009 |
| 972 | Burundi | 1.00 | 2009 |
| 973 | Brunei | 1.00 | 2009 |
| 974 | Brunei | 1.00 | 2009 |
| 975 | Bhutan | 1.00 | 2009 |
| 976 | Bhutan | 1.00 | 2009 |
| 977 | Belarus | 1.00 | 2009 |
| 978 | Equatorial Guinea | 1.00 | 2009 |
| 979 | Equatorial Guinea | 1.00 | 2009 |
| 980 | Ireland | 1.00 | 2009 |
| 981 | Ireland | 1.00 | 2009 |
| 982 | Benin | 1.00 | 2009 |
| 983 | Benin | 1.00 | 2009 |
| 984 | Burma | 1.00 | 2009 |
| 985 | Bosnia and Herzegovina | 1.00 | 2009 |
| 986 | Belize | 1.00 | 2009 |
| 987 | Belize | 1.00 | 2009 |
| 988 | Bangladesh | 1.00 | 2009 |
| 989 | Botswana | 1.00 | 2009 |
| 990 | Solomon Islands | 1.00 | 2009 |
| 991 | Solomon Islands | 1.00 | 2009 |
| 992 | Barbados | 1.00 | 2009 |
| 993 | Barbados | 1.00 | 2009 |
| 994 | Bahrain | 1.00 | 2009 |
| 995 | Anguilla | 1.00 | 2009 |
| 996 | Anguilla | 1.00 | 2009 |
| 997 | Austria | 1.00 | 2009 |
| 998 | Austria | 1.00 | 2009 |
| 999 | American Samoa | 1.00 | 2009 |
| 1000 | Belgium | 1.00 | 2009 |
| 1001 | Bermuda | 1.00 | 2009 |
| 1002 | Bermuda | 1.00 | 2009 |
| 1003 | American Samoa | 1.00 | 2009 |
| 1004 | Azerbaijan | 1.00 | 2009 |
| 1005 | Albania | 1.00 | 2009 |
| 1006 | Algeria | 1.00 | 2009 |
| 1007 | Afghanistan | 1.00 | 2009 |
| 1008 | Antigua and Barbuda | 1.00 | 2009 |
| 1009 | Antigua and Barbuda | 1.00 | 2009 |
