CIA - The World Factbook --  Airports - with paved runways   

This entry gives the total number of airports with paved runways (concrete or asphalt surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with paved runways | Date of Information |
| 588 | Cyprus | 3.00 | 2013 |
| 589 | Djibouti | 3.00 | 2013 |
| 590 | Dominican Republic | 3.00 | 2013 |
| 591 | Ethiopia | 3.00 | 2013 |
| 592 | Finland | 3.00 | 2013 |
| 593 | Georgia | 3.00 | 2013 |
| 594 | Ghana | 3.00 | 2013 |
| 595 | Grenada | 3.00 | 2013 |
| 596 | Guinea | 3.00 | 2013 |
| 597 | Honduras | 3.00 | 2013 |
| 598 | Honduras | 3.00 | 2013 |
| 599 | Honduras | 3.00 | 2013 |
| 600 | Croatia | 3.00 | 2013 |
| 601 | Croatia | 3.00 | 2013 |
| 602 | Iceland | 3.00 | 2013 |
| 603 | Iceland | 3.00 | 2013 |
| 604 | Kyrgyzstan | 3.00 | 2013 |
| 605 | Kyrgyzstan | 3.00 | 2013 |
| 606 | Korea, North | 3.00 | 2013 |
| 607 | Kosovo | 3.00 | 2013 |
| 608 | Laos | 3.00 | 2013 |
| 609 | Latvia | 3.00 | 2013 |
| 610 | Latvia | 3.00 | 2013 |
| 611 | Lithuania | 3.00 | 2013 |
| 612 | Slovakia | 3.00 | 2013 |
| 613 | Slovakia | 3.00 | 2013 |
| 614 | Lesotho | 3.00 | 2013 |
| 615 | Mongolia | 3.00 | 2013 |
| 616 | Niger | 3.00 | 2013 |
| 617 | Vanuatu | 3.00 | 2013 |
| 618 | Nigeria | 3.00 | 2013 |
| 619 | Netherlands | 3.00 | 2013 |
| 620 | Nepal | 3.00 | 2013 |
| 621 | Nicaragua | 3.00 | 2013 |
| 622 | Nicaragua | 3.00 | 2013 |
| 623 | South Sudan | 3.00 | 2013 |
| 624 | Paraguay | 3.00 | 2013 |
| 625 | Spratly Islands | 3.00 | 2013 |
| 626 | Panama | 3.00 | 2013 |
| 627 | Panama | 3.00 | 2013 |
| 628 | Qatar | 3.00 | 2013 |
| 629 | Serbia | 3.00 | 2013 |
| 630 | Serbia | 3.00 | 2013 |
| 631 | Marshall Islands | 3.00 | 2013 |
| 632 | Slovenia | 3.00 | 2013 |
| 633 | Singapore | 3.00 | 2013 |
| 634 | Sweden | 3.00 | 2013 |
| 635 | Syria | 3.00 | 2013 |
| 636 | Zimbabwe | 2.00 | 2013 |
| 637 | Jamaica | 2.00 | 2013 |
| 638 | Jordan | 2.00 | 2013 |
| 639 | Kenya | 2.00 | 2013 |
| 640 | Kenya | 2.00 | 2013 |
| 641 | Korea, North | 2.00 | 2013 |
| 642 | Kuwait | 2.00 | 2013 |
| 643 | Lebanon | 2.00 | 2013 |
| 644 | Lithuania | 2.00 | 2013 |
| 645 | Liberia | 2.00 | 2013 |
| 646 | Slovakia | 2.00 | 2013 |
| 647 | Slovakia | 2.00 | 2013 |
| 648 | Madagascar | 2.00 | 2013 |
| 649 | Moldova | 2.00 | 2013 |
| 650 | Moldova | 2.00 | 2013 |
| 651 | Mongolia | 2.00 | 2013 |
| 652 | Malawi | 2.00 | 2013 |
| 653 | Montenegro | 2.00 | 2013 |
| 654 | Macedonia | 2.00 | 2013 |
| 655 | Mali | 2.00 | 2013 |
| 656 | Mauritius | 2.00 | 2013 |
| 657 | Mozambique | 2.00 | 2013 |
| 658 | Netherlands | 2.00 | 2013 |
| 659 | Nicaragua | 2.00 | 2013 |
| 660 | New Zealand | 2.00 | 2013 |
| 661 | South Sudan | 2.00 | 2013 |
| 662 | Spratly Islands | 2.00 | 2013 |
| 663 | Papua New Guinea | 2.00 | 2013 |
| 664 | Guinea-Bissau | 2.00 | 2013 |
| 665 | Serbia | 2.00 | 2013 |
| 666 | Serbia | 2.00 | 2013 |
| 667 | Puerto Rico | 2.00 | 2013 |
| 668 | Puerto Rico | 2.00 | 2013 |
| 669 | Rwanda | 2.00 | 2013 |
| 670 | Saudi Arabia | 2.00 | 2013 |
| 671 | Saint Pierre and Miquelon | 2.00 | 2013 |
| 672 | Saint Kitts and Nevis | 2.00 | 2013 |
| 673 | Senegal | 2.00 | 2013 |
| 674 | Singapore | 2.00 | 2013 |
| 675 | Singapore | 2.00 | 2013 |
| 676 | Saint Lucia | 2.00 | 2013 |
| 677 | Sudan | 2.00 | 2013 |
| 678 | Sudan | 2.00 | 2013 |
| 679 | Sudan | 2.00 | 2013 |
| 680 | Switzerland | 2.00 | 2013 |
| 681 | Trinidad and Tobago | 2.00 | 2013 |
| 682 | Tajikistan | 2.00 | 2013 |
| 683 | Togo | 2.00 | 2013 |
| 684 | Togo | 2.00 | 2013 |
| 685 | Sao Tome and Principe | 2.00 | 2013 |
| 686 | Tunisia | 2.00 | 2013 |
| 687 | Timor-Leste | 2.00 | 2013 |
| 688 | Taiwan | 2.00 | 2013 |
| 689 | Turkmenistan | 2.00 | 2013 |
| 690 | Tanzania | 2.00 | 2013 |
| 691 | Tanzania | 2.00 | 2013 |
| 692 | Tanzania | 2.00 | 2013 |
| 693 | Burkina Faso | 2.00 | 2013 |
| 694 | Uruguay | 2.00 | 2013 |
| 695 | British Virgin Islands | 2.00 | 2013 |
| 696 | Virgin Islands | 2.00 | 2013 |
| 697 | Namibia | 2.00 | 2013 |
| 698 | West Bank | 2.00 | 2013 |
| 699 | Wallis and Futuna | 2.00 | 2013 |
| 700 | Swaziland | 2.00 | 2013 |
| 701 | Antigua and Barbuda | 2.00 | 2013 |
| 702 | United Arab Emirates | 2.00 | 2013 |
| 703 | Afghanistan | 2.00 | 2013 |
| 704 | Afghanistan | 2.00 | 2013 |
| 705 | Armenia | 2.00 | 2013 |
| 706 | Armenia | 2.00 | 2013 |
| 707 | Armenia | 2.00 | 2013 |
| 708 | Botswana | 2.00 | 2013 |
| 709 | Belgium | 2.00 | 2013 |
| 710 | Bahamas, The | 2.00 | 2013 |
| 711 | Bahamas, The | 2.00 | 2013 |
| 712 | Bangladesh | 2.00 | 2013 |
| 713 | Bangladesh | 2.00 | 2013 |
| 714 | Belize | 2.00 | 2013 |
| 715 | Bosnia and Herzegovina | 2.00 | 2013 |
| 716 | Bhutan | 2.00 | 2013 |
| 717 | Bulgaria | 2.00 | 2013 |
| 718 | Cambodia | 2.00 | 2013 |
| 719 | Chad | 2.00 | 2013 |
| 720 | Chad | 2.00 | 2013 |
| 721 | Sri Lanka | 2.00 | 2013 |
| 722 | Congo, Republic of the | 2.00 | 2013 |
| 723 | Congo, Democratic Republic of the | 2.00 | 2013 |
| 724 | Cayman Islands | 2.00 | 2013 |
| 725 | Cameroon | 2.00 | 2013 |
| 726 | Colombia | 2.00 | 2013 |
| 727 | Northern Mariana Islands | 2.00 | 2013 |
| 728 | Costa Rica | 2.00 | 2013 |
| 729 | Costa Rica | 2.00 | 2013 |
| 730 | Central African Republic | 2.00 | 2013 |
| 731 | Cabo Verde | 2.00 | 2013 |
| 732 | Cyprus | 2.00 | 2013 |
| 733 | Denmark | 2.00 | 2013 |
| 734 | Denmark | 2.00 | 2013 |
| 735 | Dominica | 2.00 | 2013 |
| 736 | Equatorial Guinea | 2.00 | 2013 |
| 737 | Equatorial Guinea | 2.00 | 2013 |
| 738 | Estonia | 2.00 | 2013 |
| 739 | Estonia | 2.00 | 2013 |
| 740 | Eritrea | 2.00 | 2013 |
| 741 | Eritrea | 2.00 | 2013 |
| 742 | El Salvador | 2.00 | 2013 |
| 743 | Ethiopia | 2.00 | 2013 |
| 744 | Czech Republic | 2.00 | 2013 |
| 745 | Czech Republic | 2.00 | 2013 |
| 746 | Fiji | 2.00 | 2013 |
| 747 | Falkland Islands (Islas Malvinas) | 2.00 | 2013 |
| 748 | Micronesia, Federated States of | 2.00 | 2013 |
| 749 | French Polynesia | 2.00 | 2013 |
| 750 | Gabon | 2.00 | 2013 |
| 751 | Georgia | 2.00 | 2013 |
| 752 | Ghana | 2.00 | 2013 |
| 753 | Guernsey | 2.00 | 2013 |
| 754 | Greenland | 2.00 | 2013 |
| 755 | Guam | 2.00 | 2013 |
| 756 | Guatemala | 2.00 | 2013 |
| 757 | Guyana | 2.00 | 2013 |
| 758 | Haiti | 2.00 | 2013 |
| 759 | Haiti | 2.00 | 2013 |
| 760 | Hong Kong | 2.00 | 2013 |
| 761 | Croatia | 2.00 | 2013 |
| 762 | Hungary | 2.00 | 2013 |
| 763 | Israel | 2.00 | 2013 |
| 764 | Cote d'Ivoire | 2.00 | 2013 |
| 765 | Saint Kitts and Nevis | 1.00 | 2013 |
| 766 | Saint Kitts and Nevis | 1.00 | 2013 |
| 767 | Seychelles | 1.00 | 2013 |
| 768 | Seychelles | 1.00 | 2013 |
| 769 | Senegal | 1.00 | 2013 |
| 770 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2013 |
| 771 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2013 |
| 772 | Slovenia | 1.00 | 2013 |
| 773 | Slovenia | 1.00 | 2013 |
| 774 | Slovenia | 1.00 | 2013 |
| 775 | Slovenia | 1.00 | 2013 |
| 776 | Sint Maarten | 1.00 | 2012 |
| 777 | Sint Maarten | 1.00 | 2012 |
| 778 | Sierra Leone | 1.00 | 2013 |
| 779 | Sierra Leone | 1.00 | 2013 |
| 780 | Singapore | 1.00 | 2013 |
| 781 | Singapore | 1.00 | 2013 |
| 782 | Somalia | 1.00 | 2013 |
| 783 | Somalia | 1.00 | 2013 |
| 784 | Saint Lucia | 1.00 | 2013 |
| 785 | Saint Lucia | 1.00 | 2013 |
| 786 | Svalbard | 1.00 | 2013 |
| 787 | Svalbard | 1.00 | 2013 |
| 788 | Saint Barthelemy | 1.00 | 2013 |
| 789 | Saint Barthelemy | 1.00 | 2013 |
| 790 | Trinidad and Tobago | 1.00 | 2013 |
| 791 | Trinidad and Tobago | 1.00 | 2013 |
| 792 | Turks and Caicos Islands | 1.00 | 2013 |
| 793 | Turks and Caicos Islands | 1.00 | 2013 |
| 794 | Turks and Caicos Islands | 1.00 | 2013 |
| 795 | Tonga | 1.00 | 2013 |
| 796 | Tonga | 1.00 | 2013 |
| 797 | Sao Tome and Principe | 1.00 | 2013 |
| 798 | Sao Tome and Principe | 1.00 | 2013 |
| 799 | Timor-Leste | 1.00 | 2013 |
| 800 | Timor-Leste | 1.00 | 2013 |
| 801 | Turkmenistan | 1.00 | 2013 |
| 802 | Uganda | 1.00 | 2013 |
| 803 | Uganda | 1.00 | 2013 |
| 804 | Burkina Faso | 1.00 | 2013 |
| 805 | Burkina Faso | 1.00 | 2013 |
| 806 | Uruguay | 1.00 | 2013 |
| 807 | Saint Vincent and the Grenadines | 1.00 | 2013 |
| 808 | Saint Vincent and the Grenadines | 1.00 | 2013 |
| 809 | British Virgin Islands | 1.00 | 2013 |
| 810 | British Virgin Islands | 1.00 | 2013 |
| 811 | Virgin Islands | 1.00 | 2013 |
| 812 | Virgin Islands | 1.00 | 2013 |
| 813 | Namibia | 1.00 | 2013 |
| 814 | West Bank | 1.00 | 2013 |
| 815 | West Bank | 1.00 | 2013 |
| 816 | Wallis and Futuna | 1.00 | 2013 |
| 817 | Wallis and Futuna | 1.00 | 2013 |
| 818 | Wake Island | 1.00 | 2013 |
| 819 | Wake Island | 1.00 | 2013 |
| 820 | Samoa | 1.00 | 2013 |
| 821 | Samoa | 1.00 | 2013 |
| 822 | Swaziland | 1.00 | 2013 |
| 823 | Swaziland | 1.00 | 2013 |
| 824 | Yemen | 1.00 | 2013 |
| 825 | Zambia | 1.00 | 2013 |
| 826 | Zambia | 1.00 | 2013 |
| 827 | Luxembourg | 1.00 | 2013 |
| 828 | Luxembourg | 1.00 | 2013 |
| 829 | Libya | 1.00 | 2013 |
| 830 | Madagascar | 1.00 | 2013 |
| 831 | Madagascar | 1.00 | 2013 |
| 832 | Macau | 1.00 | 2013 |
| 833 | Macau | 1.00 | 2013 |
| 834 | Moldova | 1.00 | 2013 |
| 835 | Montserrat | 1.00 | 2013 |
| 836 | Montserrat | 1.00 | 2013 |
| 837 | Malawi | 1.00 | 2013 |
| 838 | Montenegro | 1.00 | 2013 |
| 839 | Montenegro | 1.00 | 2013 |
| 840 | Montenegro | 1.00 | 2013 |
| 841 | Mali | 1.00 | 2013 |
| 842 | Mali | 1.00 | 2013 |
| 843 | Mauritius | 1.00 | 2013 |
| 844 | Mauritius | 1.00 | 2013 |
| 845 | Malta | 1.00 | 2013 |
| 846 | Malta | 1.00 | 2013 |
| 847 | Oman | 1.00 | 2013 |
| 848 | Maldives | 1.00 | 2013 |
| 849 | Maldives | 1.00 | 2013 |
| 850 | Maldives | 1.00 | 2013 |
| 851 | Mozambique | 1.00 | 2013 |
| 852 | New Caledonia | 1.00 | 2013 |
| 853 | New Caledonia | 1.00 | 2013 |
| 854 | Niue | 1.00 | 2012 |
| 855 | Niue | 1.00 | 2012 |
| 856 | Norfolk Island | 1.00 | 2013 |
| 857 | Norfolk Island | 1.00 | 2013 |
| 858 | Niger | 1.00 | 2013 |
| 859 | Vanuatu | 1.00 | 2013 |
| 860 | Vanuatu | 1.00 | 2013 |
| 861 | Vanuatu | 1.00 | 2013 |
| 862 | Netherlands | 1.00 | 2013 |
| 863 | Nepal | 1.00 | 2013 |
| 864 | Nepal | 1.00 | 2013 |
| 865 | Nauru | 1.00 | 2013 |
| 866 | Nauru | 1.00 | 2013 |
| 867 | Suriname | 1.00 | 2013 |
| 868 | New Zealand | 1.00 | 2013 |
| 869 | New Zealand | 1.00 | 2013 |
| 870 | South Sudan | 1.00 | 2013 |
| 871 | Paracel Islands | 1.00 | 2013 |
| 872 | Paracel Islands | 1.00 | 2013 |
| 873 | Spratly Islands | 1.00 | 2013 |
| 874 | Panama | 1.00 | 2013 |
| 875 | Papua New Guinea | 1.00 | 2013 |
| 876 | Papua New Guinea | 1.00 | 2013 |
| 877 | Palau | 1.00 | 2013 |
| 878 | Palau | 1.00 | 2013 |
| 879 | Guinea-Bissau | 1.00 | 2013 |
| 880 | Guinea-Bissau | 1.00 | 2013 |
| 881 | Qatar | 1.00 | 2013 |
| 882 | Marshall Islands | 1.00 | 2013 |
| 883 | Saint Martin | 1.00 | 2013 |
| 884 | Saint Martin | 1.00 | 2013 |
| 885 | Romania | 1.00 | 2013 |
| 886 | Puerto Rico | 1.00 | 2013 |
| 887 | Rwanda | 1.00 | 2013 |
| 888 | Rwanda | 1.00 | 2013 |
| 889 | Saint Pierre and Miquelon | 1.00 | 2013 |
| 890 | Saint Pierre and Miquelon | 1.00 | 2013 |
| 891 | El Salvador | 1.00 | 2013 |
| 892 | El Salvador | 1.00 | 2013 |
| 893 | El Salvador | 1.00 | 2013 |
| 894 | Fiji | 1.00 | 2013 |
| 895 | Fiji | 1.00 | 2013 |
| 896 | Falkland Islands (Islas Malvinas) | 1.00 | 2013 |
| 897 | Falkland Islands (Islas Malvinas) | 1.00 | 2013 |
| 898 | Faroe Islands | 1.00 | 2013 |
| 899 | Faroe Islands | 1.00 | 2013 |
| 900 | Gambia, The | 1.00 | 2013 |
| 901 | Gambia, The | 1.00 | 2013 |
| 902 | Gabon | 1.00 | 2013 |
| 903 | Gabon | 1.00 | 2013 |
| 904 | Gabon | 1.00 | 2013 |
| 905 | Georgia | 1.00 | 2013 |
| 906 | Ghana | 1.00 | 2013 |
| 907 | Ghana | 1.00 | 2013 |
| 908 | Gibraltar | 1.00 | 2013 |
| 909 | Gibraltar | 1.00 | 2013 |
| 910 | Grenada | 1.00 | 2013 |
| 911 | Grenada | 1.00 | 2013 |
| 912 | Grenada | 1.00 | 2013 |
| 913 | Guernsey | 1.00 | 2013 |
| 914 | Guernsey | 1.00 | 2013 |
| 915 | Greenland | 1.00 | 2013 |
| 916 | Greenland | 1.00 | 2013 |
| 917 | Guam | 1.00 | 2013 |
| 918 | Guam | 1.00 | 2013 |
| 919 | Guinea | 1.00 | 2013 |
| 920 | Guyana | 1.00 | 2013 |
| 921 | Gaza Strip | 1.00 | 2013 |
| 922 | Gaza Strip | 1.00 | 2013 |
| 923 | Hong Kong | 1.00 | 2013 |
| 924 | Hong Kong | 1.00 | 2013 |
| 925 | Hungary | 1.00 | 2013 |
| 926 | Iceland | 1.00 | 2013 |
| 927 | Isle of Man | 1.00 | 2013 |
| 928 | Isle of Man | 1.00 | 2013 |
| 929 | British Indian Ocean Territory | 1.00 | 2013 |
| 930 | British Indian Ocean Territory | 1.00 | 2013 |
| 931 | Cote d'Ivoire | 1.00 | 2013 |
| 932 | Jersey | 1.00 | 2013 |
| 933 | Jersey | 1.00 | 2013 |
| 934 | Jordan | 1.00 | 2013 |
| 935 | Kenya | 1.00 | 2013 |
| 936 | Kyrgyzstan | 1.00 | 2013 |
| 937 | Christmas Island | 1.00 | 2013 |
| 938 | Christmas Island | 1.00 | 2013 |
| 939 | Kuwait | 1.00 | 2013 |
| 940 | Kuwait | 1.00 | 2013 |
| 941 | Kosovo | 1.00 | 2013 |
| 942 | Kosovo | 1.00 | 2013 |
| 943 | Kosovo | 1.00 | 2013 |
| 944 | Laos | 1.00 | 2013 |
| 945 | Lebanon | 1.00 | 2013 |
| 946 | Lebanon | 1.00 | 2013 |
| 947 | Lebanon | 1.00 | 2013 |
| 948 | Latvia | 1.00 | 2013 |
| 949 | Lithuania | 1.00 | 2013 |
| 950 | Liberia | 1.00 | 2013 |
| 951 | Liberia | 1.00 | 2013 |
| 952 | Lesotho | 1.00 | 2013 |
| 953 | Lesotho | 1.00 | 2013 |
| 954 | Lesotho | 1.00 | 2013 |
| 955 | Aruba | 1.00 | 2013 |
| 956 | Aruba | 1.00 | 2013 |
| 957 | Antigua and Barbuda | 1.00 | 2013 |
| 958 | Antigua and Barbuda | 1.00 | 2013 |
| 959 | Algeria | 1.00 | 2013 |
| 960 | Albania | 1.00 | 2013 |
| 961 | American Samoa | 1.00 | 2013 |
| 962 | American Samoa | 1.00 | 2013 |
| 963 | American Samoa | 1.00 | 2013 |
| 964 | Austria | 1.00 | 2013 |
| 965 | Austria | 1.00 | 2013 |
| 966 | Anguilla | 1.00 | 2013 |
| 967 | Anguilla | 1.00 | 2013 |
| 968 | Bahrain | 1.00 | 2013 |
| 969 | Barbados | 1.00 | 2013 |
| 970 | Barbados | 1.00 | 2013 |
| 971 | Botswana | 1.00 | 2013 |
| 972 | Botswana | 1.00 | 2013 |
| 973 | Bermuda | 1.00 | 2013 |
| 974 | Bermuda | 1.00 | 2013 |
| 975 | Belgium | 1.00 | 2013 |
| 976 | Bangladesh | 1.00 | 2013 |
| 977 | Belize | 1.00 | 2013 |
| 978 | Bosnia and Herzegovina | 1.00 | 2013 |
| 979 | Burma | 1.00 | 2013 |
| 980 | Benin | 1.00 | 2013 |
| 981 | Benin | 1.00 | 2013 |
| 982 | Belarus | 1.00 | 2013 |
| 983 | Belarus | 1.00 | 2013 |
| 984 | Solomon Islands | 1.00 | 2013 |
| 985 | Solomon Islands | 1.00 | 2013 |
| 986 | Bhutan | 1.00 | 2013 |
| 987 | Bhutan | 1.00 | 2013 |
| 988 | Brunei | 1.00 | 2013 |
| 989 | Brunei | 1.00 | 2013 |
| 990 | Burundi | 1.00 | 2013 |
| 991 | Burundi | 1.00 | 2013 |
| 992 | Cambodia | 1.00 | 2013 |
| 993 | Chad | 1.00 | 2013 |
| 994 | Congo, Republic of the | 1.00 | 2013 |
| 995 | Congo, Democratic Republic of the | 1.00 | 2013 |
| 996 | Cayman Islands | 1.00 | 2013 |
| 997 | Cocos (Keeling) Islands | 1.00 | 2013 |
| 998 | Cocos (Keeling) Islands | 1.00 | 2013 |
| 999 | Cameroon | 1.00 | 2013 |
| 1000 | Comoros | 1.00 | 2013 |
| 1001 | Northern Mariana Islands | 1.00 | 2013 |
| 1002 | Central African Republic | 1.00 | 2013 |
| 1003 | Central African Republic | 1.00 | 2013 |
| 1004 | Cabo Verde | 1.00 | 2013 |
| 1005 | Cook Islands | 1.00 | 2013 |
| 1006 | Cook Islands | 1.00 | 2013 |
| 1007 | Cyprus | 1.00 | 2013 |
| 1008 | Djibouti | 1.00 | 2013 |
| 1009 | Djibouti | 1.00 | 2013 |
| 1010 | Djibouti | 1.00 | 2013 |
| 1011 | Dominica | 1.00 | 2013 |
| 1012 | Dominica | 1.00 | 2013 |
| 1013 | Dominican Republic | 1.00 | 2013 |
| 1014 | Ireland | 1.00 | 2013 |
| 1015 | Ireland | 1.00 | 2013 |
| 1016 | Equatorial Guinea | 1.00 | 2013 |
| 1017 | Equatorial Guinea | 1.00 | 2013 |
| 1018 | Estonia | 1.00 | 2013 |


