CIA - The World Factbook --  Airports - with paved runways   

This entry gives the total number of airports with paved runways (concrete or asphalt surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with paved runways | Date of Information |
| 589 | Cameroon | 3.00 | 2010 |
| 590 | Comoros | 3.00 | 2010 |
| 591 | Northern Mariana Islands | 3.00 | 2010 |
| 592 | Cape Verde | 3.00 | 2010 |
| 593 | Cape Verde | 3.00 | 2010 |
| 594 | Cyprus | 3.00 | 2010 |
| 595 | Cyprus | 3.00 | 2010 |
| 596 | Denmark | 3.00 | 2010 |
| 597 | Djibouti | 3.00 | 2010 |
| 598 | Dominican Republic | 3.00 | 2010 |
| 599 | Ecuador | 3.00 | 2010 |
| 600 | Ethiopia | 3.00 | 2010 |
| 601 | Czech Republic | 3.00 | 2010 |
| 602 | Finland | 3.00 | 2010 |
| 603 | Ghana | 3.00 | 2010 |
| 604 | Grenada | 3.00 | 2010 |
| 605 | Guatemala | 3.00 | 2010 |
| 606 | Guatemala | 3.00 | 2010 |
| 607 | Guatemala | 3.00 | 2010 |
| 608 | Guinea | 3.00 | 2010 |
| 609 | Haiti | 3.00 | 2010 |
| 610 | Honduras | 3.00 | 2010 |
| 611 | Honduras | 3.00 | 2010 |
| 612 | Croatia | 3.00 | 2010 |
| 613 | Croatia | 3.00 | 2010 |
| 614 | Iceland | 3.00 | 2010 |
| 615 | Jamaica | 3.00 | 2010 |
| 616 | Kyrgyzstan | 3.00 | 2010 |
| 617 | Kyrgyzstan | 3.00 | 2010 |
| 618 | Laos | 3.00 | 2010 |
| 619 | Latvia | 3.00 | 2010 |
| 620 | Latvia | 3.00 | 2010 |
| 621 | Lithuania | 3.00 | 2010 |
| 622 | Slovakia | 3.00 | 2010 |
| 623 | Slovakia | 3.00 | 2010 |
| 624 | Slovakia | 3.00 | 2010 |
| 625 | Lesotho | 3.00 | 2010 |
| 626 | Mongolia | 3.00 | 2010 |
| 627 | Mali | 3.00 | 2010 |
| 628 | Maldives | 3.00 | 2010 |
| 629 | Mozambique | 3.00 | 2010 |
| 630 | Niger | 3.00 | 2010 |
| 631 | Vanuatu | 3.00 | 2010 |
| 632 | Nigeria | 3.00 | 2010 |
| 633 | Netherlands | 3.00 | 2010 |
| 634 | Nicaragua | 3.00 | 2010 |
| 635 | Nicaragua | 3.00 | 2010 |
| 636 | Nicaragua | 3.00 | 2010 |
| 637 | Paraguay | 3.00 | 2010 |
| 638 | Spratly Islands | 3.00 | 2010 |
| 639 | Qatar | 3.00 | 2010 |
| 640 | Serbia | 3.00 | 2010 |
| 641 | Korea, North | 2.00 | 2010 |
| 642 | Kuwait | 2.00 | 2010 |
| 643 | Kosovo | 2.00 | 2010 |
| 644 | Laos | 2.00 | 2010 |
| 645 | Lebanon | 2.00 | 2010 |
| 646 | Lithuania | 2.00 | 2010 |
| 647 | Liberia | 2.00 | 2010 |
| 648 | Madagascar | 2.00 | 2010 |
| 649 | Moldova | 2.00 | 2010 |
| 650 | Moldova | 2.00 | 2010 |
| 651 | Montserrat | 2.00 | 2010 |
| 652 | Montserrat | 2.00 | 2010 |
| 653 | Montenegro | 2.00 | 2010 |
| 654 | Macedonia | 2.00 | 2010 |
| 655 | Mauritius | 2.00 | 2010 |
| 656 | Netherlands | 2.00 | 2010 |
| 657 | Nicaragua | 2.00 | 2010 |
| 658 | New Zealand | 2.00 | 2010 |
| 659 | South Sudan | 2.00 | NA |
| 660 | South Sudan | 2.00 | NA |
| 661 | Spratly Islands | 2.00 | 2010 |
| 662 | Papua New Guinea | 2.00 | 2010 |
| 663 | Guinea-Bissau | 2.00 | 2010 |
| 664 | Serbia | 2.00 | 2010 |
| 665 | Puerto Rico | 2.00 | 2010 |
| 666 | Rwanda | 2.00 | 2010 |
| 667 | Saudi Arabia | 2.00 | 2010 |
| 668 | Saint Pierre and Miquelon | 2.00 | 2010 |
| 669 | Saint Kitts and Nevis | 2.00 | 2010 |
| 670 | Senegal | 2.00 | 2010 |
| 671 | Singapore | 2.00 | 2010 |
| 672 | Somalia | 2.00 | 2010 |
| 673 | Saint Lucia | 2.00 | 2010 |
| 674 | Tajikistan | 2.00 | 2010 |
| 675 | Turks and Caicos Islands | 2.00 | 2010 |
| 676 | Togo | 2.00 | 2010 |
| 677 | Togo | 2.00 | 2010 |
| 678 | Sao Tome and Principe | 2.00 | 2010 |
| 679 | Tunisia | 2.00 | 2010 |
| 680 | Timor-Leste | 2.00 | 2010 |
| 681 | Turkmenistan | 2.00 | 2010 |
| 682 | Tanzania | 2.00 | 2010 |
| 683 | Tanzania | 2.00 | 2010 |
| 684 | Burkina Faso | 2.00 | 2010 |
| 685 | Uruguay | 2.00 | 2010 |
| 686 | Uruguay | 2.00 | 2010 |
| 687 | British Virgin Islands | 2.00 | 2010 |
| 688 | Virgin Islands | 2.00 | 2010 |
| 689 | Namibia | 2.00 | 2010 |
| 690 | West Bank | 2.00 | 2010 |
| 691 | Wallis and Futuna | 2.00 | 2010 |
| 692 | Swaziland | 2.00 | 2010 |
| 693 | Zimbabwe | 2.00 | 2010 |
| 694 | Antigua and Barbuda | 2.00 | 2010 |
| 695 | United Arab Emirates | 2.00 | 2010 |
| 696 | Afghanistan | 2.00 | 2010 |
| 697 | Afghanistan | 2.00 | 2010 |
| 698 | Armenia | 2.00 | 2010 |
| 699 | Armenia | 2.00 | 2010 |
| 700 | Armenia | 2.00 | 2010 |
| 701 | Botswana | 2.00 | 2010 |
| 702 | Belgium | 2.00 | 2010 |
| 703 | Bahamas, The | 2.00 | 2010 |
| 704 | Bangladesh | 2.00 | 2010 |
| 705 | Bangladesh | 2.00 | 2010 |
| 706 | Belize | 2.00 | 2010 |
| 707 | Bosnia and Herzegovina | 2.00 | 2010 |
| 708 | Belarus | 2.00 | 2010 |
| 709 | Solomon Islands | 2.00 | 2010 |
| 710 | Bulgaria | 2.00 | 2010 |
| 711 | Brunei | 2.00 | 2010 |
| 712 | Cambodia | 2.00 | 2010 |
| 713 | Chad | 2.00 | 2010 |
| 714 | Chad | 2.00 | 2010 |
| 715 | Congo, Republic of the | 2.00 | 2010 |
| 716 | Congo, Democratic Republic of the | 2.00 | 2010 |
| 717 | Congo, Democratic Republic of the | 2.00 | 2010 |
| 718 | Cayman Islands | 2.00 | 2010 |
| 719 | Cayman Islands | 2.00 | 2010 |
| 720 | Cameroon | 2.00 | 2010 |
| 721 | Colombia | 2.00 | 2010 |
| 722 | Northern Mariana Islands | 2.00 | 2010 |
| 723 | Costa Rica | 2.00 | 2010 |
| 724 | Costa Rica | 2.00 | 2010 |
| 725 | Central African Republic | 2.00 | 2010 |
| 726 | Cape Verde | 2.00 | 2010 |
| 727 | Denmark | 2.00 | 2010 |
| 728 | Dominica | 2.00 | 2010 |
| 729 | Egypt | 2.00 | 2010 |
| 730 | Equatorial Guinea | 2.00 | 2010 |
| 731 | Equatorial Guinea | 2.00 | 2010 |
| 732 | Estonia | 2.00 | 2010 |
| 733 | Estonia | 2.00 | 2010 |
| 734 | Estonia | 2.00 | 2010 |
| 735 | Eritrea | 2.00 | 2010 |
| 736 | Eritrea | 2.00 | 2010 |
| 737 | El Salvador | 2.00 | 2010 |
| 738 | Czech Republic | 2.00 | 2010 |
| 739 | Fiji | 2.00 | 2010 |
| 740 | Falkland Islands (Islas Malvinas) | 2.00 | 2010 |
| 741 | Micronesia, Federated States of | 2.00 | 2010 |
| 742 | French Polynesia | 2.00 | 2010 |
| 743 | Georgia | 2.00 | 2010 |
| 744 | Ghana | 2.00 | 2010 |
| 745 | Guernsey | 2.00 | 2010 |
| 746 | Greenland | 2.00 | 2010 |
| 747 | Guyana | 2.00 | 2010 |
| 748 | Hong Kong | 2.00 | 2010 |
| 749 | Honduras | 2.00 | 2010 |
| 750 | Croatia | 2.00 | 2010 |
| 751 | Hungary | 2.00 | 2010 |
| 752 | Hungary | 2.00 | 2010 |
| 753 | Iceland | 2.00 | 2010 |
| 754 | Israel | 2.00 | 2010 |
| 755 | Cote d'Ivoire | 2.00 | 2010 |
| 756 | Jamaica | 2.00 | 2010 |
| 757 | Kenya | 2.00 | 2010 |
| 758 | Saint Pierre and Miquelon | 1.00 | 2010 |
| 759 | Saint Kitts and Nevis | 1.00 | 2010 |
| 760 | Saint Kitts and Nevis | 1.00 | 2010 |
| 761 | Seychelles | 1.00 | 2010 |
| 762 | Seychelles | 1.00 | 2010 |
| 763 | Senegal | 1.00 | 2010 |
| 764 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2010 |
| 765 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2010 |
| 766 | Slovenia | 1.00 | 2010 |
| 767 | Slovenia | 1.00 | 2010 |
| 768 | Slovenia | 1.00 | 2010 |
| 769 | Slovenia | 1.00 | 2010 |
| 770 | Sint Maarten | 1.00 | 2010 |
| 771 | Sint Maarten | 1.00 | 2010 |
| 772 | Sierra Leone | 1.00 | 2010 |
| 773 | Sierra Leone | 1.00 | 2010 |
| 774 | Singapore | 1.00 | 2010 |
| 775 | Singapore | 1.00 | 2010 |
| 776 | Somalia | 1.00 | 2010 |
| 777 | Saint Lucia | 1.00 | 2010 |
| 778 | Saint Lucia | 1.00 | 2010 |
| 779 | Sudan | 1.00 | 2011 |
| 780 | Svalbard | 1.00 | 2010 |
| 781 | Svalbard | 1.00 | 2010 |
| 782 | Syria | 1.00 | 2010 |
| 783 | Saint Barthelemy | 1.00 | 2010 |
| 784 | Saint Barthelemy | 1.00 | 2010 |
| 785 | Trinidad and Tobago | 1.00 | 2010 |
| 786 | Trinidad and Tobago | 1.00 | 2010 |
| 787 | Trinidad and Tobago | 1.00 | 2010 |
| 788 | Turks and Caicos Islands | 1.00 | 2010 |
| 789 | Tonga | 1.00 | 2010 |
| 790 | Tonga | 1.00 | 2010 |
| 791 | Sao Tome and Principe | 1.00 | 2010 |
| 792 | Sao Tome and Principe | 1.00 | 2010 |
| 793 | Timor-Leste | 1.00 | 2010 |
| 794 | Timor-Leste | 1.00 | 2010 |
| 795 | Turkmenistan | 1.00 | 2010 |
| 796 | Tanzania | 1.00 | 2010 |
| 797 | Uganda | 1.00 | 2010 |
| 798 | Uganda | 1.00 | 2010 |
| 799 | Burkina Faso | 1.00 | 2010 |
| 800 | Burkina Faso | 1.00 | 2010 |
| 801 | Uruguay | 1.00 | 2010 |
| 802 | Saint Vincent and the Grenadines | 1.00 | 2010 |
| 803 | Saint Vincent and the Grenadines | 1.00 | 2010 |
| 804 | British Virgin Islands | 1.00 | 2010 |
| 805 | British Virgin Islands | 1.00 | 2010 |
| 806 | Virgin Islands | 1.00 | 2010 |
| 807 | Virgin Islands | 1.00 | 2010 |
| 808 | West Bank | 1.00 | 2010 |
| 809 | West Bank | 1.00 | 2010 |
| 810 | Wallis and Futuna | 1.00 | 2010 |
| 811 | Wallis and Futuna | 1.00 | 2010 |
| 812 | Wake Island | 1.00 | 2010 |
| 813 | Wake Island | 1.00 | 2010 |
| 814 | Samoa | 1.00 | 2010 |
| 815 | Samoa | 1.00 | 2010 |
| 816 | Swaziland | 1.00 | 2010 |
| 817 | Swaziland | 1.00 | 2010 |
| 818 | Yemen | 1.00 | 2010 |
| 819 | Zambia | 1.00 | 2010 |
| 820 | Zambia | 1.00 | 2010 |
| 821 | Slovakia | 1.00 | 2010 |
| 822 | Lesotho | 1.00 | 2010 |
| 823 | Lesotho | 1.00 | 2010 |
| 824 | Lesotho | 1.00 | 2010 |
| 825 | Luxembourg | 1.00 | 2010 |
| 826 | Luxembourg | 1.00 | 2010 |
| 827 | Libya | 1.00 | 2010 |
| 828 | Madagascar | 1.00 | 2010 |
| 829 | Madagascar | 1.00 | 2010 |
| 830 | Macau | 1.00 | 2010 |
| 831 | Macau | 1.00 | 2010 |
| 832 | Moldova | 1.00 | 2010 |
| 833 | Mongolia | 1.00 | 2010 |
| 834 | Malawi | 1.00 | 2010 |
| 835 | Malawi | 1.00 | 2010 |
| 836 | Montenegro | 1.00 | 2010 |
| 837 | Montenegro | 1.00 | 2010 |
| 838 | Mali | 1.00 | 2010 |
| 839 | Mauritius | 1.00 | 2010 |
| 840 | Mauritius | 1.00 | 2010 |
| 841 | Malta | 1.00 | 2010 |
| 842 | Malta | 1.00 | 2010 |
| 843 | Oman | 1.00 | 2010 |
| 844 | Maldives | 1.00 | 2010 |
| 845 | Maldives | 1.00 | 2010 |
| 846 | Maldives | 1.00 | 2010 |
| 847 | Mozambique | 1.00 | 2010 |
| 848 | New Caledonia | 1.00 | 2010 |
| 849 | New Caledonia | 1.00 | 2010 |
| 850 | Niue | 1.00 | 2010 |
| 851 | Niue | 1.00 | 2010 |
| 852 | Norfolk Island | 1.00 | 2010 |
| 853 | Norfolk Island | 1.00 | 2010 |
| 854 | Niger | 1.00 | 2010 |
| 855 | Vanuatu | 1.00 | 2010 |
| 856 | Vanuatu | 1.00 | 2010 |
| 857 | Vanuatu | 1.00 | 2010 |
| 858 | Netherlands | 1.00 | 2010 |
| 859 | Norway | 1.00 | 2010 |
| 860 | Nepal | 1.00 | 2010 |
| 861 | Nepal | 1.00 | 2010 |
| 862 | Nauru | 1.00 | 2010 |
| 863 | Nauru | 1.00 | 2010 |
| 864 | Suriname | 1.00 | 2010 |
| 865 | New Zealand | 1.00 | 2010 |
| 866 | New Zealand | 1.00 | 2010 |
| 867 | Paracel Islands | 1.00 | 2010 |
| 868 | Paracel Islands | 1.00 | 2010 |
| 869 | Spratly Islands | 1.00 | 2010 |
| 870 | Panama | 1.00 | 2010 |
| 871 | Panama | 1.00 | 2010 |
| 872 | Papua New Guinea | 1.00 | 2010 |
| 873 | Palau | 1.00 | 2010 |
| 874 | Palau | 1.00 | 2010 |
| 875 | Guinea-Bissau | 1.00 | 2010 |
| 876 | Guinea-Bissau | 1.00 | 2010 |
| 877 | Qatar | 1.00 | 2010 |
| 878 | Marshall Islands | 1.00 | 2010 |
| 879 | Saint Martin | 1.00 | 2010 |
| 880 | Saint Martin | 1.00 | 2010 |
| 881 | Romania | 1.00 | 2010 |
| 882 | Rwanda | 1.00 | 2010 |
| 883 | Rwanda | 1.00 | 2010 |
| 884 | Saint Pierre and Miquelon | 1.00 | 2010 |
| 885 | Equatorial Guinea | 1.00 | 2010 |
| 886 | Equatorial Guinea | 1.00 | 2010 |
| 887 | El Salvador | 1.00 | 2010 |
| 888 | El Salvador | 1.00 | 2010 |
| 889 | Ethiopia | 1.00 | 2010 |
| 890 | Ethiopia | 1.00 | 2010 |
| 891 | Fiji | 1.00 | 2010 |
| 892 | Fiji | 1.00 | 2010 |
| 893 | Falkland Islands (Islas Malvinas) | 1.00 | 2010 |
| 894 | Falkland Islands (Islas Malvinas) | 1.00 | 2010 |
| 895 | Faroe Islands | 1.00 | 2010 |
| 896 | Faroe Islands | 1.00 | 2010 |
| 897 | Gambia, The | 1.00 | 2010 |
| 898 | Gambia, The | 1.00 | 2010 |
| 899 | Gabon | 1.00 | 2010 |
| 900 | Gabon | 1.00 | 2010 |
| 901 | Gabon | 1.00 | 2010 |
| 902 | Gabon | 1.00 | 2010 |
| 903 | Georgia | 1.00 | 2010 |
| 904 | Ghana | 1.00 | 2010 |
| 905 | Ghana | 1.00 | 2010 |
| 906 | Gibraltar | 1.00 | 2010 |
| 907 | Gibraltar | 1.00 | 2010 |
| 908 | Grenada | 1.00 | 2010 |
| 909 | Grenada | 1.00 | 2010 |
| 910 | Grenada | 1.00 | 2010 |
| 911 | Guernsey | 1.00 | 2010 |
| 912 | Guernsey | 1.00 | 2010 |
| 913 | Greenland | 1.00 | 2010 |
| 914 | Greenland | 1.00 | 2010 |
| 915 | Guinea | 1.00 | 2010 |
| 916 | Guyana | 1.00 | 2010 |
| 917 | Gaza Strip | 1.00 | 2010 |
| 918 | Gaza Strip | 1.00 | 2010 |
| 919 | Haiti | 1.00 | 2010 |
| 920 | Hong Kong | 1.00 | 2010 |
| 921 | Hong Kong | 1.00 | 2010 |
| 922 | Iceland | 1.00 | 2010 |
| 923 | Isle of Man | 1.00 | 2010 |
| 924 | Isle of Man | 1.00 | 2010 |
| 925 | British Indian Ocean Territory | 1.00 | 2010 |
| 926 | British Indian Ocean Territory | 1.00 | 2010 |
| 927 | Cote d'Ivoire | 1.00 | 2010 |
| 928 | Jersey | 1.00 | 2010 |
| 929 | Jersey | 1.00 | 2010 |
| 930 | Jordan | 1.00 | 2010 |
| 931 | Jordan | 1.00 | 2010 |
| 932 | Jordan | 1.00 | 2010 |
| 933 | Kenya | 1.00 | 2010 |
| 934 | Kyrgyzstan | 1.00 | 2010 |
| 935 | Korea, North | 1.00 | 2010 |
| 936 | Christmas Island | 1.00 | 2010 |
| 937 | Christmas Island | 1.00 | 2010 |
| 938 | Kuwait | 1.00 | 2010 |
| 939 | Kuwait | 1.00 | 2010 |
| 940 | Kosovo | 1.00 | 2010 |
| 941 | Kosovo | 1.00 | 2010 |
| 942 | Lebanon | 1.00 | 2010 |
| 943 | Lebanon | 1.00 | 2010 |
| 944 | Lebanon | 1.00 | 2010 |
| 945 | Latvia | 1.00 | 2010 |
| 946 | Lithuania | 1.00 | 2010 |
| 947 | Liberia | 1.00 | 2010 |
| 948 | Liberia | 1.00 | 2010 |
| 949 | Aruba | 1.00 | 2010 |
| 950 | Aruba | 1.00 | 2010 |
| 951 | Antigua and Barbuda | 1.00 | 2010 |
| 952 | Antigua and Barbuda | 1.00 | 2010 |
| 953 | Algeria | 1.00 | 2010 |
| 954 | Azerbaijan | 1.00 | 2010 |
| 955 | Albania | 1.00 | 2010 |
| 956 | American Samoa | 1.00 | 2010 |
| 957 | American Samoa | 1.00 | 2010 |
| 958 | American Samoa | 1.00 | 2010 |
| 959 | Austria | 1.00 | 2010 |
| 960 | Austria | 1.00 | 2010 |
| 961 | Anguilla | 1.00 | 2010 |
| 962 | Anguilla | 1.00 | 2010 |
| 963 | Bahrain | 1.00 | 2010 |
| 964 | Barbados | 1.00 | 2010 |
| 965 | Barbados | 1.00 | 2010 |
| 966 | Botswana | 1.00 | 2010 |
| 967 | Bermuda | 1.00 | 2010 |
| 968 | Bermuda | 1.00 | 2010 |
| 969 | Belgium | 1.00 | 2010 |
| 970 | Bangladesh | 1.00 | 2010 |
| 971 | Belize | 1.00 | 2010 |
| 972 | Belize | 1.00 | 2010 |
| 973 | Bosnia and Herzegovina | 1.00 | 2010 |
| 974 | Burma | 1.00 | 2010 |
| 975 | Burma | 1.00 | 2010 |
| 976 | Benin | 1.00 | 2010 |
| 977 | Benin | 1.00 | 2010 |
| 978 | Belarus | 1.00 | 2010 |
| 979 | Solomon Islands | 1.00 | 2010 |
| 980 | Solomon Islands | 1.00 | 2010 |
| 981 | Bhutan | 1.00 | 2010 |
| 982 | Bhutan | 1.00 | 2010 |
| 983 | Brunei | 1.00 | 2010 |
| 984 | Brunei | 1.00 | 2010 |
| 985 | Burundi | 1.00 | 2010 |
| 986 | Burundi | 1.00 | 2010 |
| 987 | Cambodia | 1.00 | 2010 |
| 988 | Curacao | 1.00 | 2010 |
| 989 | Curacao | 1.00 | 2010 |
| 990 | Chad | 1.00 | 2010 |
| 991 | Sri Lanka | 1.00 | 2010 |
| 992 | Congo, Republic of the | 1.00 | 2010 |
| 993 | Congo, Democratic Republic of the | 1.00 | 2010 |
| 994 | Cocos (Keeling) Islands | 1.00 | 2010 |
| 995 | Cocos (Keeling) Islands | 1.00 | 2010 |
| 996 | Cameroon | 1.00 | 2010 |
| 997 | Comoros | 1.00 | 2010 |
| 998 | Northern Mariana Islands | 1.00 | 2010 |
| 999 | Central African Republic | 1.00 | 2010 |
| 1000 | Central African Republic | 1.00 | 2010 |
| 1001 | Cape Verde | 1.00 | 2010 |
| 1002 | Cook Islands | 1.00 | 2010 |
| 1003 | Cook Islands | 1.00 | 2010 |
| 1004 | Cyprus | 1.00 | 2010 |
| 1005 | Djibouti | 1.00 | 2010 |
| 1006 | Djibouti | 1.00 | 2010 |
| 1007 | Djibouti | 1.00 | 2010 |
| 1008 | Dominica | 1.00 | 2010 |
| 1009 | Dominica | 1.00 | 2010 |
| 1010 | Dominican Republic | 1.00 | 2010 |
| 1011 | Ireland | 1.00 | 2010 |
| 1012 | Ireland | 1.00 | 2010 |
