CIA - The World Factbook --  Airports - with paved runways   

This entry gives the total number of airports with paved runways (concrete or asphalt surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with paved runways | Date of Information |
| 589 | Saint Vincent and the Grenadines | 3.00 | 2012 |
| 590 | Marshall Islands | 3.00 | 2012 |
| 591 | Puerto Rico | 3.00 | 2012 |
| 592 | Slovenia | 3.00 | 2012 |
| 593 | Singapore | 3.00 | 2012 |
| 594 | Sudan | 3.00 | 2012 |
| 595 | Sweden | 3.00 | 2012 |
| 596 | Syria | 3.00 | 2012 |
| 597 | Switzerland | 3.00 | 2012 |
| 598 | Nigeria | 3.00 | 2012 |
| 599 | Nepal | 3.00 | 2012 |
| 600 | Nicaragua | 3.00 | 2012 |
| 601 | South Sudan | 3.00 | NA |
| 602 | Paraguay | 3.00 | 2012 |
| 603 | Spratly Islands | 3.00 | 2012 |
| 604 | Qatar | 3.00 | 2012 |
| 605 | Serbia | 3.00 | 2012 |
| 606 | Serbia | 3.00 | 2012 |
| 607 | Serbia | 3.00 | 2012 |
| 608 | Lithuania | 3.00 | 2012 |
| 609 | Slovakia | 3.00 | 2012 |
| 610 | Slovakia | 3.00 | 2012 |
| 611 | Lesotho | 3.00 | 2012 |
| 612 | Mongolia | 3.00 | 2012 |
| 613 | Mozambique | 3.00 | 2012 |
| 614 | Niger | 3.00 | 2012 |
| 615 | Vanuatu | 3.00 | 2012 |
| 616 | Kenya | 3.00 | 2012 |
| 617 | Kyrgyzstan | 3.00 | 2012 |
| 618 | Kyrgyzstan | 3.00 | 2012 |
| 619 | Korea, North | 3.00 | 2012 |
| 620 | Laos | 3.00 | 2012 |
| 621 | Laos | 3.00 | 2012 |
| 622 | Laos | 3.00 | 2012 |
| 623 | Latvia | 3.00 | 2012 |
| 624 | Latvia | 3.00 | 2012 |
| 625 | Ghana | 3.00 | 2012 |
| 626 | Grenada | 3.00 | 2012 |
| 627 | Guatemala | 3.00 | 2012 |
| 628 | Guatemala | 3.00 | 2012 |
| 629 | Guinea | 3.00 | 2012 |
| 630 | Haiti | 3.00 | 2012 |
| 631 | Honduras | 3.00 | 2012 |
| 632 | Honduras | 3.00 | 2012 |
| 633 | Honduras | 3.00 | 2012 |
| 634 | Croatia | 3.00 | 2012 |
| 635 | Croatia | 3.00 | 2012 |
| 636 | Iceland | 3.00 | 2012 |
| 637 | Cyprus | 3.00 | 2012 |
| 638 | Cyprus | 3.00 | 2012 |
| 639 | Denmark | 3.00 | 2012 |
| 640 | Djibouti | 3.00 | 2012 |
| 641 | Antigua and Barbuda | 2.00 | 2012 |
| 642 | United Arab Emirates | 2.00 | 2012 |
| 643 | Afghanistan | 2.00 | 2012 |
| 644 | Armenia | 2.00 | 2012 |
| 645 | Armenia | 2.00 | 2012 |
| 646 | Armenia | 2.00 | 2012 |
| 647 | Belgium | 2.00 | 2012 |
| 648 | Bahamas, The | 2.00 | 2012 |
| 649 | Bahamas, The | 2.00 | 2012 |
| 650 | Bangladesh | 2.00 | 2012 |
| 651 | Bangladesh | 2.00 | 2012 |
| 652 | Bangladesh | 2.00 | 2012 |
| 653 | Belize | 2.00 | 2012 |
| 654 | Bosnia and Herzegovina | 2.00 | 2012 |
| 655 | Belarus | 2.00 | 2012 |
| 656 | Bulgaria | 2.00 | 2012 |
| 657 | Cambodia | 2.00 | 2012 |
| 658 | Chad | 2.00 | 2012 |
| 659 | Chad | 2.00 | 2012 |
| 660 | Congo, Republic of the | 2.00 | 2012 |
| 661 | Congo, Democratic Republic of the | 2.00 | 2012 |
| 662 | Congo, Democratic Republic of the | 2.00 | 2012 |
| 663 | Cayman Islands | 2.00 | 2012 |
| 664 | Cayman Islands | 2.00 | 2012 |
| 665 | Cameroon | 2.00 | 2012 |
| 666 | Colombia | 2.00 | 2012 |
| 667 | Northern Mariana Islands | 2.00 | 2012 |
| 668 | Costa Rica | 2.00 | 2012 |
| 669 | Costa Rica | 2.00 | 2012 |
| 670 | Central African Republic | 2.00 | 2012 |
| 671 | Cape Verde | 2.00 | 2012 |
| 672 | Denmark | 2.00 | 2012 |
| 673 | Dominica | 2.00 | 2012 |
| 674 | Equatorial Guinea | 2.00 | 2012 |
| 675 | Equatorial Guinea | 2.00 | 2012 |
| 676 | Equatorial Guinea | 2.00 | 2012 |
| 677 | Estonia | 2.00 | 2012 |
| 678 | Estonia | 2.00 | 2012 |
| 679 | Eritrea | 2.00 | 2012 |
| 680 | Eritrea | 2.00 | 2012 |
| 681 | El Salvador | 2.00 | 2012 |
| 682 | Ethiopia | 2.00 | 2012 |
| 683 | Czech Republic | 2.00 | 2012 |
| 684 | Czech Republic | 2.00 | 2012 |
| 685 | Fiji | 2.00 | 2012 |
| 686 | Falkland Islands (Islas Malvinas) | 2.00 | 2012 |
| 687 | Micronesia, Federated States of | 2.00 | 2012 |
| 688 | French Polynesia | 2.00 | 2012 |
| 689 | Gabon | 2.00 | 2012 |
| 690 | Georgia | 2.00 | 2012 |
| 691 | Ghana | 2.00 | 2012 |
| 692 | Guernsey | 2.00 | 2012 |
| 693 | Greenland | 2.00 | 2012 |
| 694 | Guam | 2.00 | 2012 |
| 695 | Guyana | 2.00 | 2012 |
| 696 | Hong Kong | 2.00 | 2012 |
| 697 | Croatia | 2.00 | 2012 |
| 698 | Hungary | 2.00 | 2012 |
| 699 | Iceland | 2.00 | 2012 |
| 700 | Israel | 2.00 | 2012 |
| 701 | Cote d'Ivoire | 2.00 | 2012 |
| 702 | Jamaica | 2.00 | 2012 |
| 703 | Jordan | 2.00 | 2012 |
| 704 | Kenya | 2.00 | 2012 |
| 705 | Korea, North | 2.00 | 2012 |
| 706 | Kuwait | 2.00 | 2012 |
| 707 | Kosovo | 2.00 | 2012 |
| 708 | Lebanon | 2.00 | 2012 |
| 709 | Lithuania | 2.00 | 2012 |
| 710 | Liberia | 2.00 | 2012 |
| 711 | Slovakia | 2.00 | 2012 |
| 712 | Slovakia | 2.00 | 2012 |
| 713 | Madagascar | 2.00 | 2012 |
| 714 | Moldova | 2.00 | 2012 |
| 715 | Moldova | 2.00 | 2012 |
| 716 | Malawi | 2.00 | 2012 |
| 717 | Montenegro | 2.00 | 2012 |
| 718 | Macedonia | 2.00 | 2012 |
| 719 | Mali | 2.00 | 2012 |
| 720 | Mauritius | 2.00 | 2012 |
| 721 | Netherlands | 2.00 | 2012 |
| 722 | Netherlands | 2.00 | 2012 |
| 723 | Nicaragua | 2.00 | 2012 |
| 724 | Nicaragua | 2.00 | 2012 |
| 725 | New Zealand | 2.00 | 2012 |
| 726 | South Sudan | 2.00 | NA |
| 727 | Spratly Islands | 2.00 | 2012 |
| 728 | Papua New Guinea | 2.00 | 2012 |
| 729 | Guinea-Bissau | 2.00 | 2012 |
| 730 | Serbia | 2.00 | 2012 |
| 731 | Puerto Rico | 2.00 | 2012 |
| 732 | Rwanda | 2.00 | 2012 |
| 733 | Saudi Arabia | 2.00 | 2012 |
| 734 | Saint Pierre and Miquelon | 2.00 | 2012 |
| 735 | Saint Kitts and Nevis | 2.00 | 2012 |
| 736 | Senegal | 2.00 | 2012 |
| 737 | Singapore | 2.00 | 2012 |
| 738 | Singapore | 2.00 | 2012 |
| 739 | Singapore | 2.00 | 2012 |
| 740 | Somalia | 2.00 | 2012 |
| 741 | Saint Lucia | 2.00 | 2012 |
| 742 | Sudan | 2.00 | 2012 |
| 743 | Switzerland | 2.00 | 2012 |
| 744 | Trinidad and Tobago | 2.00 | 2012 |
| 745 | Tajikistan | 2.00 | 2012 |
| 746 | Togo | 2.00 | 2012 |
| 747 | Togo | 2.00 | 2012 |
| 748 | Sao Tome and Principe | 2.00 | 2012 |
| 749 | Tunisia | 2.00 | 2012 |
| 750 | Timor-Leste | 2.00 | 2012 |
| 751 | Taiwan | 2.00 | 2012 |
| 752 | Turkmenistan | 2.00 | 2012 |
| 753 | Tanzania | 2.00 | 2012 |
| 754 | Tanzania | 2.00 | 2012 |
| 755 | Burkina Faso | 2.00 | 2012 |
| 756 | Uruguay | 2.00 | 2012 |
| 757 | British Virgin Islands | 2.00 | 2012 |
| 758 | Virgin Islands | 2.00 | 2012 |
| 759 | Namibia | 2.00 | 2012 |
| 760 | West Bank | 2.00 | 2012 |
| 761 | Wallis and Futuna | 2.00 | 2012 |
| 762 | Swaziland | 2.00 | 2012 |
| 763 | Zimbabwe | 2.00 | 2012 |
| 764 | Saint Kitts and Nevis | 1.00 | 2012 |
| 765 | Seychelles | 1.00 | 2012 |
| 766 | Seychelles | 1.00 | 2012 |
| 767 | Senegal | 1.00 | 2012 |
| 768 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2012 |
| 769 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2012 |
| 770 | Slovenia | 1.00 | 2012 |
| 771 | Slovenia | 1.00 | 2012 |
| 772 | Slovenia | 1.00 | 2012 |
| 773 | Slovenia | 1.00 | 2012 |
| 774 | Sint Maarten | 1.00 | 2010 |
| 775 | Sint Maarten | 1.00 | 2010 |
| 776 | Sierra Leone | 1.00 | 2012 |
| 777 | Sierra Leone | 1.00 | 2012 |
| 778 | Somalia | 1.00 | 2012 |
| 779 | Saint Lucia | 1.00 | 2012 |
| 780 | Saint Lucia | 1.00 | 2012 |
| 781 | Sudan | 1.00 | 2012 |
| 782 | Svalbard | 1.00 | 2012 |
| 783 | Svalbard | 1.00 | 2012 |
| 784 | Saint Barthelemy | 1.00 | 2012 |
| 785 | Saint Barthelemy | 1.00 | 2012 |
| 786 | Trinidad and Tobago | 1.00 | 2012 |
| 787 | Trinidad and Tobago | 1.00 | 2012 |
| 788 | Turks and Caicos Islands | 1.00 | 2012 |
| 789 | Turks and Caicos Islands | 1.00 | 2012 |
| 790 | Turks and Caicos Islands | 1.00 | 2012 |
| 791 | Tonga | 1.00 | 2012 |
| 792 | Tonga | 1.00 | 2012 |
| 793 | Sao Tome and Principe | 1.00 | 2012 |
| 794 | Sao Tome and Principe | 1.00 | 2012 |
| 795 | Timor-Leste | 1.00 | 2012 |
| 796 | Timor-Leste | 1.00 | 2012 |
| 797 | Turkmenistan | 1.00 | 2012 |
| 798 | Uganda | 1.00 | 2012 |
| 799 | Uganda | 1.00 | 2012 |
| 800 | Burkina Faso | 1.00 | 2012 |
| 801 | Burkina Faso | 1.00 | 2012 |
| 802 | Uruguay | 1.00 | 2012 |
| 803 | Saint Vincent and the Grenadines | 1.00 | 2012 |
| 804 | Saint Vincent and the Grenadines | 1.00 | 2012 |
| 805 | British Virgin Islands | 1.00 | 2012 |
| 806 | British Virgin Islands | 1.00 | 2012 |
| 807 | Virgin Islands | 1.00 | 2012 |
| 808 | Virgin Islands | 1.00 | 2012 |
| 809 | Namibia | 1.00 | 2012 |
| 810 | West Bank | 1.00 | 2012 |
| 811 | West Bank | 1.00 | 2012 |
| 812 | Wallis and Futuna | 1.00 | 2012 |
| 813 | Wallis and Futuna | 1.00 | 2012 |
| 814 | Wake Island | 1.00 | 2012 |
| 815 | Wake Island | 1.00 | 2012 |
| 816 | Samoa | 1.00 | 2012 |
| 817 | Samoa | 1.00 | 2012 |
| 818 | Swaziland | 1.00 | 2012 |
| 819 | Swaziland | 1.00 | 2012 |
| 820 | Yemen | 1.00 | 2012 |
| 821 | Zambia | 1.00 | 2012 |
| 822 | Zambia | 1.00 | 2012 |
| 823 | Libya | 1.00 | 2012 |
| 824 | Madagascar | 1.00 | 2012 |
| 825 | Madagascar | 1.00 | 2012 |
| 826 | Macau | 1.00 | 2012 |
| 827 | Macau | 1.00 | 2012 |
| 828 | Moldova | 1.00 | 2012 |
| 829 | Mongolia | 1.00 | 2012 |
| 830 | Montserrat | 1.00 | 2012 |
| 831 | Montserrat | 1.00 | 2012 |
| 832 | Malawi | 1.00 | 2012 |
| 833 | Montenegro | 1.00 | 2012 |
| 834 | Montenegro | 1.00 | 2012 |
| 835 | Montenegro | 1.00 | 2012 |
| 836 | Mali | 1.00 | 2012 |
| 837 | Mauritius | 1.00 | 2012 |
| 838 | Mauritius | 1.00 | 2012 |
| 839 | Malta | 1.00 | 2012 |
| 840 | Malta | 1.00 | 2012 |
| 841 | Oman | 1.00 | 2012 |
| 842 | Maldives | 1.00 | 2012 |
| 843 | Maldives | 1.00 | 2012 |
| 844 | Maldives | 1.00 | 2012 |
| 845 | Maldives | 1.00 | 2012 |
| 846 | Mozambique | 1.00 | 2012 |
| 847 | New Caledonia | 1.00 | 2012 |
| 848 | New Caledonia | 1.00 | 2012 |
| 849 | Niue | 1.00 | 2012 |
| 850 | Niue | 1.00 | 2012 |
| 851 | Norfolk Island | 1.00 | 2012 |
| 852 | Norfolk Island | 1.00 | 2012 |
| 853 | Niger | 1.00 | 2012 |
| 854 | Vanuatu | 1.00 | 2012 |
| 855 | Vanuatu | 1.00 | 2012 |
| 856 | Vanuatu | 1.00 | 2012 |
| 857 | Netherlands | 1.00 | 2012 |
| 858 | Norway | 1.00 | 2012 |
| 859 | Nepal | 1.00 | 2012 |
| 860 | Nepal | 1.00 | 2012 |
| 861 | Nauru | 1.00 | 2012 |
| 862 | Nauru | 1.00 | 2012 |
| 863 | Suriname | 1.00 | 2012 |
| 864 | New Zealand | 1.00 | 2012 |
| 865 | New Zealand | 1.00 | 2012 |
| 866 | South Sudan | 1.00 | NA |
| 867 | Paracel Islands | 1.00 | 2012 |
| 868 | Paracel Islands | 1.00 | 2012 |
| 869 | Spratly Islands | 1.00 | 2012 |
| 870 | Panama | 1.00 | 2012 |
| 871 | Panama | 1.00 | 2012 |
| 872 | Papua New Guinea | 1.00 | 2012 |
| 873 | Palau | 1.00 | 2012 |
| 874 | Palau | 1.00 | 2012 |
| 875 | Guinea-Bissau | 1.00 | 2012 |
| 876 | Guinea-Bissau | 1.00 | 2012 |
| 877 | Qatar | 1.00 | 2012 |
| 878 | Marshall Islands | 1.00 | 2012 |
| 879 | Saint Martin | 1.00 | 2012 |
| 880 | Saint Martin | 1.00 | 2012 |
| 881 | Romania | 1.00 | 2012 |
| 882 | Rwanda | 1.00 | 2012 |
| 883 | Rwanda | 1.00 | 2012 |
| 884 | Saint Pierre and Miquelon | 1.00 | 2012 |
| 885 | Saint Pierre and Miquelon | 1.00 | 2012 |
| 886 | Saint Kitts and Nevis | 1.00 | 2012 |
| 887 | El Salvador | 1.00 | 2012 |
| 888 | El Salvador | 1.00 | 2012 |
| 889 | Fiji | 1.00 | 2012 |
| 890 | Fiji | 1.00 | 2012 |
| 891 | Falkland Islands (Islas Malvinas) | 1.00 | 2012 |
| 892 | Falkland Islands (Islas Malvinas) | 1.00 | 2012 |
| 893 | Faroe Islands | 1.00 | 2012 |
| 894 | Faroe Islands | 1.00 | 2012 |
| 895 | Gambia, The | 1.00 | 2012 |
| 896 | Gambia, The | 1.00 | 2012 |
| 897 | Gabon | 1.00 | 2012 |
| 898 | Gabon | 1.00 | 2012 |
| 899 | Gabon | 1.00 | 2012 |
| 900 | Georgia | 1.00 | 2012 |
| 901 | Ghana | 1.00 | 2012 |
| 902 | Ghana | 1.00 | 2012 |
| 903 | Gibraltar | 1.00 | 2012 |
| 904 | Gibraltar | 1.00 | 2012 |
| 905 | Grenada | 1.00 | 2012 |
| 906 | Grenada | 1.00 | 2012 |
| 907 | Grenada | 1.00 | 2012 |
| 908 | Guernsey | 1.00 | 2012 |
| 909 | Guernsey | 1.00 | 2012 |
| 910 | Greenland | 1.00 | 2012 |
| 911 | Greenland | 1.00 | 2012 |
| 912 | Guam | 1.00 | 2012 |
| 913 | Guam | 1.00 | 2012 |
| 914 | Guinea | 1.00 | 2012 |
| 915 | Guyana | 1.00 | 2012 |
| 916 | Gaza Strip | 1.00 | 2012 |
| 917 | Gaza Strip | 1.00 | 2012 |
| 918 | Haiti | 1.00 | 2012 |
| 919 | Hong Kong | 1.00 | 2012 |
| 920 | Hong Kong | 1.00 | 2012 |
| 921 | Hungary | 1.00 | 2012 |
| 922 | Iceland | 1.00 | 2012 |
| 923 | Isle of Man | 1.00 | 2012 |
| 924 | Isle of Man | 1.00 | 2012 |
| 925 | British Indian Ocean Territory | 1.00 | 2012 |
| 926 | British Indian Ocean Territory | 1.00 | 2012 |
| 927 | Cote d'Ivoire | 1.00 | 2012 |
| 928 | Jersey | 1.00 | 2012 |
| 929 | Jersey | 1.00 | 2012 |
| 930 | Jordan | 1.00 | 2012 |
| 931 | Kenya | 1.00 | 2012 |
| 932 | Kyrgyzstan | 1.00 | 2012 |
| 933 | Christmas Island | 1.00 | 2012 |
| 934 | Christmas Island | 1.00 | 2012 |
| 935 | Kuwait | 1.00 | 2012 |
| 936 | Kuwait | 1.00 | 2012 |
| 937 | Kosovo | 1.00 | 2012 |
| 938 | Kosovo | 1.00 | 2012 |
| 939 | Lebanon | 1.00 | 2012 |
| 940 | Lebanon | 1.00 | 2012 |
| 941 | Lebanon | 1.00 | 2012 |
| 942 | Latvia | 1.00 | 2012 |
| 943 | Lithuania | 1.00 | 2012 |
| 944 | Liberia | 1.00 | 2012 |
| 945 | Liberia | 1.00 | 2012 |
| 946 | Lesotho | 1.00 | 2012 |
| 947 | Lesotho | 1.00 | 2012 |
| 948 | Lesotho | 1.00 | 2012 |
| 949 | Luxembourg | 1.00 | 2012 |
| 950 | Luxembourg | 1.00 | 2012 |
| 951 | Aruba | 1.00 | 2012 |
| 952 | Aruba | 1.00 | 2012 |
| 953 | Antigua and Barbuda | 1.00 | 2012 |
| 954 | Antigua and Barbuda | 1.00 | 2012 |
| 955 | Algeria | 1.00 | 2012 |
| 956 | Albania | 1.00 | 2012 |
| 957 | American Samoa | 1.00 | 2012 |
| 958 | American Samoa | 1.00 | 2012 |
| 959 | American Samoa | 1.00 | 2012 |
| 960 | Austria | 1.00 | 2012 |
| 961 | Austria | 1.00 | 2012 |
| 962 | Anguilla | 1.00 | 2012 |
| 963 | Anguilla | 1.00 | 2012 |
| 964 | Bahrain | 1.00 | 2012 |
| 965 | Barbados | 1.00 | 2012 |
| 966 | Barbados | 1.00 | 2012 |
| 967 | Botswana | 1.00 | 2012 |
| 968 | Botswana | 1.00 | 2012 |
| 969 | Botswana | 1.00 | 2012 |
| 970 | Bermuda | 1.00 | 2012 |
| 971 | Bermuda | 1.00 | 2012 |
| 972 | Belgium | 1.00 | 2012 |
| 973 | Belize | 1.00 | 2012 |
| 974 | Bosnia and Herzegovina | 1.00 | 2012 |
| 975 | Burma | 1.00 | 2012 |
| 976 | Benin | 1.00 | 2012 |
| 977 | Benin | 1.00 | 2012 |
| 978 | Belarus | 1.00 | 2012 |
| 979 | Solomon Islands | 1.00 | 2012 |
| 980 | Solomon Islands | 1.00 | 2012 |
| 981 | Bhutan | 1.00 | 2012 |
| 982 | Bhutan | 1.00 | 2012 |
| 983 | Brunei | 1.00 | 2012 |
| 984 | Brunei | 1.00 | 2012 |
| 985 | Burundi | 1.00 | 2012 |
| 986 | Burundi | 1.00 | 2012 |
| 987 | Cambodia | 1.00 | 2012 |
| 988 | Curacao | 1.00 | 2010 |
| 989 | Curacao | 1.00 | 2010 |
| 990 | Chad | 1.00 | 2012 |
| 991 | Sri Lanka | 1.00 | 2012 |
| 992 | Congo, Republic of the | 1.00 | 2012 |
| 993 | Congo, Democratic Republic of the | 1.00 | 2012 |
| 994 | Cocos (Keeling) Islands | 1.00 | 2012 |
| 995 | Cocos (Keeling) Islands | 1.00 | 2012 |
| 996 | Cameroon | 1.00 | 2012 |
| 997 | Comoros | 1.00 | 2012 |
| 998 | Northern Mariana Islands | 1.00 | 2012 |
| 999 | Central African Republic | 1.00 | 2012 |
| 1000 | Central African Republic | 1.00 | 2012 |
| 1001 | Cape Verde | 1.00 | 2012 |
| 1002 | Cook Islands | 1.00 | 2012 |
| 1003 | Cook Islands | 1.00 | 2012 |
| 1004 | Cyprus | 1.00 | 2012 |
| 1005 | Djibouti | 1.00 | 2012 |
| 1006 | Djibouti | 1.00 | 2012 |
| 1007 | Djibouti | 1.00 | 2012 |
| 1008 | Dominica | 1.00 | 2012 |
| 1009 | Dominica | 1.00 | 2012 |
| 1010 | Dominican Republic | 1.00 | 2012 |
| 1011 | Ireland | 1.00 | 2012 |
| 1012 | Ireland | 1.00 | 2012 |
| 1013 | Estonia | 1.00 | 2012 |
| 1014 | El Salvador | 1.00 | 2012 |
