CIA - The World Factbook --  Airports - with paved runways   

This entry gives the total number of airports with paved runways (concrete or asphalt surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with paved runways | Date of Information |
| 589 | Nicaragua | 3.00 | 2010 |
| 590 | Nicaragua | 3.00 | 2010 |
| 591 | Nicaragua | 3.00 | 2010 |
| 592 | Netherlands | 3.00 | 2010 |
| 593 | Namibia | 3.00 | 2010 |
| 594 | Namibia | 3.00 | 2010 |
| 595 | Mozambique | 3.00 | 2010 |
| 596 | Mongolia | 3.00 | 2010 |
| 597 | Marshall Islands | 3.00 | 2010 |
| 598 | Mali | 3.00 | 2010 |
| 599 | Maldives | 3.00 | 2010 |
| 600 | Lithuania | 3.00 | 2010 |
| 601 | Lesotho | 3.00 | 2010 |
| 602 | Latvia | 3.00 | 2010 |
| 603 | Latvia | 3.00 | 2010 |
| 604 | Laos | 3.00 | 2010 |
| 605 | Kyrgyzstan | 3.00 | 2010 |
| 606 | Kyrgyzstan | 3.00 | 2010 |
| 607 | Jamaica | 3.00 | 2010 |
| 608 | Iceland | 3.00 | 2010 |
| 609 | Honduras | 3.00 | 2010 |
| 610 | Honduras | 3.00 | 2010 |
| 611 | Haiti | 3.00 | 2010 |
| 612 | Guinea | 3.00 | 2010 |
| 613 | Guatemala | 3.00 | 2010 |
| 614 | Guatemala | 3.00 | 2010 |
| 615 | Guatemala | 3.00 | 2010 |
| 616 | Grenada | 3.00 | 2010 |
| 617 | Ghana | 3.00 | 2010 |
| 618 | Finland | 3.00 | 2010 |
| 619 | Ethiopia | 3.00 | 2010 |
| 620 | Ecuador | 3.00 | 2010 |
| 621 | Dominican Republic | 3.00 | 2010 |
| 622 | Djibouti | 3.00 | 2010 |
| 623 | Denmark | 3.00 | 2010 |
| 624 | Czech Republic | 3.00 | 2010 |
| 625 | Cyprus | 3.00 | 2010 |
| 626 | Cyprus | 3.00 | 2010 |
| 627 | Croatia | 3.00 | 2010 |
| 628 | Croatia | 3.00 | 2010 |
| 629 | Congo, Republic of the | 3.00 | 2010 |
| 630 | Comoros | 3.00 | 2010 |
| 631 | Chad | 3.00 | 2010 |
| 632 | Cape Verde | 3.00 | 2010 |
| 633 | Cape Verde | 3.00 | 2010 |
| 634 | Cameroon | 3.00 | 2010 |
| 635 | Cambodia | 3.00 | 2010 |
| 636 | Bolivia | 3.00 | 2010 |
| 637 | Belarus | 3.00 | 2010 |
| 638 | Bahrain | 3.00 | 2010 |
| 639 | Bahamas, The | 3.00 | 2010 |
| 640 | Azerbaijan | 3.00 | 2010 |
| 641 | Afghanistan | 2.00 | 2010 |
| 642 | Antigua and Barbuda | 2.00 | 2010 |
| 643 | Bangladesh | 2.00 | 2010 |
| 644 | Belgium | 2.00 | 2010 |
| 645 | Cameroon | 2.00 | 2010 |
| 646 | Cambodia | 2.00 | 2010 |
| 647 | Burkina Faso | 2.00 | 2010 |
| 648 | Bulgaria | 2.00 | 2010 |
| 649 | Brunei | 2.00 | 2010 |
| 650 | British Virgin Islands | 2.00 | 2010 |
| 651 | Botswana | 2.00 | 2010 |
| 652 | Bosnia and Herzegovina | 2.00 | 2010 |
| 653 | Belize | 2.00 | 2010 |
| 654 | Zimbabwe | 2.00 | 2010 |
| 655 | West Bank | 2.00 | 2010 |
| 656 | Wallis and Futuna | 2.00 | 2010 |
| 657 | Virgin Islands | 2.00 | 2010 |
| 658 | Uruguay | 2.00 | 2010 |
| 659 | Uruguay | 2.00 | 2010 |
| 660 | United Arab Emirates | 2.00 | 2010 |
| 661 | Turks and Caicos Islands | 2.00 | 2010 |
| 662 | Turkmenistan | 2.00 | 2010 |
| 663 | Tunisia | 2.00 | 2010 |
| 664 | Togo | 2.00 | 2010 |
| 665 | Togo | 2.00 | 2010 |
| 666 | Timor-Leste | 2.00 | 2010 |
| 667 | Tanzania | 2.00 | 2010 |
| 668 | Tanzania | 2.00 | 2010 |
| 669 | Tajikistan | 2.00 | 2010 |
| 670 | Swaziland | 2.00 | 2010 |
| 671 | Spratly Islands | 2.00 | 2010 |
| 672 | Somalia | 2.00 | 2010 |
| 673 | Solomon Islands | 2.00 | 2010 |
| 674 | Singapore | 2.00 | 2010 |
| 675 | Serbia | 2.00 | 2010 |
| 676 | Senegal | 2.00 | 2010 |
| 677 | Saudi Arabia | 2.00 | 2010 |
| 678 | Sao Tome and Principe | 2.00 | 2010 |
| 679 | Saint Pierre and Miquelon | 2.00 | 2010 |
| 680 | Saint Lucia | 2.00 | 2010 |
| 681 | Saint Kitts and Nevis | 2.00 | 2010 |
| 682 | Rwanda | 2.00 | 2010 |
| 683 | Puerto Rico | 2.00 | 2010 |
| 684 | Papua New Guinea | 2.00 | 2010 |
| 685 | Northern Mariana Islands | 2.00 | 2010 |
| 686 | Nicaragua | 2.00 | 2010 |
| 687 | New Zealand | 2.00 | 2010 |
| 688 | Netherlands | 2.00 | 2010 |
| 689 | Namibia | 2.00 | 2010 |
| 690 | Montserrat | 2.00 | 2010 |
| 691 | Montserrat | 2.00 | 2010 |
| 692 | Montenegro | 2.00 | 2010 |
| 693 | Moldova | 2.00 | 2010 |
| 694 | Micronesia, Federated States of | 2.00 | 2010 |
| 695 | Mauritius | 2.00 | 2010 |
| 696 | Madagascar | 2.00 | 2010 |
| 697 | Macedonia | 2.00 | 2010 |
| 698 | Lithuania | 2.00 | 2010 |
| 699 | Liberia | 2.00 | 2010 |
| 700 | Lebanon | 2.00 | 2010 |
| 701 | Israel | 2.00 | 2010 |
| 702 | Moldova | 2.00 | 2010 |
| 703 | Iceland | 2.00 | 2010 |
| 704 | Hungary | 2.00 | 2010 |
| 705 | Hungary | 2.00 | 2010 |
| 706 | Hong Kong | 2.00 | 2010 |
| 707 | Honduras | 2.00 | 2010 |
| 708 | Guyana | 2.00 | 2010 |
| 709 | Guinea-Bissau | 2.00 | 2010 |
| 710 | Georgia | 2.00 | 2010 |
| 711 | Laos | 2.00 | 2010 |
| 712 | Kuwait | 2.00 | 2010 |
| 713 | Kosovo | 2.00 | 2010 |
| 714 | Korea, North | 2.00 | 2010 |
| 715 | Kenya | 2.00 | 2010 |
| 716 | Jamaica | 2.00 | 2010 |
| 717 | French Polynesia | 2.00 | 2010 |
| 718 | Fiji | 2.00 | 2010 |
| 719 | Falkland Islands (Islas Malvinas) | 2.00 | 2010 |
| 720 | Estonia | 2.00 | 2010 |
| 721 | Estonia | 2.00 | 2010 |
| 722 | Estonia | 2.00 | 2010 |
| 723 | Eritrea | 2.00 | 2010 |
| 724 | Eritrea | 2.00 | 2010 |
| 725 | Guernsey | 2.00 | 2010 |
| 726 | Greenland | 2.00 | 2010 |
| 727 | Ghana | 2.00 | 2010 |
| 728 | Equatorial Guinea | 2.00 | 2010 |
| 729 | Equatorial Guinea | 2.00 | 2010 |
| 730 | El Salvador | 2.00 | 2010 |
| 731 | Egypt | 2.00 | 2010 |
| 732 | Dominica | 2.00 | 2010 |
| 733 | Denmark | 2.00 | 2010 |
| 734 | Czech Republic | 2.00 | 2010 |
| 735 | Congo, Democratic Republic of the | 2.00 | 2010 |
| 736 | Congo, Democratic Republic of the | 2.00 | 2010 |
| 737 | Colombia | 2.00 | 2010 |
| 738 | Chad | 2.00 | 2010 |
| 739 | Chad | 2.00 | 2010 |
| 740 | Central African Republic | 2.00 | 2010 |
| 741 | Cayman Islands | 2.00 | 2010 |
| 742 | Cayman Islands | 2.00 | 2010 |
| 743 | Cape Verde | 2.00 | 2010 |
| 744 | Croatia | 2.00 | 2010 |
| 745 | Cote d'Ivoire | 2.00 | 2010 |
| 746 | Costa Rica | 2.00 | 2010 |
| 747 | Costa Rica | 2.00 | 2010 |
| 748 | Congo, Republic of the | 2.00 | 2010 |
| 749 | Belarus | 2.00 | 2010 |
| 750 | Bangladesh | 2.00 | 2010 |
| 751 | Armenia | 2.00 | 2010 |
| 752 | Bahamas, The | 2.00 | 2010 |
| 753 | Armenia | 2.00 | 2010 |
| 754 | Armenia | 2.00 | 2010 |
| 755 | Afghanistan | 2.00 | 2010 |
| 756 | Albania | 1.00 | 2010 |
| 757 | Bermuda | 1.00 | 2010 |
| 758 | Benin | 1.00 | 2010 |
| 759 | Benin | 1.00 | 2010 |
| 760 | Belize | 1.00 | 2010 |
| 761 | Belize | 1.00 | 2010 |
| 762 | Belgium | 1.00 | 2010 |
| 763 | Belarus | 1.00 | 2010 |
| 764 | Barbados | 1.00 | 2010 |
| 765 | Barbados | 1.00 | 2010 |
| 766 | Zambia | 1.00 | 2010 |
| 767 | Yemen | 1.00 | 2010 |
| 768 | West Bank | 1.00 | 2010 |
| 769 | West Bank | 1.00 | 2010 |
| 770 | Wallis and Futuna | 1.00 | 2010 |
| 771 | Wallis and Futuna | 1.00 | 2010 |
| 772 | Wake Island | 1.00 | 2010 |
| 773 | Wake Island | 1.00 | 2010 |
| 774 | Virgin Islands | 1.00 | 2010 |
| 775 | Virgin Islands | 1.00 | 2010 |
| 776 | Vanuatu | 1.00 | 2010 |
| 777 | Vanuatu | 1.00 | 2010 |
| 778 | Vanuatu | 1.00 | 2010 |
| 779 | Uruguay | 1.00 | 2010 |
| 780 | Uganda | 1.00 | 2010 |
| 781 | Uganda | 1.00 | 2010 |
| 782 | Turks and Caicos Islands | 1.00 | 2010 |
| 783 | Turkmenistan | 1.00 | 2010 |
| 784 | Trinidad and Tobago | 1.00 | 2010 |
| 785 | Trinidad and Tobago | 1.00 | 2010 |
| 786 | Trinidad and Tobago | 1.00 | 2010 |
| 787 | Tonga | 1.00 | 2010 |
| 788 | Tonga | 1.00 | 2010 |
| 789 | Timor-Leste | 1.00 | 2010 |
| 790 | Timor-Leste | 1.00 | 2010 |
| 791 | Tanzania | 1.00 | 2010 |
| 792 | Syria | 1.00 | 2010 |
| 793 | Swaziland | 1.00 | 2010 |
| 794 | Swaziland | 1.00 | 2010 |
| 795 | Svalbard | 1.00 | 2010 |
| 796 | Svalbard | 1.00 | 2010 |
| 797 | Suriname | 1.00 | 2010 |
| 798 | Sudan | 1.00 | 2010 |
| 799 | Sri Lanka | 1.00 | 2010 |
| 800 | Spratly Islands | 1.00 | 2010 |
| 801 | Somalia | 1.00 | 2010 |
| 802 | Solomon Islands | 1.00 | 2010 |
| 803 | Solomon Islands | 1.00 | 2010 |
| 804 | Slovenia | 1.00 | 2010 |
| 805 | Slovenia | 1.00 | 2010 |
| 806 | Slovenia | 1.00 | 2010 |
| 807 | Slovenia | 1.00 | 2010 |
| 808 | Slovakia | 1.00 | 2010 |
| 809 | Sint Maarten | 1.00 | 2010 |
| 810 | Sint Maarten | 1.00 | 2010 |
| 811 | Singapore | 1.00 | 2010 |
| 812 | Singapore | 1.00 | 2010 |
| 813 | Sierra Leone | 1.00 | 2010 |
| 814 | Sierra Leone | 1.00 | 2010 |
| 815 | Seychelles | 1.00 | 2010 |
| 816 | Seychelles | 1.00 | 2010 |
| 817 | Senegal | 1.00 | 2010 |
| 818 | Nepal | 1.00 | 2010 |
| 819 | Nauru | 1.00 | 2010 |
| 820 | Nauru | 1.00 | 2010 |
| 821 | Mozambique | 1.00 | 2010 |
| 822 | Montenegro | 1.00 | 2010 |
| 823 | Montenegro | 1.00 | 2010 |
| 824 | Mongolia | 1.00 | 2010 |
| 825 | Moldova | 1.00 | 2010 |
| 826 | Mayotte | 1.00 | 2010 |
| 827 | Mayotte | 1.00 | 2010 |
| 828 | Mauritius | 1.00 | 2010 |
| 829 | Mauritius | 1.00 | 2010 |
| 830 | Marshall Islands | 1.00 | 2010 |
| 831 | Malta | 1.00 | 2010 |
| 832 | Malta | 1.00 | 2010 |
| 833 | Mali | 1.00 | 2010 |
| 834 | Maldives | 1.00 | 2010 |
| 835 | Maldives | 1.00 | 2010 |
| 836 | Maldives | 1.00 | 2010 |
| 837 | Malawi | 1.00 | 2010 |
| 838 | Malawi | 1.00 | 2010 |
| 839 | Zambia | 1.00 | 2010 |
| 840 | Madagascar | 1.00 | 2010 |
| 841 | Madagascar | 1.00 | 2010 |
| 842 | Macau | 1.00 | 2010 |
| 843 | Macau | 1.00 | 2010 |
| 844 | Luxembourg | 1.00 | 2010 |
| 845 | Luxembourg | 1.00 | 2010 |
| 846 | Lithuania | 1.00 | 2010 |
| 847 | Libya | 1.00 | 2010 |
| 848 | Liberia | 1.00 | 2010 |
| 849 | Liberia | 1.00 | 2010 |
| 850 | Lesotho | 1.00 | 2010 |
| 851 | Lesotho | 1.00 | 2010 |
| 852 | Lesotho | 1.00 | 2010 |
| 853 | Lebanon | 1.00 | 2010 |
| 854 | Lebanon | 1.00 | 2010 |
| 855 | Lebanon | 1.00 | 2010 |
| 856 | Latvia | 1.00 | 2010 |
| 857 | Kyrgyzstan | 1.00 | 2010 |
| 858 | Kuwait | 1.00 | 2010 |
| 859 | Kuwait | 1.00 | 2010 |
| 860 | Kosovo | 1.00 | 2010 |
| 861 | Kosovo | 1.00 | 2010 |
| 862 | Korea, North | 1.00 | 2010 |
| 863 | Kenya | 1.00 | 2010 |
| 864 | Jordan | 1.00 | 2010 |
| 865 | Jordan | 1.00 | 2010 |
| 866 | Jordan | 1.00 | 2010 |
| 867 | Jersey | 1.00 | 2010 |
| 868 | Jersey | 1.00 | 2010 |
| 869 | Isle of Man | 1.00 | 2010 |
| 870 | Isle of Man | 1.00 | 2010 |
| 871 | Ireland | 1.00 | 2010 |
| 872 | Ireland | 1.00 | 2010 |
| 873 | Iceland | 1.00 | 2010 |
| 874 | Hong Kong | 1.00 | 2010 |
| 875 | Hong Kong | 1.00 | 2010 |
| 876 | Haiti | 1.00 | 2010 |
| 877 | Guyana | 1.00 | 2010 |
| 878 | Guinea-Bissau | 1.00 | 2010 |
| 879 | Guinea-Bissau | 1.00 | 2010 |
| 880 | Guinea | 1.00 | 2010 |
| 881 | Guernsey | 1.00 | 2010 |
| 882 | Guernsey | 1.00 | 2010 |
| 883 | Grenada | 1.00 | 2010 |
| 884 | Grenada | 1.00 | 2010 |
| 885 | Grenada | 1.00 | 2010 |
| 886 | Greenland | 1.00 | 2010 |
| 887 | Greenland | 1.00 | 2010 |
| 888 | Gibraltar | 1.00 | 2010 |
| 889 | Gibraltar | 1.00 | 2010 |
| 890 | Ghana | 1.00 | 2010 |
| 891 | Ghana | 1.00 | 2010 |
| 892 | Georgia | 1.00 | 2010 |
| 893 | Gaza Strip | 1.00 | 2010 |
| 894 | Gaza Strip | 1.00 | 2010 |
| 895 | Gambia, The | 1.00 | 2010 |
| 896 | Gambia, The | 1.00 | 2010 |
| 897 | Gabon | 1.00 | 2010 |
| 898 | Gabon | 1.00 | 2010 |
| 899 | Gabon | 1.00 | 2010 |
| 900 | Gabon | 1.00 | 2010 |
| 901 | Fiji | 1.00 | 2010 |
| 902 | Fiji | 1.00 | 2010 |
| 903 | Faroe Islands | 1.00 | 2010 |
| 904 | Sao Tome and Principe | 1.00 | 2010 |
| 905 | Sao Tome and Principe | 1.00 | 2010 |
| 906 | Samoa | 1.00 | 2010 |
| 907 | Samoa | 1.00 | 2010 |
| 908 | Saint Vincent and the Grenadines | 1.00 | 2010 |
| 909 | Saint Vincent and the Grenadines | 1.00 | 2010 |
| 910 | Saint Pierre and Miquelon | 1.00 | 2010 |
| 911 | Saint Pierre and Miquelon | 1.00 | 2010 |
| 912 | Saint Martin | 1.00 | 2010 |
| 913 | Saint Martin | 1.00 | 2010 |
| 914 | Saint Lucia | 1.00 | 2010 |
| 915 | Saint Lucia | 1.00 | 2010 |
| 916 | Saint Kitts and Nevis | 1.00 | 2010 |
| 917 | Saint Kitts and Nevis | 1.00 | 2010 |
| 918 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2010 |
| 919 | Saint Helena, Ascension, and Tristan da Cunha | 1.00 | 2010 |
| 920 | Saint Barthelemy | 1.00 | 2010 |
| 921 | Saint Barthelemy | 1.00 | 2010 |
| 922 | Rwanda | 1.00 | 2010 |
| 923 | Rwanda | 1.00 | 2010 |
| 924 | Romania | 1.00 | 2010 |
| 925 | Qatar | 1.00 | 2010 |
| 926 | Paracel Islands | 1.00 | 2010 |
| 927 | Paracel Islands | 1.00 | 2010 |
| 928 | Papua New Guinea | 1.00 | 2010 |
| 929 | Panama | 1.00 | 2010 |
| 930 | Panama | 1.00 | 2010 |
| 931 | Palau | 1.00 | 2010 |
| 932 | Palau | 1.00 | 2010 |
| 933 | Oman | 1.00 | 2010 |
| 934 | Norway | 1.00 | 2010 |
| 935 | Northern Mariana Islands | 1.00 | 2010 |
| 936 | Norfolk Island | 1.00 | 2010 |
| 937 | Norfolk Island | 1.00 | 2010 |
| 938 | Niue | 1.00 | 2010 |
| 939 | Niue | 1.00 | 2010 |
| 940 | Niger | 1.00 | 2010 |
| 941 | New Zealand | 1.00 | 2010 |
| 942 | New Zealand | 1.00 | 2010 |
| 943 | New Caledonia | 1.00 | 2010 |
| 944 | New Caledonia | 1.00 | 2010 |
| 945 | Netherlands | 1.00 | 2010 |
| 946 | Nepal | 1.00 | 2010 |
| 947 | Faroe Islands | 1.00 | 2010 |
| 948 | Falkland Islands (Islas Malvinas) | 1.00 | 2010 |
| 949 | Falkland Islands (Islas Malvinas) | 1.00 | 2010 |
| 950 | Ethiopia | 1.00 | 2010 |
| 951 | Ethiopia | 1.00 | 2010 |
| 952 | Equatorial Guinea | 1.00 | 2010 |
| 953 | Equatorial Guinea | 1.00 | 2010 |
| 954 | El Salvador | 1.00 | 2010 |
| 955 | El Salvador | 1.00 | 2010 |
| 956 | Dominican Republic | 1.00 | 2010 |
| 957 | Dominica | 1.00 | 2010 |
| 958 | Dominica | 1.00 | 2010 |
| 959 | Djibouti | 1.00 | 2010 |
| 960 | Djibouti | 1.00 | 2010 |
| 961 | Djibouti | 1.00 | 2010 |
| 962 | Cyprus | 1.00 | 2010 |
| 963 | Curacao | 1.00 | 2010 |
| 964 | Curacao | 1.00 | 2010 |
| 965 | Cote d'Ivoire | 1.00 | 2010 |
| 966 | Cook Islands | 1.00 | 2010 |
| 967 | Cook Islands | 1.00 | 2010 |
| 968 | Congo, Republic of the | 1.00 | 2010 |
| 969 | Congo, Democratic Republic of the | 1.00 | 2010 |
| 970 | Cocos (Keeling) Islands | 1.00 | 2010 |
| 971 | Cocos (Keeling) Islands | 1.00 | 2010 |
| 972 | Christmas Island | 1.00 | 2010 |
| 973 | Christmas Island | 1.00 | 2010 |
| 974 | Chad | 1.00 | 2010 |
| 975 | Central African Republic | 1.00 | 2010 |
| 976 | Central African Republic | 1.00 | 2010 |
| 977 | Cape Verde | 1.00 | 2010 |
| 978 | Burundi | 1.00 | 2010 |
| 979 | Comoros | 1.00 | 2010 |
| 980 | Burundi | 1.00 | 2010 |
| 981 | Burma | 1.00 | 2010 |
| 982 | Burma | 1.00 | 2010 |
| 983 | Burkina Faso | 1.00 | 2010 |
| 984 | Burkina Faso | 1.00 | 2010 |
| 985 | Brunei | 1.00 | 2010 |
| 986 | Brunei | 1.00 | 2010 |
| 987 | British Virgin Islands | 1.00 | 2010 |
| 988 | Cameroon | 1.00 | 2010 |
| 989 | Cambodia | 1.00 | 2010 |
| 990 | British Virgin Islands | 1.00 | 2010 |
| 991 | British Indian Ocean Territory | 1.00 | 2010 |
| 992 | British Indian Ocean Territory | 1.00 | 2010 |
| 993 | Botswana | 1.00 | 2010 |
| 994 | Bosnia and Herzegovina | 1.00 | 2010 |
| 995 | Bhutan | 1.00 | 2010 |
| 996 | Bhutan | 1.00 | 2010 |
| 997 | Bermuda | 1.00 | 2010 |
| 998 | Bangladesh | 1.00 | 2010 |
| 999 | Bahrain | 1.00 | 2010 |
| 1000 | Azerbaijan | 1.00 | 2010 |
| 1001 | Austria | 1.00 | 2010 |
| 1002 | Austria | 1.00 | 2010 |
| 1003 | Aruba | 1.00 | 2010 |
| 1004 | Aruba | 1.00 | 2010 |
| 1005 | Antigua and Barbuda | 1.00 | 2010 |
| 1006 | American Samoa | 1.00 | 2010 |
| 1007 | American Samoa | 1.00 | 2010 |
| 1008 | Anguilla | 1.00 | 2010 |
| 1009 | Antigua and Barbuda | 1.00 | 2010 |
| 1010 | Anguilla | 1.00 | 2010 |
| 1011 | American Samoa | 1.00 | 2010 |
| 1012 | Algeria | 1.00 | 2010 |
