CIA - The World Factbook --  Airports - with unpaved runways   

This entry gives the total number of airports with unpaved runways (grass, dirt, sand, or gravel surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with unpaved runways | Date of Information |
| 584 | Guinea | 2.00 | 2010 |
| 585 | Greenland | 2.00 | 2010 |
| 586 | Greenland | 2.00 | 2010 |
| 587 | Greece | 2.00 | 2010 |
| 588 | Georgia | 2.00 | 2010 |
| 589 | Georgia | 2.00 | 2010 |
| 590 | Estonia | 2.00 | 2010 |
| 591 | Eritrea | 2.00 | 2010 |
| 592 | Djibouti | 2.00 | 2010 |
| 593 | Cyprus | 2.00 | 2010 |
| 594 | Cyprus | 2.00 | 2010 |
| 595 | Cook Islands | 2.00 | 2010 |
| 596 | Cook Islands | 2.00 | 2010 |
| 597 | Germany | 2.00 | 2010 |
| 598 | British Virgin Islands | 2.00 | 2010 |
| 599 | British Virgin Islands | 2.00 | 2010 |
| 600 | Benin | 2.00 | 2010 |
| 601 | Belarus | 2.00 | 2010 |
| 602 | Anguilla | 2.00 | 2010 |
| 603 | Albania | 1.00 | 2010 |
| 604 | Argentina | 1.00 | 2010 |
| 605 | Armenia | 1.00 | 2010 |
| 606 | Estonia | 1.00 | 2010 |
| 607 | Eritrea | 1.00 | 2010 |
| 608 | Eritrea | 1.00 | 2010 |
| 609 | Equatorial Guinea | 1.00 | 2010 |
| 610 | Congo, Republic of the | 1.00 | 2010 |
| 611 | Colombia | 1.00 | 2010 |
| 612 | Cayman Islands | 1.00 | 2010 |
| 613 | Cayman Islands | 1.00 | 2010 |
| 614 | Cape Verde | 1.00 | 2010 |
| 615 | Cape Verde | 1.00 | 2010 |
| 616 | Cambodia | 1.00 | 2010 |
| 617 | Cambodia | 1.00 | 2010 |
| 618 | Burma | 1.00 | 2010 |
| 619 | Bulgaria | 1.00 | 2010 |
| 620 | Bhutan | 1.00 | 2010 |
| 621 | Mongolia | 1.00 | 2010 |
| 622 | Mexico | 1.00 | 2010 |
| 623 | Mexico | 1.00 | 2010 |
| 624 | Mauritius | 1.00 | 2010 |
| 625 | Marshall Islands | 1.00 | 2010 |
| 626 | Malawi | 1.00 | 2010 |
| 627 | Macedonia | 1.00 | 2010 |
| 628 | Luxembourg | 1.00 | 2010 |
| 629 | Luxembourg | 1.00 | 2010 |
| 630 | European Union | 1.00 | 2010 |
| 631 | Taiwan | 1.00 | 2010 |
| 632 | Zambia | 1.00 | 2010 |
| 633 | Western Sahara | 1.00 | 2010 |
| 634 | Western Sahara | 1.00 | 2010 |
| 635 | Western Sahara | 1.00 | 2010 |
| 636 | Vietnam | 1.00 | 2010 |
| 637 | Venezuela | 1.00 | 2010 |
| 638 | United Kingdom | 1.00 | 2010 |
| 639 | United Arab Emirates | 1.00 | 2010 |
| 640 | United Arab Emirates | 1.00 | 2010 |
| 641 | Uganda | 1.00 | 2010 |
| 642 | Tuvalu | 1.00 | 2010 |
| 643 | Tuvalu | 1.00 | 2010 |
| 644 | Turks and Caicos Islands | 1.00 | 2010 |
| 645 | Turks and Caicos Islands | 1.00 | 2010 |
| 646 | Turkmenistan | 1.00 | 2010 |
| 647 | Turkey | 1.00 | 2010 |
| 648 | Trinidad and Tobago | 1.00 | 2010 |
| 649 | Tonga | 1.00 | 2010 |
| 650 | Tonga | 1.00 | 2010 |
| 651 | Thailand | 1.00 | 2010 |
| 652 | Tajikistan | 1.00 | 2010 |
| 653 | Tajikistan | 1.00 | 2010 |
| 654 | Syria | 1.00 | 2010 |
| 655 | Sri Lanka | 1.00 | 2010 |
| 656 | Spratly Islands | 1.00 | 2010 |
| 657 | Spratly Islands | 1.00 | 2010 |
| 658 | South Africa | 1.00 | 2010 |
| 659 | Solomon Islands | 1.00 | 2010 |
| 660 | Slovenia | 1.00 | 2010 |
| 661 | Sierra Leone | 1.00 | 2010 |
| 662 | Seychelles | 1.00 | 2010 |
| 663 | Serbia | 1.00 | 2010 |
| 664 | Senegal | 1.00 | 2010 |
| 665 | Saint Vincent and the Grenadines | 1.00 | 2010 |
| 666 | Saint Vincent and the Grenadines | 1.00 | 2010 |
| 667 | Qatar | 1.00 | 2010 |
| 668 | Qatar | 1.00 | 2010 |
| 669 | Puerto Rico | 1.00 | 2010 |
| 670 | Puerto Rico | 1.00 | 2010 |
| 671 | Portugal | 1.00 | 2010 |
| 672 | Poland | 1.00 | 2010 |
| 673 | Panama | 1.00 | 2010 |
| 674 | Northern Mariana Islands | 1.00 | 2010 |
| 675 | Northern Mariana Islands | 1.00 | 2010 |
| 676 | Nigeria | 1.00 | 2010 |
| 677 | Niger | 1.00 | 2010 |
| 678 | Nicaragua | 1.00 | 2010 |
| 679 | Nepal | 1.00 | 2010 |
| 680 | Namibia | 1.00 | 2010 |
| 681 | Mozambique | 1.00 | 2010 |
| 682 | Morocco | 1.00 | 2010 |
| 683 | Montenegro | 1.00 | 2010 |
| 684 | Montenegro | 1.00 | 2010 |
| 685 | Mongolia | 1.00 | 2010 |
| 686 | Mongolia | 1.00 | 2010 |
| 687 | Lithuania | 1.00 | 2010 |
| 688 | Kyrgyzstan | 1.00 | 2010 |
| 689 | Kyrgyzstan | 1.00 | 2010 |
| 690 | Kuwait | 1.00 | 2010 |
| 691 | Jan Mayen | 1.00 | 2010 |
| 692 | Jan Mayen | 1.00 | 2010 |
| 693 | Italy | 1.00 | 2010 |
| 694 | Israel | 1.00 | 2010 |
| 695 | Iran | 1.00 | 2010 |
| 696 | Iran | 1.00 | 2010 |
| 697 | India | 1.00 | 2010 |
| 698 | Guinea-Bissau | 1.00 | 2010 |
| 699 | Guatemala | 1.00 | 2010 |
| 700 | Greenland | 1.00 | 2010 |
| 701 | Ghana | 1.00 | 2010 |
| 702 | Equatorial Guinea | 1.00 | 2010 |
| 703 | El Salvador | 1.00 | 2010 |
| 704 | Egypt | 1.00 | 2010 |
| 705 | Dominican Republic | 1.00 | 2010 |
| 706 | Dominican Republic | 1.00 | 2010 |
| 707 | Djibouti | 1.00 | 2010 |
| 708 | Czech Republic | 1.00 | 2010 |
| 709 | Croatia | 1.00 | 2010 |
| 710 | Central African Republic | 1.00 | 2010 |
| 711 | Bhutan | 1.00 | 2010 |
| 712 | Benin | 1.00 | 2010 |
| 713 | Benin | 1.00 | 2010 |
| 714 | Belize | 1.00 | 2010 |
| 715 | Belgium | 1.00 | 2010 |
| 716 | Belarus | 1.00 | 2010 |
| 717 | Bangladesh | 1.00 | 2010 |
| 718 | Bangladesh | 1.00 | 2010 |
| 719 | Bosnia and Herzegovina | 1.00 | 2010 |
| 720 | Bolivia | 1.00 | 2010 |
| 721 | Austria | 1.00 | 2010 |
| 722 | Armenia | 1.00 | 2010 |
| 723 | Argentina | 1.00 | 2010 |
| 724 | Antigua and Barbuda | 1.00 | 2010 |
| 725 | Albania | 1.00 | 2010 |
| 726 | Antigua and Barbuda | 1.00 | 2010 |
| 727 | Antarctica | 1.00 | 2010 |

