CIA - The World Factbook --  Airports - with unpaved runways   

This entry gives the total number of airports with unpaved runways (grass, dirt, sand, or gravel surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with unpaved runways | Date of Information |
| 584 | Mexico | 2.00 | 2012 |
| 585 | Niger | 2.00 | 2012 |
| 586 | Nigeria | 2.00 | 2012 |
| 587 | Palau | 2.00 | 2012 |
| 588 | Palau | 2.00 | 2012 |
| 589 | Guinea-Bissau | 2.00 | 2012 |
| 590 | Qatar | 2.00 | 2012 |
| 591 | Rwanda | 2.00 | 2012 |
| 592 | Seychelles | 2.00 | 2012 |
| 593 | Spain | 2.00 | 2012 |
| 594 | Trinidad and Tobago | 2.00 | 2012 |
| 595 | Turks and Caicos Islands | 2.00 | 2012 |
| 596 | Turks and Caicos Islands | 2.00 | 2012 |
| 597 | Togo | 2.00 | 2012 |
| 598 | Timor-Leste | 2.00 | 2012 |
| 599 | Timor-Leste | 2.00 | 2012 |
| 600 | Taiwan | 2.00 | 2012 |
| 601 | United Kingdom | 2.00 | 2012 |
| 602 | Ukraine | 2.00 | 2012 |
| 603 | Uzbekistan | 2.00 | 2012 |
| 604 | Kyrgyzstan | 1.00 | 2012 |
| 605 | Kyrgyzstan | 1.00 | 2012 |
| 606 | Kuwait | 1.00 | 2012 |
| 607 | Lithuania | 1.00 | 2012 |
| 608 | Luxembourg | 1.00 | 2012 |
| 609 | Luxembourg | 1.00 | 2012 |
| 610 | Moldova | 1.00 | 2012 |
| 611 | Mongolia | 1.00 | 2012 |
| 612 | Malawi | 1.00 | 2012 |
| 613 | Montenegro | 1.00 | 2010 |
| 614 | Montenegro | 1.00 | 2010 |
| 615 | Macedonia | 1.00 | 2012 |
| 616 | Mauritius | 1.00 | 2012 |
| 617 | Mauritania | 1.00 | 2012 |
| 618 | Mexico | 1.00 | 2012 |
| 619 | Mozambique | 1.00 | 2012 |
| 620 | Nepal | 1.00 | 2012 |
| 621 | Nicaragua | 1.00 | 2012 |
| 622 | South Sudan | 1.00 | NA |
| 623 | Peru | 1.00 | 2012 |
| 624 | Spratly Islands | 1.00 | 2012 |
| 625 | Spratly Islands | 1.00 | 2012 |
| 626 | Poland | 1.00 | 2012 |
| 627 | Panama | 1.00 | 2012 |
| 628 | Portugal | 1.00 | 2012 |
| 629 | Guinea-Bissau | 1.00 | 2012 |
| 630 | Qatar | 1.00 | 2012 |
| 631 | Qatar | 1.00 | 2012 |
| 632 | Serbia | 1.00 | 2012 |
| 633 | Marshall Islands | 1.00 | 2012 |
| 634 | Puerto Rico | 1.00 | 2012 |
| 635 | Puerto Rico | 1.00 | 2012 |
| 636 | Rwanda | 1.00 | 2012 |
| 637 | South Africa | 1.00 | 2012 |
| 638 | Senegal | 1.00 | 2012 |
| 639 | Slovenia | 1.00 | 2012 |
| 640 | Somalia | 1.00 | 2012 |
| 641 | Sudan | 1.00 | 2012 |
| 642 | Syria | 1.00 | 2012 |
| 643 | Trinidad and Tobago | 1.00 | 2012 |
| 644 | Thailand | 1.00 | 2012 |
| 645 | Tajikistan | 1.00 | 2012 |
| 646 | Tajikistan | 1.00 | 2012 |
| 647 | Tonga | 1.00 | 2012 |
| 648 | Tonga | 1.00 | 2012 |
| 649 | Tunisia | 1.00 | 2012 |
| 650 | Turkey | 1.00 | 2012 |
| 651 | Tuvalu | 1.00 | 2012 |
| 652 | Tuvalu | 1.00 | 2012 |
| 653 | Taiwan | 1.00 | 2012 |
| 654 | Turkmenistan | 1.00 | 2012 |
| 655 | Uganda | 1.00 | 2012 |
| 656 | Saint Vincent and the Grenadines | 1.00 | 2012 |
| 657 | Saint Vincent and the Grenadines | 1.00 | 2012 |
| 658 | Vietnam | 1.00 | 2012 |
| 659 | Western Sahara | 1.00 | 2012 |
| 660 | Western Sahara | 1.00 | 2012 |
| 661 | Western Sahara | 1.00 | 2012 |
| 662 | Zambia | 1.00 | 2012 |
| 663 | Antigua and Barbuda | 1.00 | 2012 |
| 664 | Antigua and Barbuda | 1.00 | 2012 |
| 665 | United Arab Emirates | 1.00 | 2012 |
| 666 | United Arab Emirates | 1.00 | 2012 |
| 667 | Albania | 1.00 | 2012 |
| 668 | Albania | 1.00 | 2012 |
| 669 | Armenia | 1.00 | 2012 |
| 670 | Armenia | 1.00 | 2012 |
| 671 | Argentina | 1.00 | 2012 |
| 672 | Argentina | 1.00 | 2012 |
| 673 | Austria | 1.00 | 2012 |
| 674 | Bangladesh | 1.00 | 2012 |
| 675 | Bangladesh | 1.00 | 2012 |
| 676 | Belize | 1.00 | 2012 |
| 677 | Bosnia and Herzegovina | 1.00 | 2012 |
| 678 | Bolivia | 1.00 | 2012 |
| 679 | Burma | 1.00 | 2012 |
| 680 | Benin | 1.00 | 2012 |
| 681 | Benin | 1.00 | 2012 |
| 682 | Belarus | 1.00 | 2012 |
| 683 | Solomon Islands | 1.00 | 2012 |
| 684 | Bhutan | 1.00 | 2012 |
| 685 | Bhutan | 1.00 | 2012 |
| 686 | Cambodia | 1.00 | 2012 |
| 687 | Sri Lanka | 1.00 | 2012 |
| 688 | Congo, Republic of the | 1.00 | 2012 |
| 689 | Cayman Islands | 1.00 | 2012 |
| 690 | Cayman Islands | 1.00 | 2012 |
| 691 | Colombia | 1.00 | 2012 |
| 692 | Northern Mariana Islands | 1.00 | 2012 |
| 693 | Northern Mariana Islands | 1.00 | 2012 |
| 694 | Central African Republic | 1.00 | 2012 |
| 695 | Cape Verde | 1.00 | 2010 |
| 696 | Cape Verde | 1.00 | 2010 |
| 697 | Cook Islands | 1.00 | 2012 |
| 698 | Djibouti | 1.00 | 2012 |
| 699 | Dominican Republic | 1.00 | 2012 |
| 700 | Dominican Republic | 1.00 | 2012 |
| 701 | European Union | 1.00 | 2012 |
| 702 | Egypt | 1.00 | 2012 |
| 703 | Equatorial Guinea | 1.00 | 2012 |
| 704 | Equatorial Guinea | 1.00 | 2012 |
| 705 | Estonia | 1.00 | 2012 |
| 706 | Estonia | 1.00 | 2012 |
| 707 | Eritrea | 1.00 | 2012 |
| 708 | Eritrea | 1.00 | 2012 |
| 709 | El Salvador | 1.00 | 2012 |
| 710 | Czech Republic | 1.00 | 2012 |
| 711 | Georgia | 1.00 | 2012 |
| 712 | Georgia | 1.00 | 2012 |
| 713 | Greenland | 1.00 | 2012 |
| 714 | Guam | 1.00 | 2012 |
| 715 | Guam | 1.00 | 2012 |
| 716 | Guatemala | 1.00 | 2012 |
| 717 | Honduras | 1.00 | 2012 |
| 718 | Croatia | 1.00 | 2012 |
| 719 | India | 1.00 | 2012 |
| 720 | Iran | 1.00 | 2012 |
| 721 | Iran | 1.00 | 2012 |
| 722 | Israel | 1.00 | 2012 |
| 723 | Italy | 1.00 | 2012 |
| 724 | Japan | 1.00 | 2012 |
| 725 | Jan Mayen | 1.00 | 2012 |
| 726 | Jan Mayen | 1.00 | 2012 |
