CIA - The World Factbook --  Airports - with unpaved runways   

This entry gives the total number of airports with unpaved runways (grass, dirt, sand, or gravel surfaces) by length. For airports with more than one runway, only the longest runway is included according to the following five groups - (1) over 3,047 m (over 10,000 ft), (2) 2,438 to 3,047 m (8,000 to 10,000 ft), (3) 1,524 to 2,437 m (5,000 to 8,000 ft), (4) 914 to 1,523 m (3,000 to 5,000 ft), and (5) under 914 m (under 3,000 ft). Only airports with usable runways are included in this listing. Not all airports have facilities for refueling, maintenance, or air traffic control. The type aircraft capable of operating from a runway of a given length is dependent upon a number of factors including elevation of the runway, runway gradient, average maximum daily temperature at the airport, engine types, flap settings, and take-off weight of the aircraft.

| Rank | country | Airports - with unpaved runways | Date of Information |
| 584 | Mauritius | 2.00 | 2010 |
| 585 | Mauritania | 2.00 | 2010 |
| 586 | Oman | 2.00 | 2010 |
| 587 | Maldives | 2.00 | 2010 |
| 588 | Maldives | 2.00 | 2010 |
| 589 | Niger | 2.00 | 2010 |
| 590 | Nigeria | 2.00 | 2010 |
| 591 | Nigeria | 2.00 | 2010 |
| 592 | Peru | 2.00 | 2010 |
| 593 | Palau | 2.00 | 2010 |
| 594 | Palau | 2.00 | 2010 |
| 595 | Qatar | 2.00 | 2010 |
| 596 | Rwanda | 2.00 | 2010 |
| 597 | Trinidad and Tobago | 2.00 | 2010 |
| 598 | Togo | 2.00 | 2010 |
| 599 | Tunisia | 2.00 | 2010 |
| 600 | Timor-Leste | 2.00 | 2010 |
| 601 | Timor-Leste | 2.00 | 2010 |
| 602 | Taiwan | 2.00 | 2010 |
| 603 | Uzbekistan | 2.00 | 2010 |
| 604 | British Virgin Islands | 2.00 | 2010 |
| 605 | Anguilla | 2.00 | 2010 |
| 606 | Lithuania | 1.00 | 2010 |
| 607 | Luxembourg | 1.00 | 2010 |
| 608 | Luxembourg | 1.00 | 2010 |
| 609 | Mongolia | 1.00 | 2010 |
| 610 | Mongolia | 1.00 | 2010 |
| 611 | Mongolia | 1.00 | 2010 |
| 612 | Malawi | 1.00 | 2010 |
| 613 | Montenegro | 1.00 | 2010 |
| 614 | Montenegro | 1.00 | 2010 |
| 615 | Macedonia | 1.00 | 2010 |
| 616 | Morocco | 1.00 | 2010 |
| 617 | Mauritius | 1.00 | 2010 |
| 618 | Mexico | 1.00 | 2010 |
| 619 | Mexico | 1.00 | 2010 |
| 620 | Mozambique | 1.00 | 2010 |
| 621 | Niger | 1.00 | 2010 |
| 622 | Nigeria | 1.00 | 2010 |
| 623 | Nepal | 1.00 | 2010 |
| 624 | Nicaragua | 1.00 | 2010 |
| 625 | South Sudan | 1.00 | NA |
| 626 | Spratly Islands | 1.00 | 2010 |
| 627 | Spratly Islands | 1.00 | 2010 |
| 628 | Poland | 1.00 | 2010 |
| 629 | Panama | 1.00 | 2010 |
| 630 | Portugal | 1.00 | 2010 |
| 631 | Guinea-Bissau | 1.00 | 2010 |
| 632 | Qatar | 1.00 | 2010 |
| 633 | Qatar | 1.00 | 2010 |
| 634 | Serbia | 1.00 | 2010 |
| 635 | Marshall Islands | 1.00 | 2010 |
| 636 | Puerto Rico | 1.00 | 2010 |
| 637 | Puerto Rico | 1.00 | 2010 |
| 638 | Seychelles | 1.00 | 2010 |
| 639 | South Africa | 1.00 | 2010 |
| 640 | Senegal | 1.00 | 2010 |
| 641 | Slovenia | 1.00 | 2010 |
| 642 | Sierra Leone | 1.00 | 2010 |
| 643 | Syria | 1.00 | 2010 |
| 644 | Trinidad and Tobago | 1.00 | 2010 |
| 645 | Thailand | 1.00 | 2010 |
| 646 | Tajikistan | 1.00 | 2010 |
| 647 | Tajikistan | 1.00 | 2010 |
| 648 | Turks and Caicos Islands | 1.00 | 2010 |
| 649 | Turks and Caicos Islands | 1.00 | 2010 |
| 650 | Tonga | 1.00 | 2010 |
| 651 | Tonga | 1.00 | 2010 |
| 652 | Turkey | 1.00 | 2010 |
| 653 | Tuvalu | 1.00 | 2010 |
| 654 | Tuvalu | 1.00 | 2010 |
| 655 | Taiwan | 1.00 | 2010 |
| 656 | Turkmenistan | 1.00 | 2010 |
| 657 | Uganda | 1.00 | 2010 |
| 658 | United Kingdom | 1.00 | 2010 |
| 659 | Saint Vincent and the Grenadines | 1.00 | 2010 |
| 660 | Saint Vincent and the Grenadines | 1.00 | 2010 |
| 661 | Venezuela | 1.00 | 2010 |
| 662 | Vietnam | 1.00 | 2010 |
| 663 | Namibia | 1.00 | 2010 |
| 664 | Western Sahara | 1.00 | 2010 |
| 665 | Western Sahara | 1.00 | 2010 |
| 666 | Western Sahara | 1.00 | 2010 |
| 667 | Zambia | 1.00 | 2010 |
| 668 | Antigua and Barbuda | 1.00 | 2010 |
| 669 | Antigua and Barbuda | 1.00 | 2010 |
| 670 | United Arab Emirates | 1.00 | 2010 |
| 671 | United Arab Emirates | 1.00 | 2010 |
| 672 | Albania | 1.00 | 2010 |
| 673 | Albania | 1.00 | 2010 |
| 674 | Armenia | 1.00 | 2010 |
| 675 | Armenia | 1.00 | 2010 |
| 676 | Argentina | 1.00 | 2010 |
| 677 | Argentina | 1.00 | 2010 |
| 678 | Austria | 1.00 | 2010 |
| 679 | Antarctica | 1.00 | 2010 |
| 680 | Belgium | 1.00 | 2010 |
| 681 | Bangladesh | 1.00 | 2010 |
| 682 | Bangladesh | 1.00 | 2010 |
| 683 | Belize | 1.00 | 2010 |
| 684 | Bosnia and Herzegovina | 1.00 | 2010 |
| 685 | Bolivia | 1.00 | 2010 |
| 686 | Burma | 1.00 | 2010 |
| 687 | Benin | 1.00 | 2010 |
| 688 | Benin | 1.00 | 2010 |
| 689 | Belarus | 1.00 | 2010 |
| 690 | Solomon Islands | 1.00 | 2010 |
| 691 | Bhutan | 1.00 | 2010 |
| 692 | Bhutan | 1.00 | 2010 |
| 693 | Bulgaria | 1.00 | 2010 |
| 694 | Cambodia | 1.00 | 2010 |
| 695 | Cambodia | 1.00 | 2010 |
| 696 | Sri Lanka | 1.00 | 2010 |
| 697 | Congo, Republic of the | 1.00 | 2010 |
| 698 | Cayman Islands | 1.00 | 2010 |
| 699 | Cayman Islands | 1.00 | 2010 |
| 700 | Colombia | 1.00 | 2010 |
| 701 | Northern Mariana Islands | 1.00 | 2010 |
| 702 | Northern Mariana Islands | 1.00 | 2010 |
| 703 | Central African Republic | 1.00 | 2010 |
| 704 | Cape Verde | 1.00 | 2010 |
| 705 | Cape Verde | 1.00 | 2010 |
| 706 | Djibouti | 1.00 | 2010 |
| 707 | Dominican Republic | 1.00 | 2010 |
| 708 | Dominican Republic | 1.00 | 2010 |
| 709 | European Union | 1.00 | 2010 |
| 710 | Egypt | 1.00 | 2010 |
| 711 | Equatorial Guinea | 1.00 | 2010 |
| 712 | Equatorial Guinea | 1.00 | 2010 |
| 713 | Estonia | 1.00 | 2010 |
| 714 | Eritrea | 1.00 | 2010 |
| 715 | Eritrea | 1.00 | 2010 |
| 716 | El Salvador | 1.00 | 2010 |
| 717 | Czech Republic | 1.00 | 2010 |
| 718 | Ghana | 1.00 | 2010 |
| 719 | Greenland | 1.00 | 2010 |
| 720 | Guatemala | 1.00 | 2010 |
| 721 | Croatia | 1.00 | 2010 |
| 722 | India | 1.00 | 2010 |
| 723 | Iran | 1.00 | 2010 |
| 724 | Iran | 1.00 | 2010 |
| 725 | Israel | 1.00 | 2010 |
| 726 | Italy | 1.00 | 2010 |
| 727 | Jan Mayen | 1.00 | 2010 |
| 728 | Jan Mayen | 1.00 | 2010 |
| 729 | Kyrgyzstan | 1.00 | 2010 |
| 730 | Kyrgyzstan | 1.00 | 2010 |
| 731 | Kuwait | 1.00 | 2010 |
