CIA - The World Factbook --  Exchange rates   

This entry provides the official value of a country's monetary unit at a given date or over a given period of time, as expressed in units of local currency per US dollar and as determined by international market forces or official fiat. The International Organization for Standardization (ISO) 4217 alphabetic currency code for the national medium of exchange is presented in parenthesis.

| Rank | country | Exchange rates | Date of Information |
| 642 | Peru | 3.17 | NA |
| 643 | Argentina | 3.16 | NA |
| 644 | Tajikistan | 3.12 | NA |
| 645 | Argentina | 3.11 | NA |
| 646 | Poland | 3.10 | NA |
| 647 | Papua New Guinea | 3.08 | NA |
| 648 | Papua New Guinea | 3.06 | NA |
| 649 | Argentina | 3.05 | NA |
| 650 | Papua New Guinea | 3.03 | NA |
| 651 | Romania | 3.00 | NA |
| 652 | Romania | 3.00 | NA |
| 653 | Samoa | 2.97 | NA |
| 654 | Tajikistan | 2.97 | NA |
| 655 | Brazil | 2.93 | NA |
| 656 | Argentina | 2.92 | NA |
| 657 | Peru | 2.91 | NA |
| 658 | Argentina | 2.90 | NA |
| 659 | Poland | 2.81 | NA |
| 660 | Romania | 2.81 | NA |
| 661 | Samoa | 2.78 | NA |
| 662 | Lithuania | 2.78 | NA |
| 663 | Lithuania | 2.77 | NA |
| 664 | Samoa | 2.76 | NA |
| 665 | Lithuania | 2.75 | NA |
| 666 | Suriname | 2.75 | NA |
| 667 | Suriname | 2.75 | NA |
| 668 | Suriname | 2.73 | NA |
| 669 | Suriname | 2.73 | NA |
| 670 | Samoa | 2.71 | NA |
| 671 | Antigua and Barbuda | 2.70 | NA |
| 672 | Antigua and Barbuda | 2.70 | NA |
| 673 | Saint Vincent and the Grenadines | 2.70 | NA |
| 674 | Saint Vincent and the Grenadines | 2.70 | NA |
| 675 | Saint Vincent and the Grenadines | 2.70 | NA |
| 676 | Saint Vincent and the Grenadines | 2.70 | NA |
| 677 | Saint Vincent and the Grenadines | 2.70 | NA |
| 678 | Saint Lucia | 2.70 | NA |
| 679 | Saint Lucia | 2.70 | NA |
| 680 | Saint Lucia | 2.70 | NA |
| 681 | Saint Lucia | 2.70 | NA |
| 682 | Saint Lucia | 2.70 | NA |
| 683 | Saint Kitts and Nevis | 2.70 | NA |
| 684 | Saint Kitts and Nevis | 2.70 | NA |
| 685 | Saint Kitts and Nevis | 2.70 | NA |
| 686 | Saint Kitts and Nevis | 2.70 | NA |
| 687 | Saint Kitts and Nevis | 2.70 | NA |
| 688 | Montserrat | 2.70 | NA |
| 689 | Montserrat | 2.70 | NA |
| 690 | Montserrat | 2.70 | NA |
| 691 | Montserrat | 2.70 | NA |
| 692 | Montserrat | 2.70 | NA |
| 693 | Grenada | 2.70 | NA |
| 694 | Grenada | 2.70 | NA |
| 695 | Grenada | 2.70 | NA |
| 696 | Grenada | 2.70 | NA |
| 697 | Grenada | 2.70 | NA |
| 698 | Dominica | 2.70 | NA |
| 699 | Dominica | 2.70 | NA |
| 700 | Dominica | 2.70 | NA |
| 701 | Dominica | 2.70 | NA |
| 702 | Dominica | 2.70 | NA |
| 703 | Anguilla | 2.70 | NA |
| 704 | Anguilla | 2.70 | NA |
| 705 | Anguilla | 2.70 | NA |
| 706 | Anguilla | 2.70 | NA |
| 707 | Anguilla | 2.70 | NA |
| 708 | Antigua and Barbuda | 2.70 | NA |
| 709 | Antigua and Barbuda | 2.70 | NA |
| 710 | Antigua and Barbuda | 2.70 | NA |
| 711 | Papua New Guinea | 2.70 | NA |
| 712 | Suriname | 2.60 | NA |
| 713 | Sudan | 2.58 | NA |
| 714 | Lithuania | 2.54 | NA |
| 715 | Romania | 2.50 | NA |
| 716 | Sudan | 2.44 | NA |
| 717 | Brazil | 2.43 | NA |
| 718 | Romania | 2.43 | NA |
| 719 | Lithuania | 2.33 | NA |
| 720 | Poland | 2.30 | NA |
| 721 | Brazil | 2.18 | NA |
| 722 | Sudan | 2.17 | NA |
| 723 | Venezuela | 2.15 | NA |
| 724 | Tonga | 2.14 | NA |
| 725 | Sudan | 2.10 | NA |
| 726 | Sudan | 2.06 | NA |
| 727 | Tonga | 2.03 | NA |
| 728 | Barbados | 2.00 | NA |
| 729 | Barbados | 2.00 | NA |
| 730 | Barbados | 2.00 | NA |
| 731 | Belize | 2.00 | NA |
| 732 | Belize | 2.00 | NA |
| 733 | Belize | 2.00 | NA |
| 734 | Belize | 2.00 | NA |
| 735 | Belize | 2.00 | NA |
| 736 | Barbados | 2.00 | NA |
| 737 | Tonga | 1.97 | NA |
| 738 | Tonga | 1.96 | NA |
| 739 | Georgia | 1.92 | NA |
| 740 | Fiji | 1.90 | NA |
| 741 | Brazil | 1.86 | NA |
| 742 | Brazil | 1.85 | NA |
| 743 | Georgia | 1.81 | NA |
| 744 | Aruba | 1.79 | NA |
| 745 | Aruba | 1.79 | NA |
| 746 | Netherlands Antilles | 1.79 | NA |
| 747 | Netherlands Antilles | 1.79 | NA |
| 748 | Netherlands Antilles | 1.79 | NA |
| 749 | Netherlands Antilles | 1.79 | NA |
| 750 | Aruba | 1.79 | NA |
| 751 | Aruba | 1.79 | NA |
| 752 | Georgia | 1.78 | NA |
| 753 | Brunei | 1.74 | NA |
| 754 | Fiji | 1.73 | NA |
| 755 | Fiji | 1.73 | NA |
| 756 | Georgia | 1.70 | NA |
| 757 | Fiji | 1.69 | NA |
| 758 | Brunei | 1.69 | NA |
| 759 | Singapore | 1.69 | NA |
| 760 | Brunei | 1.66 | NA |
| 761 | Singapore | 1.66 | NA |
| 762 | Singapore | 1.59 | NA |
| 763 | Brunei | 1.59 | NA |
| 764 | Bosnia and Herzegovina | 1.58 | NA |
| 765 | Bulgaria | 1.58 | NA |
| 766 | Bulgaria | 1.57 | NA |
| 767 | Bosnia and Herzegovina | 1.57 | NA |
| 768 | Bosnia and Herzegovina | 1.56 | NA |
| 769 | Bulgaria | 1.56 | NA |
| 770 | Cook Islands | 1.54 | NA |
| 771 | Pitcairn Islands | 1.54 | NA |
| 772 | Tokelau | 1.54 | NA |
| 773 | Niue | 1.54 | NA |
| 774 | New Zealand | 1.54 | NA |
| 775 | Cook Islands | 1.51 | NA |
| 776 | Tokelau | 1.51 | NA |
| 777 | Pitcairn Islands | 1.51 | NA |
| 778 | New Zealand | 1.51 | NA |
| 779 | Niue | 1.51 | NA |
| 780 | Singapore | 1.51 | NA |
| 781 | Georgia | 1.47 | NA |
| 782 | Bosnia and Herzegovina | 1.44 | NA |
| 783 | Bulgaria | 1.44 | NA |
| 784 | Turkey | 1.43 | NA |
| 785 | Turkey | 1.43 | NA |
| 786 | Cook Islands | 1.42 | NA |
| 787 | Tokelau | 1.42 | NA |
| 788 | Pitcairn Islands | 1.42 | NA |
| 789 | New Zealand | 1.42 | NA |
| 790 | Niue | 1.42 | NA |
| 791 | Cook Islands | 1.42 | NA |
| 792 | Niue | 1.42 | NA |
| 793 | New Zealand | 1.42 | NA |
| 794 | Pitcairn Islands | 1.42 | NA |
| 795 | Tokelau | 1.42 | NA |
| 796 | Singapore | 1.42 | NA |
| 797 | Cook Islands | 1.38 | NA |
| 798 | Niue | 1.38 | NA |
| 799 | New Zealand | 1.38 | NA |
| 800 | Tokelau | 1.38 | NA |
| 801 | Pitcairn Islands | 1.38 | NA |
| 802 | Australia | 1.36 | NA |
| 803 | Cocos (Keeling) Islands | 1.36 | NA |
| 804 | Kiribati | 1.36 | NA |
| 805 | Tuvalu | 1.36 | NA |
| 806 | Nauru | 1.36 | NA |
| 807 | Norfolk Island | 1.36 | NA |
| 808 | Christmas Island | 1.36 | NA |
| 809 | Turkey | 1.34 | NA |
| 810 | Tunisia | 1.33 | NA |
| 811 | Australia | 1.33 | NA |
| 812 | Cocos (Keeling) Islands | 1.33 | NA |
| 813 | Nauru | 1.33 | NA |
| 814 | Tuvalu | 1.33 | NA |
| 815 | Norfolk Island | 1.33 | NA |
| 816 | Christmas Island | 1.33 | NA |
| 817 | Kiribati | 1.33 | NA |
| 818 | Turkey | 1.32 | NA |
| 819 | Turkey | 1.32 | NA |
| 820 | Bulgaria | 1.32 | NA |
| 821 | Libya | 1.31 | NA |
| 822 | Australia | 1.31 | NA |
| 823 | Tuvalu | 1.31 | NA |
| 824 | Nauru | 1.31 | NA |
| 825 | Norfolk Island | 1.31 | NA |
| 826 | Christmas Island | 1.31 | NA |
| 827 | Kiribati | 1.31 | NA |
| 828 | Cocos (Keeling) Islands | 1.31 | NA |
| 829 | Libya | 1.31 | NA |
| 830 | Bosnia and Herzegovina | 1.31 | NA |
| 831 | Libya | 1.31 | NA |
| 832 | Canada | 1.30 | NA |
| 833 | Tunisia | 1.30 | NA |
| 834 | Tunisia | 1.28 | NA |
| 835 | Libya | 1.26 | NA |
| 836 | Liechtenstein | 1.25 | NA |
| 837 | Switzerland | 1.25 | NA |
| 838 | Tunisia | 1.25 | NA |
| 839 | Liechtenstein | 1.25 | NA |
| 840 | Switzerland | 1.25 | NA |
| 841 | Liechtenstein | 1.24 | NA |
| 842 | Switzerland | 1.24 | NA |
| 843 | Australia | 1.21 | NA |
| 844 | Christmas Island | 1.21 | NA |
| 845 | Tuvalu | 1.21 | NA |
| 846 | Nauru | 1.21 | NA |
| 847 | Norfolk Island | 1.21 | NA |
| 848 | Kiribati | 1.21 | NA |
| 849 | Cocos (Keeling) Islands | 1.21 | NA |
| 850 | Canada | 1.21 | NA |
| 851 | Libya | 1.21 | NA |
| 852 | Tunisia | 1.21 | NA |
| 853 | Australia | 1.21 | NA |
| 854 | Tuvalu | 1.21 | NA |
| 855 | Christmas Island | 1.21 | NA |
| 856 | Cocos (Keeling) Islands | 1.21 | NA |
| 857 | Norfolk Island | 1.21 | NA |
| 858 | Nauru | 1.21 | NA |
| 859 | Kiribati | 1.21 | NA |
| 860 | Liechtenstein | 1.20 | NA |
| 861 | Switzerland | 1.20 | NA |
| 862 | Canada | 1.13 | NA |
| 863 | Ghana | 1.10 | NA |
| 864 | Liechtenstein | 1.08 | NA |
| 865 | Switzerland | 1.08 | NA |
| 866 | Canada | 1.07 | NA |
| 867 | Canada | 1.04 | NA |
| 868 | Bahamas, The | 1.00 | NA |
| 869 | Bahamas, The | 1.00 | NA |
| 870 | Bahamas, The | 1.00 | NA |
| 871 | Panama | 1.00 | NA |
| 872 | Panama | 1.00 | NA |
| 873 | Panama | 1.00 | NA |
| 874 | Panama | 1.00 | NA |
| 875 | Panama | 1.00 | NA |
| 876 | Bahamas, The | 1.00 | NA |
| 877 | Bahamas, The | 1.00 | NA |
| 878 | Ghana | 0.95 | NA |
| 879 | Cuba | 0.93 | NA |
| 880 | Cuba | 0.93 | NA |
| 881 | Cuba | 0.92 | NA |
| 882 | Azerbaijan | 0.89 | NA |
| 883 | Saint Barthelemy | 0.89 | NA |
| 884 | Azerbaijan | 0.86 | NA |
| 885 | Cayman Islands | 0.85 | NA |
| 886 | Azerbaijan | 0.82 | NA |
| 887 | Andorra | 0.81 | NA |
| 888 | Austria | 0.81 | NA |
| 889 | European Union | 0.81 | NA |
| 890 | Ireland | 0.81 | NA |
| 891 | Finland | 0.81 | NA |
| 892 | San Marino | 0.81 | NA |
| 893 | Saint Pierre and Miquelon | 0.81 | NA |
| 894 | Saint Martin | 0.81 | NA |
| 895 | Portugal | 0.81 | NA |
| 896 | Netherlands | 0.81 | NA |
| 897 | Monaco | 0.81 | NA |
| 898 | Montenegro | 0.81 | NA |
| 899 | Mayotte | 0.81 | NA |
| 900 | Luxembourg | 0.81 | NA |
| 901 | Holy See (Vatican City) | 0.81 | NA |
| 902 | Saint Barthelemy | 0.81 | NA |
| 903 | Spain | 0.81 | NA |
| 904 | Italy | 0.81 | NA |
| 905 | Greece | 0.81 | NA |
| 906 | Germany | 0.81 | NA |
| 907 | France | 0.81 | NA |
| 908 | Belgium | 0.81 | NA |
| 909 | Andorra | 0.80 | NA |
| 910 | Austria | 0.80 | NA |
| 911 | European Union | 0.80 | NA |
| 912 | Holy See (Vatican City) | 0.80 | NA |
| 913 | Saint Barthelemy | 0.80 | NA |
| 914 | Spain | 0.80 | NA |
| 915 | San Marino | 0.80 | NA |
| 916 | Saint Pierre and Miquelon | 0.80 | NA |
| 917 | Saint Martin | 0.80 | NA |
| 918 | Portugal | 0.80 | NA |
| 919 | Netherlands | 0.80 | NA |
| 920 | Monaco | 0.80 | NA |
| 921 | Montenegro | 0.80 | NA |
| 922 | Mayotte | 0.80 | NA |
| 923 | Luxembourg | 0.80 | NA |
| 924 | Italy | 0.80 | NA |
| 925 | Greece | 0.80 | NA |
| 926 | Germany | 0.80 | NA |
| 927 | France | 0.80 | NA |
| 928 | Finland | 0.80 | NA |
| 929 | Ireland | 0.80 | NA |
| 930 | Belgium | 0.80 | NA |
| 931 | Andorra | 0.80 | NA |
| 932 | Austria | 0.80 | NA |
| 933 | Holy See (Vatican City) | 0.80 | NA |
| 934 | Saint Barthelemy | 0.80 | NA |
| 935 | Spain | 0.80 | NA |
| 936 | San Marino | 0.80 | NA |
| 937 | Saint Pierre and Miquelon | 0.80 | NA |
| 938 | Portugal | 0.80 | NA |
| 939 | Netherlands | 0.80 | NA |
| 940 | Monaco | 0.80 | NA |
| 941 | Montenegro | 0.80 | NA |
| 942 | Mayotte | 0.80 | NA |
| 943 | Luxembourg | 0.80 | NA |
| 944 | Italy | 0.80 | NA |
| 945 | Greece | 0.80 | NA |
| 946 | Germany | 0.80 | NA |
| 947 | Saint Martin | 0.80 | NA |
| 948 | France | 0.80 | NA |
| 949 | Finland | 0.80 | NA |
| 950 | Ireland | 0.80 | NA |
| 951 | European Union | 0.80 | NA |
| 952 | Belgium | 0.80 | NA |
| 953 | Austria | 0.73 | NA |
| 954 | Belgium | 0.73 | NA |
| 955 | France | 0.73 | NA |
| 956 | Holy See (Vatican City) | 0.73 | NA |
| 957 | Saint Barthelemy | 0.73 | NA |
| 958 | Spain | 0.73 | NA |
| 959 | San Marino | 0.73 | NA |
| 960 | Slovenia | 0.73 | NA |
| 961 | Saint Pierre and Miquelon | 0.73 | NA |
| 962 | Saint Martin | 0.73 | NA |
| 963 | Portugal | 0.73 | NA |
| 964 | Netherlands | 0.73 | NA |
| 965 | Monaco | 0.73 | NA |
| 966 | Montenegro | 0.73 | NA |
| 967 | Mayotte | 0.73 | NA |
| 968 | Luxembourg | 0.73 | NA |
| 969 | Kosovo | 0.73 | NA |
| 970 | Italy | 0.73 | NA |
| 971 | Greece | 0.73 | NA |
| 972 | Germany | 0.73 | NA |
| 973 | Finland | 0.73 | NA |
| 974 | Ireland | 0.73 | NA |
| 975 | European Union | 0.73 | NA |
| 976 | Andorra | 0.73 | NA |
| 977 | Jordan | 0.71 | NA |
| 978 | Jordan | 0.71 | NA |
| 979 | Jordan | 0.71 | NA |
| 980 | Jordan | 0.71 | NA |
| 981 | Jordan | 0.71 | NA |
| 982 | Andorra | 0.68 | NA |
| 983 | Belgium | 0.68 | NA |
| 984 | Austria | 0.68 | NA |
| 985 | Cyprus | 0.68 | NA |
| 986 | Saint Martin | 0.68 | NA |
| 987 | Portugal | 0.68 | NA |
| 988 | Netherlands | 0.68 | NA |
| 989 | Malta | 0.68 | NA |
| 990 | Monaco | 0.68 | NA |
| 991 | Montenegro | 0.68 | NA |
| 992 | Luxembourg | 0.68 | NA |
| 993 | Kosovo | 0.68 | NA |
| 994 | Italy | 0.68 | NA |
| 995 | Greece | 0.68 | NA |
| 996 | Germany | 0.68 | NA |
| 997 | Holy See (Vatican City) | 0.68 | NA |
| 998 | Spain | 0.68 | NA |
| 999 | Slovenia | 0.68 | NA |
| 1000 | France | 0.68 | NA |
| 1001 | Finland | 0.68 | NA |
| 1002 | Ireland | 0.68 | NA |
| 1003 | European Union | 0.68 | NA |
| 1004 | Dhekelia | 0.68 | NA |
| 1005 | Akrotiri | 0.68 | NA |
| 1006 | Mayotte | 0.67 | NA |
| 1007 | San Marino | 0.67 | NA |
| 1008 | Saint Pierre and Miquelon | 0.67 | NA |
| 1009 | Gibraltar | 0.61 | NA |
| 1010 | Latvia | 0.56 | NA |
| 1011 | Latvia | 0.56 | NA |
| 1012 | Gibraltar | 0.55 | NA |
| 1013 | Falkland Islands (Islas Malvinas) | 0.55 | NA |
| 1014 | Jersey | 0.55 | NA |
| 1015 | Isle of Man | 0.55 | NA |
| 1016 | Guernsey | 0.55 | NA |
| 1017 | Saint Helena | 0.55 | NA |
| 1018 | United Kingdom | 0.55 | NA |
| 1019 | Falkland Islands (Islas Malvinas) | 0.55 | NA |
| 1020 | Jersey | 0.55 | NA |
| 1021 | Isle of Man | 0.55 | NA |
| 1022 | Guernsey | 0.55 | NA |
| 1023 | United Kingdom | 0.55 | NA |
| 1024 | Saint Helena | 0.55 | NA |
| 1025 | Gibraltar | 0.55 | NA |
| 1026 | Gibraltar | 0.54 | NA |
| 1027 | Falkland Islands (Islas Malvinas) | 0.54 | NA |
| 1028 | United Kingdom | 0.54 | NA |
| 1029 | Saint Helena | 0.54 | NA |
| 1030 | Jersey | 0.54 | NA |
| 1031 | Isle of Man | 0.54 | NA |
| 1032 | Guernsey | 0.54 | NA |
| 1033 | Latvia | 0.54 | NA |
| 1034 | Falkland Islands (Islas Malvinas) | 0.53 | NA |
| 1035 | United Kingdom | 0.53 | NA |
| 1036 | Saint Helena | 0.53 | NA |
| 1037 | Jersey | 0.53 | NA |
| 1038 | Isle of Man | 0.53 | NA |
| 1039 | Guernsey | 0.53 | NA |
| 1040 | Latvia | 0.52 | NA |
| 1041 | Falkland Islands (Islas Malvinas) | 0.50 | NA |
| 1042 | Gibraltar | 0.50 | NA |
| 1043 | Guernsey | 0.50 | NA |
| 1044 | United Kingdom | 0.50 | NA |
| 1045 | Saint Helena | 0.50 | NA |
| 1046 | Jersey | 0.50 | NA |
| 1047 | Isle of Man | 0.50 | NA |
| 1048 | Latvia | 0.47 | NA |
| 1049 | Cyprus | 0.47 | NA |
| 1050 | Cyprus | 0.46 | NA |
| 1051 | Cyprus | 0.46 | NA |
| 1052 | Cyprus | 0.43 | NA |
| 1053 | Oman | 0.38 | NA |
| 1054 | Oman | 0.38 | NA |
| 1055 | Oman | 0.38 | NA |
| 1056 | Oman | 0.38 | NA |
| 1057 | Oman | 0.38 | NA |
| 1058 | Malta | 0.38 | NA |
| 1059 | Bahrain | 0.38 | NA |
| 1060 | Bahrain | 0.38 | NA |
| 1061 | Bahrain | 0.38 | NA |
| 1062 | Bahrain | 0.38 | NA |
| 1063 | Bahrain | 0.38 | NA |
| 1064 | Malta | 0.37 | NA |
| 1065 | Malta | 0.35 | NA |
| 1066 | Malta | 0.34 | NA |
| 1067 | Malta | 0.31 | NA |
| 1068 | Kuwait | 0.29 | NA |
| 1069 | Kuwait | 0.29 | NA |
| 1070 | Kuwait | 0.29 | NA |
| 1071 | Kuwait | 0.28 | NA |
| 1072 | Kuwait | 0.27 | NA |
