CIA - The World Factbook -- Field Listing - Merchant marine

| Country | Merchant marine |
| | *ships by type:* cargo 1, passenger 1, passenger/cargo 1, petroleum tanker 1, short-sea passenger 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: US 1 (2002 est.) |
| **Tunisia** | *total:* 14 ships (1,000 GRT or over) 139,990 GRT/148,394 DWT |
| | *ships by type:* bulk 2, cargo 3, chemical tanker 3, liquefied gas 1, petroleum tanker 1, short-sea passenger 3, specialized tanker 1 (2002 est.) |
| **Turkey** | *total:* 525 ships (1,000 GRT or over) 5,306,506 GRT/8,424,837 DWT |
| | *ships by type:* bulk 125, cargo 229, chemical tanker 44, combination bulk 3, combination ore/oil 3, container 34, liquefied gas 6, passenger/cargo 1, petroleum tanker 35, refrigerated cargo 4, roll on/roll off 26, short-sea passenger 10, specialized tanker 5 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belize 1, Cyprus 1, Denmark 2, Greece 1, Italy 1, Thailand 1, UK 11 (2002 est.) |
| **Turkmenistan** | *total:* 2 ships (1,000 GRT or over) 6,873 GRT/8,345 DWT |
| | *ships by type:* combination ore/oil 1, petroleum tanker 1 (2002 est.) |
| **Turks and Caicos Islands** | none (2002 est.) |
| **Tuvalu** | *total:* 4 ships (1,000 GRT or over) 33,199 GRT/56,187 DWT |
| | *ships by type:* cargo 2, passenger/cargo 1, petroleum tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 5 (2002 est.) |
| **Uganda** | *total:* 3 ships (1,000 GRT or over) 5,091 GRT/8,229 DWT |
| | *ships by type:* roll on/roll off 3 |
| | *note:* these ships are in cargo and passenger (ferry) service on Uganda's inland waterways (2002 est.) |
| **Ukraine** | *total:* 131 ships (1,000 GRT or over) 633,932 GRT/640,743 DWT |
| | *ships by type:* bulk 7, cargo 89, container 5, liquefied gas 2, passenger 14, passenger/cargo 1, petroleum tanker 10, railcar carrier 2, short-sea passenger 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Cyprus 1, Greece 1, Panama 1, Russia 4, Saint Vincent and the Grenadines 1 (2002 est.) |
| **United Arab Emirates** | *total:* 61 ships (1,000 GRT or over) 815,428 GRT/1,207,346 DWT |
| | *ships by type:* cargo 12, chemical tanker 4, container 7, liquefied gas 1, livestock carrier 1, petroleum tanker 25, roll on/roll off 6, short-sea passenger 4, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Greece 2, Italy 1, Kuwait 2 (2002 est.) |
| **United Kingdom** | *total:* 295 ships (1,000 GRT or over) 6,752,179 GRT/6,963,112 DWT |
| | *ships by type:* bulk 14, cargo 43, chemical tanker 19, combination ore/oil 1, container 95, liquefied gas 4, livestock carrier 1, passenger 18, passenger/cargo 1, petroleum tanker 50, refrigerated cargo 3, roll on/roll off 37, short-sea passenger 8, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Bermuda 1, Cyprus 1, Denmark 21, Germany 6, Greece 3, Hong Kong 4, Italy 1, Monaco 4, Netherlands 1, Norway 9, Russia 1, South Africa 2, Sweden 11, Taiwan 2, US 5 (2002 est.) |
| **United States** | *total:* 348 ships (1,000 GRT or over) 9,414,676 GRT/12,207,346 DWT |
| | *ships by type:* barge carrier 2, bulk 71, cargo 26, chemical tanker 13, combination bulk 2, combination ore/oil 1, container 79, freighter 15, heavy lift carrier 3, passenger/cargo 1, petroleum tanker 73, refrigerated cargo 3, roll on/roll off 46, short-sea passenger 2, specialized tanker 2, vehicle carrier 9 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 1, Canada 4, Denmark 15, France 1, Germany 1, Netherlands 3, Norway 7, Puerto Rico 4, Singapore 11, Sweden 1, United Kingdom 3; also, the US owns 549 additional ships (1,000 GRT or over) totaling 29,616,347 DWT that operate under the registries of Antigua and Barbuda, Australia, The Bahamas, Belize, Bermuda, Cambodia, Canada, Cayman Islands, Cyprus, Finland, Gibraltar, Hong Kong (China), Indonesia, Isle of Man, Italy, Liberia, Malta, Marshall Islands, Netherlands, Norway, Norway (NIS), Panama, Peru, Philippines, Saint Vincent and the Grenadines, Singapore, Tonga, UK, Vanuatu, and Wallis and Futuna (2002 est.) |
| **Uruguay** | *total:* 4 ships (1,000 GRT or over) 10,918 GRT/9,775 DWT |
| | *ships by type:* chemical tanker 1, container 1, petroleum tanker 1, roll on/roll off 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Argentina 4, Greece 1 (2002 est.) |
| **Vanuatu** | *total:* 52 ships (1,000 GRT or over) 1,181,463 GRT/1,552,813 DWT |
| | *ships by type:* bulk 26, cargo 5, combination bulk 3, container 3, liquefied gas 2, multi-function large-load carrier 1, refrigerated cargo 7, vehicle carrier 5 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 3, Canada 2, China 1, Japan 25, Monaco 4, Netherlands 1, NZ 5, Panama 1, Poland 1, Switzerland 2, UK 4, US 2, Vietnam 1 (2002 est.) |
| **Venezuela** | *total:* 47 ships (1,000 GRT or over) 714,073 GRT/1,256,667 DWT |
| | *ships by type:* bulk 6, cargo 8, chemical tanker 1, container 1, liquefied gas 4, passenger/cargo 1, petroleum tanker 15, roll on/roll off 10, short-sea passenger 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 1, Greece 1, Italy 1, UK 1, US 2 (2002 est.) |
| **Vietnam** | *total:* 180 ships (1,000 GRT or over) 1,054,423 GRT/1,588,732 DWT |
| | *ships by type:* bulk 13, cargo 128, chemical tanker 1, combination bulk 1, container 9, liquefied gas 4, petroleum tanker 21, refrigerated cargo 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Cambodia 1, Japan 1, Singapore 1, UK 2 (2002 est.) |
| **Virgin Islands** | none (2002 est.) |
| **Wallis and Futuna** | *total:* 4 ships (1,000 GRT or over) 85,572 GRT/9,004 DWT |
| | *ships by type:* passenger 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: France 3, US 1 (2002 est.) |
| **Yemen** | *total:* 5 ships (1,000 GRT or over) 18,623 GRT/23,752 DWT |
| | *ships by type:* cargo 1, petroleum tanker 3, roll on/roll off 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Hong Kong 2 (2002 est.) |

This page was last updated on 18 December, 2003
 
