CIA - The World Factbook -- Field Listing - Merchant marine

| Country | Merchant marine |
| | *by type:* barge carrier 1, bulk carrier 46, cargo 743, chemical tanker 25, combination ore/oil 38, container 13, passenger 12, passenger/cargo 7, petroleum tanker 219, refrigerated cargo 54, roll on/roll off 15, specialized tanker 5 |
| | *foreign-owned:* 100 (Belgium 4, Canada 1, Cyprus 2, Estonia 1, Germany 2, Greece 1, Latvia 2, Malta 4, Norway 1, Switzerland 7, Turkey 63, Ukraine 11, US 1) |
| | *registered in other countries:* 465 (Antigua and Barbuda 6, Bahamas 6, Belize 36, Bulgaria 1, Cambodia 105, Comoros 4, Cyprus 53, Dominica 2, Finland 1, Georgia 28, North Korea 1, Liberia 77, Malta 70, Marshall Islands 1, Mongolia 13, Panama 7, Saint Kitts and Nevis 5, Saint Vincent and the Grenadines 29, Sierra Leone 1, Tuvalu 2, Ukraine 1, Vanuatu 1, Venezuela 1, unknown 14) (2006) |
| **Saint Kitts and Nevis** | *total:* 50 ships (1000 GRT or over) 261,556 GRT/381,593 DWT |
| | *by type:* bulk carrier 1, cargo 36, chemical tanker 5, passenger/cargo 2, petroleum tanker 5, refrigerated cargo 1 |
| | *foreign-owned:* 41 (Greece 1, Monaco 1, Russia 5, Spain 2, Syria 3, Tanzania 1, Turkey 6, UAE 19, Ukraine 3) (2006) |
| **Saint Vincent and the Grenadines** | *total:* 589 ships (1000 GRT or over) 5,449,699 GRT/8,051,250 DWT |
| | *by type:* bulk carrier 106, cargo 351, chemical tanker 5, container 20, liquefied gas 7, livestock carrier 1, passenger 5, passenger/cargo 15, petroleum tanker 18, refrigerated cargo 38, roll on/roll off 20, specialized tanker 3 |
| | *foreign-owned:* 529 (Bangladesh 1, Barbados 1, Belgium 3, Bulgaria 17, Canada 6, China 103, Croatia 9, Cyprus 1, Czech Republic |
| | *registered in other countries:* 1 (Comoros 1) (2006) |
| **Samoa** | *total:* 1 ship (1000 GRT or over) 7,091 GRT/8,127 DWT |
| | *by type:* cargo 1 |
| | *foreign-owned:* 1 (Germany 1) (2006) |
| **Sao Tome and Principe** | *total:* 8 ships (1000 GRT or over) 21,527 GRT/29,823 DWT |
| | *by type:* bulk carrier 1, cargo 7 |
| | *foreign-owned:* 3 (Egypt 1, Greece 1, Lebanon 1) (2006) |
| **Saudi Arabia** | *total:* 60 ships (1000 GRT or over) 837,272 GRT/1,064,377 DWT |
| | *by type:* cargo 5, chemical tanker 15, container 4, passenger/cargo 8, petroleum tanker 18, refrigerated cargo 1, roll on/roll off 9 |
| | *foreign-owned:* 9 (Egypt 2, Kuwait 5, Sudan 1, UAE 1) |
| | *registered in other countries:* 55 (Bahamas 12, Comoros 3, Dominica 3, French Southern and Antarctic Lands 1, Liberia 24, Marshall Islands 1, Norway 3, Panama 8) (2006) |
| **Serbia** | *note:* see entry for Montenegro |
| **Seychelles** | *total:* 5 ships (1000 GRT or over) 69,777 GRT/113,501 DWT |
| | *by type:* cargo 1, chemical tanker 4 |
| | *foreign-owned:* 1 (Nigeria 1) (2006) |
| **Sierra Leone** | *total:* 54 ships (1000 GRT or over) 185,037 GRT/249,996 DWT |
| | *by type:* bulk carrier 2, cargo 36, chemical tanker 3, combination ore/oil 3, liquefied gas 1, livestock carrier 1, passenger 1, passenger/cargo 3, petroleum tanker 2, roll on/roll off 2 |
| | *foreign-owned:* 14 (China 2, Cyprus 1, Egypt 1, Russia 1, Syria 1, UAE 3, Ukraine 4, US 1) (2006) |
| **Singapore** | *total:* 1,063 ships (1000 GRT or over) 31,033,735 GRT/49,715,650 DWT |
| | *by type:* bulk carrier 155, cargo 87, chemical tanker 136, container 214, liquefied gas 53, livestock carrier 1, passenger/cargo 1, petroleum tanker 353, refrigerated cargo 10, roll on/roll off 2, specialized tanker 11, vehicle carrier 40 |
| | *foreign-owned:* 592 (Australia 7, Bangladesh 1, Belgium 12, China 23, Denmark 52, Germany 9, Greece 9, Hong Kong 50, India 5, Indonesia 56, Italy 2, Japan 100, South Korea 17, Malaysia 35, Netherlands 2, Norway 90, Philippines 5, Slovenia 1, Sweden 12, Taiwan 59, Thailand 22, UAE 7, UK 9, US 7) |
| | *registered in other countries:* 285 (Antigua and Barbuda 1, Bahamas 12, Belize 6, Bolivia 3, Cambodia 4, Cayman Islands 10, Cyprus 1, Dominica 9, France 2, Honduras 11, Hong Kong 24, Indonesia 17, Isle of Man 7, North Korea 1, Liberia 28, Malaysia 44, Marshall Islands 6, Mongolia 10, Nigeria 1, Panama 67, Saint Vincent and the Grenadines 5, Thailand 6, Tuvalu 6, US 2, unknown 2) (2006) |
| **Slovakia** | *total:* 43 ships (1000 GRT or over) 217,819 GRT/309,049 DWT |
| | *by type:* bulk carrier 6, cargo 36, chemical tanker 1 |
| | *foreign-owned:* 40 (Bulgaria 7, Estonia 1, Greece 4, Israel 7, Poland 2, Syria 2, Turkey 8, UK 1, Ukraine 8) |
| | *registered in other countries:* 2 (Cyprus 1, Georgia 1) (2006) |
| **Slovenia** | *registered in other countries:* 26 (Antigua and Barbuda 6, Bahamas 1, Cyprus 4, Georgia 1, Liberia 2, Malta 3, Marshall Islands 3, Saint Vincent and the Grenadines 5, Singapore 1) (2006) |
| **Somalia** | *total:* 1 ship (1000 GRT or over) 2,659 GRT/2,540 DWT |
| | *by type:* cargo 1 |
| | *foreign-owned:* 1 (UAE 1) (2006) |
| **South Africa** | *total:* 3 ships (1000 GRT or over) 32,815 GRT/39,295 DWT |
| | *by type:* container 1, petroleum tanker 2 |
| | *foreign-owned:* 1 (Denmark 1) |
| | *registered in other countries:* 8 (Panama 3, UK 5) (2006) |
| **Spain** | *total:* 169 ships (1000 GRT or over) 1,902,839 GRT/1,874,161 DWT |
| | *by type:* bulk carrier 9, cargo 13, chemical tanker 14, container 27, liquefied gas 9, passenger 1, passenger/cargo 49, petroleum tanker 15, refrigerated cargo 5, roll on/roll off 20, specialized tanker 2, vehicle carrier 5 |
| | *foreign-owned:* 36 (Cuba 1, Denmark 1, Germany 12, Italy 2, Mexico 3, Norway 7, UK 1, Uruguay 2, US 7) |
| | *registered in other countries:* 112 (Bahamas 12, Belize 3, Brazil 4, Cambodia 1, Cape Verde 1, Cuba 1, Cyprus 7, Italy 1, Malta 6, Marshall Islands 3, Nigeria 1, Panama 53, Portugal 15, Saint Kitts and Nevis 2, UK 1, Venezuela 1) (2006) |
| **Sri Lanka** | *total:* 22 ships (1000 GRT or over) 144,066 GRT/196,418 DWT |
| | *by type:* bulk carrier 1, cargo 17, container 2, petroleum tanker 2 |
| | *foreign-owned:* 7 (Germany 5, UAE 2) |
| | *registered in other countries:* 5 (Panama 5) (2006) |
| **Sudan** | *total:* 2 ships (1000 GRT or over) 11,326 GRT/14,068 DWT |
| | *by type:* cargo 1, livestock carrier 1 |
| | *registered in other countries:* 2 (Panama 1, Saudi Arabia 1) (2006) |
| **Suriname** | *total:* 1 ship (1000 GRT or over) 1,078 GRT/1,214 DWT |
| | *by type:* cargo 1 (2006) |
| **Sweden** | *total:* 198 ships (1000 GRT or over) 3,703,834 GRT/2,382,754 DWT |
| | *by type:* bulk carrier 8, cargo 28, chemical tanker 47, container 5, passenger 3, passenger/cargo 36, petroleum tanker 15, roll on/roll off 31, specialized tanker 4, vehicle carrier 21 |
| | *foreign-owned:* 37 (Belgium 2, Denmark 4, Finland 11, Germany 3, Italy 7, Japan 2, Norway 7, US 1) |
| | *registered in other countries:* 161 (Bahamas 6, Bermuda 14, Cayman Islands 9, Cook Islands 3, Cyprus 3, Denmark 1, France 2, French Southern and Antarctic Lands 9, Gibraltar 5, Isle of Man 1, Liberia 8, Malta 3, Netherlands 26, Netherlands Antilles 5, Norway 28, Panama 5, Saint Vincent and the Grenadines 1, Singapore 12, UK 15, US 5) (2006) |
| **Switzerland** | *total:* 27 ships (1000 GRT or over) 492,434 GRT/810,559 DWT |
| | *by type:* bulk carrier 9, cargo 10, chemical tanker 3, container 4, specialized tanker 1 |
| | *foreign-owned:* 2 (Monaco 2) |
| | *registered in other countries:* 320 (Antigua and Barbuda 4, Bahamas 2, Belize 1, Bermuda 2, Cyprus 4, France 2, French Southern and Antarctic Lands 1, Germany 1, Indonesia 3, Liberia 7, Malta 21, Marshall Islands 13, Mauritius 2, Morocco 1, Panama 226, Portugal 3, Russia 7, Saint Vincent and the Grenadines 13, Tonga 1, Turkey 1, UK 3, Vanuatu 2) (2006) |
| **Syria** | *total:* 108 ships (1000 GRT or over) 386,603 GRT/563,506 DWT |
| | *by type:* bulk carrier 8, cargo 93, container 1, livestock carrier 4, petroleum tanker 1, roll on/roll off 1 |
| | *foreign-owned:* 11 (Lebanon 7, Romania 3, UAE 1) |
| | *registered in other countries:* 130 (Cambodia 20, Comoros 4, Cyprus 3, Dominica 1, Georgia 43, Hong Kong 1, North Korea 14, Lebanon 1, Malta 7, Mongolia 1, Panama 18, Saint Kitts and Nevis 3, Saint Vincent and the Grenadines 6, Sierra Leone 1, Slovakia 2, unknown 5) (2006) |
| **Taiwan** | *total:* 112 ships (1000 GRT or over) 2,798,992 GRT/4,652,921 DWT |
| | *by type:* bulk carrier 35, cargo 22, chemical tanker 2, container 25, passenger/cargo 3, petroleum tanker 16, refrigerated cargo 7, roll on/roll off 2 |
| | *foreign-owned:* 3 (Hong Kong 3) |
| | *registered in other countries:* 463 (Bolivia 1, Cambodia 2, Honduras 2, Hong Kong 6, Italy 10, Liberia 69, Malta 2, Panama 308, Singapore 59, UK 1, US 1, unknown 2) (2006) |
| **Tanzania** | *total:* 9 ships (1000 GRT or over) 24,801 GRT/31,507 DWT |
| | *by type:* cargo 1, passenger/cargo 4, petroleum tanker 4 |
| | *registered in other countries:* 2 (Honduras 1, Saint Kitts and Nevis 1) (2006) |
| **Thailand** | *total:* 400 ships (1000 GRT or over) 2,808,509 GRT/4,317,320 DWT |
| | *by type:* bulk carrier 60, cargo 145, chemical tanker 14, container 21, liquefied gas 29, passenger 1, passenger/cargo 6, petroleum tanker 91, refrigerated cargo 32, specialized tanker 1 |
| | *foreign-owned:* 45 (China 1, Egypt 1, Indonesia 1, Japan 4, Norway 30, Singapore 6, UK 2) |
| | *registered in other countries:* 34 (Bahamas 1, Mongolia 1, Panama 9, Singapore 22, Tuvalu 1) (2006) |
| **Togo** | *total:* 2 ships (1000 GRT or over) 3,918 GRT/3,852 DWT |
| | *by type:* cargo 1, refrigerated cargo 1 (2006) |
| **Tonga** | *total:* 16 ships (1000 GRT or over) 62,185 GRT/72,960 DWT |
| | *by type:* bulk carrier 1, cargo 10, liquefied gas 1, livestock carrier 1, passenger/cargo 1, petroleum tanker 1, refrigerated cargo 1 |
| | *foreign-owned:* 4 (Australia 1, Norway 1, Switzerland 1, UK 1) (2006) |
| **Trinidad and Tobago** | *total:* 8 ships (1000 GRT or over) 16,760 GRT/7,941 DWT |
| | *by type:* liquefied gas 1, passenger 2, passenger/cargo 3, petroleum tanker 2 |
| | *foreign-owned:* 1 (US 1) |
| | *registered in other countries:* 1 (Panama 1) (2006) |
| **Tunisia** | *total:* 9 ships (1000 GRT or over) 146,759 GRT/115,118 DWT |
| | *by type:* bulk carrier 1, cargo 1, chemical tanker 3, passenger/cargo 4 (2006) |
| **Turkey** | *total:* 545 ships (1000 GRT or over) 4,772,864 GRT/7,313,070 DWT |
| | *by type:* bulk carrier 109, cargo 239, chemical tanker 50, container 24, liquefied gas 6, passenger 4, passenger/cargo 50, petroleum tanker 36, refrigerated cargo 1, roll on/roll off 24, specialized tanker 2 |
| | *foreign-owned:* 7 (Cyprus 2, Germany 1, Italy 3, Switzerland 1) |
| | *registered in other countries:* 411 (Albania 1, Antigua and Barbuda 8, Bahamas 8, Belize 11, Cambodia 26, Comoros 11, Dominica 3, Georgia 30, Isle of Man 3, North Korea 4, Liberia 1, Libya 2, Malta 123, Marshall Islands 20, Netherlands Antilles 9, Panama 42, Russia 63, Saint Kitts and Nevis 6, Saint Vincent and the Grenadines 25, Slovakia 8, Tuvalu 2, UK 2, unknown 3) (2006) |
| **Turkmenistan** | *total:* 8 ships (1000 GRT or over) 22,870 GRT/25,801 DWT |
| | *by type:* cargo 4, combination ore/oil 1, petroleum tanker 2, refrigerated cargo 1 (2006) |
| **Tuvalu** | *total:* 52 ships (1000 GRT or over) 196,790 GRT/256,436 DWT |
| | *by type:* bulk carrier 3, cargo 37, chemical tanker 1, container 2, passenger 3, passenger/cargo 1, petroleum tanker 4, specialized tanker 1 |
| | *foreign-owned:* 43 (China 23, Hong Kong 8, Kenya 1, Russia 2, Singapore 6, Thailand 1, Turkey 2) (2006) |
| **Ukraine** | *total:* 202 ships (1000 GRT or over) 782,456 GRT/911,201 DWT |
| | *by type:* bulk carrier 6, cargo 151, container 4, passenger 6, passenger/cargo 6, petroleum tanker 9, refrigerated cargo 11, roll on/roll off 7, specialized tanker 2 |
| | *foreign-owned:* 1 (Russia 1) |
| | *registered in other countries:* 160 (Belize 7, Cambodia 17, Comoros 14, Cyprus 4, Dominica 2, Georgia 22, Liberia 16, Malta 24, Moldova 3, Mongolia 1, Panama 8, Russia 11, Saint Kitts and Nevis 3, Saint Vincent and the Grenadines 12, Sierra Leone 4, Slovakia 8, unknown 4) (2006) |
| **United Arab Emirates** | *total:* 58 ships (1000 GRT or over) 656,003 GRT/891,837 DWT |
| | *by type:* bulk carrier 6, cargo 7, chemical tanker 5, container 6, liquefied gas 1, passenger/cargo 6, petroleum tanker 20, roll on/roll off 6, specialized tanker 1 |
| | *foreign-owned:* 10 (Greece 2, Kuwait 8) |
| | *registered in other countries:* 259 (Bahamas 16, Barbados 1, Belize 5, Cambodia 1, Comoros 6, Cyprus 11, Dominica 2, Georgia 1, Hong Kong 2, India 6, Iran 1, Jordan 11, Kiribati 1, North Korea 6, Liberia 18, Malta 5, Marshall Islands 3, Mexico 1, Mongolia 5, Norway 1, Panama 105, Philippines 1, Saint Kitts and Nevis 19, Saint Vincent and the Grenadines 11, Saudi Arabia 1, Sierra Leone 3, Singapore 7, Somalia 1, Sri Lanka 2, Syria 1, unknown 5) (2006) |
| **United Kingdom** | *total:* 449 ships (1000 GRT or over) 11,049,317 GRT/11,731,680 DWT |
| | *by type:* bulk carrier 24, cargo 54, chemical tanker 50, container 146, liquefied gas 17, passenger 9, passenger/cargo 65, petroleum tanker 33, refrigerated cargo 17, roll on/roll off 26, vehicle carrier 8 |
| | *foreign-owned:* 215 (Australia 3, Denmark 46, Finland 1, France 4, Germany 76, Greece 7, Ireland 1, Italy 4, Netherlands 3, Norway 36, NZ 1, South Africa 5, Spain 1, Sweden 15, Switzerland 3, Taiwan 1, Turkey 2, US 6) |
| | *registered in other countries:* 368 (Algeria 13, Antigua and Barbuda 7, Argentina 4, Australia 2, Bahamas 69, Barbados 5, Belgium 2, Bermuda 9, Brazil 1, Brunei 8, Cape Verde 1, Cayman Islands 10, Cyprus 6, Denmark 1, Finland 1, French Southern and Antarctic Lands 1, Georgia 4, Gibraltar 4, Greece 9, Hong Kong 43, India 1, Indonesia 2, Italy 3, South Korea 2, Liberia 41, Malta 8, Marshall Islands 12, Morocco 1, Netherlands 19, Netherlands Antilles 3, Norway 6, Panama 37, Papua New Guinea 6, Saint Vincent and the Grenadines 13, Singapore 9, Slovakia 1, Spain 1, Thailand 2, Tonga 1) (2006) |
| **United States** | *total:* 465 ships (1000 GRT or over) 10,590,325 GRT/13,273,133 DWT |
| | *by type:* barge carrier 7, bulk carrier 67, cargo 91, chemical tanker 20, container 76, passenger 19, passenger/cargo 58, petroleum tanker 76, refrigerated cargo 3, roll on/roll off 27, specialized tanker 1, vehicle carrier 20 |
| | *foreign-owned:* 51 (Australia 2, Canada 4, Denmark 24, Germany 2, Greece 1, Malaysia 4, Netherlands 4, Norway 2, Singapore 2, Sweden 5, Taiwan 1) |
| | *registered in other countries:* 700 (Antigua and Barbuda 7, Australia 3, Bahamas 121, Belize 5, Bermuda 27, Cambodia 8, Canada 2, Cayman Islands 41, Comoros 2, Cyprus 7, Greece 1, Honduras 1, Hong Kong 21, Ireland 2, Isle of Man 3, Italy 15, North Korea 3, South Korea 7, Liberia 93, Luxembourg 3, Malta 3, Marshall Islands 143, Netherlands 13, Netherlands Antilles 1, Norway 13, Panama 94, Peru 1, Philippines 8, Portugal 1, Puerto Rico 3, Qatar 1, Russia 1, Saint Vincent and the Grenadines 21, Sierra Leone 1, Singapore 7, Spain 7, Sweden 1, Trinidad and Tobago 1, UK 6, Vanuatu 1, Wallis and Futuna 1) (2006) |
| **Uruguay** | *total:* 13 ships (1000 GRT or over) 34,259 GRT/19,725 DWT |
| | *by type:* cargo 2, chemical tanker 1, passenger/cargo 7, petroleum tanker 2, roll on/roll off 1 |
| | *foreign-owned:* 4 (Argentina 3, Greece 1) |
| | *registered in other countries:* 8 (Argentina 1, Bahamas 2, Liberia 3, Spain 2) (2006) |
| **Vanuatu** | *total:* 51 ships (1000 GRT or over) 1,340,132 GRT/1,908,687 DWT |
| | *by type:* bulk carrier 29, cargo 8, container 1, liquefied gas 2, petroleum tanker 1, refrigerated cargo 3, roll on/roll off 2, vehicle carrier 5 |
| | *foreign-owned:* 51 (Australia 2, Canada 5, Denmark 6, Estonia 1, Japan 28, Poland 5, Russia 1, Switzerland 2, US 1) (2006) |
| **Venezuela** | *total:* 56 ships (1000 GRT or over) 824,941 GRT/1,327,924 DWT |
| | *by type:* bulk carrier 7, cargo 10, chemical tanker 2, container 1, liquefied gas 6, passenger/cargo 12, petroleum tanker 18 |
| | *foreign-owned:* 13 (Denmark 3, Greece 3, India 1, Mexico 3, Panama 1, Russia 1, Spain 1) |
| | *registered in other countries:* 15 (Bahamas 1, Panama 14) (2006) |
| **Vietnam** | *total:* 267 ships (1000 GRT or over) 1,423,936 GRT/2,191,858 DWT |
| | *by type:* bulk carrier 23, cargo 202, chemical tanker 4, container 5, liquefied gas 5, petroleum tanker 24, refrigerated cargo 2, roll on/roll off 1, specialized tanker 1 |
| | *foreign-owned:* 1 (Denmark 1) |
| | *registered in other countries:* 17 (Antigua and Barbuda 1, Honduras 1, Mongolia 8, Panama 4, Saint Vincent and the Grenadines 1, unknown 2) (2006) |
| **Wallis and Futuna** | *total:* 8 ships (1000 GRT or over) 110,428 GRT/56,830 DWT |
| | *by type:* chemical tanker 1, passenger 7 |
| | *foreign-owned:* 8 (France 5, French Polynesia 2, US 1) (2006) |
| **World** | *total:* 33,222 ships (1000 GRT or over) (2006) |
| **Yemen** | *total:* 4 ships (1000 GRT or over) 15,400 GRT/18,072 DWT |
| | *by type:* cargo 1, chemical tanker 1, petroleum tanker 1, roll on/roll off 1 |
| | *registered in other countries:* 9 (Bolivia 1, Cambodia 3, North Korea 2, Panama 3) (2006) |

This page was last updated
